Entity ID,Entity Name,Plant ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Planned Operation Month,Planned Operation Year,Status,Latitude,Longitude
66431,Liberty 1 Solar LLC,67867,Liberty Hybrid Solar and Storage Project,Map,Map,TX,Harris,ERCO,IPP Non-CHP,LIB2,,65,65,65,Batteries,MWH,BA,1,2026,"(TS) Construction complete, but not yet in commercial operation",30.009659,-95.04083
66543,"Old Hayneville Solar, LLC",68001,"Old Hayneville Solar, LLC",Map,Map,AL,Montgomery,SOCO,IPP Non-CHP,OLHAY,,80,80,80,Solar Photovoltaic,SUN,PV,1,2026,"(V) Under construction, more than 50 percent complete",32.317562,-86.41123
67494,On Energy Storage,69453,Alamo Clean Energy Center (BESS),Map,Map,TX,Pecos,ERCO,IPP Non-CHP,ALBA1,,10.1,10.1,10.1,Batteries,MWH,BA,1,2026,"(TS) Construction complete, but not yet in commercial operation",30.902391,-102.8728
67494,On Energy Storage,69455,Fort Stockton Clean Energy Center (BESS),Map,Map,TX,Pecos,ERCO,IPP Non-CHP,FSBA1,,10.1,10.1,10.1,Batteries,MWH,BA,1,2026,"(TS) Construction complete, but not yet in commercial operation",30.891456,-102.8828
67494,On Energy Storage,69457,Mesquite Clean Energy Center (BESS),Map,Map,TX,Cameron,ERCO,IPP Non-CHP,MEBA1,,10.1,10.1,10.1,Batteries,MWH,BA,1,2026,"(TS) Construction complete, but not yet in commercial operation",26.098447,-97.82261
67494,On Energy Storage,69458,North Pecos Clean Energy Center (BESS),Map,Map,TX,Reeves,ERCO,IPP Non-CHP,NPBA1,,10.1,10,10.1,Batteries,MWH,BA,1,2026,"(TS) Construction complete, but not yet in commercial operation",31.422461,-103.5091
65539,Pivot Energy,69483,Pivot Solar 40,Map,Map,CO,Weld,PSCO,IPP Non-CHP,PS40,,2.8,2.8,2.8,Solar Photovoltaic,SUN,PV,1,2026,"(V) Under construction, more than 50 percent complete",40.318083,-104.9277
65869,Prologis Logistics Services Incorporated,69619,Prologis Edison 0503 - SLCNJ005,Map,Map,NJ,Middlesex,PJM,IPP Non-CHP,CN005,,1.4,1,1,Solar Photovoltaic,SUN,PV,1,2026,"(TS) Construction complete, but not yet in commercial operation",40.52988,-74.39846
807,Arkansas Electric Coop Corp,201,Thomas Fitzhugh,Map,Map,AR,Franklin,SWPP,Electric Utility,3,,71.2,46.5,46.5,Natural Gas Fired Combustion Turbine,NG,GT,2,2026,"(V) Under construction, more than 50 percent complete",35.462382,-93.80493
13781,Northern States Power Co - Minnesota,4014,Wheaton,Map,Map,WI,Chippewa,MISO,Electric Utility,WHT08,,249.1,223.1,230.8,Natural Gas Fired Combustion Turbine,NG,GT,2,2026,"(U) Under construction, less than or equal to 50 percent complete",44.885416,-91.51583
13491,New York University,54808,New York University Central Plant,Map,Map,NY,New York,NYIS,Commercial CHP,GR1,,2.6,2.6,2.6,Natural Gas Internal Combustion Engine,NG,IC,2,2026,"(V) Under construction, more than 50 percent complete",40.7899,-73.9233
67192,RWE Clean Energy,57679,Arlington Valley Solar Energy I,Map,Map,AZ,Maricopa,AZPS,IPP Non-CHP,AVSE1,,127,125,125,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",33.321667,-112.8806
16572,Salt River Project,58413,Copper Crossing Energy and Research Cent,Map,Map,AZ,Pinal,SRP,Electric Utility,CXS01,,17.6,16.5,17.6,Solar Photovoltaic,SUN,PV,2,2026,"(U) Under construction, less than or equal to 50 percent complete",33.15512,-111.4836
16572,Salt River Project,58413,Copper Crossing Energy and Research Cent,Map,Map,AZ,Pinal,SRP,Electric Utility,CXS03,,19.2,18,19.2,Solar Photovoltaic,SUN,PV,2,2026,"(U) Under construction, less than or equal to 50 percent complete",33.15512,-111.4836
62646,"Painter Energy Storage, LLC",62729,Painter Energy Storage,Map,Map,CA,Santa Barbara,CISO,IPP Non-CHP,PAIN1,,10,10,10,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",34.41,-119.515
66777,"McCrae Wind Energy II, LLC",63342,McCrae Wind Energy II,Map,Map,TX,Glasscock,ERCO,IPP Non-CHP,BKII,,162.1,162.1,162.1,Onshore Wind Turbine,WND,WT,2,2026,"(TS) Construction complete, but not yet in commercial operation",31.754037,-101.6752
61222,174 Power Global Corp.,63798,Atlas,Map,Map,AZ,La Paz,AZPS,IPP Non-CHP,ATL01,,300,300,300,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",33.94345,-113.7917
61222,174 Power Global Corp.,63798,Atlas,Map,Map,AZ,La Paz,AZPS,IPP Non-CHP,ATLB1,,300,300,300,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",33.94345,-113.7917
63527,"Westlands Cherry, LLC",63850,Cherry,Map,Map,CA,Kings,CISO,IPP Non-CHP,BESS1,,40,40,40,Batteries,MWH,BA,2,2026,"(U) Under construction, less than or equal to 50 percent complete",36.122457,-119.9232
64370,"IP Radian, LLC",64859,"IP Radian, LLC",Map,Map,TX,Brown,ERCO,IPP Non-CHP,RADBA,,160,160,160,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",31.5481,-99.1872
64738,"Hummingbird Energy Storage, LLC",65395,Hummingbird Energy Storage LLC,Map,Map,CA,Santa Clara,CISO,IPP Non-CHP,HUMB1,,75,75,75,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",37.239218,-121.7793
67192,RWE Clean Energy,65513,Baron Winds II,Map,Map,NY,Steuben,NYIS,IPP Non-CHP,BRNW2,,113.2,113.2,113.2,Onshore Wind Turbine,WND,WT,2,2026,"(V) Under construction, more than 50 percent complete",42.43988,-77.52982
56201,Engie North America,65880,Zeya,Map,Map,TX,Galveston,ERCO,IPP Non-CHP,ZEYA,,250,250,250,Batteries,MWH,BA,2,2026,"(U) Under construction, less than or equal to 50 percent complete",29.388758,-94.94793
65439,"Lotus Infrastructure Global Operations, LLC",66359,"Grover Hill Wind, LLC",Map,Map,OH,Paulding,PJM,IPP Non-CHP,GHW,,140.3,140.3,140.3,Onshore Wind Turbine,WND,WT,2,2026,"(V) Under construction, more than 50 percent complete",41.04422,-84.50981
67466,"Nexus Renewable Power, LLC",66390,MRG Goody Solar Project Hybrid,Map,Map,TX,Lamar,ERCO,IPP Non-CHP,GDYES,,50.4,50.4,50.4,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",33.639193,-95.62905
67466,"Nexus Renewable Power, LLC",66390,MRG Goody Solar Project Hybrid,Map,Map,TX,Lamar,ERCO,IPP Non-CHP,GDYPV,,170.8,170.8,170.8,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",33.639193,-95.62905
66064,"Bexar ESS, LLC",66400,Bexar ESS,Map,Map,TX,Bexar,ERCO,IPP Non-CHP,OCBEX,,100,100,100,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",29.271,-98.456
65672,"Elkhart County Solar Project, LLC",66647,Elkhart County Solar Project,Map,Map,IN,Elkhart,PJM,IPP Non-CHP,USELT,,100,100,100,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",41.498,-85.69
65695,Seven Flags BESS LLC,66689,Seven Flags BESS LLC,Map,Map,TX,Webb,ERCO,IPP Non-CHP,7FLAG,,100,100,100,Batteries,MWH,BA,2,2026,"(U) Under construction, less than or equal to 50 percent complete",27.456115,-99.41734
65761,"Lighthouse Arthur Kill, LLC",66785,Elevate Arthur Kill,Map,Map,NY,Richmond,NYIS,IPP Non-CHP,ELVAK,,15.1,15.1,15.1,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",40.590066,-74.19836
65789,"Marion County Solar Project, LLC",66860,Marion County Solar Project,Map,Map,OH,Marion,PJM,IPP Non-CHP,USMNC,,100,100,100,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",40.624518,-83.13615
65815,Sunraycer Assets I LLC,66897,"Midpoint Solar, LLC",Map,Map,TX,Hill,ERCO,IPP Non-CHP,MIDBA,,50,50,50,Batteries,MWH,BA,2,2026,"(U) Under construction, less than or equal to 50 percent complete",32.116002,-97.34352
65815,Sunraycer Assets I LLC,66897,"Midpoint Solar, LLC",Map,Map,TX,Hill,ERCO,IPP Non-CHP,MIDPV,,97.5,97.5,97.5,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",32.116002,-97.34352
65829,"Hill Solar 1, LLC",66912,Hill Solar 1,Map,Map,TX,Hill,ERCO,IPP Non-CHP,HS1,,405,405,405,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",32.139,-97.06
4065,City of Columbus - (OH),67264,Jackson Pike WWTP Cogen Engines,Map,Map,OH,Franklin,PJM,Electric Utility,1,,1.4,1.4,1.4,Other Waste Biomass,OBG,IC,2,2026,"(TS) Construction complete, but not yet in commercial operation",39.911247,-83.01651
4065,City of Columbus - (OH),67264,Jackson Pike WWTP Cogen Engines,Map,Map,OH,Franklin,PJM,Electric Utility,2,,1.4,1.4,1.4,Other Waste Biomass,OBG,IC,2,2026,"(TS) Construction complete, but not yet in commercial operation",39.911247,-83.01651
66127,Howard University,67265,CHP Plant,Map,Map,DC,District of Columbia,PJM,IPP CHP,CTG-1,CTG1,5.7,5.3,5.3,Natural Gas Fired Combustion Turbine,NG,GT,2,2026,"(V) Under construction, more than 50 percent complete",38.92033,-77.021
66149,"Magic Mountain Parkway Solar Project 2023, LLC",67283,Six Flags Magic Mountain,Map,Map,CA,Los Angeles,CISO,IPP Non-CHP,6569,,10,10,10,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",34.428209,-118.5993
66149,"Magic Mountain Parkway Solar Project 2023, LLC",67283,Six Flags Magic Mountain,Map,Map,CA,Los Angeles,CISO,IPP Non-CHP,6569B,,2,2,2,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",34.428209,-118.5993
9417,Interstate Power and Light Co,67538,Wever Solar (150MW),Map,Map,IA,Lee,MISO,Electric Utility,BESS1,,99,99,99,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",40.734563,-91.27675
66363,Bypass BESS LLC,67761,Bypass BESS,Map,Map,TX,Fort Bend,ERCO,IPP Non-CHP,1,,200,200,200,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",29.484448,-95.62164
66387,"Babacomari Solar, LLC",67797,Babacomari Solar,Map,Map,AZ,Cochise,TEPC,IPP Non-CHP,BS,,160,160,160,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",31.656605,-110.4134
66413,Ray Ranch Solar LLC,67837,Ray Ranch Solar,Map,Map,TX,Goliad,ERCO,IPP Non-CHP,RAYRS,,255.2,255.2,255.2,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",28.628,-97.724
803,Arizona Public Service Co,67964,Agave,Map,Map,AZ,Maricopa,AZPS,Electric Utility,A400M,,150,150,150,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",33.32389,-112.8397
66517,"Two Hearted Solar, LLC",67969,Two Hearted Solar,Map,Map,NC,Yadkin,DUK,IPP Non-CHP,PGR28,,22,22,22,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",36.235367,-80.56279
66542,"Piney Woods Solar, LLC",67995,Piney Woods Solar,Map,Map,TX,Walker,MISO,IPP Non-CHP,PWS,,150,150,150,Solar Photovoltaic,SUN,PV,2,2026,"(U) Under construction, less than or equal to 50 percent complete",30.718683,-95.66965
66561,Selkirk Solar LLC,68037,NY Selkirk S Albany RD - Hemlock Hills S,Map,Map,NY,Albany,NYIS,IPP Non-CHP,18211,,5,5,5,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",42.548056,-73.83611
66572,"Montpelier Solar, LLC",68062,Montpelier Solar Project,Map,Map,OH,Williams,PJM,IPP Non-CHP,MPLR,,49,49,49,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",41.59,-84.56
66576,Chillingham Solar LLC,68065,Chillingham Solar,Map,Map,TX,Bell,ERCO,IPP Non-CHP,CHILS,,350,350,350,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",31.006,-97.262
66589,"SR Dumas, LLC",68100,SR Dumas,Map,Map,AR,Desha,MISO,IPP Non-CHP,DUMAS,,4.8,4.8,4.8,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",33.891711,-91.47006
65869,Prologis Logistics Services Incorporated,68118,Addison 11-SLCHI404,Map,Map,IL,DuPage,PJM,IPP Non-CHP,CH404,,1.6,1.6,1.6,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",41.930327,-88.04848
65869,Prologis Logistics Services Incorporated,68130,Des Plaines 11-SLCHI211,Map,Map,IL,Cook,PJM,IPP Non-CHP,CH211,,1.6,1.6,1.6,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",42.015,-87.915
65869,Prologis Logistics Services Incorporated,68237,South Bay Dis Ctr 20-SLLAX512,Map,Map,CA,Los Angeles,CISO,IPP Non-CHP,LA512,,1.3,1.3,1.3,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",33.84038,-118.2287
65869,Prologis Logistics Services Incorporated,68238,Commerce Distribution Center 4-SLLAX113,Map,Map,CA,Los Angeles,CISO,IPP Non-CHP,LA113,,1.2,1.2,1.2,Solar Photovoltaic,SUN,PV,2,2026,"(U) Under construction, less than or equal to 50 percent complete",33.98049,-118.1582
65869,Prologis Logistics Services Incorporated,68239,Romeoville 34A-SLCHI234,Map,Map,IL,Will,PJM,IPP Non-CHP,C34AB,,0.5,0.5,0.5,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",41.599,-88.111
64904,AES Clean Energy,68418,Keydet Solar Center,Map,Map,VA,Charles City,PJM,IPP Non-CHP,KEYDT,,120,120,120,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",37.4371,-77.1587
66825,"Blue Summit II Storage, LLC",68456,Blue Summit II Storage,Map,Map,TX,Wilbarger,ERCO,IPP Non-CHP,BSIIS,,150,150,150,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",34.291934,-99.36776
18454,Tampa Electric Co,68472,Long Branch Solar,Map,Map,FL,Manatee,TEC,Electric Utility,1,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",27.62574,-82.17134
66829,"Hill Solar II, LLC",68481,Hill Solar II,Map,Map,TX,Hill,ERCO,IPP Non-CHP,HS2,,200,200,200,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",32.115203,-97.06783
66853,"Sun Pond, LLC",68492,Sun Pond,Map,Map,AZ,Maricopa,SRP,IPP Non-CHP,GEN01,,85,85,85,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",33.381198,-112.8216
66853,"Sun Pond, LLC",68492,Sun Pond,Map,Map,AZ,Maricopa,SRP,IPP Non-CHP,GEN02,,85,85,85,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",33.381198,-112.8216
67192,RWE Clean Energy,68509,"Ventasso Energy Storage, LLC",Map,Map,CA,San Diego,CISO,IPP Non-CHP,VNT,,50,50,50,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",32.79669,-116.97
7140,Georgia Power Co,68512,McGrau Ford Battery Storage Facility,Map,Map,GA,Cherokee,SOCO,Electric Utility,1,,265,265,265,Batteries,MWH,BA,2,2026,"(U) Under construction, less than or equal to 50 percent complete",34.324977,-84.3289
66904,Boot Hill Solar LLC,68517,Boot Hill Solar,Map,Map,KS,Ford,SWPP,IPP Non-CHP,BHS,,150,150,150,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",37.693889,-99.98639
58764,"Origis Energy USA, Inc",68534,Wheatland,Map,Map,IN,Knox,MISO,IPP Non-CHP,OEIN1,,150,150,150,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",38.692248,-87.28772
66918,"Mountain Street Solar Project 2019, LLC",68543,Town of Sharon Portfolio -Mt St Landfill,Map,Map,MA,Norfolk,ISNE,IPP Non-CHP,3850B,,5.7,5.7,5.7,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",42.102685,-71.15906
66918,"Mountain Street Solar Project 2019, LLC",68543,Town of Sharon Portfolio -Mt St Landfill,Map,Map,MA,Norfolk,ISNE,IPP Non-CHP,3850G,,5,5,5,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",42.102685,-71.15906
66924,"Pineview Solar, LLC",68549,"Pineview Solar, LLC",Map,Map,GA,Wilcox,SOCO,IPP Non-CHP,PNVW1,,80,80,80,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",31.995,-83.544
66950,Lydian Energy,68580,Headcamp BESS,Map,Map,TX,Pecos,ERCO,IPP Non-CHP,MHB,,150,150,150,Batteries,MWH,BA,2,2026,"(U) Under construction, less than or equal to 50 percent complete",30.916058,-102.8553
67037,"Tierra Seca BESS, LLC",68748,Tierra Seca,Map,Map,TX,Val Verde,ERCO,IPP Non-CHP,TS,,100,100,100,Batteries,MWH,BA,2,2026,"(U) Under construction, less than or equal to 50 percent complete",29.349111,-100.8734
67069,NY CDG 009 LLC,68783,NY CDG 009,Map,Map,NY,Suffolk,NYIS,IPP Non-CHP,NY009,,1,1,0.5,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",40.808538,-72.95773
65869,Prologis Logistics Services Incorporated,68790,Dominguez - SLLAX512,Map,Map,CA,Los Angeles,CISO,IPP Non-CHP,LA512,,1.3,1.3,1.3,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",33.84038,-118.2287
65869,Prologis Logistics Services Incorporated,68794,Tracy 18 - SLCVA418,Map,Map,CA,San Joaquin,CISO,IPP Non-CHP,BS418,,1.5,1.5,1.5,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",37.753015,-121.3883
65869,Prologis Logistics Services Incorporated,68795,IPC 16 - SLCVA516,Map,Map,CA,San Joaquin,CISO,IPP Non-CHP,CV516,,1.7,1.7,1.7,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",37.738366,-121.5348
65869,Prologis Logistics Services Incorporated,68796,Stockton 6 - SLEBA202,Map,Map,CA,San Joaquin,CISO,IPP Non-CHP,EB202,,1.1,1.1,1.1,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",37.896708,-121.2602
67095,"Bell 1 Solar, LLC",68851,Hermes Solar PV,Map,Map,TX,Bell,ERCO,IPP Non-CHP,HSPV1,,100.4,100,100,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",30.989842,-97.14982
67096,"Bell 1 Storage, LLC",68852,Hermes Storage BESS,Map,Map,TX,Bell,ERCO,IPP Non-CHP,HSBE1,,100.4,100,100,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",30.981595,-97.1429
67111,Angiola East LLC,68854,Angela Solar Project,Map,Map,CA,Tulare,CISO,IPP Non-CHP,ABESS,,40,20,20,Batteries,MWH,BA,2,2026,"(U) Under construction, less than or equal to 50 percent complete",35.865642,-119.4559
67111,Angiola East LLC,68854,Angela Solar Project,Map,Map,CA,Tulare,CISO,IPP Non-CHP,ANG1,,40,40,40,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",35.865642,-119.4559
67153,Tesoro RV & Boat Storage,68908,Tesoro RV & Boat Storage,Map,Map,CA,San Joaquin,CISO,Commercial Non-CHP,45067,,2.5,2.5,2.5,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",37.776626,-121.1869
67192,RWE Clean Energy,68954,Alpaugh BESS,Map,Map,CA,Tulare,CISO,IPP Non-CHP,ALPHB,,10,10,10,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",35.896993,-119.4465
65539,Pivot Energy,69018,Pivot Solar NY 10,Map,Map,NY,St Lawrence,NYIS,IPP Non-CHP,NY10,,5,5,5,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",44.673387,-75.48876
67231,"Iron Springs BESS, LLC",69041,Iron Springs BESS,Map,Map,UT,Iron,PACE,IPP Non-CHP,ISBA,,80,80,80,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",37.728942,-113.1498
67229,"Big Creek Solar (IL), LLC",69043,Big Creek Solar (IL),Map,Map,IL,Macoupin,MISO,IPP Non-CHP,BC25,,5,5,5,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",39.070944,-90.13983
67230,Platinum Energy Storage LLC,69044,Platinum Storage,Map,Map,TX,Fannin,ERCO,IPP Non-CHP,PLAT,,348,300,300,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",33.610937,-96.37181
17650,Southern Power Co,69101,Millers Branch Solar,Map,Map,TX,Haskell,ERCO,IPP Non-CHP,MLB01,,200,200,200,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",33.22132,-99.58652
58509,"Affordable Solar Silver City, LLC",69107,XCEL-1,Map,Map,NM,Chaves,SWPP,IPP Non-CHP,XCL-1,,5,5,5,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",33.326556,-104.536
67272,"RPCA Solar 8, LLC",69137,Althea Avenue Solar,Map,Map,CA,Fresno,CISO,IPP Non-CHP,ALP1,,5,5,5,Solar Photovoltaic,SUN,PV,2,2026,"(TS) Construction complete, but not yet in commercial operation",36.893121,-120.6569
67299,Sypert Branch Solar LLC,69150,Sypert Branch Solar,Map,Map,TX,Milam,ERCO,IPP Non-CHP,SYPRT,,293.9,260,260,Solar Photovoltaic,SUN,PV,2,2026,"(U) Under construction, less than or equal to 50 percent complete",30.877895,-97.1944
18454,Tampa Electric Co,69165,Bayside Battery Storage,Map,Map,FL,Hillsborough,TEC,Electric Utility,BESS1,,20,20,20,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",27.90752,-82.41128
61194,Generate Capital,69208,Route 14-1,Map,Map,NY,Ontario,NYIS,IPP Non-CHP,11036,,5,5,5,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",43.041852,-76.98501
61194,Generate Capital,69209,Route 14-2,Map,Map,NY,Ontario,NYIS,IPP Non-CHP,11037,,5,5,5,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",43.042769,-76.9809
67333,GoldenMax Energy Inc,69226,Knapp BESS,Map,Map,TX,Scurry,ERCO,IPP Non-CHP,KNBA1,,10,10,10,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",32.6913,-101.0515
67340,"Sunset Road Solar 3, LLC",69231,Sunset Road Solar 3,Map,Map,IL,Macoupin,MISO,IPP Non-CHP,SR3,,5,5,5,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",39.150791,-89.768
67341,"Sunset Road Solar 4, LLC",69232,Sunset Road Solar 4,Map,Map,IL,Macoupin,MISO,IPP Non-CHP,SR4,,2.5,2.5,2.5,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",39.150791,-89.768
67343,CleanAmps AssetCo LLC,69234,Meadow Park Energy Center,Map,Map,TX,Tarrant,ERCO,IPP Non-CHP,MPBA1,,9.9,9.9,9.9,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",32.84591,-97.22742
56990,NJR Clean Energy Ventures Corporation,69249,National Park Solar,Map,Map,NJ,Gloucester,PJM,IPP Non-CHP,NTLPK,,6,6,6,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",39.860635,-75.17987
67357,"Vertus Energy Storage, LLC",69255,Vertus Energy Storage Plant,Map,Map,TX,Galveston,ERCO,IPP Non-CHP,VESP1,,200,200,200,Batteries,MWH,BA,2,2026,"(U) Under construction, less than or equal to 50 percent complete",29.392994,-95.03924
67314,Rockhound Sol,69266,Rockhound Sol Solar CSG,Map,Map,NM,Luna,PNM,IPP Non-CHP,ROCKH,,4,4,4,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",32.1617,-107.8022
67316,Juniper Sol Solar,69270,Juniper Sol Solar CSG,Map,Map,NM,Santa Fe,PNM,IPP Non-CHP,JUNIP,,5,5,5,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",35.5089,-105.9517
67388,Grenergy USA LLC,69296,BESS La Feria,Map,Map,TX,Cameron,ERCO,IPP Non-CHP,LFBA1,,10,10,10,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",26.116879,-97.81167
67388,Grenergy USA LLC,69297,BESS Stadium,Map,Map,TX,Jim Wells,ERCO,IPP Non-CHP,STBA1,,10,10,10,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",27.745926,-98.05444
11479,Madison Gas & Electric Co,69311,Blount BESS,Map,Map,WI,Dane,MISO,Electric Utility,BLTB,,7,7,7,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",43.078904,-89.37388
11479,Madison Gas & Electric Co,69312,Huiskamp BESS,Map,Map,WI,Dane,MISO,Electric Utility,HKPB,,7,7,7,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",43.158256,-89.41138
11479,Madison Gas & Electric Co,69313,West Middleton BESS,Map,Map,WI,Dane,MISO,Electric Utility,WMB,,7,7,7,Batteries,MWH,BA,2,2026,"(V) Under construction, more than 50 percent complete",43.093352,-89.56979
67404,Regis Laureles LLC,69337,Regis Laureles,Map,Map,TX,Cameron,ERCO,IPP Non-CHP,LAURE,,9.9,9.9,9.9,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",26.122395,-97.54792
67409,Regis Milton LLC,69342,Regis Milton,Map,Map,TX,Karnes,ERCO,IPP Non-CHP,MILT,,9.9,9.9,9.9,Batteries,MWH,BA,2,2026,"(TS) Construction complete, but not yet in commercial operation",29.057397,-97.78802
67448,"Honeycomb Solar Holdco, LLC",69351,Honeycomb Solar and Storage,Map,Map,TX,Bee,ERCO,IPP Non-CHP,HNYBS,,76.5,76.5,76.5,Batteries,MWH,BA,2,2026,"(U) Under construction, less than or equal to 50 percent complete",28.184344,-97.77169
67448,"Honeycomb Solar Holdco, LLC",69351,Honeycomb Solar and Storage,Map,Map,TX,Bee,ERCO,IPP Non-CHP,HNYPV,,74.8,74.8,74.8,Solar Photovoltaic,SUN,PV,2,2026,"(U) Under construction, less than or equal to 50 percent complete",28.184344,-97.77169
67424,Machias PV LLC,69376,Machias PV,Map,Map,NY,Cattaraugus,NYIS,IPP Non-CHP,MACHI,,2,2,2,Solar Photovoltaic,SUN,PV,2,2026,"(V) Under construction, more than 50 percent complete",42.40904,-78.49085
