Entity ID,Entity Name,Plant ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Planned Operation Month,Planned Operation Year,Status,Latitude,Longitude
66876,Dog Corners Solar NY LLC,62823,SunEast Dog Corners Solar Project,Map,Map,NY,Cayuga,NYIS,IPP Non-CHP,Q584,,20,20,20,Solar Photovoltaic,SUN,PV,6,2027,"(U) Under construction, less than or equal to 50 percent complete",42.744301,-76.66531
66886,Watkins Road Solar NY LLC,62896,SunEast Watkins Road Solar Project,Map,Map,NY,Herkimer,NYIS,IPP Non-CHP,Q586,,20,20,20,Solar Photovoltaic,SUN,PV,6,2027,"(U) Under construction, less than or equal to 50 percent complete",43.06127,-75.05584
63524,Freepoint Commodities LLC,63846,Raceway Solar,Map,Map,DE,Kent,PJM,IPP Non-CHP,RACE,,50,50,50,Solar Photovoltaic,SUN,PV,6,2027,(T) Regulatory approvals received. Not under construction,38.909956,-75.58819
66885,Valley Solar NY LLC,63862,SunEast Valley Solar Project,Map,Map,NY,Tioga,NYIS,IPP Non-CHP,Q#828,,20,20,20,Solar Photovoltaic,SUN,PV,6,2027,"(U) Under construction, less than or equal to 50 percent complete",42.083795,-76.2477
66878,Flat Hill Solar NY LLC,63901,SunEast Flat Hill Solar Project,Map,Map,NY,Herkimer,NYIS,IPP Non-CHP,Q#865,,20,20,20,Solar Photovoltaic,SUN,PV,6,2027,"(U) Under construction, less than or equal to 50 percent complete",43.044363,-74.79632
57416,"Acciona Energy USA Global, LLC",64658,"AEUG Fleming Solar, LLC",Map,Map,KY,Fleming,PJM,IPP Non-CHP,AFS,,188.5,188.5,188.5,Solar Photovoltaic,SUN,PV,6,2027,"(U) Under construction, less than or equal to 50 percent complete",38.429925,-83.77156
64514,"Royalston Solar One, LLC",65136,Royalston Solar One,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,VCP04,,5,5,5,Solar Photovoltaic,SUN,PV,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",42.668365,-72.18581
64514,"Royalston Solar One, LLC",65136,Royalston Solar One,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,VCPS1,,2.5,2.5,2.5,Batteries,MWH,BA,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",42.668365,-72.18581
61222,174 Power Global Corp.,65141,Boulder Solar III LLC,Map,Map,NV,Clark,NEVP,IPP Non-CHP,BS301,,128,128,128,Solar Photovoltaic,SUN,PV,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",35.838769,-114.9642
61222,174 Power Global Corp.,65141,Boulder Solar III LLC,Map,Map,NV,Clark,NEVP,IPP Non-CHP,BS3ES,,128,128,128,Batteries,MWH,BA,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",35.838769,-114.9642
64657,"Vacherie Solar Energy Center, LLC",65345,"Vacherie Solar Energy Center, LLC",Map,Map,LA,St James,MISO,IPP Non-CHP,VSEC,,150,150,150,Solar Photovoltaic,SUN,PV,6,2027,(T) Regulatory approvals received. Not under construction,29.978,-90.7277
65777,Urban Grid Solar,66850,Beaver Creek Solar,Map,Map,PA,Franklin,PJM,IPP Non-CHP,BEAC1,,34.2,34.2,34.2,Solar Photovoltaic,SUN,PV,6,2027,(L) Regulatory approvals pending. Not under construction,40.086625,-77.66283
65967,"Iron Belt Energy Storage Project, LLC",67059,Iron Belt,Map,Map,TX,Borden,ERCO,IPP Non-CHP,1,,400,400,400,Batteries,MWH,BA,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",32.5557,-101.6601
50123,"Leeward Asset Management, LLC",67173,Hoosier Line Wind,Map,Map,IN,White,PJM,IPP Non-CHP,HLW00,,180,180,180,Onshore Wind Turbine,WND,WT,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",40.851153,-86.94475
66100,Boralex US Operations LLC,67220,Diamond Solar (NY),Map,Map,NY,Herkimer,NYIS,IPP Non-CHP,NY48,,60,60,60,Solar Photovoltaic,SUN,PV,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",43.11218,-75.11311
66100,Boralex US Operations LLC,67221,Foothills Solar (NY),Map,Map,NY,Fulton,NYIS,IPP Non-CHP,NY128,,40,40,40,Solar Photovoltaic,SUN,PV,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",43.113678,-74.24503
64545,Vesper Energy Development LLC,67575,TX Nazareth Solar,Map,Map,TX,Swisher,ERCO,IPP Non-CHP,NZRTH,,201,201,201,Solar Photovoltaic,SUN,PV,6,2027,(T) Regulatory approvals received. Not under construction,34.49,-101.97
65815,Sunraycer Assets I LLC,67674,Lupinus Storage 3,Map,Map,TX,Franklin,ERCO,IPP Non-CHP,LUPE3,,50.9,50.9,50.9,Batteries,MWH,BA,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",33.3015,-95.2548
66318,"Zeta Solar, LLC",67676,Zeta Solar & Storage,Map,Map,CA,Merced,CISO,IPP Non-CHP,GEN01,,75,75,75,Solar Photovoltaic,SUN,PV,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",36.911894,-120.8101
66318,"Zeta Solar, LLC",67676,Zeta Solar & Storage,Map,Map,CA,Merced,CISO,IPP Non-CHP,GEN02,,75,75,75,Batteries,MWH,BA,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",36.911894,-120.8101
66380,Gransolar Texas Twenty Two LLC,67782,RedSun PV and BESS,Map,Map,TX,Burnet,ERCO,IPP Non-CHP,GS22B,,84,84,84,Batteries,MWH,BA,6,2027,(L) Regulatory approvals pending. Not under construction,30.784886,-98.20217
66380,Gransolar Texas Twenty Two LLC,67782,RedSun PV and BESS,Map,Map,TX,Burnet,ERCO,IPP Non-CHP,GS22P,,84,84,84,Solar Photovoltaic,SUN,PV,6,2027,(L) Regulatory approvals pending. Not under construction,30.784886,-98.20217
50123,"Leeward Asset Management, LLC",68039,Elisabeth Solar,Map,Map,AZ,Yuma,CISO,IPP Non-CHP,ELISA,,350,350,350,Solar Photovoltaic,SUN,PV,6,2027,(L) Regulatory approvals pending. Not under construction,32.95453,-113.4954
64904,AES Clean Energy,68040,Sycamore Cross Solar,Map,Map,VA,Isle of Wight,PJM,IPP Non-CHP,SYCAM,,208.2,208.2,208.2,Solar Photovoltaic,SUN,PV,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",37.017425,-76.74399
50123,"Leeward Asset Management, LLC",68084,Morrow Lake BESS,Map,Map,TX,Frio,ERCO,IPP Non-CHP,MLB,,200,200,200,Batteries,MWH,BA,6,2027,"(U) Under construction, less than or equal to 50 percent complete",28.936239,-99.08318
50123,"Leeward Asset Management, LLC",68086,South Branch Solar,Map,Map,OH,Hancock,PJM,IPP Non-CHP,SBS,,90,90,90,Solar Photovoltaic,SUN,PV,6,2027,(L) Regulatory approvals pending. Not under construction,41.128477,-83.51517
66616,"Fremont Solar, LLC",68153,Fremont Solar,Map,Map,UT,Iron,PACE,IPP Non-CHP,BA1,,198,198,198,Batteries,MWH,BA,6,2027,(L) Regulatory approvals pending. Not under construction,37.9789,-112.7761
66616,"Fremont Solar, LLC",68153,Fremont Solar,Map,Map,UT,Iron,PACE,IPP Non-CHP,PV1,,99,99,99,Solar Photovoltaic,SUN,PV,6,2027,(L) Regulatory approvals pending. Not under construction,37.9789,-112.7761
66606,"Templeton Wind Energy Center, LLC",68179,Templeton Wind,Map,Map,IN,Benton,MISO,Electric Utility,TEMPW,,200.2,200.2,200.2,Onshore Wind Turbine,WND,WT,6,2027,(T) Regulatory approvals received. Not under construction,40.519676,-87.15039
66620,"Coles Wind, LLC",68184,Coles Wind,Map,Map,IL,Coles,MISO,IPP Non-CHP,COLES,,300,300,300,Onshore Wind Turbine,WND,WT,6,2027,(T) Regulatory approvals received. Not under construction,39.605953,-88.18026
66686,"FRON bn, LLC",68293,Frontier Solar,Map,Map,KY,Washington,LGEE,IPP Non-CHP,FRON,,120,120,120,Solar Photovoltaic,SUN,PV,6,2027,(L) Regulatory approvals pending. Not under construction,37.605063,-85.24822
66740,"OPPO bn, LLC",68345,Oportunity Solar Generation and BESS,Map,Map,MT,Deer Lodge,NWMT,IPP Non-CHP,OPPO1,,200,200,200,Solar Photovoltaic,SUN,PV,6,2027,(L) Regulatory approvals pending. Not under construction,46.14387,-112.839
66740,"OPPO bn, LLC",68345,Oportunity Solar Generation and BESS,Map,Map,MT,Deer Lodge,NWMT,IPP Non-CHP,OPPO2,,200,200,200,Batteries,MWH,BA,6,2027,(L) Regulatory approvals pending. Not under construction,46.14387,-112.839
66819,Kentucky Municipal Energy Agency,68453,KYMEA Energy Center I,Map,Map,KY,Hopkins,LGEE,Electric Utility,1,,18.8,18.8,18.8,Natural Gas Internal Combustion Engine,NG,IC,6,2027,(L) Regulatory approvals pending. Not under construction,37.319733,-87.55111
66819,Kentucky Municipal Energy Agency,68453,KYMEA Energy Center I,Map,Map,KY,Hopkins,LGEE,Electric Utility,2,,18.8,18.8,18.8,Natural Gas Internal Combustion Engine,NG,IC,6,2027,(L) Regulatory approvals pending. Not under construction,37.319733,-87.55111
66819,Kentucky Municipal Energy Agency,68453,KYMEA Energy Center I,Map,Map,KY,Hopkins,LGEE,Electric Utility,3,,18.8,18.8,18.8,Natural Gas Internal Combustion Engine,NG,IC,6,2027,(L) Regulatory approvals pending. Not under construction,37.319733,-87.55111
66819,Kentucky Municipal Energy Agency,68453,KYMEA Energy Center I,Map,Map,KY,Hopkins,LGEE,Electric Utility,4,,18.8,18.8,18.8,Natural Gas Internal Combustion Engine,NG,IC,6,2027,(L) Regulatory approvals pending. Not under construction,37.319733,-87.55111
66828,"Laurens Solar I, LLC",68480,Laurens Solar,Map,Map,GA,Laurens,SOCO,IPP Non-CHP,LS1,,150,150,150,Solar Photovoltaic,SUN,PV,6,2027,(L) Regulatory approvals pending. Not under construction,32.577504,-83.11216
66933,"SR Magnolia, LLC",68559,SR Magnolia,Map,Map,MS,Monroe,TVA,IPP Non-CHP,MAGNA,,160,160,160,Solar Photovoltaic,SUN,PV,6,2027,(T) Regulatory approvals received. Not under construction,33.856467,-88.67488
67057,Chalk Bluff Solar Energy LLC,68772,Chalk Bluff Solar,Map,Map,AR,St Francis,MISO,IPP Non-CHP,CHALK,,450,450,450,Solar Photovoltaic,SUN,PV,6,2027,"(U) Under construction, less than or equal to 50 percent complete",35.051606,-90.43254
67146,Badger State Solar LLC,68900,Badger State Solar LLC,Map,Map,WI,Jefferson,MISO,IPP Non-CHP,BSS,,149,149,149,Solar Photovoltaic,SUN,PV,6,2027,(L) Regulatory approvals pending. Not under construction,43.012287,-88.86356
67165,"Beavertail Solar, LLC",68917,Beavertail Solar,Map,Map,MO,Henry,SPA,IPP Non-CHP,BS,,400,400,400,Solar Photovoltaic,SUN,PV,6,2027,(T) Regulatory approvals received. Not under construction,38.311814,-93.93546
67169,Midway BESS LLC,68925,Midway BESS,Map,Map,CA,Fresno,CISO,IPP Non-CHP,MIDB,,124.6,119.9,119.9,Batteries,MWH,BA,6,2027,(T) Regulatory approvals received. Not under construction,36.652653,-120.5783
67171,Overnight Solar LLC,68932,Overnight Solar,Map,Map,CA,San Bernardino,CISO,IPP Non-CHP,OSBA,,150,150,150,Batteries,MWH,BA,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",35.016197,-117.357
67171,Overnight Solar LLC,68932,Overnight Solar,Map,Map,CA,San Bernardino,CISO,IPP Non-CHP,OSPV,,150,150,150,Solar Photovoltaic,SUN,PV,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",35.016197,-117.357
67223,Glenarm BESS LLC,69024,Glenarm BESS Plant,Map,Map,CA,Los Angeles,CISO,Electric Utility,GLNB1,,25,25,25,Batteries,MWH,BA,6,2027,(L) Regulatory approvals pending. Not under construction,34.12739,-118.1477
66571,Clenera DevCo LLC,69058,CO Bar C Solar and BESS,Map,Map,AZ,Coconino,AZPS,IPP Non-CHP,CBCBA,,206,206,206,Batteries,MWH,BA,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",35.636594,-111.8835
66571,Clenera DevCo LLC,69058,CO Bar C Solar and BESS,Map,Map,AZ,Coconino,AZPS,IPP Non-CHP,CBCPV,,206,206,206,Solar Photovoltaic,SUN,PV,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",35.636594,-111.8835
66571,Clenera DevCo LLC,69060,Snowflake A Solar and BESS,Map,Map,AZ,Navajo,AZPS,IPP Non-CHP,SNFA,,475,475,475,Solar Photovoltaic,SUN,PV,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",34.998055,-110.1255
66571,Clenera DevCo LLC,69060,Snowflake A Solar and BESS,Map,Map,AZ,Navajo,AZPS,IPP Non-CHP,SNFBA,,475,475,475,Batteries,MWH,BA,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",34.998055,-110.1255
5416,"Duke Energy Carolinas, LLC",69148,Allen 2 BESS,Map,Map,NC,Gaston,DUK,Electric Utility,BESS1,,167,167,167,Batteries,MWH,BA,6,2027,"(P) Planned for installation, but regulatory approvals not initiated",35.192096,-81.01013
67307,Freshwater Solar LLC,69169,"Freshwater Solar, LLC",Map,Map,MI,Montcalm,MISO,IPP Non-CHP,FWS,,200,200,200,Solar Photovoltaic,SUN,PV,6,2027,"(U) Under construction, less than or equal to 50 percent complete",43.338197,-85.04013
5109,DTE Electric Company,69463,Beecher Solar Park,Map,Map,MI,Lenawee,MISO,Electric Utility,BCRSP,,80,80,80,Solar Photovoltaic,SUN,PV,6,2027,"(U) Under construction, less than or equal to 50 percent complete",41.923,-83.917
67498,Marici Project LLC,69508,Marici,Map,Map,CA,Los Angeles,CISO,IPP Non-CHP,1,,400,400,400,Batteries,MWH,BA,6,2027,(L) Regulatory approvals pending. Not under construction,34.007751,-117.9462
67526,"Blacks Creek Energy Center, LLC",69553,Blacks Creek Solar,Map,Map,ID,Ada,IPCO,IPP Non-CHP,BCS,,400,400,400,Solar Photovoltaic,SUN,PV,6,2027,(T) Regulatory approvals received. Not under construction,43.499,-116.1918
67192,RWE Clean Energy,61511,Burt County Wind,Map,Map,NE,Burt,SWPP,IPP Non-CHP,BCNE,,75,75,75,Onshore Wind Turbine,WND,WT,7,2027,(L) Regulatory approvals pending. Not under construction,41.886,-96.345
61166,Green Power Energy LLC,61592,Cody Road Wind Farm,Map,Map,NY,Madison,NYIS,IPP Non-CHP,WT1,,2.4,2.4,2.4,Onshore Wind Turbine,WND,WT,7,2027,"(U) Under construction, less than or equal to 50 percent complete",42.967145,-75.75592
61166,Green Power Energy LLC,61592,Cody Road Wind Farm,Map,Map,NY,Madison,NYIS,IPP Non-CHP,WT2,,2.4,2.4,2.4,Onshore Wind Turbine,WND,WT,7,2027,"(U) Under construction, less than or equal to 50 percent complete",42.967145,-75.75592
61166,Green Power Energy LLC,61592,Cody Road Wind Farm,Map,Map,NY,Madison,NYIS,IPP Non-CHP,WT3,,2.4,2.4,2.4,Onshore Wind Turbine,WND,WT,7,2027,"(U) Under construction, less than or equal to 50 percent complete",42.967145,-75.75592
61166,Green Power Energy LLC,61592,Cody Road Wind Farm,Map,Map,NY,Madison,NYIS,IPP Non-CHP,WT4,,2.4,2.4,2.4,Onshore Wind Turbine,WND,WT,7,2027,"(U) Under construction, less than or equal to 50 percent complete",42.967145,-75.75592
61166,Green Power Energy LLC,61592,Cody Road Wind Farm,Map,Map,NY,Madison,NYIS,IPP Non-CHP,WT5,,2.4,2.4,2.4,Onshore Wind Turbine,WND,WT,7,2027,"(U) Under construction, less than or equal to 50 percent complete",42.967145,-75.75592
62936,TREX US Red Holly LLC,63202,TREX US Red Holly,Map,Map,TX,Lynn,ERCO,IPP Non-CHP,701-S,,50,50,50,Batteries,MWH,BA,7,2027,(L) Regulatory approvals pending. Not under construction,32.952,-101.737
63463,"Palomino Solar, LLC",63784,Palomino Solar,Map,Map,OH,Highland,PJM,IPP Non-CHP,PLMNO,,200,200,200,Solar Photovoltaic,SUN,PV,7,2027,"(U) Under construction, less than or equal to 50 percent complete",39.2158,-83.7771
64265,Notch Peak Solar LLC,64669,Notch Peak Solar LLC,Map,Map,UT,Millard,LDWP,IPP Non-CHP,KOV4A,,324,324,324,Solar Photovoltaic,SUN,PV,7,2027,(T) Regulatory approvals received. Not under construction,39.520131,-112.6602
64476,"Hope Solar One, LLC",65060,Hope Solar One,Map,Map,RI,Providence,ISNE,IPP Non-CHP,VCP02,,3.5,3.5,3.5,Solar Photovoltaic,SUN,PV,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",41.729285,-71.63759
64726,"Rivers Electric, LLC",65399,Mill Pond Hydro,Map,Map,NY,Greene,NYIS,IPP Non-CHP,U3,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",42.252975,-73.89795
65690,Premium Energy Holdings,66685,Whale Rock Pumped Storage Hydro Project,Map,Map,CA,San Luis Obispo,CISO,IPP Non-CHP,WH001,,200,200,200,Hydroelectric Pumped Storage,WAT,PS,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",35.454196,-120.8671
65690,Premium Energy Holdings,66685,Whale Rock Pumped Storage Hydro Project,Map,Map,CA,San Luis Obispo,CISO,IPP Non-CHP,WH002,,200,200,200,Hydroelectric Pumped Storage,WAT,PS,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",35.454196,-120.8671
65690,Premium Energy Holdings,66685,Whale Rock Pumped Storage Hydro Project,Map,Map,CA,San Luis Obispo,CISO,IPP Non-CHP,WH003,,200,200,200,Hydroelectric Pumped Storage,WAT,PS,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",35.454196,-120.8671
924,"Associated Electric Coop, Inc",67263,Turney Energy Center,Map,Map,MO,Clinton,AECI,Electric Utility,TN1,,419,411.4,444,Natural Gas Fired Combustion Turbine,NG,GT,7,2027,(L) Regulatory approvals pending. Not under construction,39.615,-94.351
64904,AES Clean Energy,67324,Somerset Solar LLC,Map,Map,NY,Niagara,NYIS,IPP Non-CHP,NYSOM,,100,125,125,Solar Photovoltaic,SUN,PV,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",43.352072,-78.61036
66027,Orsted Wind Power North America LLC,67435,Sunrise Wind,Map,Map,NY,Suffolk,NYIS,IPP Non-CHP,SRWND,,924,924,924,Offshore Wind Turbine,WND,WS,7,2027,"(U) Under construction, less than or equal to 50 percent complete",40.977859,-71.04454
61060,Cypress Creek Renewables,67645,Varnsen,Map,Map,IL,Winnebago,MISO,IPP Non-CHP,TWNDA,,5,5,5,Solar Photovoltaic,SUN,PV,7,2027,(L) Regulatory approvals pending. Not under construction,42.315822,-89.31315
61060,Cypress Creek Renewables,67657,Hanson,Map,Map,TX,Coleman,ERCO,IPP Non-CHP,HANSO,,396,396,396,Solar Photovoltaic,SUN,PV,7,2027,(L) Regulatory approvals pending. Not under construction,31.690367,-99.51389
65986,"Gransolar Texas Three, LLC",67774,Pecan BESS,Map,Map,TX,Leon,ERCO,IPP Non-CHP,GRS3,,157.1,157.1,157.1,Batteries,MWH,BA,7,2027,(L) Regulatory approvals pending. Not under construction,31.078667,-96.22328
17166,Sierra Pacific Power Co,67978,Sierra Solar Hybrid,Map,Map,NV,Churchill,NEVP,Electric Utility,SSES1,,400,400,400,Batteries,MWH,BA,7,2027,(L) Regulatory approvals pending. Not under construction,39.8536,-119.0394
66750,Abeja Solar Farm LLC,68347,Abeja Solar Farm,Map,Map,TX,Bee,ERCO,IPP Non-CHP,ABPV1,,200,200,200,Solar Photovoltaic,SUN,PV,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",28.288244,-97.84019
66751,Alamo City ESS LLC,68348,Alamo City ESS,Map,Map,TX,Bexar,ERCO,IPP Non-CHP,ACESS,,200,200,200,Batteries,MWH,BA,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",29.345305,-98.31948
66752,Avant Prairie ESS LLC,68349,Avant Prairie ESS,Map,Map,TX,Freestone,ERCO,IPP Non-CHP,AVBS1,,200,200,200,Batteries,MWH,BA,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",31.625891,-96.12222
66754,Bravo ESS LLC,68350,Bravo ESS,Map,Map,TX,Zapata,ERCO,IPP Non-CHP,BESS1,,200,200,200,Batteries,MWH,BA,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",27.285037,-99.41187
66755,Clairemont Solar LLC,68351,Clairemont Solar,Map,Map,TX,Kent,ERCO,IPP Non-CHP,CLAPV,,500,500,500,Solar Photovoltaic,SUN,PV,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",33.371565,-100.9758
66757,La Salle ESS LLC,68353,La Salle ESS,Map,Map,TX,LaSalle,ERCO,IPP Non-CHP,LSBS1,,500,500,500,Batteries,MWH,BA,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",28.094701,-99.05554
66758,La Salle Solar LLC,68354,La Salle Solar,Map,Map,TX,LaSalle,ERCO,IPP Non-CHP,LSPV1,,500,500,500,Solar Photovoltaic,SUN,PV,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",28.092519,-99.05701
66759,Lazy U ESS 1 LLC,68355,Lazy U ESS 1,Map,Map,TX,Hardeman,ERCO,IPP Non-CHP,LUBA1,,250,250,250,Batteries,MWH,BA,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",34.265496,-99.87214
66763,Pepper Solar Farm LLC,68359,Pepper Solar Farm,Map,Map,TX,McLennan,ERCO,IPP Non-CHP,OCPSF,,120,120,120,Solar Photovoltaic,SUN,PV,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",31.678359,-97.04595
66764,Prost ESS LLC,68360,Prost ESS,Map,Map,TX,Austin,ERCO,IPP Non-CHP,PRESS,,200,200,200,Batteries,MWH,BA,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",29.957853,-96.53331
66765,Rush ESS LLC,68361,Rush ESS,Map,Map,TX,Bexar,ERCO,IPP Non-CHP,RUESS,,200,200,200,Batteries,MWH,BA,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",29.307639,-98.29673
66767,SunShiner ESS LLC,68363,SunShiner ESS,Map,Map,TX,Zavala,ERCO,IPP Non-CHP,SSESS,,200,200,200,Batteries,MWH,BA,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",28.937123,-99.83407
66768,Tex-Bar ESS LLC,68364,Tex-Bar ESS,Map,Map,TX,Madison,ERCO,IPP Non-CHP,TBESS,,200,200,200,Batteries,MWH,BA,7,2027,"(P) Planned for installation, but regulatory approvals not initiated",30.930573,-96.03037
66935,"SR Middleton, LLC",68561,SR Middleton,Map,Map,TN,Hardeman,TVA,IPP Non-CHP,MIDDN,,55,55,55,Solar Photovoltaic,SUN,PV,7,2027,(T) Regulatory approvals received. Not under construction,35.176939,-88.87867
6452,Florida Power & Light Co,68830,Catfish,Map,Map,FL,Okeechobee,FPL,Electric Utility,1,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,7,2027,"(U) Under construction, less than or equal to 50 percent complete",27.277731,-80.78854
6452,Florida Power & Light Co,68831,Cocoplum,Map,Map,FL,Hendry,FPL,Electric Utility,1,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,7,2027,"(U) Under construction, less than or equal to 50 percent complete",26.762027,-81.1907
6452,Florida Power & Light Co,68833,Hardwood Hammock,Map,Map,FL,Walton,FPL,Electric Utility,1,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,7,2027,"(U) Under construction, less than or equal to 50 percent complete",27.282662,-81.77522
6452,Florida Power & Light Co,68836,Maple Trail,Map,Map,FL,Baker,FPL,Electric Utility,1,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,7,2027,"(U) Under construction, less than or equal to 50 percent complete",30.314392,-82.18501
67157,Flint,68911,Flint,Map,Map,OH,Franklin,PJM,IPP Non-CHP,27288,,200,200,200,Batteries,MWH,BA,7,2027,"(U) Under construction, less than or equal to 50 percent complete",40.09639,-82.73361
5416,"Duke Energy Carolinas, LLC",69194,Maiden Creek Battery,Map,Map,NC,Catawba,DUK,Electric Utility,MCBA,,50,50,50,Batteries,MWH,BA,7,2027,"(U) Under construction, less than or equal to 50 percent complete",35.613673,-81.18707
67516,Vaca Dixon BESS LLC,69541,Vaca BESS,Map,Map,CA,Solano,CISO,IPP Non-CHP,VACB,,59.5,57,57,Batteries,MWH,BA,7,2027,(L) Regulatory approvals pending. Not under construction,38.398379,-121.924
65084,Eldora Energy LLC,65847,Eldora Energy LLC,Map,Map,TX,Matagorda,ERCO,IPP Non-CHP,ELDBS,,200,200,200,Batteries,MWH,BA,8,2027,"(P) Planned for installation, but regulatory approvals not initiated",28.865989,-96.12169
65084,Eldora Energy LLC,65847,Eldora Energy LLC,Map,Map,TX,Matagorda,ERCO,IPP Non-CHP,ELDPV,,200,200,200,Solar Photovoltaic,SUN,PV,8,2027,"(P) Planned for installation, but regulatory approvals not initiated",28.865989,-96.12169
65079,Solar Proponent LLC,65851,Hollow Branch Creek 2 Solar and BESS SLF,Map,Map,TX,Madison,ERCO,IPP Non-CHP,HB2BS,,460,460,460,Batteries,MWH,BA,8,2027,(L) Regulatory approvals pending. Not under construction,31.061726,-96.05606
65079,Solar Proponent LLC,65851,Hollow Branch Creek 2 Solar and BESS SLF,Map,Map,TX,Madison,ERCO,IPP Non-CHP,HB2PV,,460,460,460,Solar Photovoltaic,SUN,PV,8,2027,(L) Regulatory approvals pending. Not under construction,31.061726,-96.05606
65476,"Gransolar Texas Eight, LLC",66397,Tokio Solar,Map,Map,TX,McLennan,ERCO,IPP Non-CHP,TOKIO,,170.4,168,168,Solar Photovoltaic,SUN,PV,8,2027,"(P) Planned for installation, but regulatory approvals not initiated",31.427419,-97.31086
61060,Cypress Creek Renewables,66692,"Holly Branch Solar, LLC",Map,Map,TX,Robertson,ERCO,IPP Non-CHP,HOLLY,,230,230,230,Solar Photovoltaic,SUN,PV,8,2027,(L) Regulatory approvals pending. Not under construction,31.09456,-96.41413
61060,Cypress Creek Renewables,66692,"Holly Branch Solar, LLC",Map,Map,TX,Robertson,ERCO,IPP Non-CHP,HOLY,,100,100,100,Batteries,MWH,BA,8,2027,(L) Regulatory approvals pending. Not under construction,31.09456,-96.41413
65837,Freestone Solar LLC,66922,Timber Cove Solar,Map,Map,TX,Freestone,ERCO,IPP Non-CHP,59957,,100,100,100,Solar Photovoltaic,SUN,PV,8,2027,"(P) Planned for installation, but regulatory approvals not initiated",31.870589,-96.15247
66385,Gransolar Texas Ten LLC,67788,Payne Battlecreek Solar,Map,Map,TX,Hill,ERCO,IPP Non-CHP,GRS10,,85,85,85,Solar Photovoltaic,SUN,PV,8,2027,(L) Regulatory approvals pending. Not under construction,31.852503,-96.75536
66632,"Two Rivers Solar, LLC",68198,Two Rivers Solar,Map,Map,TX,Milam,ERCO,IPP Non-CHP,TRS,,214,214,214,Solar Photovoltaic,SUN,PV,8,2027,"(P) Planned for installation, but regulatory approvals not initiated",30.868487,-96.7357
66704,"THSI bn, LLC",68298,THREE SISTERS Solar Generation and BESS,Map,Map,AZ,Pinal,AZPS,IPP Non-CHP,THSI1,,300,300,300,Batteries,MWH,BA,8,2027,(L) Regulatory approvals pending. Not under construction,32.053732,-109.823
66704,"THSI bn, LLC",68298,THREE SISTERS Solar Generation and BESS,Map,Map,AZ,Pinal,AZPS,IPP Non-CHP,THSI2,,300,300,300,Solar Photovoltaic,SUN,PV,8,2027,(L) Regulatory approvals pending. Not under construction,32.053732,-109.823
66731,BrightNight Power,68367,Pepper Hammock Solar and Storage,Map,Map,GA,Wayne,SOCO,IPP Non-CHP,PEHA1,,"1,200.00","1,200.00","1,200.00",Solar Photovoltaic,SUN,PV,8,2027,(L) Regulatory approvals pending. Not under construction,31.331,-81.759
