Entity ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year
13201,Naknek,Map,Map,AK,Bristol Bay,,Electric Utility,7A,,1.0,1.0,1.0,Petroleum Liquids,DFO,IC,4,2006
13201,Naknek,Map,Map,AK,Bristol Bay,,Electric Utility,8,,1.0,1.0,1.0,Petroleum Liquids,DFO,IC,12,1977
13201,Naknek,Map,Map,AK,Bristol Bay,,Electric Utility,NA1,,1.1,1.1,1.1,Petroleum Liquids,DFO,IC,5,1988
13201,Naknek,Map,Map,AK,Bristol Bay,,Electric Utility,NA2,,1.1,1.1,1.1,Petroleum Liquids,DFO,IC,5,1988
13201,Naknek,Map,Map,AK,Bristol Bay,,Electric Utility,NA3,,0.8,0.8,0.8,Petroleum Liquids,DFO,IC,5,1991
13201,Naknek,Map,Map,AK,Bristol Bay,,Electric Utility,NA4,,0.8,0.8,0.8,Petroleum Liquids,DFO,IC,6,1992
13201,Naknek,Map,Map,AK,Bristol Bay,,Electric Utility,NA5,,0.8,0.8,0.8,Petroleum Liquids,DFO,IC,9,1993
13201,Naknek,Map,Map,AK,Bristol Bay,,Electric Utility,NA6,,3.3,3.0,0.1,Petroleum Liquids,DFO,IC,4,2019
13201,Naknek,Map,Map,AK,Bristol Bay,,Electric Utility,NA7,,3.3,3.0,0.1,Petroleum Liquids,DFO,IC,4,2019
12385,Purple Lake,Map,Map,AK,Prince of Wales Ketchikan,,Electric Utility,1,,1.3,1.3,1.3,Conventional Hydroelectric,WAT,HY,1,1956
12385,Purple Lake,Map,Map,AK,Prince of Wales Ketchikan,,Electric Utility,2,,1.3,1.3,1.3,Conventional Hydroelectric,WAT,HY,1,1956
12385,Purple Lake,Map,Map,AK,Prince of Wales Ketchikan,,Electric Utility,3,,1.3,1.3,1.3,Conventional Hydroelectric,WAT,HY,12,1962
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,10,,3.0,3.0,3.0,Petroleum Liquids,DFO,IC,12,1992
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,11wt,,0.1,0.1,0.1,Onshore Wind Turbine,WND,WT,5,2005
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,13WT,,0.1,0.1,0.1,Onshore Wind Turbine,WND,WT,5,2006
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,14,,2.8,2.8,2.8,Petroleum Liquids,DFO,IC,7,1994
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,14wt,,0.1,0.1,0.1,Onshore Wind Turbine,WND,WT,5,2002
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,15,,2.8,2.8,2.8,Petroleum Liquids,DFO,IC,2,2006
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,15WT,,0.1,0.1,0.1,Onshore Wind Turbine,WND,WT,5,2006
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,16,,1.4,1.4,1.4,Petroleum Liquids,DFO,IC,8,2013
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,16WT,,0.1,0.1,0.1,Onshore Wind Turbine,WND,WT,5,2006
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,17,,0.7,0.7,0.7,Petroleum Liquids,DFO,IC,5,2016
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,17WT,,0.1,0.1,0.1,Onshore Wind Turbine,WND,WT,5,2006
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,18WT,,0.9,0.9,0.9,Onshore Wind Turbine,WND,WT,5,2012
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,19WT,,0.9,0.9,0.9,Onshore Wind Turbine,WND,WT,5,2012
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,1WT,,0.6,0.6,0.6,Onshore Wind Turbine,WND,WT,5,1999
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,2WT,,0.1,0.1,0.1,Onshore Wind Turbine,WND,WT,5,1999
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,3WT,,0.2,0.2,0.2,Onshore Wind Turbine,WND,WT,1,1997
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,7A,,1.1,1.1,1.1,Petroleum Liquids,DFO,IC,8,1987
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,ES1,,1.2,1.2,1.2,Batteries,MWH,BA,12,2015
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV1,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2020
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV10,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2023
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV11,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2023
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV12,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2023
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV13,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2023
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV14,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2023
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV15,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2023
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV16,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2023
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV17,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2023
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV2,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2020
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV3,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2020
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV4,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2020
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV5,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2020
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV6,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2020
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV7,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2020
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV8,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2020
10451,Kotzebue Hybrid,Map,Map,AK,NORTHWEST ARCTIC,,Electric Utility,PV9,,0.1,0.1,0.1,Solar Photovoltaic,SUN,PV,7,2023
4329,Glennallen,Map,Map,AK,Valdez Cordova,,Electric Utility,6,,2.6,2.5,2.5,Petroleum Liquids,DFO,IC,5,1976
4329,Glennallen,Map,Map,AK,Valdez Cordova,,Electric Utility,7,,2.6,2.5,2.5,Petroleum Liquids,DFO,IC,5,1976
4329,Glennallen,Map,Map,AK,Valdez Cordova,,Electric Utility,8,,1.2,1.2,1.2,Petroleum Liquids,DFO,IC,2,1999
4329,Glennallen,Map,Map,AK,Valdez Cordova,,Electric Utility,9,,2.8,2.8,2.8,Petroleum Liquids,DFO,IC,5,2010
4329,Valdez,Map,Map,AK,Valdez Cordova,,Electric Utility,11,,1.6,1.6,1.6,Petroleum Liquids,DFO,IC,6,2017
4329,Valdez,Map,Map,AK,Valdez Cordova,,Electric Utility,12,,1.6,1.6,1.6,Petroleum Liquids,DFO,IC,6,2017
4329,Valdez,Map,Map,AK,Valdez Cordova,,Electric Utility,4,,1.9,1.5,1.5,Petroleum Liquids,DFO,IC,10,1972
4329,Valdez,Map,Map,AK,Valdez Cordova,,Electric Utility,5,,2.6,2.0,2.0,Petroleum Liquids,DFO,IC,6,1975
4329,Valdez,Map,Map,AK,Valdez Cordova,,Electric Utility,6,,0.9,0.8,0.8,Petroleum Liquids,DFO,IC,8,1974
221,Chevak,Map,Map,AK,Bethel,,Electric Utility,1A,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,10,2009
221,Chevak,Map,Map,AK,Bethel,,Electric Utility,2A,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,10,2009
221,Chevak,Map,Map,AK,Bethel,,Electric Utility,3A,,0.8,0.8,0.8,Petroleum Liquids,DFO,IC,10,2009
221,Emmonak,Map,Map,AK,Kusilvak,,Electric Utility,2A,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,10,2012
221,Emmonak,Map,Map,AK,Kusilvak,,Electric Utility,4a,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,4,2005
221,Emmonak,Map,Map,AK,Kusilvak,,Electric Utility,5B,,1.3,1.3,1.3,Petroleum Liquids,DFO,IC,6,2016
221,Emmonak,Map,Map,AK,Kusilvak,,Electric Utility,6,,0.9,0.9,0.9,Petroleum Liquids,DFO,IC,4,1995
221,Hooper Bay,Map,Map,AK,Bethel,,Electric Utility,3B,,0.4,0.4,0.4,Petroleum Liquids,DFO,IC,4,2018
221,Hooper Bay,Map,Map,AK,Bethel,,Electric Utility,4B,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,7,2013
221,Hooper Bay,Map,Map,AK,Bethel,,Electric Utility,5A,,0.8,0.8,0.8,Petroleum Liquids,DFO,IC,6,2016
221,Hooper Bay,Map,Map,AK,Bethel,,Electric Utility,6,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,10,1997
221,Kiana,Map,Map,AK,Northwest Arctic,,Electric Utility,1B,,0.3,0.3,0.3,Petroleum Liquids,DFO,IC,9,2001
221,Kiana,Map,Map,AK,Northwest Arctic,,Electric Utility,3B,,0.4,0.4,0.4,Petroleum Liquids,DFO,IC,8,2019
221,Kiana,Map,Map,AK,Northwest Arctic,,Electric Utility,4,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,7,1984
221,Mountain Village,Map,Map,AK,Bethel,,Electric Utility,1,,0.3,0.3,0.3,Petroleum Liquids,DFO,IC,4,1984
221,Mountain Village,Map,Map,AK,Bethel,,Electric Utility,4A,,0.8,0.8,0.8,Petroleum Liquids,DFO,IC,12,2015
221,Mountain Village,Map,Map,AK,Bethel,,Electric Utility,5A,,0.7,0.7,0.7,Petroleum Liquids,DFO,IC,12,2010
221,Noorvik,Map,Map,AK,Northwest Arctic,,Electric Utility,1A,,0.3,0.3,0.3,Petroleum Liquids,DFO,IC,9,1997
221,Noorvik,Map,Map,AK,Northwest Arctic,,Electric Utility,2B,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,7,2017
221,Noorvik,Map,Map,AK,Northwest Arctic,,Electric Utility,3A,,0.7,0.7,0.7,Petroleum Liquids,DFO,IC,12,2003
221,Nunapitchuk,Map,Map,AK,Bethel,,Electric Utility,1A,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,7,2006
221,St Marys IC,Map,Map,AK,Bethel,,Electric Utility,1C,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,10,2022
221,St Marys IC,Map,Map,AK,Bethel,,Electric Utility,2A,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,10,2022
221,St Marys IC,Map,Map,AK,Bethel,,Electric Utility,3A,,1.8,1.8,1.8,Petroleum Liquids,DFO,IC,10,2022
221,St Marys IC,Map,Map,AK,Bethel,,Electric Utility,4,,1.8,1.8,1.8,Petroleum Liquids,DFO,IC,10,2022
221,Selawik,Map,Map,AK,Northwest Arctic,,Electric Utility,1B,,0.8,0.8,0.8,Petroleum Liquids,DFO,IC,12,2020
221,Selawik,Map,Map,AK,Northwest Arctic,,Electric Utility,2B,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,8,2013
221,Selawik,Map,Map,AK,Northwest Arctic,,Electric Utility,3B,,0.9,0.5,0.5,Petroleum Liquids,DFO,IC,4,2014
221,Shishmaref,Map,Map,AK,Nome,,Electric Utility,1,,0.3,0.3,0.3,Petroleum Liquids,DFO,IC,6,2004
221,Shishmaref,Map,Map,AK,Nome,,Electric Utility,2,,0.3,0.3,0.3,Petroleum Liquids,DFO,IC,12,1976
221,Shishmaref,Map,Map,AK,Nome,,Electric Utility,3A,,0.4,0.4,0.4,Petroleum Liquids,DFO,IC,4,2002
221,Shishmaref,Map,Map,AK,Nome,,Electric Utility,4A,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,7,2006
221,Togiak,Map,Map,AK,Dillingham,,Electric Utility,1,,0.6,0.6,0.6,Petroleum Liquids,DFO,IC,4,2019
221,Togiak,Map,Map,AK,Dillingham,,Electric Utility,2B,,0.6,0.6,0.6,Petroleum Liquids,DFO,IC,4,2019
221,Togiak,Map,Map,AK,Dillingham,,Electric Utility,3,,1.1,1.1,1.1,Petroleum Liquids,DFO,IC,4,2019
221,Togiak,Map,Map,AK,Dillingham,,Electric Utility,4C,,0.5,0.5,0.5,Petroleum Liquids,DFO,IC,4,2019
9130,Hutchinson Plant #2,Map,Map,MN,McLeod,MISO,Electric Utility,2,CC1,54.0,41.0,41.0,Natural Gas Fired Combined Cycle,NG,CT,11,1994
9130,Hutchinson Plant #2,Map,Map,MN,McLeod,MISO,Electric Utility,3,CC1,11.5,10.0,10.0,Natural Gas Fired Combined Cycle,NG,CA,11,1994
9130,Hutchinson Plant #2,Map,Map,MN,McLeod,MISO,Electric Utility,9,,25.0,22.0,24.3,Natural Gas Fired Combustion Turbine,NG,GT,5,2001
6169,Felt,Map,Map,ID,Teton,PACE,Electric Utility,1,,2.7,2.3,2.3,Conventional Hydroelectric,WAT,HY,1,1986
6169,Felt,Map,Map,ID,Teton,PACE,Electric Utility,2,,2.7,2.3,2.3,Conventional Hydroelectric,WAT,HY,1,1986
6169,Felt,Map,Map,ID,Teton,PACE,Electric Utility,4,,0.9,0.5,0.5,Conventional Hydroelectric,WAT,HY,9,1946
6169,Felt,Map,Map,ID,Teton,PACE,Electric Utility,5,,1.1,0.8,0.8,Conventional Hydroelectric,WAT,HY,9,1947
3828,Detour,Map,Map,MI,Chippewa,MISO,Electric Utility,6,,3.0,2.5,2.5,Petroleum Liquids,DFO,IC,10,1973
3828,Detour,Map,Map,MI,Chippewa,MISO,Electric Utility,7,,3.0,2.5,2.5,Petroleum Liquids,DFO,IC,8,1976
11018,Rokeby,Map,Map,NE,Lancaster,SWPP,Electric Utility,1,,72.4,70.5,72.0,Natural Gas Fired Combustion Turbine,NG,GT,7,1975
11018,Rokeby,Map,Map,NE,Lancaster,SWPP,Electric Utility,2,,95.4,90.4,91.0,Natural Gas Fired Combustion Turbine,NG,GT,5,1997
11018,Rokeby,Map,Map,NE,Lancaster,SWPP,Electric Utility,3,,95.4,94.2,96.0,Natural Gas Fired Combustion Turbine,NG,GT,5,2001
11018,Rokeby,Map,Map,NE,Lancaster,SWPP,Electric Utility,BSU,,2.9,3.2,3.2,Petroleum Liquids,DFO,IC,4,1997
13683,Ocracoke Hybrid,Map,Map,NC,Hyde,PJM,Electric Utility,1,,3.0,3.0,3.0,Petroleum Liquids,DFO,IC,4,1991
13683,Ocracoke Hybrid,Map,Map,NC,Hyde,PJM,Electric Utility,BAT,,1.0,1.0,1.0,Batteries,MWH,BA,1,2017
61350,Dwight,Map,Map,MA,Hampden,ISNE,IPP Non-CHP,DW2,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,1,1920
61350,Dwight,Map,Map,MA,Hampden,ISNE,IPP Non-CHP,DW3,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,1,1920
61350,Dwight,Map,Map,MA,Hampden,ISNE,IPP Non-CHP,DW4,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,1,1920
61350,Indian Orchard,Map,Map,MA,Hampden,ISNE,IPP Non-CHP,IO3,,1.5,1.5,1.5,Conventional Hydroelectric,WAT,HY,1,1928
61350,Indian Orchard,Map,Map,MA,Hampden,ISNE,IPP Non-CHP,IO4,,2.2,2.2,2.2,Conventional Hydroelectric,WAT,HY,1,1928
58185,Turners Falls,Map,Map,MA,Franklin,ISNE,IPP Non-CHP,1,,1.4,1.9,1.9,Conventional Hydroelectric,WAT,HY,1,1913
58185,Turners Falls,Map,Map,MA,Franklin,ISNE,IPP Non-CHP,2,,0.4,0.4,0.4,Conventional Hydroelectric,WAT,HY,1,1913
58185,Turners Falls,Map,Map,MA,Franklin,ISNE,IPP Non-CHP,3,,1.3,1.3,1.3,Conventional Hydroelectric,WAT,HY,1,1910
58185,Turners Falls,Map,Map,MA,Franklin,ISNE,IPP Non-CHP,5,,1.3,1.4,1.4,Conventional Hydroelectric,WAT,HY,1,1905
58185,Turners Falls,Map,Map,MA,Franklin,ISNE,IPP Non-CHP,7,,1.3,1.4,1.4,Conventional Hydroelectric,WAT,HY,1,1910
84,Tangier,Map,Map,VA,Accomack,PJM,Electric Utility,5,,1.2,1.2,1.2,Petroleum Liquids,DFO,IC,12,1993
84,Tangier,Map,Map,VA,Accomack,PJM,Electric Utility,6,,1.2,1.2,1.2,Petroleum Liquids,DFO,IC,12,1993
84,Smith Island,Map,Map,MD,Somerset,PJM,Electric Utility,2,,0.5,0.4,0.4,Petroleum Liquids,DFO,IC,3,1994
84,Smith Island,Map,Map,MD,Somerset,PJM,Electric Utility,4,,1.0,1.0,1.0,Petroleum Liquids,DFO,IC,6,2021
11273,Strawberry Creek,Map,Map,WY,Lincoln,BPAT,Electric Utility,1,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,8,1940
11273,Strawberry Creek,Map,Map,WY,Lincoln,BPAT,Electric Utility,2,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,8,1940
11273,Strawberry Creek,Map,Map,WY,Lincoln,BPAT,Electric Utility,3,,0.5,0.5,0.5,Conventional Hydroelectric,WAT,HY,1,1951
11273,Swift Creek,Map,Map,WY,Lincoln,BPAT,Electric Utility,3,,0.8,0.8,0.8,Conventional Hydroelectric,WAT,HY,4,2009
11273,Swift Creek,Map,Map,WY,Lincoln,BPAT,Electric Utility,4,,0.6,0.6,0.6,Conventional Hydroelectric,WAT,HY,2,2010
11273,Swift Creek,Map,Map,WY,Lincoln,BPAT,Electric Utility,5,,0.3,0.3,0.3,Conventional Hydroelectric,WAT,HY,12,2010
2518,Anderson Ranch,Map,Map,ID,Elmore,BPAT,Electric Utility,1,,20.0,20.0,20.0,Conventional Hydroelectric,WAT,HY,12,1950
2518,Anderson Ranch,Map,Map,ID,Elmore,BPAT,Electric Utility,2,,20.0,20.0,20.0,Conventional Hydroelectric,WAT,HY,7,1951
2518,Black Canyon,Map,Map,ID,Gem,BPAT,Electric Utility,1,,5.1,5.1,5.1,Conventional Hydroelectric,WAT,HY,12,1925
2518,Black Canyon,Map,Map,ID,Gem,BPAT,Electric Utility,2,,5.1,5.1,5.1,Conventional Hydroelectric,WAT,HY,12,1925
2518,Boise R Diversion,Map,Map,ID,Ada,IPCO,Electric Utility,1A,,1.1,1.1,1.1,Conventional Hydroelectric,WAT,HY,6,2004
2518,Boise R Diversion,Map,Map,ID,Ada,IPCO,Electric Utility,2A,,1.1,1.1,1.1,Conventional Hydroelectric,WAT,HY,6,2004
2518,Boise R Diversion,Map,Map,ID,Ada,IPCO,Electric Utility,3A,,1.1,1.1,1.1,Conventional Hydroelectric,WAT,HY,6,2004
2518,Minidoka,Map,Map,ID,Minidoka,BPAT,Electric Utility,6,,2.7,2.7,2.7,Conventional Hydroelectric,WAT,HY,6,1927
2518,Minidoka,Map,Map,ID,Minidoka,BPAT,Electric Utility,7,,5.0,5.0,5.0,Conventional Hydroelectric,WAT,HY,5,1942
2518,Minidoka,Map,Map,ID,Minidoka,BPAT,Electric Utility,8,,10.0,10.0,10.0,Conventional Hydroelectric,WAT,HY,6,1997
2518,Minidoka,Map,Map,ID,Minidoka,BPAT,Electric Utility,9,,10.0,10.0,10.0,Conventional Hydroelectric,WAT,HY,6,1997
2518,Canyon Ferry,Map,Map,MT,Lewis and Clark,WAUW,Electric Utility,1,,19.2,19.2,19.2,Conventional Hydroelectric,WAT,HY,12,1953
2518,Canyon Ferry,Map,Map,MT,Lewis and Clark,WAUW,Electric Utility,2,,16.6,19.2,19.2,Conventional Hydroelectric,WAT,HY,4,1954
2518,Canyon Ferry,Map,Map,MT,Lewis and Clark,WAUW,Electric Utility,3,,16.6,19.2,19.2,Conventional Hydroelectric,WAT,HY,3,1954
2518,Elephant Butte,Map,Map,NM,Sierra,WACM,Electric Utility,1,,9.3,9.3,9.3,Conventional Hydroelectric,WAT,HY,11,1940
2518,Elephant Butte,Map,Map,NM,Sierra,WACM,Electric Utility,2,,9.3,9.3,9.3,Conventional Hydroelectric,WAT,HY,11,1940
2518,Elephant Butte,Map,Map,NM,Sierra,WACM,Electric Utility,3,,9.3,9.3,9.3,Conventional Hydroelectric,WAT,HY,11,1940
2518,Green Springs,Map,Map,OR,Jackson,BPAT,Electric Utility,1,,17.2,17.2,17.2,Conventional Hydroelectric,WAT,HY,5,1960
2518,Deer Creek (UT),Map,Map,UT,Wasatch,WAUW,Electric Utility,1,,2.4,2.7,2.7,Conventional Hydroelectric,WAT,HY,2,1958
2518,Deer Creek (UT),Map,Map,UT,Wasatch,WAUW,Electric Utility,2,,2.4,2.7,2.7,Conventional Hydroelectric,WAT,HY,2,1958
2518,Flaming Gorge,Map,Map,UT,Daggett,WAUW,Electric Utility,1,,50.6,50.6,50.6,Conventional Hydroelectric,WAT,HY,11,1963
2518,Flaming Gorge,Map,Map,UT,Daggett,WAUW,Electric Utility,2,,50.6,50.6,50.6,Conventional Hydroelectric,WAT,HY,12,1963
2518,Flaming Gorge,Map,Map,UT,Daggett,WAUW,Electric Utility,3,,50.6,50.6,50.6,Conventional Hydroelectric,WAT,HY,2,1964
2518,Chandler,Map,Map,WA,Benton,BPAT,Electric Utility,1,,6.0,6.0,6.0,Conventional Hydroelectric,WAT,HY,2,1956
2518,Chandler,Map,Map,WA,Benton,BPAT,Electric Utility,2,,6.0,6.0,6.0,Conventional Hydroelectric,WAT,HY,2,1956
2518,Roza,Map,Map,WA,Yakima,BPAT,Electric Utility,1,,12.9,12.9,12.9,Conventional Hydroelectric,WAT,HY,8,1958
2518,Heart Mountain,Map,Map,WY,Park,WAUW,Electric Utility,1,,5.0,5.0,4.6,Conventional Hydroelectric,WAT,HY,12,1948
2518,Alcova,Map,Map,WY,Natrona,WAUW,Electric Utility,1,,20.7,20.7,20.7,Conventional Hydroelectric,WAT,HY,7,1955
2518,Alcova,Map,Map,WY,Natrona,WAUW,Electric Utility,2,,20.7,20.7,20.7,Conventional Hydroelectric,WAT,HY,7,1955
9339,Falcon Dam & Power,Map,Map,TX,Starr,ERCO,Electric Utility,1,,10.5,10.5,10.5,Conventional Hydroelectric,WAT,HY,10,1954
9339,Falcon Dam & Power,Map,Map,TX,Starr,ERCO,Electric Utility,2,,10.5,10.0,10.0,Conventional Hydroelectric,WAT,HY,10,1954
9339,Falcon Dam & Power,Map,Map,TX,Starr,ERCO,Electric Utility,3,,10.5,10.0,10.0,Conventional Hydroelectric,WAT,HY,10,1954
19449,Sam Rayburn Dam,Map,Map,TX,Jasper,MISO,Electric Utility,1,,26.0,26.0,26.0,Conventional Hydroelectric,WAT,HY,9,1965
19449,Sam Rayburn Dam,Map,Map,TX,Jasper,MISO,Electric Utility,2,,26.0,26.0,26.0,Conventional Hydroelectric,WAT,HY,9,1965
19449,Whitney,Map,Map,TX,Bosque,ERCO,Electric Utility,1,,20.9,21.0,21.0,Conventional Hydroelectric,WAT,HY,6,1953
19449,Whitney,Map,Map,TX,Bosque,ERCO,Electric Utility,2,,20.9,21.0,21.0,Conventional Hydroelectric,WAT,HY,6,1953
27470,Broken Bow Dam,Map,Map,OK,McCurtain,SWPP,Electric Utility,1,,50.0,57.5,57.5,Conventional Hydroelectric,WAT,HY,1,1970
27470,Broken Bow Dam,Map,Map,OK,McCurtain,SWPP,Electric Utility,2,,50.0,57.5,57.5,Conventional Hydroelectric,WAT,HY,6,1970
27470,Denison,Map,Map,TX,Grayson,ERCO,Electric Utility,1,,53.5,50.0,50.0,Conventional Hydroelectric,WAT,HY,3,1945
27470,Denison,Map,Map,TX,Grayson,ERCO,Electric Utility,2,,50.8,50.0,50.0,Conventional Hydroelectric,WAT,HY,9,1949
19462,Center Hill,Map,Map,TN,DeKalb,TVA,Electric Utility,1,,45.0,52.0,52.0,Conventional Hydroelectric,WAT,HY,11,1950
19462,Center Hill,Map,Map,TN,DeKalb,TVA,Electric Utility,2,,50.0,50.0,50.0,Conventional Hydroelectric,WAT,HY,1,1951
19462,Center Hill,Map,Map,TN,DeKalb,TVA,Electric Utility,3,,45.0,52.0,52.0,Conventional Hydroelectric,WAT,HY,4,1951
19462,Cheatham,Map,Map,TN,Dickson,TVA,Electric Utility,1,,12.0,13.8,13.8,Conventional Hydroelectric,WAT,HY,5,1958
19462,Cheatham,Map,Map,TN,Dickson,TVA,Electric Utility,2,,12.0,13.8,13.8,Conventional Hydroelectric,WAT,HY,9,1958
19462,Cheatham,Map,Map,TN,Dickson,TVA,Electric Utility,3,,12.0,13.8,13.8,Conventional Hydroelectric,WAT,HY,11,1958
27470,Eufaula Dam,Map,Map,OK,Haskell,SPA,Electric Utility,1,,30.0,34.5,34.5,Conventional Hydroelectric,WAT,HY,7,1964
27470,Eufaula Dam,Map,Map,OK,Haskell,SPA,Electric Utility,2,,30.0,34.5,34.5,Conventional Hydroelectric,WAT,HY,9,1964
27470,Eufaula Dam,Map,Map,OK,Haskell,SPA,Electric Utility,3,,30.0,34.5,34.5,Conventional Hydroelectric,WAT,HY,8,1964
14354,Lemolo 2,Map,Map,OR,Douglas,PACW,Electric Utility,1,,43.7,38.5,38.5,Conventional Hydroelectric,WAT,HY,11,1956
13902,Madison Dam,Map,Map,MT,Madison,NWMT,Electric Utility,MAD5,,4.1,4.1,4.1,Conventional Hydroelectric,WAT,HY,12,2021
13902,Madison Dam,Map,Map,MT,Madison,NWMT,Electric Utility,MAD6,,4.1,4.1,4.1,Conventional Hydroelectric,WAT,HY,12,2021
13902,Madison Dam,Map,Map,MT,Madison,NWMT,Electric Utility,MAD7,,4.1,4.1,4.1,Conventional Hydroelectric,WAT,HY,1,2022
13902,Madison Dam,Map,Map,MT,Madison,NWMT,Electric Utility,MAD8,,4.1,4.1,4.1,Conventional Hydroelectric,WAT,HY,3,2022
3413,Chelan,Map,Map,WA,Chelan,CHPD,Electric Utility,A-1,,29.6,31.4,31.4,Conventional Hydroelectric,WAT,HY,9,1927
