Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Checkable deposts and currency,Time deposits and short-term investments,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Pension entitlements,Equity in noncorpoate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaind life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2001:Q4,pct60to80,9553469,3845695,3110389,735307,5707773,91933,669199,151409,188759,136681,52078,57585,41284,16301,931983,221805,2817363,467918,109819,1835823,1830844,1305271,507994,709,16869,4979,7717646,21377612,,
2001:Q4,pct40to60,5365774,2334357,1851365,482992,3031417,48373,437913,86509,71098,43057,28042,49818,42606,7213,471100,117066,1421605,256898,71037,1135645,1132959,726302,385401,309,20947,2686,4230129,21382861,,
2001:Q4,pct20to40,3538610,1728770,1366765,362004,1809841,30761,378157,64743,52099,32974,19125,7342,0,7342,226494,64327,722834,211379,51705,592497,590944,321056,260117,230,9541,1553,2946113,21382434,,
2001:Q4,pct00to20,1488392,810898,647240,163657,677494,21120,179418,21171,15616,7825,7791,7497,4371,3126,127761,20710,186461,74184,23558,242026,241722,117086,117917,270,6450,304,1246366,21383286,,
2002:Q1,pct99to100,8766148,2009457,1616445,393011,6756691,48352,419340,488504,658183,454153,204030,230632,206225,24407,2429422,113411,609189,1715809,43848,500319,498629,354614,62598,273,81144,1690,8265828,1074171,,
2002:Q1,pct80to99,23117572,7580059,6337690,1242369,15537514,143240,1227066,690815,682060,490846,191214,231925,189961,41965,3962562,388995,5580966,2439167,190718,3372357,3364059,2576172,554935,388,232563,8298,19745215,20402067,,
2002:Q1,pct60to80,9750919,3930924,3185578,745346,5819996,81776,686644,154347,185565,133250,52314,59865,43484,16380,927439,221386,2899280,491806,111888,1846866,1841940,1324993,500738,211,15999,4927,7904053,21465880,,
2002:Q1,pct40to60,5469135,2394732,1904882,489849,3074404,42528,437528,89971,70340,42400,27941,50235,42133,8102,474954,117453,1451643,267247,72504,1158705,1156052,747326,386323,84,22319,2653,4310430,21470369,,
2002:Q1,pct20to40,3538221,1723610,1363063,360547,1814611,27551,387554,62078,49616,31730,17886,7698,0,7698,221977,63236,718645,224789,51468,605773,604277,336032,258961,62,9222,1496,2932448,21469461,,
2002:Q1,pct00to20,1481360,795761,628611,167150,685599,19529,176505,22129,12378,5010,7367,8718,5625,3093,128302,25046,184317,84620,24055,251273,250901,123270,119961,69,7601,372,1230087,21471092,,
2002:Q2,pct99to100,8675941,2112525,1706437,406087,6563417,45152,502786,449413,724154,483916,240238,198097,173354,24743,2169808,110870,585929,1734795,42413,505317,503629,373099,61151,-2730,72110,1688,8170624,1079244,,
2002:Q2,pct80to99,22992333,7728771,6488516,1240255,15263562,137898,1336517,677793,712167,483272,228894,220365,178357,42008,3579725,397958,5590411,2410572,200157,3434600,3426260,2648731,563173,-3677,218032,8340,19557733,20487153,,
2002:Q2,pct60to80,9596561,3997490,3242560,754930,5599071,83241,579437,155919,197084,131188,65896,60229,43825,16405,838053,221068,2830222,517302,116515,1889761,1884980,1360144,510830,-2052,16059,4781,7706800,21557422,,
2002:Q2,pct40to60,5509342,2461991,1956987,505004,3047351,44733,427145,92494,81696,45220,36476,56701,47834,8867,450248,118728,1421129,278961,75516,1199103,1196508,775514,396194,-725,25524,2595,4310239,21561012,,
2002:Q2,pct20to40,3470503,1723108,1363370,359738,1747394,28711,359496,58785,48226,28716,19510,9045,1102,7942,200628,59340,693636,239413,50115,627967,626600,352135,266234,-503,8734,1367,2842536,21559641,,
2002:Q2,pct00to20,1458579,804496,627537,176959,654083,18587,142268,22794,9982,1342,8641,10348,7362,2986,121569,33798,172859,97000,24878,259565,259030,129507,120062,-549,10011,534,1199014,21561847,,
2002:Q3,pct99to100,8236998,2153828,1746560,407268,6083170,42822,496764,422174,777524,507587,269937,181318,156192,25126,1687432,104427,558953,1764450,47307,509549,507222,390464,57750,-3355,62362,2327,7727448,1084488,,
2002:Q3,pct80to99,22459848,7814716,6566232,1248485,14645132,134330,1347862,672999,722807,467308,255499,217425,175292,42133,2945832,403671,5608282,2390337,201588,3504107,3495475,2720486,575085,-4338,204241,8632,18955741,20574507,,
2002:Q3,pct60to80,9557082,4077207,3309572,767635,5479874,86548,655558,158563,202518,126158,76360,62495,46010,16485,687009,218979,2748085,543134,116985,1951858,1947253,1412121,520869,-2476,16738,4605,7605223,21651622,,
2002:Q3,pct40to60,5561271,2567385,2040110,527275,2993886,48333,424238,95311,90787,47280,43507,65393,55625,9768,400578,119521,1383137,289960,76629,1245167,1242770,810325,404162,-809,29091,2397,4316104,21654201,,
2002:Q3,pct20to40,3481749,1757936,1401640,356296,1723813,30628,386832,56446,44760,24956,19803,12226,3925,8301,166781,55194,664962,252204,53781,646393,645262,367441,270208,-558,8170,1132,2835356,21652412,,
2002:Q3,pct00to20,1530546,868864,685056,183808,661682,17643,155245,23577,9407,0,9407,11970,9021,2950,108492,41731,159636,108056,25925,268984,268049,132783,123532,-568,12302,935,1261562,21654986,,
2002:Q4,pct99to100,8243434,2223101,1807330,415771,6020333,52136,433441,441375,787825,475320,312505,173859,148351,25508,1871146,113116,575772,1518782,52883,523536,521290,408402,55140,-5495,63243,2246,7719898,1089852,,
2002:Q4,pct80to99,22747898,7923252,6665633,1257619,14824646,146650,1275950,707794,780481,441818,338664,219019,176771,42248,3070582,408474,5680430,2330410,204855,3588417,3579736,2795096,588401,-6843,203081,8682,19159481,20663629,,
2002:Q4,pct60to80,9962773,4170999,3389603,781397,5791773,96631,752803,166940,220609,119382,101227,65979,49420,16559,716028,212891,2894054,545732,120107,2015444,2010875,1462797,535475,-3987,16591,4569,7947329,21747865,,
2002:Q4,pct40to60,5758142,2653651,2117026,536626,3104491,53719,408484,101508,99195,42725,56470,65337,54678,10658,421128,118383,1420303,336494,79941,1291900,1289434,844863,415065,-1190,30697,2465,4466242,21749352,,
2002:Q4,pct20to40,3559995,1781248,1428471,352776,1778748,32753,418635,57622,50039,23949,26089,10773,2127,8647,169598,55574,656485,268574,58694,668719,667519,383208,277366,-789,7735,1200,2891276,21747212,,
2002:Q4,pct00to20,1684714,894933,712917,182016,789781,18040,172973,25455,12723,0,12723,13405,10502,2902,113802,39957,155572,209800,28055,275495,274654,136762,125561,-761,13092,841,1409219,21749949,,
2003:Q1,pct99to100,8379988,2352159,1919666,432493,6027829,50103,500331,405393,764990,475156,289835,173825,147990,25835,1776774,120091,580668,1602159,53496,543353,540114,424814,50563,-5453,70190,3239,7836635,1095285,,
2003:Q1,pct80to99,22849920,8097519,6846548,1250970,14752401,141367,1392536,694382,718927,426871,292056,221735,179480,42255,2865339,417168,5701133,2389673,210140,3662138,3652954,2857621,592720,-6583,209195,9184,19187782,20754023,,
2003:Q1,pct60to80,10056496,4251636,3463298,788337,5804861,96969,760917,167890,202802,115622,87181,70473,53918,16555,670002,211174,2937963,563320,123350,2054406,2049938,1509326,528498,-3904,16018,4468,8002091,21845536,,
2003:Q1,pct40to60,5831050,2707484,2166027,541457,3123566,54182,413529,103501,91035,42466,48570,68496,57130,11366,408964,118258,1443114,340184,82301,1322489,1320232,876801,413400,-1098,31129,2257,4508561,21845877,,
2003:Q1,pct20to40,3524027,1770027,1419584,350443,1754000,32736,426096,54553,43314,22628,20687,12487,3656,8831,156949,53913,653667,261410,58876,677023,676017,397613,271774,-734,7364,1006,2847005,21843483,,
2003:Q1,pct00to20,1657371,871219,685327,185892,786152,17376,168132,25979,10207,0,10207,14690,11939,2751,110200,44362,154127,212110,28967,284854,283640,139156,132167,-640,12956,1214,1372517,21846172,,
2003:Q2,pct99to100,9173920,2461972,2013300,448671,6711948,55591,529077,378243,755315,475821,279495,233907,207692,26215,2274145,141783,620365,1670307,53214,612324,608951,446699,47622,-4799,119430,3373,8561595,1100738,,
2003:Q2,pct80to99,23561970,8255424,6998390,1257035,15306546,145740,1440529,687303,717734,430828,286906,248989,206632,42356,3270392,428795,5777661,2374800,214603,3837872,3828519,2962422,603857,-5636,267876,9353,19724098,20845191,,
2003:Q2,pct60to80,10500265,4351024,3549017,802007,6149240,100861,758174,169702,204453,119292,85161,83287,66669,16618,774464,209691,3127107,594403,127099,2123848,2119385,1572189,537939,-3396,12654,4463,8376417,21944019,,
2003:Q2,pct40to60,6027408,2776754,2231079,545675,3250654,55222,407813,105759,88637,42504,46133,67166,54924,12242,454040,117050,1521999,348107,84861,1365008,1362700,918672,421317,-908,23620,2308,4662400,21943192,,
2003:Q2,pct20to40,3577714,1776469,1427808,348661,1801245,32634,429635,52200,44135,24218,19917,13794,4637,9157,173156,55060,666849,275518,58264,700941,699857,416882,275944,-620,7651,1084,2876773,21940661,,
2003:Q2,pct00to20,1663648,863727,679683,184044,799921,17685,161239,26604,9543,0,9543,15708,13022,2687,120939,44618,160679,213043,29863,289121,287994,146635,135251,-480,6588,1127,1374526,21943092,,
2003:Q3,pct99to100,9539965,2525697,2070849,454847,7014268,46038,529262,344140,767579,515051,252527,219307,192831,26476,2509400,153953,632450,1756152,55988,622201,618864,469592,46419,-7208,110061,3337,8917764,1106160,,
2003:Q3,pct80to99,23779641,8372715,7103214,1269501,15406926,129549,1453095,671990,701250,453611,247639,245573,203336,42237,3389963,440395,5804685,2350646,219779,3935739,3926295,3069556,612769,-8240,252211,9444,19843902,20936636,,
2003:Q3,pct60to80,10796568,4456497,3639080,817417,6340071,91991,789871,169296,201501,129043,72458,86900,70378,16522,806895,208413,3224281,630064,130858,2181664,2177248,1620423,549251,-5041,12616,4415,8614904,22042699,,
2003:Q3,pct40to60,6174734,2876900,2317357,559543,3297834,49811,399353,107250,84906,46210,38696,66743,54013,12731,473076,117270,1556448,354923,88055,1414748,1412407,954636,432043,-1244,26971,2341,4759987,22040708,,
2003:Q3,pct20to40,3629000,1808821,1463256,345565,1820180,29708,442907,49045,40530,24697,15833,13446,4296,9150,174896,54378,664105,290565,60600,728291,727198,436883,284034,-815,7095,1094,2900709,22038188,,
2003:Q3,pct00to20,1707066,902333,718335,183999,804733,16659,162726,27016,7624,0,7624,17246,14833,2413,125286,47885,159352,209450,31489,301574,300482,156772,135160,-573,9123,1092,1405492,22040148,,
2003:Q4,pct99to100,10192997,2584829,2117183,467647,7608167,52837,489811,316604,844426,560605,283820,210616,183812,26804,2982875,173057,669630,1807907,60405,626231,623067,487517,43312,5843,86395,3164,9566766,1111501,,
2003:Q4,pct80to99,24336316,8517652,7236018,1281634,15818664,136899,1408415,661309,796645,490010,306635,239629,197388,42242,3697926,449294,5887094,2318434,223018,4008869,3999409,3145231,626962,6563,220654,9460,20327447,21027860,,
2003:Q4,pct60to80,11295344,4532564,3698643,833921,6762780,97959,872031,169939,235501,144613,90888,90963,74448,16515,890025,205372,3406431,660113,134446,2263114,2258712,1677619,562806,4063,14223,4402,9032230,22140961,,
2003:Q4,pct40to60,6378253,2968475,2400294,568180,3409778,52332,386368,108693,98661,51075,47586,59290,45848,13442,506124,115531,1628807,362589,91385,1470700,1468243,992017,441744,1089,33393,2457,4907552,22137841,,
2003:Q4,pct20to40,3739350,1848239,1504277,343962,1891110,30467,471563,46597,47455,27336,20119,12721,3390,9331,184744,55408,672439,305359,64359,750595,749368,452715,289552,898,6204,1226,2988755,22135501,,
2003:Q4,pct00to20,1811622,974448,792128,182320,837173,17126,176671,27419,9541,0,9541,18445,16189,2255,132566,47294,163922,210692,33496,313280,312371,159776,138556,502,13537,909,1498342,22136776,,
2004:Q1,pct99to100,11199446,2757021,2274198,482824,8442425,51856,553105,289638,1221294,927101,294192,229040,201816,27224,3267877,180879,687722,1901376,59639,651551,648467,505008,39857,5409,98192,3084,10547895,1116710,,
2004:Q1,pct80to99,25278044,8822613,7530926,1291687,16455431,133164,1512788,649620,1040316,717445,322871,247860,205450,42411,3811359,453628,5996472,2382740,227483,4089927,4080413,3212921,629644,5941,231907,9514,21188117,21118364,,
2004:Q1,pct60to80,11736717,4720184,3869630,850554,7016533,97769,858651,170206,343664,246957,96707,99847,83220,16627,925621,200656,3504915,677845,137358,2295547,2291204,1717974,556469,3727,13033,4343,9441170,22238190,,
2004:Q1,pct40to60,6591000,3076536,2494937,581598,3514465,52132,389045,109783,144569,94139,50429,59545,45089,14457,522616,113851,1664735,364957,93231,1499372,1496872,1021813,441256,941,32861,2500,5091629,22234004,,
2004:Q1,pct20to40,3739082,1859758,1515354,344404,1879324,30101,472576,44190,52038,31569,20468,14967,5202,9766,185420,54658,666785,295474,63116,761909,760661,468036,285920,773,5932,1248,2977174,22232040,,
2004:Q1,pct00to20,1803936,945257,758567,186690,858679,16704,167137,27728,36049,26274,9776,20216,17964,2252,135681,48319,161665,211209,33970,321357,320491,163947,143325,380,12839,866,1482579,22232414,,
2004:Q2,pct99to100,11450356,2823578,2337736,485842,8626778,44545,580050,262692,1158598,874717,283881,239478,211829,27650,3298372,190785,703716,2088114,60427,683471,679862,528512,37236,5346,108768,3609,10766886,1121737,,
2004:Q2,pct80to99,25508190,9009646,7698606,1311039,16498545,119433,1564064,636205,979818,675813,304006,251859,209268,42591,3697005,460626,6081533,2477856,230145,4222460,4212621,3328436,636695,5753,241737,9840,21285730,21207653,,
2004:Q2,pct60to80,11987308,4868880,3999576,869304,7118428,89976,878622,169900,320026,228719,91307,108044,91297,16748,903988,197399,3598227,712852,139393,2357555,2353280,1777755,559929,3653,11943,4275,9629754,22333770,,
2004:Q2,pct40to60,6744709,3211687,2611514,600174,3533022,47627,386247,110446,134307,87057,47249,59006,43497,15509,521971,112689,1697756,368259,94714,1545495,1543084,1063139,446477,874,32595,2411,5199214,22328610,,
2004:Q2,pct20to40,3778812,1916116,1574314,341802,1862695,27644,483340,41754,49358,31219,18139,17254,7027,10227,176092,53836,659349,290937,63130,784261,783099,488764,287972,719,5643,1163,2994550,22327244,,
2004:Q2,pct00to20,1854033,1013678,826729,186949,840355,15646,165851,27921,25495,16836,8659,22110,19847,2263,134735,50495,158931,204625,34547,333533,332504,173634,146231,303,12336,1029,1520500,22326500,,
2004:Q3,pct99to100,11966614,2956429,2454942,501487,9010185,41699,604121,236030,1246281,941214,305067,230308,202254,28054,3405345,199162,720666,2263958,62617,693698,689840,549419,34948,-1563,107037,3858,11272915,1126531,488255,1969163392
2004:Q3,pct80to99,26008799,9324743,8015835,1308907,16684056,111337,1595058,622794,1017840,690450,327390,241298,198567,42732,3608454,465365,6187205,2599250,235455,4322570,4312561,3426271,651135,-1649,236804,10010,21686228,21295227,89350,488050
2004:Q3,pct60to80,12206150,4990855,4112083,878772,7215295,87049,881019,170557,341915,240015,101900,112645,95803,16842,898019,194823,3641696,744344,143228,2429931,2425752,1838711,576190,-1059,11909,4179,9776219,22427085,53610,89350
2004:Q3,pct40to60,6890792,3314592,2706891,607701,3576200,46176,380781,110552,149306,96042,53264,57310,40804,16507,520432,110542,1728413,374987,97701,1599076,1596710,1103735,458360,-226,34841,2366,5291716,22421074,33892,53610
2004:Q3,pct20to40,3803446,1946931,1606937,339994,1856514,26711,489714,39734,50263,31214,19049,22696,12058,10638,168562,52058,654068,287952,64755,809391,808287,507320,296043,-168,5092,1105,2994054,22420552,18930,33892
2004:Q3,pct00to20,1911653,1067363,876387,190976,844290,14826,161246,27930,28642,19596,9046,23505,21265,2240,132521,54610,158073,206878,36059,342820,341678,179948,148200,-57,13587,1142,1568833,22418471,0,18894
2004:Q4,pct99to100,12664642,3022051,2521297,500754,9642590,56452,556868,232684,1315376,1050625,264751,293035,264552,28483,3756324,211050,786460,2366633,67708,732438,728410,555863,36830,-2066,137783,4028,11932204,1131052,,
2004:Q4,pct80to99,26991820,9709623,8370300,1339323,17282197,130481,1527973,624175,1031072,758067,273004,249397,206233,43164,3875664,470646,6440432,2695184,237171,4498273,4488121,3553123,665680,-2259,271577,10152,22493547,21380608,,
2004:Q4,pct60to80,12703832,5177046,4280621,896425,7526785,97052,994846,174368,353713,269130,84583,114790,98499,16291,975194,198188,3713306,758787,146541,2533891,2529651,1914820,602813,-1414,13431,4241,10169940,22517567,,
2004:Q4,pct40to60,7049270,3387161,2767826,619336,3662108,51514,387636,110891,155367,111613,43754,50909,33221,17689,531331,111861,1784858,376974,100767,1627284,1624885,1131317,465774,-330,28124,2399,5421986,22510847,,
2004:Q4,pct20to40,3946656,1991468,1642140,349328,1955188,29338,525666,40311,53628,37141,16487,24821,13580,11241,184539,57017,682076,286815,70977,824465,823261,513643,304027,-252,5842,1204,3122191,22511428,,
2004:Q4,pct00to20,2010108,1091517,898512,193005,918591,16123,193029,26907,41393,34230,7162,21970,19115,2855,139276,53685,172620,215132,38457,345463,344362,190383,144995,-106,9090,1101,1664645,22507798,,
2005:Q1,pct99to100,12877121,3098119,2596895,501224,9779002,58723,660032,213629,1289702,1020924,268778,291520,262609,28911,3769056,207408,814776,2409624,64534,725308,721101,556060,33434,-6002,137608,4208,12151813,1135291,,
2005:Q1,pct80to99,27649604,10103870,8746295,1357576,17545734,130891,1664430,605899,1007254,729944,277311,241338,197741,43597,3877392,470089,6561240,2741520,245680,4593570,4583392,3646379,673957,-6811,269866,10178,23056034,21463383,,
2005:Q1,pct60to80,12698316,5334659,4426846,907813,7363658,95049,895873,173478,335753,248883,86869,109033,93309,15724,982064,199051,3650485,770984,151888,2633978,2629781,2014486,601325,-4152,18122,4196,10064339,22604825,,
2005:Q1,pct40to60,7133948,3443083,2812605,630477,3690866,50995,413409,108939,154062,108362,45700,55274,36351,18924,523559,113561,1785390,381846,103831,1648023,1645640,1165826,453278,-1024,27560,2383,5485925,22597539,,
2005:Q1,pct20to40,3977012,2021945,1663772,358173,1955067,29269,498155,39248,56511,38988,17523,26642,14763,11879,189488,59772,693371,292638,69973,811153,809908,514831,289985,-758,5852,1245,3165858,22599429,,
2005:Q1,pct00to20,2027761,1111274,911453,199821,916487,15861,174484,25261,34428,26965,7463,21414,17913,3501,142214,54476,179327,229584,39438,353877,352674,191437,152995,-376,8619,1203,1673884,22594096,,
2005:Q2,pct99to100,13342740,3189197,2677853,511345,10153542,53541,674436,201308,1357169,1080124,277045,308925,279636,29289,3910248,207913,856424,2518163,65416,734461,729816,562913,33641,-3581,136844,4645,12608278,1139248,,
2005:Q2,pct80to99,28509386,10540921,9169129,1371793,17968464,120455,1681527,595721,1048633,756047,292586,238338,194397,43941,3983277,470851,6743614,2838584,247465,4743055,4732666,3786560,685057,-4243,265292,10389,23766330,21543159,,
2005:Q2,pct60to80,12897411,5458556,4539205,919350,7438855,84655,923847,174327,348944,256591,92354,105371,90294,15077,1015509,200175,3637837,794228,153961,2746811,2742616,2106374,616640,-2511,22112,4195,10150600,22688515,,
2005:Q2,pct40to60,7225885,3480929,2843575,637354,3744956,45356,428737,107973,165976,116927,49049,56376,36354,20022,522495,115157,1806138,391531,105218,1682086,1679766,1200050,453451,-697,26962,2320,5543799,22680797,,
2005:Q2,pct20to40,4056772,2047777,1677938,369840,2008995,26635,507950,38815,61972,42357,19614,27937,15541,12396,198899,63319,711607,299803,72059,818573,817332,521733,290167,-550,5983,1241,3238199,22684138,,
2005:Q2,pct00to20,2112031,1146294,937682,208612,965737,15052,186389,23884,40419,32258,8160,20507,16426,4080,146965,54262,188836,249048,40376,365262,363915,202069,153433,-306,8719,1347,1746769,22677012,,
2005:Q3,pct99to100,13776089,3233651,2727861,505790,10542437,42403,706188,202734,1278664,1040967,237696,318936,289355,29581,4167281,213233,904253,2640587,68159,738911,734898,569895,34393,-3340,133950,4013,13037178,1142925,,
2005:Q3,pct80to99,29342739,10937454,9545386,1392069,18405284,99844,1727237,603620,973150,735087,238063,230566,186431,44135,4171285,474278,6924311,2946528,254465,4894207,4884078,3930615,699683,-4147,257926,10130,24448531,21619542,,
2005:Q3,pct60to80,13149277,5625942,4696254,929688,7523335,67531,963095,179837,314490,239472,75017,100399,86093,14306,1072676,202882,3643171,819513,159741,2867893,2863670,2200422,639239,-2377,26387,4223,10281384,22768292,,
2005:Q3,pct40to60,7350674,3560001,2914825,645176,3790673,35764,449676,109168,152729,112879,39850,54305,33475,20830,524790,116851,1835749,401929,109713,1721528,1719027,1235105,457899,-728,26750,2501,5629146,22760267,,
2005:Q3,pct20to40,4176199,2105809,1730035,375774,2070390,21803,521239,39919,62527,46211,16316,28690,16025,12665,212196,67280,731991,308035,76710,830222,828773,528798,294488,-591,6078,1449,3345977,22765138,,
2005:Q3,pct00to20,2221060,1211813,1002401,209412,1009247,13381,201297,22985,33132,26804,6328,19290,14777,4512,152558,54531,199944,269132,42997,375710,374612,213155,152683,-360,9134,1098,1845350,22756193,,
2005:Q4,pct99to100,14120670,3280310,2780045,500265,10840360,47117,687977,222512,1329203,1054352,274851,330680,300918,29762,4259361,214999,950043,2725375,73091,732961,729354,574847,35365,-1706,120848,3607,13387709,1146322,,
2005:Q4,pct80to99,30130949,11307137,9892699,1414438,18823812,104401,1688966,634223,1032226,737018,295208,222690,178556,44133,4224425,474269,7110912,3070412,261289,5017240,5007267,4059512,712850,-2234,237139,9972,25113710,21692139,,
2005:Q4,pct60to80,13428004,5792267,4850772,941495,7635737,68178,1023523,191208,329497,234639,94858,95348,81963,13386,1096147,204048,3631104,831069,165614,2979261,2975020,2284308,660368,-1236,31580,4241,10448743,22843811,,
2005:Q4,pct40to60,7482862,3631974,2976396,655578,3850888,36307,460666,112956,166951,115936,51015,52837,31607,21230,517665,117904,1861231,409689,114682,1757126,1754504,1264536,461855,-425,28537,2623,5725736,22835597,,
2005:Q4,pct20to40,4293448,2154202,1771547,382655,2139246,22212,540233,43007,71989,50061,21928,29925,17332,12594,220096,70962,751907,305470,83445,839924,838327,534044,298618,-360,6026,1597,3453524,22842011,,
2005:Q4,pct00to20,2326406,1255826,1044030,211796,1070580,13615,222426,22576,35519,27041,8479,17801,13067,4734,155947,54184,210819,291499,46193,386590,385645,223151,151498,-235,11231,945,1939816,22831288,,
2006:Q1,pct99to100,14942673,3266744,2756377,510367,11675928,50274,830229,219134,1339888,1077851,262036,365061,335326,29734,4875760,198731,997036,2732630,67185,758739,755112,583334,36324,1362,134093,3627,14183933,1149441,,
2006:Q1,pct80to99,31181073,11458781,10031777,1427004,19722292,106860,1891234,635627,1032895,751501,281394,222310,178540,43769,4690538,448009,7263120,3164201,267499,5193605,5183572,4212965,719624,1900,249083,10034,25987468,21760556,,
2006:Q1,pct60to80,13414140,5768571,4816777,951794,7645569,67015,912075,195162,325642,235310,90332,92416,80204,12212,1224977,189809,3643980,824741,169752,3078824,3074547,2367723,671699,1009,34116,4277,10335316,22914729,,
2006:Q1,pct40to60,7537898,3607725,2948521,659204,3930173,35681,495021,113412,168575,119951,48623,49469,28623,20847,533030,113398,1893257,411981,116348,1784575,1781915,1295591,460901,398,25025,2660,5753323,22906435,,
2006:Q1,pct20to40,4312745,2164561,1770752,393810,2148183,21977,508923,43564,76244,54465,21779,29691,17812,11879,245399,75846,774953,291930,79657,849492,847812,542366,298612,357,6476,1680,3463253,22914339,,
2006:Q1,pct00to20,2384215,1307552,1088876,218676,1076663,13708,200495,21385,37581,29475,8106,15659,11108,4551,165526,41309,222841,312002,46156,398533,397626,237562,150424,242,9397,907,1985682,22901945,,
2006:Q2,pct99to100,14904433,3265961,2762695,503266,11638472,44925,897018,229029,1305947,1028794,277153,401578,372062,29516,4702969,194691,1025471,2772809,64036,767356,763655,589814,35429,3598,134814,3702,14137077,1152280,,
2006:Q2,pct80to99,31570816,11672984,10224709,1448275,19897833,96239,1974994,652506,1021737,716468,305269,224177,181090,43086,4557008,447131,7362065,3290913,271064,5351193,5341134,4360693,728843,5398,246200,10059,26219623,21824399,,
2006:Q2,pct60to80,13327846,5864304,4901486,962818,7463542,58356,840411,202905,311055,212357,98698,89261,78414,10847,1195074,190154,3584900,819335,172091,3190997,3186743,2466268,679289,2737,38448,4255,10136849,22980700,,
2006:Q2,pct40to60,7586968,3645906,2974327,671579,3941062,31237,514642,115621,167573,113758,53815,51617,31795,19822,517092,115193,1897553,413327,117207,1817320,1814663,1331901,457494,1236,24032,2657,5769647,22972427,,
2006:Q2,pct20to40,4327073,2196608,1795934,400674,2130465,19752,488924,45450,79950,55455,24495,30375,19726,10649,245222,78822,790881,272989,78100,852947,851231,549084,294353,1159,6635,1716,3474126,22981704,,
2006:Q2,pct00to20,2424293,1342055,1119325,222730,1082238,12605,188758,20505,29648,20489,9159,13296,9255,4041,167567,41550,231280,330827,46201,414073,413105,248889,154203,815,9198,967,2010220,22967810,,
2006:Q3,pct99to100,15231686,3241413,2744917,496496,11990272,39490,874878,250112,1314021,1054041,259980,423617,394505,29112,4884011,202192,1072866,2862981,66104,780218,776604,592087,35197,4739,144582,3614,14451468,1154843,,
2006:Q3,pct80to99,32123464,11833376,10359382,1473993,20290089,85285,1941394,681128,1023509,736561,286947,219825,177718,42107,4695869,452262,7501485,3421609,267724,5498314,5488267,4476773,749091,7722,254681,10047,26625150,21883275,,
2006:Q3,pct60to80,13573755,5940578,4964535,976043,7633176,49347,940828,213456,307445,215268,92177,84410,75063,9347,1235990,192885,3612998,824269,171548,3302287,3297998,2549590,702893,3720,41794,4289,10271468,23041381,,
2006:Q3,pct40to60,7657991,3676627,2995226,681401,3981364,26113,529425,119039,167913,117795,50118,46020,27726,18294,514798,117362,1929307,414480,116904,1850604,1847872,1359208,465514,1916,21234,2732,5807387,23033222,,
2006:Q3,pct20to40,4417050,2231704,1824225,407479,2185346,16959,517851,48385,84167,60250,23916,27637,18607,9030,256672,83412,811194,258286,80782,862097,860248,552021,299416,1850,6960,1849,3554953,23043689,,
2006:Q3,pct00to20,2525838,1383543,1160506,223036,1142295,11502,220279,19779,32327,23709,8618,10674,7391,3283,173332,40976,242357,344446,46624,426170,425299,256983,159330,1345,7640,872,2099668,23028533,,
2006:Q4,pct99to100,15654450,3208723,2711007,497716,12445727,43551,834373,283953,1205829,932818,273010,438431,409568,28863,5320257,212142,1124657,2912790,69744,807032,803457,590706,36400,8039,168312,3575,14847418,1157128,,
2006:Q4,pct80to99,32799126,11945323,10454886,1490438,20853803,90477,1879975,721017,1005581,683525,322056,216269,174864,41405,5041480,460719,7684905,3484245,269136,5626041,5615949,4558625,762266,14649,280409,10092,27173085,21936789,,
2006:Q4,pct60to80,13835976,5944642,4958822,985820,7891334,50028,1040949,226031,288390,185813,102577,79298,71243,8056,1327157,196646,3672792,835903,174140,3381232,3376887,2604055,723043,6608,43182,4345,10454745,23096426,,
2006:Q4,pct40to60,7708223,3668495,2983882,684613,4039728,26340,540506,123558,157291,101758,55533,41094,23685,17409,523043,120437,1968041,420120,119298,1865764,1862966,1372039,471046,4080,15801,2798,5842459,23088465,,
2006:Q4,pct20to40,4520463,2250830,1835434,415396,2269633,17159,545641,52254,89229,61050,28179,23333,15389,7944,276620,88346,833420,257926,85704,869803,867834,551536,304539,4162,7597,1969,3650660,23099876,,
2006:Q4,pct00to20,2630654,1429497,1204971,224526,1201157,11916,252239,19216,21960,11809,10151,8707,5846,2861,182466,40617,253460,362111,48465,430798,430024,263291,159423,3055,4256,774,2199856,23083760,,
2007:Q1,pct99to100,16187274,3153953,2648395,505558,13033321,49320,984863,300584,1251452,971436,280016,475987,447343,28645,5622859,211927,1157812,2914780,63738,802846,798962,593751,35566,5548,164098,3884,15384428,1159137,,
2007:Q1,pct80to99,33616705,11938347,10439285,1499061,21678358,98448,2102310,741322,1044971,704284,340687,221162,180398,40764,5291262,465093,7841108,3595598,277085,5723915,5713634,4670054,763466,11156,268958,10281,27892790,21984549,,
