Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Checkable deposts and currency,Time deposits and short-term investments,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Pension entitlements,Equity in noncorpoate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaind life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2012:Q2,pct80to99,36221333,9750042,8088031,1662012,26471290,278835,2924237,746639,1969200,1352143,617056,370164,322690,47474,6104837,620338,10115054,3001074,340914,5805008,5791488,4633876,911568,33936,212108,13520,30416325,22860886,,
2012:Q2,pct60to80,12823410,4356981,3343268,1013713,8466430,106977,883238,183519,472123,303231,168892,69677,53680,15997,1069309,214761,4598014,652449,216362,3008176,3003946,2247266,686368,15636,54676,4230,9815234,24063151,,
2012:Q2,pct40to60,7314638,2830551,2108121,722429,4484087,65820,625241,99034,263063,163940,99122,74522,63607,10915,586241,141073,2172460,303208,153425,1800882,1798665,1230686,533190,8981,25808,2217,5513756,24060818,,
2012:Q2,pct20to40,4228898,1964892,1494656,470237,2264006,48079,459358,49899,130756,90479,40278,27930,14723,13207,245162,74050,925108,185941,117724,978770,977815,618672,331428,11332,16383,955,3250128,24061329,,
2012:Q2,pct00to20,2705685,1240819,954923,285896,1464866,30036,235484,28226,82223,56424,25799,50515,41631,8884,273244,47642,277870,378141,61487,694085,692370,317973,280651,57582,36164,1715,2011601,24060257,,
2012:Q3,pct99to100,15443712,2743317,2196264,547053,12700395,152390,1218558,316303,1792072,1301358,490715,284122,248471,35650,4887975,245560,1167729,2563295,72390,872636,866353,596231,45858,22337,201927,6283,14571076,1208388,,
2012:Q3,pct80to99,36866514,9870778,8199778,1671001,26995736,275669,2795456,767556,2078275,1368804,709471,378636,331315,47320,6455401,629087,10207231,3073961,334464,5831365,5817610,4625124,932270,33108,227108,13755,31035148,22948643,,
2012:Q3,pct60to80,13317789,4408403,3390133,1018270,8909386,106251,1051433,180563,494509,302361,192148,74024,58844,15180,1137155,213169,4764839,672279,215166,3026947,3022709,2250136,706524,15519,50530,4238,10290842,24154838,,
2012:Q3,pct40to60,7349635,2822807,2109534,713273,4526828,63678,622192,97969,271909,159177,112733,61965,52248,9717,606292,138430,2209699,302670,152024,1785722,1783511,1209545,542004,8633,23329,2211,5563913,24152285,,
2012:Q3,pct20to40,4322260,1984278,1513327,470951,2337982,46416,493505,50241,141201,95135,46066,27174,15667,11506,252260,73892,944987,185484,122823,980188,979195,611704,340869,10321,16302,993,3342072,24154220,,
2012:Q3,pct00to20,2770453,1267145,986957,280187,1503309,29840,278965,28570,82271,54107,28164,52666,44756,7910,268145,44227,285917,371869,60840,682975,681330,304934,282912,58723,34761,1645,2087479,24151661,,
2012:Q4,pct99to100,15717400,2787299,2227324,559975,12930101,192195,1255369,348405,1779262,1321779,457482,281621,244550,37072,4915918,249234,1173375,2659864,74858,881760,878059,598006,50196,22542,207316,3701,14835640,1212908,,
2012:Q4,pct80to99,37258504,9987322,8307641,1679680,27271182,320882,2820347,820022,2038673,1403976,634697,385519,338480,47039,6527147,637866,10260707,3123022,336997,5850043,5837218,4638802,943615,32571,222229,12825,31408461,23036126,,
2012:Q4,pct60to80,13511100,4456600,3433027,1023573,9054500,126691,1096612,183875,472897,306468,166429,77864,63464,14400,1141018,212493,4837642,686969,218438,3007909,3003628,2213165,729185,15525,45753,4281,10503191,24246283,,
2012:Q4,pct40to60,7355286,2809498,2099200,710299,4545787,76527,635782,99635,260657,161909,98747,54582,45977,8605,613436,136809,2212739,302117,153503,1765510,1762768,1175920,555449,8411,22989,2741,5589776,24243519,,
2012:Q4,pct20to40,4347738,1993147,1519615,473532,2354591,52800,495694,53033,136095,97848,38247,27700,17761,9939,248680,71834,956272,185819,126665,997611,996226,609391,361008,9492,16336,1384,3350127,24246822,,
2012:Q4,pct00to20,2780027,1276561,996134,280426,1503466,30816,289524,29838,78358,55333,23025,54841,47833,7008,258057,44365,289557,367100,61009,672974,672242,301788,273452,60612,36389,733,2107052,24242827,,
2013:Q1,pct99to100,16703674,2926625,2342391,584234,13777049,209191,1291341,325545,1666970,1254574,412396,276390,237574,38816,5675972,266164,1227618,2764202,73656,867087,862744,585324,41565,22717,213138,4343,15836587,1217343,,
2013:Q1,pct80to99,38497621,10264532,8578255,1686278,28233088,339467,2830624,798324,1972527,1405597,566930,385695,338305,47389,7201583,645972,10555003,3165151,338743,5835856,5822692,4604107,962285,31967,224333,13164,32661765,23122064,,
2013:Q1,pct60to80,14008024,4572795,3543127,1029668,9435229,135984,1080290,173057,444249,301845,142403,80802,66836,13967,1284745,209893,5102650,701588,221971,3049139,3044870,2257511,726855,15508,44997,4269,10958885,24336178,,
2013:Q1,pct40to60,7396739,2787412,2091205,696207,4609327,79823,645331,95066,236442,152138,84304,39751,31637,8114,646104,133195,2280380,298767,154468,1747093,1744396,1166623,546604,8161,23007,2697,5649646,24333226,,
2013:Q1,pct20to40,4364381,1983417,1505413,478004,2380964,53627,483123,50175,135999,103613,32386,26263,17264,8998,267206,72982,979472,185063,127055,970977,969509,596979,347978,8612,15940,1468,3393404,24337767,,
2013:Q1,pct00to20,2700591,1219519,942956,276563,1481072,31613,284192,28945,69224,50620,18604,56375,49856,6519,255539,38190,298798,357806,60391,665476,664740,277544,288517,62396,36283,736,2035115,24332466,,
2013:Q2,pct99to100,17104948,3011592,2416915,594677,14093356,211882,1447480,323403,1524666,1178163,346503,302623,262261,40362,5750041,272922,1251059,2941348,67930,872042,866389,583092,42255,23423,217620,5653,16232906,1221628,,
2013:Q2,pct80to99,39247318,10509072,8817031,1692041,28738246,340503,3010947,803738,1824922,1373502,451421,411281,363652,47629,7315504,653119,10754348,3275548,348335,5852590,5838678,4609703,976286,32184,220505,13912,33394728,23205187,,
2013:Q2,pct60to80,14063857,4690042,3658038,1032004,9373815,136950,885287,167743,391755,284093,107662,88394,74860,13534,1297069,207613,5250674,719448,228883,3060943,3056697,2253518,745547,15856,41776,4246,11002914,24423215,,
2013:Q2,pct40to60,7415636,2800684,2113230,687454,4614952,79201,670023,92961,204751,140430,64322,31634,24024,7610,655496,130657,2300133,292971,157124,1730660,1728240,1143800,553174,8277,22989,2419,5684976,24420109,,
2013:Q2,pct20to40,4313123,2004421,1526629,477792,2308702,52903,427523,49444,128068,104785,23283,27852,19770,8082,264669,72002,987818,174352,124070,976599,975344,592025,359292,8220,15807,1255,3336524,24425691,,
2013:Q2,pct00to20,2615813,1225369,953693,271676,1390444,31432,231589,28864,52281,39343,12938,60537,54504,6033,245291,35511,301177,344038,59724,656627,655532,267785,283631,66654,37463,1094,1959187,24419291,,
2013:Q3,pct99to100,17709388,3077678,2477522,600155,14631710,221089,1377560,341594,1468760,1141736,327024,297383,255619,41764,6125362,286011,1296070,3143107,74775,881640,876812,583210,41511,22661,229430,4828,16827748,1225701,696263,2853606144
2013:Q3,pct80to99,40204713,10741196,9034201,1706995,29463517,349296,2874874,837970,1807731,1379348,428383,413497,365677,47820,7668663,663939,11083507,3418491,345550,5904844,5891136,4635384,998057,30107,227588,13707,34299870,23284224,101669,696260
2013:Q3,pct60to80,14687713,4828884,3790444,1038440,9858829,141586,1074562,167797,379685,280735,98950,91436,78312,13124,1366350,207119,5462903,737189,230203,3087894,3083619,2261423,768977,15189,38029,4276,11599819,24506087,59874,101667
2013:Q3,pct40to60,7492032,2833452,2151244,682208,4658580,80414,669172,93256,194355,135063,59292,21127,13989,7137,673704,128357,2353451,286799,157945,1723620,1720990,1127294,564757,7383,21555,2631,5768411,24502876,36533,59874
2013:Q3,pct20to40,4407815,2040521,1563478,477043,2367294,52934,462653,50848,129321,108351,20969,27469,20242,7227,270749,71680,1011353,158773,131513,984920,983458,589202,372050,6468,15738,1462,3422895,24509229,20398,36533
2013:Q3,pct00to20,2665858,1245319,981223,264096,1420539,31628,280115,29627,47223,36202,11021,62316,56736,5580,236997,33034,309303,329951,60346,646779,646104,259764,284939,64203,37198,675,2019080,24502014,0,20398
2013:Q4,pct99to100,18310657,3167520,2553835,613685,15143137,249479,1301859,342744,1316480,1015033,301447,317319,276587,40732,6588300,299250,1362108,3283786,81812,964217,958920,589828,50620,24903,293569,5297,17346441,1229510,,
2013:Q4,pct80to99,41051025,10892968,9187157,1705811,30158057,389914,2740252,843609,1673590,1282496,391094,426865,379300,47565,8064189,667281,11476999,3528262,347096,5998573,5984501,4626541,1005286,33782,318893,14072,35052452,23358187,,
2013:Q4,pct60to80,15163518,4901212,3857763,1043449,10262307,159266,1239264,172486,347262,258508,88753,91824,78615,13209,1414363,208255,5661111,734439,234037,3097468,3093033,2251473,790761,17801,32998,4435,12066051,24583774,,
2013:Q4,pct40to60,7593357,2883273,2205302,677971,4710084,92624,659886,94193,177151,124991,52160,15813,8691,7123,671227,127800,2432177,277488,161723,1723177,1720526,1123789,579153,8844,8741,2652,5870179,24580516,,
2013:Q4,pct20to40,4499018,2056698,1578682,478017,2442319,58400,502690,51259,123875,104420,19455,25609,18895,6714,278185,75115,1029354,160363,137469,995424,993899,585651,383817,7771,16660,1526,3503593,24587318,,
2013:Q4,pct00to20,2669788,1228534,967893,260641,1441254,33285,317191,29096,34591,24441,10150,61688,56162,5526,241619,30088,313258,317723,62716,638907,638198,259768,280832,68289,29309,709,2030881,24579630,,
2014:Q1,pct99to100,19079746,3270810,2641585,629225,15808936,252459,1473286,315457,1332809,1026713,306096,339733,300095,39638,7027331,300406,1381299,3308609,77547,982235,976452,597001,57370,25623,296458,5783,18097511,1233064,,
2014:Q1,pct80to99,41993803,11047281,9354073,1693209,30946521,400394,2974330,808324,1678919,1286599,392320,446193,399012,47181,8443266,671670,11625249,3544957,353219,5987133,5972712,4613307,1002562,35168,321675,14421,36006670,23427211,,
2014:Q1,pct60to80,15120922,4945890,3902888,1043002,10175032,162614,1088668,169807,353084,263758,89325,92704,79462,13241,1458321,211242,5680358,720185,238051,3068978,3064460,2225810,786814,19454,32382,4518,12051944,24656410,,
2014:Q1,pct40to60,7675715,2917383,2241648,675735,4758332,97766,685145,91847,186231,134059,52172,18028,10980,7048,668693,129229,2449535,268329,163528,1715893,1713307,1114448,582615,9260,6985,2586,5959822,24653159,,
2014:Q1,pct20to40,4480693,2056825,1577313,479512,2423868,61022,467452,48722,122609,102883,19726,25694,19517,6176,285051,75598,1036046,168700,132974,990705,989260,582252,382539,7665,16804,1445,3489987,24660105,,
2014:Q1,pct00to20,2595263,1202858,938532,264326,1392405,33555,271170,27418,36367,25822,10545,61561,56126,5435,246250,33003,311893,308870,62318,644295,643374,261599,284961,64684,32130,921,1950968,24652267,,
2014:Q2,pct99to100,19716612,3341056,2699656,641400,16375556,250534,1487695,293844,1311231,986324,324907,342248,303661,38587,7524009,308103,1414563,3363975,79355,1018756,1012260,605874,68089,26992,311306,6496,18697856,1236385,,
2014:Q2,pct80to99,42830175,11210780,9517286,1693494,31619396,406274,2970339,780255,1674160,1251355,422805,449881,403082,46799,8867317,676880,11789049,3650860,354380,6015383,6000489,4612865,1008602,37641,341380,14895,36814792,23491714,,
2014:Q2,pct60to80,15333271,5007153,3957896,1049257,10326118,163992,1117094,168228,355464,258415,97049,90471,77201,13270,1513320,214220,5760065,702915,240349,3073785,3069147,2204967,811487,21778,30916,4638,12259486,24724418,,
2014:Q2,pct40to60,7786279,2987753,2309746,678007,4798527,100654,687043,89973,190836,134897,55939,16915,9922,6993,667725,130017,2487529,262649,165185,1723829,1721325,1108252,599667,10192,3215,2504,6062450,24721217,,
2014:Q2,pct20to40,4536718,2091307,1609590,481717,2445411,62459,475246,46735,122565,100461,22104,23934,18252,5682,293596,77352,1046145,163670,133707,1005536,1004158,580366,398513,8142,17138,1378,3531182,24728042,,
2014:Q2,pct00to20,2630342,1234634,969147,265487,1395708,34242,272527,25957,34912,22995,11917,59746,54388,5358,251246,33951,312860,307386,62882,640084,638949,265037,277653,63258,33001,1135,1990258,24720338,,
2014:Q3,pct99to100,19948214,3437853,2781534,656319,16510361,242993,1622182,295204,1327964,1002630,325333,353574,316071,37503,7363474,307532,1421877,3500481,75079,993143,987335,615251,76526,27605,267954,5808,18955071,1239496,,
2014:Q3,pct80to99,43298011,11391578,9702140,1689438,31906432,404687,3147274,786419,1674109,1258564,415545,461971,415651,46320,8769956,680261,11847189,3774257,360311,5973028,5958331,4619683,1020985,38900,278762,14698,37324982,23552112,,
2014:Q3,pct60to80,15174329,5066732,4012520,1054212,10107597,161755,964204,173039,359447,263912,95535,89373,76115,13258,1447604,216833,5745951,705229,244161,3090722,3085996,2192814,835867,23529,33786,4726,12083607,24788220,,
2014:Q3,pct40to60,7856531,3045303,2362574,682729,4811228,102247,705199,90994,198777,143964,54813,20233,13333,6901,649234,131385,2485759,260554,166844,1747249,1744558,1105890,618852,10507,9309,2691,6109282,24785105,,
2014:Q3,pct20to40,4506810,2108268,1622856,485412,2398542,63515,440586,47170,120840,99047,21793,23601,18419,5182,283721,77584,1042904,169485,129135,1017443,1015940,579034,412556,7801,16549,1504,3489367,24791580,,
2014:Q3,pct00to20,2583253,1237203,965469,271735,1346049,34302,227153,25444,36532,24495,12037,58596,53338,5258,251473,37008,308043,305082,62416,649069,648110,268422,278190,58016,43483,960,1934183,24784253,,
2014:Q4,pct99to100,20499634,3536557,2861707,674850,16963077,224494,1557982,318713,1352320,1023067,329253,343133,306650,36483,7695297,315745,1450197,3622821,82374,1001890,996689,624149,86096,29112,257333,5201,19497744,1242421,,
2014:Q4,pct80to99,43927338,11531162,9848712,1682449,32396177,390469,3033499,825275,1702980,1282157,420822,457567,411694,45873,9063917,686128,11971283,3911066,353993,5973251,5958700,4625345,1028828,41707,262820,14552,37954087,23608823,,
2014:Q4,pct60to80,15545724,5102919,4045088,1057831,10442805,154115,1193788,184370,372641,275797,96844,85365,72112,13253,1473519,220281,5813112,703018,242594,3110645,3105791,2184664,860315,26304,34507,4854,12435079,24848238,,
2014:Q4,pct40to60,7916085,3076907,2396161,680746,4839178,98882,700626,94707,208815,153942,54873,19357,12517,6840,644514,132316,2514423,258891,166648,1764079,1761177,1104803,634941,11576,9857,2902,6152007,24845236,,
2014:Q4,pct20to40,4578044,2109196,1620468,488728,2468848,62067,494128,49965,122602,100004,22598,21279,16544,4735,287860,79274,1046889,170690,134094,1030293,1028608,577321,426551,8285,16451,1685,3547751,24851169,,
2014:Q4,pct00to20,2620732,1214229,939508,274721,1406502,34624,279553,25731,41659,29087,12572,55984,50804,5180,255336,38395,306929,305207,63085,648528,647806,270976,272809,55455,48566,722,1972203,24844425,,
2015:Q1,pct99to100,21179066,3633007,2943696,689311,17546059,248957,1715048,294500,1367992,1067305,300687,339501,304365,35136,7986493,317481,1468518,3728717,78851,1007451,1001644,630000,90634,30936,250074,5807,20171615,1245182,,
2015:Q1,pct80to99,44898046,11692260,10015129,1677131,33205786,426280,3255135,793688,1683611,1316059,367552,460465,415521,44944,9328523,693026,12142014,4063645,359400,5948144,5933230,4608952,1027282,45171,251825,14914,38949902,23662264,,
2015:Q1,pct60to80,15515121,5155880,4093937,1061943,10359241,168864,1078353,182012,372940,289346,83594,82206,69139,13067,1492487,224927,5821107,690178,246167,3093003,3088091,2170018,853320,29678,35074,4913,12422118,24904895,,
2015:Q1,pct40to60,8021347,3127760,2442842,684917,4893588,112137,726355,92592,214804,167653,47151,23120,16566,6554,639501,134482,2529619,252703,168275,1759815,1757009,1099030,635177,12991,9811,2806,6261532,24902024,,
2015:Q1,pct20to40,4557227,2119706,1627702,492004,2437521,68444,467498,47703,119331,100013,19318,20204,16072,4131,290995,79338,1054200,159658,130150,1021130,1019544,572862,421224,9069,16389,1586,3536097,24907259,,
2015:Q1,pct00to20,2579833,1205636,924888,280748,1374197,35182,243649,24213,45003,33967,11037,53892,48933,4960,259124,43137,305388,301879,62729,657073,656079,270600,279472,52936,53071,995,1922760,24901265,,
2015:Q2,pct99to100,21461047,3737251,3031227,706024,17723796,264238,1797181,282399,1340167,1076602,263565,319375,285519,33855,8029467,314913,1477344,3822366,76347,1033634,1027373,639511,99278,33018,255566,6261,20427413,1247801,,
2015:Q2,pct80to99,45398599,11900083,10219524,1680560,33498516,450796,3351440,779634,1619557,1313950,305607,453310,409269,44041,9391483,695461,12245232,4146884,364719,5985994,5970810,4624186,1037764,49261,259600,15183,39412606,23712851,,
2015:Q2,pct60to80,15414137,5227374,4155012,1072362,10186763,178479,955796,183030,359918,291379,68539,77310,64422,12888,1466997,227330,5799117,689059,249727,3129233,3124276,2175895,879774,33703,34905,4957,12284904,24958613,,
2015:Q2,pct40to60,8102746,3197655,2501283,696372,4905090,122422,735570,91881,213772,175237,38536,27954,21644,6310,627677,135827,2529684,250220,170084,1780227,1777487,1103899,651280,14774,7534,2740,6322518,24955882,,
2015:Q2,pct20to40,4551776,2142107,1643309,498798,2409668,73416,440815,46715,113504,97934,15571,18845,15253,3592,287273,79195,1054303,168452,127150,1034459,1032947,571694,434631,10158,16465,1511,3517317,24960302,,
2015:Q2,pct00to20,2546718,1215531,924685,290846,1331188,35286,207201,23140,43126,33946,9180,51174,46408,4766,260801,46644,301350,299847,62619,654037,652805,272665,275036,49993,55110,1232,1892681,24955185,,
2015:Q3,pct99to100,20961186,3777994,3075768,702226,17183193,215581,1910347,283404,1485056,1218486,266569,305528,273120,32408,7269110,299149,1448007,3889910,77101,1015349,1009298,649669,106438,34866,218325,6051,19945837,1250301,,
2015:Q3,pct80to99,45180200,12028466,10345337,1683129,33151734,398750,3508618,785423,1705745,1409677,296067,455180,412326,42853,8791790,697129,12227147,4210734,371218,5970587,5955480,4642984,1053993,53035,205467,15107,39209613,23761003,,
2015:Q3,pct60to80,15109872,5313398,4236143,1077255,9796474,152996,902087,188133,389809,322601,67208,73435,60832,12602,1298029,230584,5622188,685895,253319,3169074,3164149,2181079,907094,37746,38230,4925,11940799,25009815,,
2015:Q3,pct40to60,8175964,3303981,2589227,714754,4871983,109931,755722,92882,245061,206765,38296,41550,35586,5964,592952,138732,2474229,248375,172550,1811580,1808837,1108957,670672,16374,12833,2744,6364384,25007225,,
2015:Q3,pct20to40,4552497,2190315,1691824,498491,2362182,68502,428974,47137,112261,97622,14639,19996,16989,3007,261192,76177,1041947,178718,127278,1047601,1046169,571043,448203,10905,16018,1432,3504896,25010749,,
2015:Q3,pct00to20,2575858,1263370,964882,298488,1312488,33766,187636,22542,55502,46371,9131,49251,44742,4509,255018,55197,290937,299352,63288,664117,662707,275525,276728,44805,65650,1410,1911741,25006596,,
2015:Q4,pct99to100,21320493,3846465,3135110,711355,17474028,235372,1808146,298661,1375938,1213965,161974,296918,265800,31118,7626346,308635,1486281,3949366,88364,1034978,1029242,661987,110564,37934,218757,5736,20285515,1252705,,
2015:Q4,pct80to99,45549575,12152440,10461831,1690609,33397135,430348,3326918,812699,1583955,1417619,166335,449706,407891,41816,9106682,699387,12357426,4264666,365348,5993627,5978532,4675591,1037687,59710,205543,15096,39555948,23807136,,
2015:Q4,pct60to80,15608137,5389301,4302348,1086953,10218836,166117,1198152,198014,366090,330132,35959,69019,56650,12369,1331338,231963,5723400,681847,252895,3156043,3150974,2186418,882069,44337,38151,5069,12452094,25058923,,
2015:Q4,pct40to60,8273274,3374660,2655075,719585,4898614,120548,743993,95632,232705,212608,20098,37972,32260,5712,590223,138342,2519276,245971,173951,1807260,1804349,1115631,657476,19891,11351,2911,6466014,25056465,,
2015:Q4,pct20to40,4685200,2218622,1717931,500691,2466579,73379,496995,49139,106641,98881,7761,17268,14742,2526,266524,78671,1051706,190094,136162,1037066,1035469,572321,433408,13685,16055,1596,3648135,25059049,,
2015:Q4,pct00to20,2649451,1266616,968776,297840,1382835,34986,255725,22366,54145,49203,4942,46212,41900,4312,259148,53918,292757,298245,65333,671589,670361,280899,279020,41633,68810,1228,1977862,25055909,,
2016:Q1,pct99to100,21747179,3940470,3212598,727871,17806709,255454,1951056,298914,1408819,1229937,178881,316842,286642,30200,7787937,309907,1505432,3888042,84307,1035096,1028696,668884,114204,39998,205609,6400,20712083,1255036,,
2016:Q1,pct80to99,46243189,12300053,10607896,1692157,33943135,461224,3522789,817600,1608077,1424762,183315,466586,425349,41238,9258379,703771,12508671,4221458,374580,5975387,5959918,4668925,1040557,64348,186088,15469,40267802,23851667,,
2016:Q1,pct60to80,15520140,5437621,4341647,1095975,10082519,178516,1025051,203388,375580,335400,40179,67469,55174,12295,1330024,235578,5727576,680463,258875,3156624,3151501,2181469,880788,49674,39570,5123,12363516,25106360,,
2016:Q1,pct40to60,8397566,3426516,2698168,728348,4971050,132940,765088,96468,244138,221787,22351,41892,36228,5664,581785,139715,2534955,256808,177261,1811943,1809135,1114383,660342,22045,12364,2808,6585622,25104017,,
2016:Q1,pct20to40,4699707,2229014,1722423,506591,2470693,79277,458665,49549,106636,97876,8760,17720,15501,2219,266429,78848,1058559,222810,132203,1031243,1029743,568612,430494,14712,15925,1500,3668464,25105654,,
2016:Q1,pct00to20,2615793,1258126,951919,306208,1357667,35261,207019,21643,56443,50779,5664,44461,40214,4248,261340,57782,291590,316493,65634,676294,674781,280809,285855,33190,74927,1513,1939499,25103538,,
2016:Q2,pct99to100,22238585,4090672,3338484,752187,18147914,236173,2065105,284216,1384988,1255422,129566,317314,287867,29447,8049927,315641,1528753,3884644,81153,1058853,1052057,678959,121695,41768,209635,6797,21179732,1257316,,
2016:Q2,pct80to99,47105250,12585106,10895962,1689143,34520145,445312,3677257,800194,1572072,1445256,126815,471739,430889,40850,9500052,712138,12669841,4286773,384766,6016723,6001008,4689289,1051325,68215,192179,15715,41088527,23895014,,
2016:Q2,pct60to80,15496869,5516412,4412135,1104277,9980457,170065,878798,203844,372776,345538,27238,64016,51731,12285,1347012,240927,5758372,678941,265706,3198073,3192883,2194104,904576,54565,39638,5190,12298796,25152547,,
2016:Q2,pct40to60,8511148,3485114,2751979,733135,5026034,129089,781528,95523,247579,232585,14994,44740,39047,5693,577704,141804,2556719,269953,181397,1833337,1830557,1122248,674581,23504,10223,2780,6677811,25150294,,
2016:Q2,pct20to40,4693570,2238487,1724030,514457,2455083,77798,426630,48307,103621,97734,5886,16651,14666,1986,269320,79456,1065588,238430,129281,1041499,1040019,567696,441623,14759,15940,1480,3652071,25151014,,
2016:Q2,pct00to20,2591901,1246516,930332,316184,1345385,35474,165373,20479,58334,54410,3924,42068,37833,4234,264995,62197,290526,339498,66442,666681,665004,282795,283020,22019,77170,1678,1925220,25149892,,
2016:Q3,pct99to100,22629771,4109542,3362371,747171,18520229,189914,2142288,278886,1377620,1227450,150170,303129,274613,28516,8335738,321604,1561098,3925438,84514,1088302,1082439,690998,128150,43783,219509,5863,21541469,1259569,869969,3827026432
2016:Q3,pct80to99,47902014,12711562,11009823,1701739,35190452,392352,3784705,796649,1571912,1423277,148635,466739,426569,40170,9761950,716933,12866750,4446802,385659,6085761,6070377,4722603,1068570,72657,206547,15384,41816253,23937593,111578,869969
2016:Q3,pct60to80,15761802,5625530,4512167,1113363,10136271,146036,975164,207336,373784,341541,32244,59121,46956,12165,1368424,244032,5824635,669808,267931,3243630,3238329,2207740,931437,60155,38996,5301,12518172,25197908,67757,111574
2016:Q3,pct40to60,8685376,3610077,2866267,743811,5075299,112352,800913,95746,250125,232593,17532,45268,39657,5610,574470,142750,2590934,279432,183309,1860699,1857641,1131915,693462,25232,7032,3057,6824678,25195710,41327,67740
2016:Q3,pct20to40,4787986,2310938,1798411,512527,2477047,69991,448424,48071,103667,96485,7181,14392,12699,1693,272917,80781,1075136,232279,131391,1055796,1054077,568548,454575,14916,16037,1719,3732190,25195581,23297,41326
2016:Q3,pct00to20,2704726,1320586,1007909,312677,1384140,34966,182697,19596,56541,51749,4792,39116,34965,4150,268914,63948,290726,360264,67372,661464,660114,286990,285440,9542,78141,1350,2043263,25195384,0,23297
2016:Q4,pct99to100,22558859,4152781,3413668,739112,18406079,192664,2020779,285531,1245219,1177434,67785,303635,275426,28209,8435987,332680,1565316,3930325,93943,1087880,1082962,693256,123461,49878,216367,4918,21470980,1261813,,
2016:Q4,pct80to99,47921862,12889798,11168280,1721518,35032064,397610,3659295,810471,1465617,1402493,63124,454209,414232,39978,9832405,709670,12872799,4447520,382469,6093248,6078415,4744513,1079231,68761,185910,14833,41828614,23979765,,
2016:Q4,pct60to80,16229029,5728434,4606929,1121505,10500595,150013,1250239,209545,351637,338347,13290,57769,45368,12402,1403919,243235,5886913,681435,265889,3286133,3280757,2221892,960742,57117,41005,5377,12942896,25242807,,
2016:Q4,pct40to60,8767681,3668931,2915598,753333,5098750,112001,787894,96747,228162,221036,7126,42414,36900,5515,585680,140885,2625009,294622,185338,1892631,1889309,1138958,715558,24233,10561,3321,6875050,25240621,,
2016:Q4,pct20to40,4908083,2352374,1838170,514205,2555709,70158,515578,48546,99598,96677,2921,13383,11254,2128,275687,81928,1073753,236729,140348,1079909,1077939,573978,473498,14185,16278,1970,3828175,25239744,,
2016:Q4,pct00to20,2833704,1345229,1032396,312833,1488475,37155,259011,21780,53391,51334,2057,36139,32105,4033,279559,59716,293804,377141,70780,655478,654592,286225,283945,9220,75201,885,2178227,25240369,,
2017:Q1,pct99to100,23412887,4236367,3494718,741648,19176520,242073,2072443,269372,1190793,1139039,51754,330326,302634,27692,9010952,353368,1598138,4019816,89238,1097534,1091626,696118,113894,54994,226620,5909,22315352,1264058,,
2017:Q1,pct80to99,48920982,13119100,11374798,1744301,35801883,463678,3802272,790401,1447419,1399540,47880,454549,415047,39502,10285169,708056,13052547,4409383,388410,6109085,6093899,4768422,1076572,64433,184471,15187,42811897,24021666,,
2017:Q1,pct60to80,16556765,5832295,4698034,1134261,10724470,181027,1158700,204312,351943,341870,10073,58051,45493,12558,1523687,245354,6035120,698191,268085,3286011,3280545,2230742,954665,53621,41517,5465,13270754,25287379,,
2017:Q1,pct40to60,8920102,3711913,2949609,762304,5208190,130715,798840,94761,217581,212288,5293,35648,30344,5304,608667,139407,2701009,293709,187852,1901826,1898637,1144371,719807,22789,11670,3189,7018276,25285156,,
2017:Q1,pct20to40,4966374,2378848,1858333,520515,2587526,79229,501061,46627,101118,98830,2288,12679,10156,2522,291260,84033,1088724,245831,136964,1084119,1082205,579976,472573,12971,16684,1914,3882255,25283651,,
2017:Q1,pct00to20,2834119,1343520,1027572,315948,1490599,41210,245300,23201,55870,54233,1637,33165,29326,3839,294529,56015,303285,365935,72088,658509,657490,286699,292903,8639,69249,1018,2175610,25284974,,
2017:Q2,pct99to100,23878576,4253864,3519005,734859,19624712,237303,2017889,260488,1180328,1144295,36033,341256,313711,27545,9323506,366677,1616626,4191461,89180,1120537,1114273,700049,108626,62634,242964,6264,22758039,1266308,,
2017:Q2,pct80to99,49567782,13324124,11564352,1759772,36243659,459121,3769910,780999,1460866,1428136,32730,448084,408493,39591,10517280,704176,13213389,4498011,391822,6154233,6139008,4801264,1081843,63606,192295,15225,43413549,24063377,,
2017:Q2,pct60to80,16808361,5911169,4771030,1140139,10897191,180764,1142898,201467,362125,355204,6921,57626,44667,12959,1597981,246822,6119791,718903,268814,3321294,3315773,2245180,975582,53499,41512,5521,13487067,25331699,,
2017:Q2,pct40to60,9046982,3783274,3013642,769633,5263707,127134,788769,93679,215658,212062,3597,33379,28061,5318,624336,138231,2755522,296841,190158,1928935,1925773,1152699,737388,24042,11644,3162,7118047,25329388,,
2017:Q2,pct20to40,5049546,2444117,1922262,521855,2605428,77946,504399,45485,102850,101260,1590,12798,9663,3135,299604,84860,1099701,240144,137640,1108071,1106152,586884,487507,14621,17140,1918,3941475,25327390,,
