snapped_at,price,market_cap,total_volume
2021-03-31 00:00:00 UTC,1.089423834877566,0.0,155.4498869986799
2021-04-01 00:00:00 UTC,1.089423834877566,0.0,155.4498869986799
2021-04-02 00:00:00 UTC,1.0215630865914438,0.0,17.090750438674853
2021-04-03 00:00:00 UTC,0.9970743495883663,0.0,3039814.83787257
2021-04-04 00:00:00 UTC,1.001278498065185,0.0,12503903.749589646
2021-04-05 00:00:00 UTC,1.002953257420998,0.0,7071179.9359918395
2021-04-06 00:00:00 UTC,0.9905735119528569,0.0,5752535.548368823
2021-04-07 00:00:00 UTC,0.9875499008225738,0.0,8537799.94841092
2021-04-08 00:00:00 UTC,1.0013438486706214,0.0,6001945.176221126
2021-04-09 00:00:00 UTC,1.0047507467440315,0.0,5691940.449987074
2021-04-10 00:00:00 UTC,1.0067821023621875,0.0,13172547.510629416
2021-04-11 00:00:00 UTC,0.9992597045038292,0.0,8201423.598551499
2021-04-12 00:00:00 UTC,1.009487984565833,0.0,5183336.514393006
2021-04-13 00:00:00 UTC,0.9958683433173684,0.0,7668127.071725394
2021-04-14 00:00:00 UTC,1.0048035783259592,0.0,14505839.306108424
2021-04-15 00:00:00 UTC,1.0030116510069396,0.0,8587838.392444897
2021-04-16 00:00:00 UTC,0.9966922160973312,0.0,4121207.7146292534
2021-04-17 00:00:00 UTC,1.004762775420357,0.0,5364557.710849821
2021-04-18 00:00:00 UTC,1.0023107246888683,0.0,4657912.1620346485
2021-04-19 00:00:00 UTC,1.000883683896215,0.0,31951074.05321492
2021-04-20 00:00:00 UTC,0.9994460861899199,0.0,18964669.94677395
2021-04-21 00:00:00 UTC,1.0018785889067443,0.0,12057010.231405789
2021-04-22 00:00:00 UTC,0.9936689796190913,0.0,8666768.944380444
2021-04-23 00:00:00 UTC,1.00102202087825,0.0,2871149.8065915266
2021-04-24 00:00:00 UTC,0.9975317543454876,0.0,1018559.9415871976
2021-04-25 00:00:00 UTC,0.9948312637285048,0.0,38.768574347499836
2021-04-26 00:00:00 UTC,0.99639091736668,0.0,604.9487815700061
2021-04-27 00:00:00 UTC,0.9974114495746393,0.0,70.44717068345678
2021-04-28 00:00:00 UTC,0.9269353013616742,0.0,41.26715961662174
2021-04-29 00:00:00 UTC,0.9264193114208065,0.0,72.44599015310708
2021-04-30 00:00:00 UTC,0.9096296106802207,0.0,18.474577392915286
2021-05-01 00:00:00 UTC,0.991451409604035,0.0,189494.9040379664
2021-05-02 00:00:00 UTC,0.991451409604035,0.0,189494.9040379664
2021-05-03 00:00:00 UTC,0.9946815799485209,0.0,1320209.1530640088
2021-05-04 00:00:00 UTC,0.9866831065958057,0.0,2080.4566167360895
2021-05-06 00:00:00 UTC,1.0056387376750175,0.0,2370881.3477044334
2021-05-07 00:00:00 UTC,1.0056387376750175,0.0,2370881.3477044334
2021-05-08 00:00:00 UTC,0.9949552084246808,0.0,10135390.691244584
2021-05-09 00:00:00 UTC,0.9928869004857946,0.0,7408161.712825398
2021-05-10 00:00:00 UTC,0.9899358097750982,0.0,846808.1460032879
2021-05-11 00:00:00 UTC,0.9933442168434824,0.0,151538.40048439385
2021-05-12 00:00:00 UTC,0.9926442281119602,0.0,54110.89523886581
2021-05-13 00:00:00 UTC,0.9592063634267786,0.0,0.0
2021-05-14 00:00:00 UTC,0.9844074389966814,0.0,265044.3971372859
2021-05-15 00:00:00 UTC,1.0024616669276598,0.0,415740.13772773126
2021-05-16 00:00:00 UTC,0.9923526671867603,0.0,0.0
2021-05-17 00:00:00 UTC,1.0224073685799222,0.0,661740.7807000299
2021-05-18 00:00:00 UTC,0.9971712971645124,0.0,711213.5814983227
2021-05-19 00:00:00 UTC,0.840002955749127,0.0,0.840002955749127
2021-05-20 00:00:00 UTC,0.9957799990371408,0.0,1004972.7605109543
2021-05-21 00:00:00 UTC,1.0087435355933683,0.0,1362133.4155525605
2021-05-22 00:00:00 UTC,0.9965794868406809,0.0,890233.5337671636
2021-05-23 00:00:00 UTC,0.9943520730117432,0.0,648061.4683802574
2021-05-24 00:00:00 UTC,0.9924430118943033,0.0,716987.8636426609
2021-05-25 00:00:00 UTC,0.9986399926016996,0.0,542713.8239216009
2021-05-26 00:00:00 UTC,0.9983310172046523,0.0,7194047.114258501
2021-05-27 00:00:00 UTC,1.0021580139604145,0.0,6931463.742705083
2021-05-28 00:00:00 UTC,1.002298165413569,0.0,9365052.787421456
2021-05-29 00:00:00 UTC,1.0059561827097734,0.0,13026708.798415747
2021-05-30 00:00:00 UTC,0.9871023876505832,0.0,12561331.7594256
2021-05-31 00:00:00 UTC,1.0042275367064648,0.0,9733094.73290555
2021-06-01 00:00:00 UTC,0.9979902210921916,0.0,13083830.435115635
2021-06-02 00:00:00 UTC,0.997380601638134,0.0,20425300.900755744
2021-06-03 00:00:00 UTC,1.0039337958326224,0.0,16755590.972673409
2021-06-04 00:00:00 UTC,0.9984204928974147,0.0,18916003.531877775
2021-06-05 00:00:00 UTC,1.0100105245049529,0.0,18572538.2909164
2021-06-06 00:00:00 UTC,0.9981398453669712,0.0,19504419.077252414
2021-06-07 00:00:00 UTC,1.005142637203121,0.0,17291158.867071167
2021-06-08 00:00:00 UTC,0.9954031025903377,0.0,39593252.55512238
2021-06-09 00:00:00 UTC,1.0040871929153867,0.0,45853167.90350062
2021-06-10 00:00:00 UTC,0.9997645170995959,0.0,97624903.16321132
2021-06-11 00:00:00 UTC,1.0042232152818844,0.0,40611670.75310338
2021-06-12 00:00:00 UTC,1.0063301458323097,0.0,688432.7819363665
