snapped_at,price,market_cap,total_volume
2021-08-20 00:00:00 UTC,1.0898349492125474e-06,0.0,1253475.5522231262
2021-08-21 00:00:00 UTC,2.0068541278437527e-06,0.0,5985696.604913321
2021-08-22 00:00:00 UTC,1.6757280220182077e-06,0.0,2636743.008484717
2021-08-23 00:00:00 UTC,1.4728570643766764e-06,0.0,2242731.9165920354
2021-08-24 00:00:00 UTC,1.5326462583231954e-06,0.0,1665182.0415952047
2021-08-25 00:00:00 UTC,1.590016590330054e-06,0.0,1150447.9666899303
2021-08-26 00:00:00 UTC,2.1800263975648043e-06,0.0,6262166.735255869
2021-08-27 00:00:00 UTC,1.8615436682872163e-06,0.0,1777044.3784758635
2021-08-28 00:00:00 UTC,1.8937152168362404e-06,0.0,1291772.8242075783
2021-08-29 00:00:00 UTC,1.8978801476625095e-06,0.0,887130.729150959
