Date,Price,Open,High,Low,Vol.,Change %
2021-03-02,62.69,62.69,62.69,62.69,,-2.88%
2021-03-01,64.55,64.55,64.55,64.55,,-0.57%
2021-02-26,64.92,64.92,64.92,64.92,,-1.64%
2021-02-25,66,66,66,66,,0.67%
2021-02-24,65.56,65.56,65.56,65.56,,2.39%
2021-02-23,64.03,64.03,64.03,64.03,,1.72%
2021-02-22,62.95,62.95,62.95,62.95,,0.72%
2021-02-19,62.5,62.5,62.5,62.5,,-1.67%
2021-02-18,63.56,63.56,63.56,63.56,,0.32%
2021-02-17,63.36,63.36,63.36,63.36,,1.28%
2021-02-16,62.56,62.56,62.56,62.56,,-0.62%
2021-02-15,62.95,62.95,62.95,62.95,,3.43%
2021-02-12,60.86,60.86,60.86,60.86,,0.13%
2021-02-11,60.78,60.78,60.78,60.78,,0.23%
2021-02-10,60.64,60.64,60.64,60.64,,1.47%
2021-02-09,59.76,59.76,59.76,59.76,,0.13%
2021-02-08,59.68,59.68,59.68,59.68,,-0.03%
2021-02-05,59.7,59.7,59.7,59.7,,1.79%
2021-02-04,58.65,58.65,58.65,58.65,,-0.10%
2021-02-03,58.71,58.71,58.71,58.71,,1.38%
2021-02-02,57.91,57.91,57.91,57.91,,2.59%
2021-02-01,56.45,56.45,56.45,56.45,,1.15%
2021-01-29,55.81,55.81,55.81,55.81,,0.52%
2021-01-28,55.52,55.52,55.52,55.52,,-1.02%
2021-01-27,56.09,56.09,56.09,56.09,,0.59%
2021-01-26,55.76,55.76,55.76,55.76,,1.33%
2021-01-25,55.03,55.03,55.03,55.03,,-0.33%
2021-01-22,55.21,55.21,55.21,55.21,,-0.83%
2021-01-21,55.67,55.67,55.67,55.67,,-0.73%
2021-01-20,56.08,56.08,56.08,56.08,,0.81%
2021-01-19,55.63,55.63,55.63,55.63,,1.89%
2021-01-18,54.6,54.6,54.6,54.6,,-0.24%
2021-01-15,54.73,54.73,54.73,54.73,,-0.78%
2021-01-14,55.16,55.16,55.16,55.16,,-1.32%
2021-01-13,55.9,55.9,55.9,55.9,,-0.34%
2021-01-12,56.09,56.09,56.09,56.09,,2.07%
2021-01-11,54.95,54.95,54.95,54.95,,-0.31%
2021-01-08,55.12,55.12,55.12,55.12,,1.92%
2021-01-07,54.08,54.08,54.08,54.08,,-0.52%
2021-01-06,54.36,54.36,54.36,54.36,,3.23%
2021-01-05,52.66,52.66,52.66,52.66,,4.55%
2021-01-04,50.37,50.37,50.37,50.37,,-1.18%
2021-01-01,50.97,50.97,50.97,50.97,,0.00%
2020-12-31,50.97,50.97,50.97,50.97,,0.65%
2020-12-30,50.64,50.64,50.64,50.64,,-0.33%
2020-12-29,50.81,50.81,50.81,50.81,,0.24%
2020-12-25,50.69,50.69,50.69,50.69,,0.00%
2020-12-24,50.69,50.69,50.69,50.69,,-1.30%
2020-12-23,51.36,51.36,51.36,51.36,,2.11%
2020-12-22,50.3,50.3,50.3,50.3,,0.56%
2020-12-21,50.02,50.02,50.02,50.02,,-4.18%
2020-12-18,52.2,52.2,52.2,52.2,,1.85%
2020-12-17,51.25,51.25,51.25,51.25,,1.34%
2020-12-16,50.57,50.57,50.57,50.57,,-0.69%
2020-12-15,50.92,50.92,50.92,50.92,,2.50%
2020-12-14,49.68,49.68,49.68,49.68,,-1.02%
2020-12-11,50.19,50.19,50.19,50.19,,-1.78%
2020-12-10,51.1,51.1,51.1,51.1,,4.63%
2020-12-09,48.84,48.84,48.84,48.84,,-0.35%
2020-12-08,49.01,49.01,49.01,49.01,,-0.08%
2020-12-07,49.05,49.05,49.05,49.05,,-1.66%
2020-12-04,49.88,49.88,49.88,49.88,,1.53%
2020-12-03,49.13,49.13,49.13,49.13,,0.88%
2020-12-02,48.7,48.7,48.7,48.7,,1.65%
2020-12-01,47.91,47.91,47.91,47.91,,2.11%
2020-11-30,46.92,46.92,46.92,46.92,,-1.41%
2020-11-27,47.59,47.59,47.59,47.59,,0.89%
2020-11-26,47.17,47.17,47.17,47.17,,-0.97%
2020-11-25,47.63,47.63,47.63,47.63,,0.32%
2020-11-24,47.48,47.48,47.48,47.48,,4.24%
2020-11-23,45.55,45.55,45.55,45.55,,3.38%
2020-11-20,44.06,44.06,44.06,44.06,,0.96%
2020-11-19,43.64,43.64,43.64,43.64,,-0.39%
2020-11-18,43.81,43.81,43.81,43.81,,2.22%
2020-11-17,42.86,42.86,42.86,42.86,,-2.15%
2020-11-16,43.8,43.8,43.8,43.8,,3.03%
2020-11-13,42.51,42.51,42.51,42.51,,-2.03%
2020-11-12,43.39,43.39,43.39,43.39,,-1.18%
2020-11-11,43.91,43.91,43.91,43.91,,3.32%
2020-11-10,42.5,42.5,42.5,42.5,,1.19%
2020-11-09,42,42,42,42,,7.33%
2020-11-06,39.13,39.13,39.13,39.13,,-2.78%
2020-11-05,40.25,40.25,40.25,40.25,,0.78%
2020-11-04,39.94,39.94,39.94,39.94,,2.96%
2020-11-03,38.79,38.79,38.79,38.79,,4.16%
2020-11-02,37.24,37.24,37.24,37.24,,0.32%
2020-10-30,37.12,37.12,37.12,37.12,,0.38%
2020-10-29,36.98,36.98,36.98,36.98,,-4.42%
2020-10-28,38.69,38.69,38.69,38.69,,-4.66%
2020-10-27,40.58,40.58,40.58,40.58,,1.86%
2020-10-26,39.84,39.84,39.84,39.84,,-3.79%
2020-10-23,41.41,41.41,41.41,41.41,,-0.65%
2020-10-22,41.68,41.68,41.68,41.68,,3.50%
2020-10-21,40.27,40.27,40.27,40.27,,-1.76%
2020-10-20,40.99,40.99,40.99,40.99,,-1.87%
2020-10-19,41.77,41.77,41.77,41.77,,0.58%
2020-10-16,41.53,41.53,41.53,41.53,,1.24%
2020-10-15,41.02,41.02,41.02,41.02,,-1.63%
2020-10-14,41.7,41.7,41.7,41.7,,0.75%
2020-10-13,41.39,41.39,41.39,41.39,,2.07%
2020-10-12,40.55,40.55,40.55,40.55,,-3.41%
2020-10-09,41.98,41.98,41.98,41.98,,0.89%
2020-10-08,41.61,41.61,41.61,41.61,,3.38%
2020-10-07,40.25,40.25,40.25,40.25,,-1.85%
2020-10-06,41.01,41.01,41.01,41.01,,2.73%
2020-10-05,39.92,39.92,39.92,39.92,,2.89%
2020-10-02,38.8,38.8,38.8,38.8,,-1.62%
2020-10-01,39.44,39.44,39.44,39.44,,-2.59%
2020-09-30,40.49,40.49,40.49,40.49,,-0.42%
2020-09-29,40.66,40.66,40.66,40.66,,-2.47%
2020-09-28,41.69,41.69,41.69,41.69,,1.34%
2020-09-25,41.14,41.14,41.14,41.14,,0.69%
2020-09-24,40.86,40.86,40.86,40.86,,-1.19%
2020-09-23,41.35,41.35,41.35,41.35,,1.22%
2020-09-22,40.85,40.85,40.85,40.85,,2.05%
2020-09-21,40.03,40.03,40.03,40.03,,-5.32%
2020-09-18,42.28,42.28,42.28,42.28,,0.09%
2020-09-17,42.24,42.24,42.24,42.24,,3.58%
2020-09-16,40.78,40.78,40.78,40.78,,4.54%
2020-09-15,39.01,39.01,39.01,39.01,,1.48%
2020-09-14,38.44,38.44,38.44,38.44,,-1.39%
2020-09-11,38.98,38.98,38.98,38.98,,-1.44%
2020-09-10,39.55,39.55,39.55,39.55,,-0.75%
2020-09-09,39.85,39.85,39.85,39.85,,3.59%
2020-09-08,38.47,38.47,38.47,38.47,,-5.08%
2020-09-07,40.53,40.53,40.53,40.53,,-1.63%
2020-09-04,41.2,41.2,41.2,41.2,,-1.53%
2020-09-03,41.84,41.84,41.84,41.84,,-6.57%
2020-09-02,44.78,44.78,44.78,44.78,,-2.18%
2020-09-01,45.78,45.78,45.78,45.78,,1.51%
2020-08-28,45.1,45.1,45.1,45.1,,1.14%
2020-08-27,44.59,44.59,44.59,44.59,,-2.62%
2020-08-26,45.79,45.79,45.79,45.79,,-0.59%
2020-08-25,46.06,46.06,46.06,46.06,,4.26%
2020-08-24,44.18,44.18,44.18,44.18,,1.82%
2020-08-21,43.39,43.39,43.39,43.39,,-2.30%
2020-08-20,44.41,44.41,44.41,44.41,,-1.51%
2020-08-19,45.09,45.09,45.09,45.09,,-0.18%
2020-08-18,45.17,45.17,45.17,45.17,,1.32%
2020-08-17,44.58,44.58,44.58,44.58,,-0.27%
2020-08-14,44.7,44.7,44.7,44.7,,-0.67%
2020-08-13,45,45,45,45,,0.11%
2020-08-12,44.95,44.95,44.95,44.95,,0.56%
2020-08-11,44.7,44.7,44.7,44.7,,0.47%
2020-08-10,44.49,44.49,44.49,44.49,,-0.40%
2020-08-07,44.67,44.67,44.67,44.67,,-2.13%
2020-08-06,45.64,45.64,45.64,45.64,,-1.11%
2020-08-05,46.15,46.15,46.15,46.15,,4.11%
2020-08-04,44.33,44.33,44.33,44.33,,0.18%
2020-08-03,44.25,44.25,44.25,44.25,,1.56%
2020-07-31,43.57,43.57,43.57,43.57,,1.51%
2020-07-30,42.92,42.92,42.92,42.92,,-3.20%
2020-07-29,44.34,44.34,44.34,44.34,,1.07%
2020-07-28,43.87,43.87,43.87,43.87,,1.43%
2020-07-27,43.25,43.25,43.25,43.25,,-1.39%
2020-07-24,43.86,43.86,43.86,43.86,,-1.33%
2020-07-23,44.45,44.45,44.45,44.45,,0.75%
2020-07-22,44.12,44.12,44.12,44.12,,-2.84%
2020-07-21,45.41,45.41,45.41,45.41,,1.79%
2020-07-20,44.61,44.61,44.61,44.61,,-1.15%
2020-07-17,45.13,45.13,45.13,45.13,,-1.03%
2020-07-16,45.6,45.6,45.6,45.6,,0.53%
2020-07-15,45.36,45.36,45.36,45.36,,1.30%
2020-07-14,44.78,44.78,44.78,44.78,,-0.44%
2020-07-13,44.98,44.98,44.98,44.98,,2.30%
2020-07-10,43.97,43.97,43.97,43.97,,1.27%
2020-07-09,43.42,43.42,43.42,43.42,,-2.36%
2020-07-08,44.47,44.47,44.47,44.47,,-0.34%
2020-07-07,44.62,44.62,44.62,44.62,,-1.09%
2020-07-06,45.11,45.11,45.11,45.11,,0.87%
2020-07-03,44.72,44.72,44.72,44.72,,-0.22%
2020-07-02,44.82,44.82,44.82,44.82,,0.90%
2020-07-01,44.42,44.42,44.42,44.42,,0.59%
2020-06-30,44.16,44.16,44.16,44.16,,0.89%
2020-06-29,43.77,43.77,43.77,43.77,,1.39%
2020-06-26,43.17,43.17,43.17,43.17,,-0.60%
2020-06-25,43.43,43.43,43.43,43.43,,0.63%
2020-06-24,43.16,43.16,43.16,43.16,,-6.52%
2020-06-23,46.17,46.17,46.17,46.17,,1.63%
2020-06-22,45.43,45.43,45.43,45.43,,0.09%
2020-06-19,45.39,45.39,45.39,45.39,,2.81%
2020-06-18,44.15,44.15,44.15,44.15,,4.57%
2020-06-17,42.22,42.22,42.22,42.22,,0.40%
2020-06-16,42.05,42.05,42.05,42.05,,3.85%
2020-06-15,40.49,40.49,40.49,40.49,,0.60%
2020-06-12,40.25,40.25,40.25,40.25,,0.93%
2020-06-11,39.88,39.88,39.88,39.88,,-5.39%
2020-06-10,42.15,42.15,42.15,42.15,,1.03%
2020-06-09,41.72,41.72,41.72,41.72,,-0.48%
2020-06-08,41.92,41.92,41.92,41.92,,-2.03%
2020-06-05,42.79,42.79,42.79,42.79,,8.44%
2020-06-04,39.46,39.46,39.46,39.46,,0.18%
2020-06-03,39.39,39.39,39.39,39.39,,0.10%
2020-06-02,39.35,39.35,39.35,39.35,,4.54%
2020-06-01,37.64,37.64,37.64,37.64,,6.15%
2020-05-29,35.46,35.46,35.46,35.46,,1.17%
2020-05-28,35.05,35.05,35.05,35.05,,2.61%
2020-05-27,34.16,34.16,34.16,34.16,,-1.04%
2020-05-26,34.52,34.52,34.52,34.52,,0.32%
2020-05-22,34.41,34.41,34.41,34.41,,-3.83%
2020-05-21,35.78,35.78,35.78,35.78,,0.08%
2020-05-20,35.75,35.75,35.75,35.75,,6.88%
2020-05-19,33.45,33.45,33.45,33.45,,-3.13%
2020-05-18,34.53,34.53,34.53,34.53,,12.77%
2020-05-15,30.62,30.62,30.62,30.62,,4.79%
2020-05-14,29.22,29.22,29.22,29.22,,1.11%
2020-05-13,28.9,28.9,28.9,28.9,,7.20%
2020-05-12,26.96,26.96,26.96,26.96,,2.98%
2020-05-11,26.18,26.18,26.18,26.18,,1.00%
2020-05-07,25.92,25.92,25.92,25.92,,7.73%
2020-05-06,24.06,24.06,24.06,24.06,,-3.10%
2020-05-05,24.83,24.83,24.83,24.83,,26.10%
2020-05-04,19.69,19.69,19.69,19.69,,4.68%
2020-05-01,18.81,18.81,18.81,18.81,,0.16%
2020-04-30,18.78,18.78,18.78,18.78,,14.65%
2020-04-29,16.38,16.38,16.38,16.38,,18.52%
2020-04-28,13.82,13.82,13.82,13.82,,6.72%
2020-04-27,12.95,12.95,12.95,12.95,,-11.00%
2020-04-24,14.55,14.55,14.55,14.55,,-1.29%
2020-04-23,14.74,14.74,14.74,14.74,,20.62%
2020-04-22,12.22,12.22,12.22,12.22,,45.48%
2020-04-21,8.4,8.4,8.4,8.4,,-44.26%
2020-04-20,15.07,15.07,15.07,15.07,,-4.32%
2020-04-17,15.75,15.75,15.75,15.75,,9.53%
2020-04-16,14.38,14.38,14.38,14.38,,-6.50%
2020-04-15,15.38,15.38,15.38,15.38,,-16.55%
2020-04-14,18.43,18.43,18.43,18.43,,0.60%
2020-04-09,18.32,18.32,18.32,18.32,,-10.94%
2020-04-08,20.57,20.57,20.57,20.57,,5.98%
2020-04-07,19.41,19.41,19.41,19.41,,10.66%
2020-04-06,17.54,17.54,17.54,17.54,,-6.95%
2020-04-03,18.85,18.85,18.85,18.85,,29.11%
2020-04-02,14.6,14.6,14.6,14.6,,34.19%
2020-04-01,10.88,10.88,10.88,10.88,,-27.99%
2020-03-31,15.11,15.11,15.11,15.11,,4.79%
2020-03-30,14.42,14.42,14.42,14.42,,-19.08%
2020-03-27,17.82,17.82,17.82,17.82,,-18.03%
2020-03-26,21.74,21.74,21.74,21.74,,-0.05%
2020-03-25,21.75,21.75,21.75,21.75,,-0.68%
2020-03-24,21.9,21.9,21.9,21.9,,15.57%
2020-03-23,18.95,18.95,18.95,18.95,,-16.34%
2020-03-20,22.65,22.65,22.65,22.65,,7.45%
2020-03-19,21.08,21.08,21.08,21.08,,5.98%
2020-03-18,19.89,19.89,19.89,19.89,,-22.06%
2020-03-17,25.52,25.52,25.52,25.52,,-0.04%
2020-03-16,25.53,25.53,25.53,25.53,,-14.33%
2020-03-13,29.8,29.8,29.8,29.8,,4.31%
2020-03-12,28.57,28.57,28.57,28.57,,-11.77%
2020-03-11,32.38,32.38,32.38,32.38,,-2.23%
2020-03-10,33.12,33.12,33.12,33.12,,0.73%
2020-03-09,32.88,32.88,32.88,32.88,,-23.80%
2020-03-06,43.15,43.15,43.15,43.15,,-11.65%
2020-03-05,48.84,48.84,48.84,48.84,,-1.15%
2020-03-04,49.41,49.41,49.41,49.41,,-0.76%
2020-03-03,49.79,49.79,49.79,49.79,,-0.56%
2020-03-02,50.07,50.07,50.07,50.07,,2.48%
2020-02-28,48.86,48.86,48.86,48.86,,-1.77%
2020-02-27,49.74,49.74,49.74,49.74,,-5.28%
2020-02-26,52.51,52.51,52.51,52.51,,-3.15%
2020-02-25,54.22,54.22,54.22,54.22,,-2.99%
2020-02-24,55.89,55.89,55.89,55.89,,-4.38%
2020-02-21,58.45,58.45,58.45,58.45,,-2.49%
2020-02-20,59.94,59.94,59.94,59.94,,0.62%
2020-02-19,59.57,59.57,59.57,59.57,,4.14%
2020-02-18,57.2,57.2,57.2,57.2,,-0.83%
2020-02-17,57.68,57.68,57.68,57.68,,0.80%
2020-02-14,57.22,57.22,57.22,57.22,,1.83%
2020-02-13,56.19,56.19,56.19,56.19,,1.44%
2020-02-12,55.39,55.39,55.39,55.39,,2.86%
2020-02-11,53.85,53.85,53.85,53.85,,1.53%
2020-02-10,53.04,53.04,53.04,53.04,,-2.10%
2020-02-07,54.18,54.18,54.18,54.18,,-2.87%
2020-02-06,55.78,55.78,55.78,55.78,,-0.32%
2020-02-05,55.96,55.96,55.96,55.96,,2.68%
2020-02-04,54.5,54.5,54.5,54.5,,-0.18%
2020-02-03,54.6,54.6,54.6,54.6,,-6.46%
2020-01-31,58.37,58.37,58.37,58.37,,3.82%
2020-01-30,56.22,56.22,56.22,56.22,,-3.00%
2020-01-29,57.96,57.96,57.96,57.96,,0.16%
2020-01-28,57.87,57.87,57.87,57.87,,1.46%
2020-01-27,57.04,57.04,57.04,57.04,,-1.38%
2020-01-24,57.84,57.84,57.84,57.84,,-3.21%
2020-01-23,59.76,59.76,59.76,59.76,,-1.40%
2020-01-22,60.61,60.61,60.61,60.61,,-2.49%
2020-01-21,62.16,62.16,62.16,62.16,,-1.54%
2020-01-20,63.13,63.13,63.13,63.13,,0.93%
2020-01-17,62.55,62.55,62.55,62.55,,-0.92%
2020-01-16,63.13,63.13,63.13,63.13,,2.17%
2020-01-15,61.79,61.79,61.79,61.79,,-1.84%
2020-01-14,62.95,62.95,62.95,62.95,,0.49%
2020-01-13,62.64,62.64,62.64,62.64,,-4.03%
2020-01-10,65.27,65.27,65.27,65.27,,0.29%
2020-01-09,65.08,65.08,65.08,65.08,,-1.11%
2020-01-08,65.81,65.81,65.81,65.81,,-2.13%
2020-01-07,67.24,67.24,67.24,67.24,,-2.20%
2020-01-06,68.75,68.75,68.75,68.75,,1.73%
2020-01-03,67.58,67.58,67.58,67.58,,3.10%
2020-01-02,65.55,65.55,65.55,65.55,,-1.09%
2020-01-01,66.27,66.27,66.27,66.27,,0.00%
2019-12-31,66.27,66.27,66.27,66.27,,-0.79%
2019-12-30,66.8,66.8,66.8,66.8,,-0.90%
2019-12-27,67.41,67.41,67.41,67.41,,-1.96%
2019-12-26,68.76,68.76,68.76,68.76,,0.00%
2019-12-24,68.76,68.76,68.76,68.76,,2.64%
2019-12-23,66.99,66.99,66.99,66.99,,-1.72%
2019-12-20,68.16,68.16,68.16,68.16,,-1.50%
2019-12-19,69.2,69.2,69.2,69.2,,0.85%
2019-12-18,68.62,68.62,68.62,68.62,,0.19%
2019-12-17,68.49,68.49,68.49,68.49,,1.41%
2019-12-16,67.54,67.54,67.54,67.54,,-0.44%
2019-12-13,67.84,67.84,67.84,67.84,,1.15%
2019-12-12,67.07,67.07,67.07,67.07,,1.98%
2019-12-11,65.77,65.77,65.77,65.77,,-1.79%
2019-12-10,66.97,66.97,66.97,66.97,,0.19%
2019-12-09,66.84,66.84,66.84,66.84,,-0.09%
2019-12-06,66.9,66.9,66.9,66.9,,1.26%
2019-12-05,66.07,66.07,66.07,66.07,,0.64%
2019-12-04,65.65,65.65,65.65,65.65,,3.63%
2019-12-03,63.35,63.35,63.35,63.35,,-0.39%
2019-12-02,63.6,63.6,63.6,63.6,,-2.38%
2019-11-29,65.15,65.15,65.15,65.15,,-0.28%
2019-11-28,65.33,65.33,65.33,65.33,,-0.23%
2019-11-27,65.48,65.48,65.48,65.48,,0.94%
2019-11-26,64.87,64.87,64.87,64.87,,0.23%
2019-11-25,64.72,64.72,64.72,64.72,,-1.76%
2019-11-22,65.88,65.88,65.88,65.88,,-0.24%
2019-11-21,66.04,66.04,66.04,66.04,,1.84%
2019-11-20,64.85,64.85,64.85,64.85,,2.94%
2019-11-19,63,63,63,63,,-1.05%
2019-11-18,63.67,63.67,63.67,63.67,,-0.78%
2019-11-15,64.17,64.17,64.17,64.17,,1.36%
2019-11-14,63.31,63.31,63.31,63.31,,0.30%
2019-11-13,63.12,63.12,63.12,63.12,,0.13%
2019-11-12,63.04,63.04,63.04,63.04,,-0.61%
2019-11-11,63.43,63.43,63.43,63.43,,0.92%
2019-11-08,62.85,62.85,62.85,62.85,,-0.95%
2019-11-07,63.45,63.45,63.45,63.45,,0.78%
2019-11-06,62.96,62.96,62.96,62.96,,-0.96%
2019-11-05,63.57,63.57,63.57,63.57,,0.32%
2019-11-04,63.37,63.37,63.37,63.37,,3.85%
2019-11-01,61.02,61.02,61.02,61.02,,1.45%
2019-10-31,60.15,60.15,60.15,60.15,,0.13%
2019-10-30,60.07,60.07,60.07,60.07,,-1.36%
2019-10-29,60.9,60.9,60.9,60.9,,1.10%
2019-10-28,60.24,60.24,60.24,60.24,,-2.70%
2019-10-25,61.91,61.91,61.91,61.91,,2.06%
2019-10-24,60.66,60.66,60.66,60.66,,2.00%
2019-10-23,59.47,59.47,59.47,59.47,,0.03%
2019-10-22,59.45,59.45,59.45,59.45,,2.68%
2019-10-21,57.9,57.9,57.9,57.9,,-1.71%
2019-10-18,58.91,58.91,58.91,58.91,,1.05%
2019-10-17,58.3,58.3,58.3,58.3,,0.09%
2019-10-16,58.25,58.25,58.25,58.25,,0.19%
2019-10-15,58.14,58.14,58.14,58.14,,0.66%
2019-10-14,57.76,57.76,57.76,57.76,,-2.99%
2019-10-11,59.54,59.54,59.54,59.54,,2.60%
2019-10-10,58.03,58.03,58.03,58.03,,-1.06%
2019-10-09,58.65,58.65,58.65,58.65,,2.73%
2019-10-08,57.09,57.09,57.09,57.09,,-2.26%
2019-10-07,58.41,58.41,58.41,58.41,,0.57%
2019-10-04,58.08,58.08,58.08,58.08,,1.97%
2019-10-03,56.96,56.96,56.96,56.96,,0.16%
2019-10-02,56.87,56.87,56.87,56.87,,-3.63%
2019-10-01,59.01,59.01,59.01,59.01,,-1.55%
2019-09-30,59.94,59.94,59.94,59.94,,-2.43%
2019-09-27,61.43,61.43,61.43,61.43,,0.66%
2019-09-26,61.03,61.03,61.03,61.03,,-0.54%
2019-09-25,61.36,61.36,61.36,61.36,,-3.72%
2019-09-24,63.73,63.73,63.73,63.73,,-0.82%
2019-09-23,64.26,64.26,64.26,64.26,,-0.88%
2019-09-20,64.83,64.83,64.83,64.83,,1.53%
2019-09-19,63.85,63.85,63.85,63.85,,-0.06%
2019-09-18,63.89,63.89,63.89,63.89,,-1.99%
2019-09-17,65.19,65.19,65.19,65.19,,-4.16%
2019-09-16,68.02,68.02,68.02,68.02,,11.78%
2019-09-13,60.85,60.85,60.85,60.85,,0.81%
2019-09-12,60.36,60.36,60.36,60.36,,-3.61%
2019-09-11,62.62,62.62,62.62,62.62,,-2.57%
2019-09-10,64.27,64.27,64.27,64.27,,1.07%
2019-09-09,63.59,63.59,63.59,63.59,,4.45%
2019-09-06,60.88,60.88,60.88,60.88,,-2.28%
2019-09-05,62.3,62.3,62.3,62.3,,3.09%
2019-09-04,60.43,60.43,60.43,60.43,,4.77%
2019-09-03,57.68,57.68,57.68,57.68,,-3.22%
2019-09-02,59.6,59.6,59.6,59.6,,-4.01%
2019-08-30,62.09,62.09,62.09,62.09,,0.73%
2019-08-29,61.64,61.64,61.64,61.64,,0.28%
2019-08-28,61.47,61.47,61.47,61.47,,3.33%
2019-08-27,59.49,59.49,59.49,59.49,,-0.34%
2019-08-26,59.69,59.69,59.69,59.69,,0.00%
2019-08-23,59.69,59.69,59.69,59.69,,-1.92%
2019-08-22,60.86,60.86,60.86,60.86,,-1.28%
2019-08-21,61.65,61.65,61.65,61.65,,2.61%
2019-08-20,60.08,60.08,60.08,60.08,,-1.09%
2019-08-19,60.74,60.74,60.74,60.74,,2.26%
2019-08-16,59.4,59.4,59.4,59.4,,2.82%
2019-08-15,57.77,57.77,57.77,57.77,,-0.84%
2019-08-14,58.26,58.26,58.26,58.26,,-4.96%
2019-08-13,61.3,61.3,61.3,61.3,,4.73%
2019-08-12,58.53,58.53,58.53,58.53,,-0.41%
2019-08-09,58.77,58.77,58.77,58.77,,1.87%
2019-08-08,57.69,57.69,57.69,57.69,,2.32%
2019-08-07,56.38,56.38,56.38,56.38,,-6.00%
2019-08-06,59.98,59.98,59.98,59.98,,-1.14%
2019-08-05,60.67,60.67,60.67,60.67,,-2.88%
2019-08-02,62.47,62.47,62.47,62.47,,-2.69%
2019-08-01,64.2,64.2,64.2,64.2,,-1.06%
2019-07-31,64.89,64.89,64.89,64.89,,1.87%
2019-07-30,63.7,63.7,63.7,63.7,,0.49%
2019-07-29,63.39,63.39,63.39,63.39,,-0.11%
2019-07-26,63.46,63.46,63.46,63.46,,-0.56%
2019-07-25,63.82,63.82,63.82,63.82,,-0.09%
2019-07-24,63.88,63.88,63.88,63.88,,2.49%
2019-07-23,62.33,62.33,62.33,62.33,,0.68%
2019-07-22,61.91,61.91,61.91,61.91,,1.68%
2019-07-19,60.89,60.89,60.89,60.89,,0.73%
2019-07-18,60.45,60.45,60.45,60.45,,-4.68%
2019-07-17,63.42,63.42,63.42,63.42,,-2.98%
2019-07-16,65.37,65.37,65.37,65.37,,-1.34%
2019-07-15,66.26,66.26,66.26,66.26,,0.55%
2019-07-12,65.9,65.9,65.9,65.9,,-1.48%
2019-07-11,66.89,66.89,66.89,66.89,,1.87%
2019-07-10,65.66,65.66,65.66,65.66,,3.32%
2019-07-09,63.55,63.55,63.55,63.55,,-0.92%
2019-07-08,64.14,64.14,64.14,64.14,,1.04%
2019-07-05,63.48,63.48,63.48,63.48,,0.97%
2019-07-04,62.87,62.87,62.87,62.87,,0.14%
2019-07-03,62.78,62.78,62.78,62.78,,1.31%
2019-07-02,61.97,61.97,61.97,61.97,,-3.40%
2019-07-01,64.15,64.15,64.15,64.15,,-3.20%
2019-06-28,66.27,66.27,66.27,66.27,,1.44%
2019-06-27,65.33,65.33,65.33,65.33,,0.74%
2019-06-26,64.85,64.85,64.85,64.85,,0.95%
2019-06-25,64.24,64.24,64.24,64.24,,1.71%
2019-06-24,63.16,63.16,63.16,63.16,,-1.30%
2019-06-21,63.99,63.99,63.99,63.99,,0.87%
2019-06-20,63.44,63.44,63.44,63.44,,4.26%
2019-06-19,60.85,60.85,60.85,60.85,,-0.81%
2019-06-18,61.35,61.35,61.35,61.35,,1.39%
2019-06-17,60.51,60.51,60.51,60.51,,-0.93%
2019-06-14,61.08,61.08,61.08,61.08,,-0.24%
2019-06-13,61.23,61.23,61.23,61.23,,1.69%
2019-06-12,60.21,60.21,60.21,60.21,,-3.06%
2019-06-11,62.11,62.11,62.11,62.11,,-1.51%
2019-06-10,63.06,63.06,63.06,63.06,,0.10%
2019-06-07,63,63,63,63,,2.16%
2019-06-06,61.67,61.67,61.67,61.67,,1.03%
2019-06-05,61.04,61.04,61.04,61.04,,-3.43%
2019-06-04,63.21,63.21,63.21,63.21,,0.64%
2019-06-03,62.81,62.81,62.81,62.81,,-7.20%
2019-05-31,67.68,67.68,67.68,67.68,,-3.93%
2019-05-30,70.45,70.45,70.45,70.45,,-1.52%
2019-05-29,71.54,71.54,71.54,71.54,,0.63%
2019-05-28,71.09,71.09,71.09,71.09,,3.21%
2019-05-24,68.88,68.88,68.88,68.88,,-0.56%
2019-05-23,69.27,69.27,69.27,69.27,,-4.90%
2019-05-22,72.84,72.84,72.84,72.84,,-1.35%
2019-05-21,73.84,73.84,73.84,73.84,,-0.36%
2019-05-20,74.11,74.11,74.11,74.11,,-0.98%
2019-05-17,74.84,74.84,74.84,74.84,,-1.01%
2019-05-16,75.6,75.6,75.6,75.6,,2.18%
2019-05-15,73.99,73.99,73.99,73.99,,0.76%
2019-05-14,73.43,73.43,73.43,73.43,,0.25%
2019-05-13,73.25,73.25,73.25,73.25,,0.99%
2019-05-10,72.53,72.53,72.53,72.53,,1.98%
2019-05-09,71.12,71.12,71.12,71.12,,-1.21%
2019-05-08,71.99,71.99,71.99,71.99,,0.49%
2019-05-07,71.64,71.64,71.64,71.64,,-1.66%
2019-05-03,72.85,72.85,72.85,72.85,,1.95%
2019-05-02,71.46,71.46,71.46,71.46,,-1.99%
2019-05-01,72.91,72.91,72.91,72.91,,-0.25%
2019-04-30,73.09,73.09,73.09,73.09,,1.34%
2019-04-29,72.12,72.12,72.12,72.12,,0.26%
2019-04-26,71.93,71.93,71.93,71.93,,-5.47%
2019-04-25,76.09,76.09,76.09,76.09,,1.67%
