LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IRL,LTINT,TOT,PC_PA,M,2000-01,5.8,
IRL,LTINT,TOT,PC_PA,M,2000-02,5.76,
IRL,LTINT,TOT,PC_PA,M,2000-03,5.58,
IRL,LTINT,TOT,PC_PA,M,2000-04,5.46,
IRL,LTINT,TOT,PC_PA,M,2000-05,5.61,
IRL,LTINT,TOT,PC_PA,M,2000-06,5.43,
IRL,LTINT,TOT,PC_PA,M,2000-07,5.52,
IRL,LTINT,TOT,PC_PA,M,2000-08,5.47,
IRL,LTINT,TOT,PC_PA,M,2000-09,5.52,
IRL,LTINT,TOT,PC_PA,M,2000-10,5.46,
IRL,LTINT,TOT,PC_PA,M,2000-11,5.4,
IRL,LTINT,TOT,PC_PA,M,2000-12,5.14,
IRL,LTINT,TOT,PC_PA,M,2001-01,5.03,
IRL,LTINT,TOT,PC_PA,M,2001-02,5.01,
IRL,LTINT,TOT,PC_PA,M,2001-03,4.92,
IRL,LTINT,TOT,PC_PA,M,2001-04,5.09,
IRL,LTINT,TOT,PC_PA,M,2001-05,5.28,
IRL,LTINT,TOT,PC_PA,M,2001-06,5.23,
IRL,LTINT,TOT,PC_PA,M,2001-07,5.23,
IRL,LTINT,TOT,PC_PA,M,2001-08,5.01,
IRL,LTINT,TOT,PC_PA,M,2001-09,5.01,
IRL,LTINT,TOT,PC_PA,M,2001-10,4.77,
IRL,LTINT,TOT,PC_PA,M,2001-11,4.63,
IRL,LTINT,TOT,PC_PA,M,2001-12,4.93,
IRL,LTINT,TOT,PC_PA,M,2002-01,5.02,
IRL,LTINT,TOT,PC_PA,M,2002-02,5.2,
IRL,LTINT,TOT,PC_PA,M,2002-03,5.42,
IRL,LTINT,TOT,PC_PA,M,2002-04,5.41,
IRL,LTINT,TOT,PC_PA,M,2002-05,5.41,
IRL,LTINT,TOT,PC_PA,M,2002-06,5.25,
IRL,LTINT,TOT,PC_PA,M,2002-07,5.11,
IRL,LTINT,TOT,PC_PA,M,2002-08,4.84,
IRL,LTINT,TOT,PC_PA,M,2002-09,4.63,
IRL,LTINT,TOT,PC_PA,M,2002-10,4.7,
IRL,LTINT,TOT,PC_PA,M,2002-11,4.67,
IRL,LTINT,TOT,PC_PA,M,2002-12,4.46,
IRL,LTINT,TOT,PC_PA,M,2003-01,4.27,
IRL,LTINT,TOT,PC_PA,M,2003-02,4.06,
IRL,LTINT,TOT,PC_PA,M,2003-03,4.09,
IRL,LTINT,TOT,PC_PA,M,2003-04,4.22,
IRL,LTINT,TOT,PC_PA,M,2003-05,3.89,
IRL,LTINT,TOT,PC_PA,M,2003-06,3.69,
IRL,LTINT,TOT,PC_PA,M,2003-07,4.01,
IRL,LTINT,TOT,PC_PA,M,2003-08,4.17,
IRL,LTINT,TOT,PC_PA,M,2003-09,4.19,
IRL,LTINT,TOT,PC_PA,M,2003-10,4.25,
IRL,LTINT,TOT,PC_PA,M,2003-11,4.39,
IRL,LTINT,TOT,PC_PA,M,2003-12,4.36,
IRL,LTINT,TOT,PC_PA,M,2004-01,4.2,
IRL,LTINT,TOT,PC_PA,M,2004-02,4.15,
IRL,LTINT,TOT,PC_PA,M,2004-03,3.97,
IRL,LTINT,TOT,PC_PA,M,2004-04,4.17,
IRL,LTINT,TOT,PC_PA,M,2004-05,4.31,
IRL,LTINT,TOT,PC_PA,M,2004-06,4.38,
IRL,LTINT,TOT,PC_PA,M,2004-07,4.27,
IRL,LTINT,TOT,PC_PA,M,2004-08,4.09,
IRL,LTINT,TOT,PC_PA,M,2004-09,4.04,
IRL,LTINT,TOT,PC_PA,M,2004-10,3.92,
IRL,LTINT,TOT,PC_PA,M,2004-11,3.8,
IRL,LTINT,TOT,PC_PA,M,2004-12,3.62,
IRL,LTINT,TOT,PC_PA,M,2005-01,3.52,
IRL,LTINT,TOT,PC_PA,M,2005-02,3.51,
IRL,LTINT,TOT,PC_PA,M,2005-03,3.66,
IRL,LTINT,TOT,PC_PA,M,2005-04,3.46,
IRL,LTINT,TOT,PC_PA,M,2005-05,3.28,
IRL,LTINT,TOT,PC_PA,M,2005-06,3.13,
IRL,LTINT,TOT,PC_PA,M,2005-07,3.18,
IRL,LTINT,TOT,PC_PA,M,2005-08,3.22,
IRL,LTINT,TOT,PC_PA,M,2005-09,3.04,
IRL,LTINT,TOT,PC_PA,M,2005-10,3.19,
IRL,LTINT,TOT,PC_PA,M,2005-11,3.4,
IRL,LTINT,TOT,PC_PA,M,2005-12,3.36,
IRL,LTINT,TOT,PC_PA,M,2006-01,3.32,
IRL,LTINT,TOT,PC_PA,M,2006-02,3.47,
IRL,LTINT,TOT,PC_PA,M,2006-03,3.65,
IRL,LTINT,TOT,PC_PA,M,2006-04,3.9,
IRL,LTINT,TOT,PC_PA,M,2006-05,3.96,
IRL,LTINT,TOT,PC_PA,M,2006-06,3.98,
IRL,LTINT,TOT,PC_PA,M,2006-07,4,
IRL,LTINT,TOT,PC_PA,M,2006-08,3.88,
IRL,LTINT,TOT,PC_PA,M,2006-09,3.76,
IRL,LTINT,TOT,PC_PA,M,2006-10,3.78,
IRL,LTINT,TOT,PC_PA,M,2006-11,3.72,
IRL,LTINT,TOT,PC_PA,M,2006-12,3.76,
IRL,LTINT,TOT,PC_PA,M,2007-01,4.04,
IRL,LTINT,TOT,PC_PA,M,2007-02,4.07,
IRL,LTINT,TOT,PC_PA,M,2007-03,3.97,
IRL,LTINT,TOT,PC_PA,M,2007-04,4.19,
IRL,LTINT,TOT,PC_PA,M,2007-05,4.32,
IRL,LTINT,TOT,PC_PA,M,2007-06,4.62,
IRL,LTINT,TOT,PC_PA,M,2007-07,4.59,
IRL,LTINT,TOT,PC_PA,M,2007-08,4.4,
IRL,LTINT,TOT,PC_PA,M,2007-09,4.32,
IRL,LTINT,TOT,PC_PA,M,2007-10,4.39,
IRL,LTINT,TOT,PC_PA,M,2007-11,4.31,
IRL,LTINT,TOT,PC_PA,M,2007-12,4.45,
IRL,LTINT,TOT,PC_PA,M,2008-01,4.25,
IRL,LTINT,TOT,PC_PA,M,2008-02,4.21,
IRL,LTINT,TOT,PC_PA,M,2008-03,4.17,
IRL,LTINT,TOT,PC_PA,M,2008-04,4.44,
IRL,LTINT,TOT,PC_PA,M,2008-05,4.58,
IRL,LTINT,TOT,PC_PA,M,2008-06,4.91,
IRL,LTINT,TOT,PC_PA,M,2008-07,4.92,
IRL,LTINT,TOT,PC_PA,M,2008-08,4.59,
IRL,LTINT,TOT,PC_PA,M,2008-09,4.56,
IRL,LTINT,TOT,PC_PA,M,2008-10,4.55,
IRL,LTINT,TOT,PC_PA,M,2008-11,4.56,
IRL,LTINT,TOT,PC_PA,M,2008-12,4.57,
IRL,LTINT,TOT,PC_PA,M,2009-01,5.2,
IRL,LTINT,TOT,PC_PA,M,2009-02,5.65,
IRL,LTINT,TOT,PC_PA,M,2009-03,5.76,
IRL,LTINT,TOT,PC_PA,M,2009-04,5.34,
IRL,LTINT,TOT,PC_PA,M,2009-05,5.27,
IRL,LTINT,TOT,PC_PA,M,2009-06,5.73,
IRL,LTINT,TOT,PC_PA,M,2009-07,5.45,
IRL,LTINT,TOT,PC_PA,M,2009-08,4.92,
IRL,LTINT,TOT,PC_PA,M,2009-09,4.91,
IRL,LTINT,TOT,PC_PA,M,2009-10,4.77,
IRL,LTINT,TOT,PC_PA,M,2009-11,4.82,
IRL,LTINT,TOT,PC_PA,M,2009-12,4.88,
IRL,LTINT,TOT,PC_PA,M,2010-01,4.83,
IRL,LTINT,TOT,PC_PA,M,2010-02,4.73,
IRL,LTINT,TOT,PC_PA,M,2010-03,4.53,
IRL,LTINT,TOT,PC_PA,M,2010-04,4.76,
IRL,LTINT,TOT,PC_PA,M,2010-05,4.86,
IRL,LTINT,TOT,PC_PA,M,2010-06,5.31,
IRL,LTINT,TOT,PC_PA,M,2010-07,5.32,
IRL,LTINT,TOT,PC_PA,M,2010-08,5.3,
IRL,LTINT,TOT,PC_PA,M,2010-09,6.14,
IRL,LTINT,TOT,PC_PA,M,2010-10,6.42,
IRL,LTINT,TOT,PC_PA,M,2010-11,8.22,
IRL,LTINT,TOT,PC_PA,M,2010-12,8.45,
IRL,LTINT,TOT,PC_PA,M,2011-01,8.75,
IRL,LTINT,TOT,PC_PA,M,2011-02,9.1,
IRL,LTINT,TOT,PC_PA,M,2011-03,9.67,
IRL,LTINT,TOT,PC_PA,M,2011-04,9.79,
IRL,LTINT,TOT,PC_PA,M,2011-05,10.64,
IRL,LTINT,TOT,PC_PA,M,2011-06,11.43,
IRL,LTINT,TOT,PC_PA,M,2011-07,12.45,
IRL,LTINT,TOT,PC_PA,M,2011-08,9.57,
IRL,LTINT,TOT,PC_PA,M,2011-09,8.51,
IRL,LTINT,TOT,PC_PA,M,2011-10,8.1,
IRL,LTINT,TOT,PC_PA,M,2011-11,8.51,
IRL,LTINT,TOT,PC_PA,M,2011-12,8.7,
IRL,LTINT,TOT,PC_PA,M,2012-01,7.71,
IRL,LTINT,TOT,PC_PA,M,2012-02,7.02,
IRL,LTINT,TOT,PC_PA,M,2012-03,6.9,
IRL,LTINT,TOT,PC_PA,M,2012-04,6.88,
IRL,LTINT,TOT,PC_PA,M,2012-05,7.12,
IRL,LTINT,TOT,PC_PA,M,2012-06,7.09,
IRL,LTINT,TOT,PC_PA,M,2012-07,6.12,
IRL,LTINT,TOT,PC_PA,M,2012-08,5.91,
IRL,LTINT,TOT,PC_PA,M,2012-09,5.28,
IRL,LTINT,TOT,PC_PA,M,2012-10,4.77,
IRL,LTINT,TOT,PC_PA,M,2012-11,4.59,
IRL,LTINT,TOT,PC_PA,M,2012-12,4.67,
IRL,LTINT,TOT,PC_PA,M,2013-01,4.18,
IRL,LTINT,TOT,PC_PA,M,2013-02,3.78,
IRL,LTINT,TOT,PC_PA,M,2013-03,3.83,
IRL,LTINT,TOT,PC_PA,M,2013-04,3.78,
IRL,LTINT,TOT,PC_PA,M,2013-05,3.48,
IRL,LTINT,TOT,PC_PA,M,2013-06,4.02,
IRL,LTINT,TOT,PC_PA,M,2013-07,3.88,
IRL,LTINT,TOT,PC_PA,M,2013-08,3.92,
IRL,LTINT,TOT,PC_PA,M,2013-09,3.95,
IRL,LTINT,TOT,PC_PA,M,2013-10,3.65,
IRL,LTINT,TOT,PC_PA,M,2013-11,3.53,
IRL,LTINT,TOT,PC_PA,M,2013-12,3.48,
IRL,LTINT,TOT,PC_PA,M,2014-01,3.39,
IRL,LTINT,TOT,PC_PA,M,2014-02,3.24,
IRL,LTINT,TOT,PC_PA,M,2014-03,3.05,
IRL,LTINT,TOT,PC_PA,M,2014-04,2.9,
IRL,LTINT,TOT,PC_PA,M,2014-05,2.71,
IRL,LTINT,TOT,PC_PA,M,2014-06,2.44,
IRL,LTINT,TOT,PC_PA,M,2014-07,2.28,
IRL,LTINT,TOT,PC_PA,M,2014-08,2.02,
IRL,LTINT,TOT,PC_PA,M,2014-09,1.75,
IRL,LTINT,TOT,PC_PA,M,2014-10,1.74,
IRL,LTINT,TOT,PC_PA,M,2014-11,1.58,
IRL,LTINT,TOT,PC_PA,M,2014-12,1.31,
IRL,LTINT,TOT,PC_PA,M,2015-01,1.22,
IRL,LTINT,TOT,PC_PA,M,2015-02,1.12,
IRL,LTINT,TOT,PC_PA,M,2015-03,0.8,
IRL,LTINT,TOT,PC_PA,M,2015-04,0.73,
IRL,LTINT,TOT,PC_PA,M,2015-05,1.25,
IRL,LTINT,TOT,PC_PA,M,2015-06,1.65,
IRL,LTINT,TOT,PC_PA,M,2015-07,1.47,
IRL,LTINT,TOT,PC_PA,M,2015-08,1.29,
IRL,LTINT,TOT,PC_PA,M,2015-09,1.31,
IRL,LTINT,TOT,PC_PA,M,2015-10,1.14,
IRL,LTINT,TOT,PC_PA,M,2015-11,1.1,
IRL,LTINT,TOT,PC_PA,M,2015-12,1.11,
IRL,LTINT,TOT,PC_PA,M,2016-01,1.05,
IRL,LTINT,TOT,PC_PA,M,2016-02,0.99,
IRL,LTINT,TOT,PC_PA,M,2016-03,0.85,
IRL,LTINT,TOT,PC_PA,M,2016-04,0.86,
IRL,LTINT,TOT,PC_PA,M,2016-05,0.84,
IRL,LTINT,TOT,PC_PA,M,2016-06,0.76,
IRL,LTINT,TOT,PC_PA,M,2016-07,0.47,
IRL,LTINT,TOT,PC_PA,M,2016-08,0.4,
IRL,LTINT,TOT,PC_PA,M,2016-09,0.42,
IRL,LTINT,TOT,PC_PA,M,2016-10,0.5,
IRL,LTINT,TOT,PC_PA,M,2016-11,0.85,
IRL,LTINT,TOT,PC_PA,M,2016-12,0.84,
IRL,LTINT,TOT,PC_PA,M,2017-01,0.99,
IRL,LTINT,TOT,PC_PA,M,2017-02,1.06,
IRL,LTINT,TOT,PC_PA,M,2017-03,1.05,
IRL,LTINT,TOT,PC_PA,M,2017-04,0.91,
IRL,LTINT,TOT,PC_PA,M,2017-05,0.83,
IRL,LTINT,TOT,PC_PA,M,2017-06,0.7,
IRL,LTINT,TOT,PC_PA,M,2017-07,0.87,
IRL,LTINT,TOT,PC_PA,M,2017-08,0.73,
IRL,LTINT,TOT,PC_PA,M,2017-09,0.7,
IRL,LTINT,TOT,PC_PA,M,2017-10,0.66,
IRL,LTINT,TOT,PC_PA,M,2017-11,0.58,
IRL,LTINT,TOT,PC_PA,M,2017-12,0.54,
IRL,LTINT,TOT,PC_PA,M,2018-01,0.913,
IRL,LTINT,TOT,PC_PA,M,2018-02,1.13,
IRL,LTINT,TOT,PC_PA,M,2018-03,1.006,
IRL,LTINT,TOT,PC_PA,M,2018-04,0.94,
IRL,LTINT,TOT,PC_PA,M,2018-05,0.982,
IRL,LTINT,TOT,PC_PA,M,2018-06,0.92,
IRL,LTINT,TOT,PC_PA,M,2018-07,0.83,
IRL,LTINT,TOT,PC_PA,M,2018-08,0.862,
IRL,LTINT,TOT,PC_PA,M,2018-09,0.933,
IRL,LTINT,TOT,PC_PA,M,2018-10,1.008,
IRL,LTINT,TOT,PC_PA,M,2018-11,0.983,
IRL,LTINT,TOT,PC_PA,M,2018-12,0.909,
IRL,LTINT,TOT,PC_PA,M,2019-01,0.935,
IRL,LTINT,TOT,PC_PA,M,2019-02,0.856,
IRL,LTINT,TOT,PC_PA,M,2019-03,0.668,
IRL,LTINT,TOT,PC_PA,M,2019-04,0.56,
IRL,LTINT,TOT,PC_PA,M,2019-05,0.499,
IRL,LTINT,TOT,PC_PA,M,2019-06,0.2714,
IRL,LTINT,TOT,PC_PA,M,2019-07,0.132,
IRL,LTINT,TOT,PC_PA,M,2019-08,-0.051,
IRL,LTINT,TOT,PC_PA,M,2019-09,-0.01,
IRL,LTINT,TOT,PC_PA,M,2019-10,0.016,
IRL,LTINT,TOT,PC_PA,M,2019-11,0.073,
IRL,LTINT,TOT,PC_PA,M,2019-12,0.037,
IRL,LTINT,TOT,PC_PA,M,2020-01,0.004,
IRL,LTINT,TOT,PC_PA,M,2020-02,-0.131,
IRL,LTINT,TOT,PC_PA,M,2020-03,0.07,
IRL,LTINT,TOT,PC_PA,M,2020-04,0.2012,
IRL,LTINT,TOT,PC_PA,M,2020-05,0.1072,
IRL,LTINT,TOT,PC_PA,M,2020-06,0.0835,
IRL,LTINT,TOT,PC_PA,M,2020-07,-0.0473,
IRL,LTINT,TOT,PC_PA,M,2020-08,-0.1219,
IRL,LTINT,TOT,PC_PA,M,2020-09,-0.1276,
IRL,LTINT,TOT,PC_PA,M,2020-10,-0.2224,
IRL,LTINT,TOT,PC_PA,M,2020-11,-0.251,
IRL,LTINT,TOT,PC_PA,M,2020-12,-0.2903,
IRL,LTINT,TOT,PC_PA,M,2021-01,-0.2418,
IRL,LTINT,TOT,PC_PA,M,2021-02,-0.0551,
IRL,LTINT,TOT,PC_PA,M,2021-03,0.0276,
IRL,LTINT,TOT,PC_PA,M,2021-04,0.082,
IRL,LTINT,TOT,PC_PA,M,2021-05,0.2372,
IRL,LTINT,TOT,PC_PA,M,2021-06,0.1787,
IRL,LTINT,TOT,PC_PA,M,2021-07,0.0309,
AUS,LTINT,TOT,PC_PA,M,2000-01,7.177895,
AUS,LTINT,TOT,PC_PA,M,2000-02,6.957619,
AUS,LTINT,TOT,PC_PA,M,2000-03,6.570435,
AUS,LTINT,TOT,PC_PA,M,2000-04,6.264706,
AUS,LTINT,TOT,PC_PA,M,2000-05,6.465652,
AUS,LTINT,TOT,PC_PA,M,2000-06,6.172381,
AUS,LTINT,TOT,PC_PA,M,2000-07,6.161905,
AUS,LTINT,TOT,PC_PA,M,2000-08,6.227391,
AUS,LTINT,TOT,PC_PA,M,2000-09,6.13619,
AUS,LTINT,TOT,PC_PA,M,2000-10,6.107955,
AUS,LTINT,TOT,PC_PA,M,2000-11,5.989545,
AUS,LTINT,TOT,PC_PA,M,2000-12,5.543158,
AUS,LTINT,TOT,PC_PA,M,2001-01,5.405476,
AUS,LTINT,TOT,PC_PA,M,2001-02,5.32125,
AUS,LTINT,TOT,PC_PA,M,2001-03,5.130682,
AUS,LTINT,TOT,PC_PA,M,2001-04,5.577222,
AUS,LTINT,TOT,PC_PA,M,2001-05,5.943478,
AUS,LTINT,TOT,PC_PA,M,2001-06,5.89675,
AUS,LTINT,TOT,PC_PA,M,2001-07,6.086364,
AUS,LTINT,TOT,PC_PA,M,2001-08,5.761522,
AUS,LTINT,TOT,PC_PA,M,2001-09,5.57825,
AUS,LTINT,TOT,PC_PA,M,2001-10,5.407609,
AUS,LTINT,TOT,PC_PA,M,2001-11,5.457727,
AUS,LTINT,TOT,PC_PA,M,2001-12,5.816842,
AUS,LTINT,TOT,PC_PA,M,2002-01,5.858333,
AUS,LTINT,TOT,PC_PA,M,2002-02,5.94575,
AUS,LTINT,TOT,PC_PA,M,2002-03,6.309,
AUS,LTINT,TOT,PC_PA,M,2002-04,6.294,
AUS,LTINT,TOT,PC_PA,M,2002-05,6.215218,
AUS,LTINT,TOT,PC_PA,M,2002-06,6.007632,
AUS,LTINT,TOT,PC_PA,M,2002-07,5.859783,
AUS,LTINT,TOT,PC_PA,M,2002-08,5.648409,
AUS,LTINT,TOT,PC_PA,M,2002-09,5.435714,
AUS,LTINT,TOT,PC_PA,M,2002-10,5.659131,
AUS,LTINT,TOT,PC_PA,M,2002-11,5.499524,
AUS,LTINT,TOT,PC_PA,M,2002-12,5.395,
AUS,LTINT,TOT,PC_PA,M,2003-01,5.275,
AUS,LTINT,TOT,PC_PA,M,2003-02,5.16775,
AUS,LTINT,TOT,PC_PA,M,2003-03,5.271667,
AUS,LTINT,TOT,PC_PA,M,2003-04,5.346053,
AUS,LTINT,TOT,PC_PA,M,2003-05,5.028182,
AUS,LTINT,TOT,PC_PA,M,2003-06,4.80275,
AUS,LTINT,TOT,PC_PA,M,2003-07,5.232826,
AUS,LTINT,TOT,PC_PA,M,2003-08,5.524048,
AUS,LTINT,TOT,PC_PA,M,2003-09,5.512955,
AUS,LTINT,TOT,PC_PA,M,2003-10,5.608696,
AUS,LTINT,TOT,PC_PA,M,2003-11,5.874,
AUS,LTINT,TOT,PC_PA,M,2003-12,5.757381,
AUS,LTINT,TOT,PC_PA,M,2004-01,5.7005,
AUS,LTINT,TOT,PC_PA,M,2004-02,5.6205,
AUS,LTINT,TOT,PC_PA,M,2004-03,5.415435,
AUS,LTINT,TOT,PC_PA,M,2004-04,5.803,
AUS,LTINT,TOT,PC_PA,M,2004-05,5.958095,
AUS,LTINT,TOT,PC_PA,M,2004-06,5.845476,
AUS,LTINT,TOT,PC_PA,M,2004-07,5.717727,
AUS,LTINT,TOT,PC_PA,M,2004-08,5.583182,
AUS,LTINT,TOT,PC_PA,M,2004-09,5.412045,
AUS,LTINT,TOT,PC_PA,M,2004-10,5.401429,
AUS,LTINT,TOT,PC_PA,M,2004-11,5.4,
AUS,LTINT,TOT,PC_PA,M,2004-12,5.231905,
AUS,LTINT,TOT,PC_PA,M,2005-01,5.351842,
AUS,LTINT,TOT,PC_PA,M,2005-02,5.39775,
AUS,LTINT,TOT,PC_PA,M,2005-03,5.652619,
AUS,LTINT,TOT,PC_PA,M,2005-04,5.472,
AUS,LTINT,TOT,PC_PA,M,2005-05,5.287727,
AUS,LTINT,TOT,PC_PA,M,2005-06,5.140476,
AUS,LTINT,TOT,PC_PA,M,2005-07,5.190238,
AUS,LTINT,TOT,PC_PA,M,2005-08,5.218696,
AUS,LTINT,TOT,PC_PA,M,2005-09,5.186364,
AUS,LTINT,TOT,PC_PA,M,2005-10,5.400238,
AUS,LTINT,TOT,PC_PA,M,2005-11,5.435227,
AUS,LTINT,TOT,PC_PA,M,2005-12,5.3465,
AUS,LTINT,TOT,PC_PA,M,2006-01,5.2035,
AUS,LTINT,TOT,PC_PA,M,2006-02,5.272,
AUS,LTINT,TOT,PC_PA,M,2006-03,5.341304,
AUS,LTINT,TOT,PC_PA,M,2006-04,5.579706,
AUS,LTINT,TOT,PC_PA,M,2006-05,5.75,
AUS,LTINT,TOT,PC_PA,M,2006-06,5.737857,
AUS,LTINT,TOT,PC_PA,M,2006-07,5.834048,
AUS,LTINT,TOT,PC_PA,M,2006-08,5.773261,
AUS,LTINT,TOT,PC_PA,M,2006-09,5.601666,
AUS,LTINT,TOT,PC_PA,M,2006-10,5.665,
AUS,LTINT,TOT,PC_PA,M,2006-11,5.599545,
AUS,LTINT,TOT,PC_PA,M,2006-12,5.696579,
AUS,LTINT,TOT,PC_PA,M,2007-01,5.877619,
AUS,LTINT,TOT,PC_PA,M,2007-02,5.80925,
AUS,LTINT,TOT,PC_PA,M,2007-03,5.736818,
AUS,LTINT,TOT,PC_PA,M,2007-04,5.909722,
AUS,LTINT,TOT,PC_PA,M,2007-05,5.920869,
AUS,LTINT,TOT,PC_PA,M,2007-06,6.20475,
AUS,LTINT,TOT,PC_PA,M,2007-07,6.149773,
AUS,LTINT,TOT,PC_PA,M,2007-08,5.925909,
AUS,LTINT,TOT,PC_PA,M,2007-09,5.992105,
AUS,LTINT,TOT,PC_PA,M,2007-10,6.174348,
AUS,LTINT,TOT,PC_PA,M,2007-11,6.025455,
AUS,LTINT,TOT,PC_PA,M,2007-12,6.207632,
AUS,LTINT,TOT,PC_PA,M,2008-01,6.076428,
AUS,LTINT,TOT,PC_PA,M,2008-02,6.294524,
AUS,LTINT,TOT,PC_PA,M,2008-03,6.085526,
AUS,LTINT,TOT,PC_PA,M,2008-04,6.170476,
AUS,LTINT,TOT,PC_PA,M,2008-05,6.355,
AUS,LTINT,TOT,PC_PA,M,2008-06,6.58675,
AUS,LTINT,TOT,PC_PA,M,2008-07,6.366522,
AUS,LTINT,TOT,PC_PA,M,2008-08,5.8625,
AUS,LTINT,TOT,PC_PA,M,2008-09,5.645909,
AUS,LTINT,TOT,PC_PA,M,2008-10,5.215227,
AUS,LTINT,TOT,PC_PA,M,2008-11,4.94075,
AUS,LTINT,TOT,PC_PA,M,2008-12,4.215714,
AUS,LTINT,TOT,PC_PA,M,2009-01,4.08575,
AUS,LTINT,TOT,PC_PA,M,2009-02,4.253,
AUS,LTINT,TOT,PC_PA,M,2009-03,4.327727,
AUS,LTINT,TOT,PC_PA,M,2009-04,4.512,
AUS,LTINT,TOT,PC_PA,M,2009-05,5.004286,
AUS,LTINT,TOT,PC_PA,M,2009-06,5.556667,
AUS,LTINT,TOT,PC_PA,M,2009-07,5.487826,
AUS,LTINT,TOT,PC_PA,M,2009-08,5.53325,
AUS,LTINT,TOT,PC_PA,M,2009-09,5.323637,
AUS,LTINT,TOT,PC_PA,M,2009-10,5.450238,
AUS,LTINT,TOT,PC_PA,M,2009-11,5.466667,
AUS,LTINT,TOT,PC_PA,M,2009-12,5.473095,
AUS,LTINT,TOT,PC_PA,M,2010-01,5.5575,
AUS,LTINT,TOT,PC_PA,M,2010-02,5.4775,
AUS,LTINT,TOT,PC_PA,M,2010-03,5.62,
AUS,LTINT,TOT,PC_PA,M,2010-04,5.795,
AUS,LTINT,TOT,PC_PA,M,2010-05,5.48,
AUS,LTINT,TOT,PC_PA,M,2010-06,5.3275,
AUS,LTINT,TOT,PC_PA,M,2010-07,5.145,
AUS,LTINT,TOT,PC_PA,M,2010-08,4.97,
AUS,LTINT,TOT,PC_PA,M,2010-09,5.0025,
AUS,LTINT,TOT,PC_PA,M,2010-10,5.085,
AUS,LTINT,TOT,PC_PA,M,2010-11,5.3775,
AUS,LTINT,TOT,PC_PA,M,2010-12,5.555,
AUS,LTINT,TOT,PC_PA,M,2011-01,5.52,
AUS,LTINT,TOT,PC_PA,M,2011-02,5.61,
AUS,LTINT,TOT,PC_PA,M,2011-03,5.435,
AUS,LTINT,TOT,PC_PA,M,2011-04,5.5125,
AUS,LTINT,TOT,PC_PA,M,2011-05,5.325,
AUS,LTINT,TOT,PC_PA,M,2011-06,5.16,
AUS,LTINT,TOT,PC_PA,M,2011-07,5.02,
AUS,LTINT,TOT,PC_PA,M,2011-08,4.4925,
AUS,LTINT,TOT,PC_PA,M,2011-09,4.2025,
AUS,LTINT,TOT,PC_PA,M,2011-10,4.37,
AUS,LTINT,TOT,PC_PA,M,2011-11,4.0825,
AUS,LTINT,TOT,PC_PA,M,2011-12,3.825,
AUS,LTINT,TOT,PC_PA,M,2012-01,3.795,
AUS,LTINT,TOT,PC_PA,M,2012-02,3.97,
AUS,LTINT,TOT,PC_PA,M,2012-03,4.15,
AUS,LTINT,TOT,PC_PA,M,2012-04,3.8575,
AUS,LTINT,TOT,PC_PA,M,2012-05,3.2775,
AUS,LTINT,TOT,PC_PA,M,2012-06,2.995,
AUS,LTINT,TOT,PC_PA,M,2012-07,2.8875,
AUS,LTINT,TOT,PC_PA,M,2012-08,3.1875,
AUS,LTINT,TOT,PC_PA,M,2012-09,3.0925,
AUS,LTINT,TOT,PC_PA,M,2012-10,3.0225,
AUS,LTINT,TOT,PC_PA,M,2012-11,3.0875,
AUS,LTINT,TOT,PC_PA,M,2012-12,3.2275,
AUS,LTINT,TOT,PC_PA,M,2013-01,3.3975,
AUS,LTINT,TOT,PC_PA,M,2013-02,3.4975,
AUS,LTINT,TOT,PC_PA,M,2013-03,3.5125,
AUS,LTINT,TOT,PC_PA,M,2013-04,3.245,
AUS,LTINT,TOT,PC_PA,M,2013-05,3.225,
AUS,LTINT,TOT,PC_PA,M,2013-06,3.54,
AUS,LTINT,TOT,PC_PA,M,2013-07,3.75,
AUS,LTINT,TOT,PC_PA,M,2013-08,3.86,
AUS,LTINT,TOT,PC_PA,M,2013-09,4,
AUS,LTINT,TOT,PC_PA,M,2013-10,3.97,
AUS,LTINT,TOT,PC_PA,M,2013-11,4.13,
AUS,LTINT,TOT,PC_PA,M,2013-12,4.24,
AUS,LTINT,TOT,PC_PA,M,2014-01,4.18,
AUS,LTINT,TOT,PC_PA,M,2014-02,4.12,
AUS,LTINT,TOT,PC_PA,M,2014-03,4.1,
AUS,LTINT,TOT,PC_PA,M,2014-04,4.03,
AUS,LTINT,TOT,PC_PA,M,2014-05,3.78,
AUS,LTINT,TOT,PC_PA,M,2014-06,3.7,
AUS,LTINT,TOT,PC_PA,M,2014-07,3.47,
AUS,LTINT,TOT,PC_PA,M,2014-08,3.41,
AUS,LTINT,TOT,PC_PA,M,2014-09,3.55,
AUS,LTINT,TOT,PC_PA,M,2014-10,3.32,
AUS,LTINT,TOT,PC_PA,M,2014-11,3.26,
AUS,LTINT,TOT,PC_PA,M,2014-12,2.96,
AUS,LTINT,TOT,PC_PA,M,2015-01,2.64,
AUS,LTINT,TOT,PC_PA,M,2015-02,2.5,
AUS,LTINT,TOT,PC_PA,M,2015-03,2.48,
AUS,LTINT,TOT,PC_PA,M,2015-04,2.41,
AUS,LTINT,TOT,PC_PA,M,2015-05,2.88,
AUS,LTINT,TOT,PC_PA,M,2015-06,2.98,
