Contract,Last,Change,Open,High,Low,Previous,Volume,"Open Int",Time
"ZQZ25 (Dec '25)",95.96,0.11499999999999,95.96,95.96,95.96,95.845,N/A,N/A,2022-09-27
"ZQF26 (Jan '26)",95.86,0.11499999999999,95.86,95.86,95.86,95.745,N/A,N/A,2022-09-27
"ZQG26 (Feb '26)",95.86,0.11499999999999,95.86,95.86,95.86,95.745,N/A,N/A,2022-09-27
"ZQH26 (Mar '26)",95.86,0.11499999999999,95.86,95.86,95.86,95.745,N/A,N/A,2022-09-27
"ZQJ26 (Apr '26)",95.86,0.11499999999999,95.86,95.86,95.86,95.745,N/A,N/A,2022-09-27
"ZQK26 (May '26)",95.86,0.11499999999999,95.86,95.86,95.86,95.745,N/A,N/A,2022-09-27
"ZQM26 (Jun '26)",95.86,0.11499999999999,95.86,95.86,95.86,95.745,N/A,N/A,2022-09-27
"ZQN26 (Jul '26)",95.86,0.11499999999999,95.86,95.86,95.86,95.745,N/A,N/A,2022-09-27
"ZQQ26 (Aug '26)",95.78,0.11499999999999,95.78,95.78,95.78,95.665,N/A,N/A,2022-09-27
"ZQU26 (Sep '26)",95.78,0.11499999999999,95.78,95.78,95.78,95.665,N/A,N/A,2022-09-27
"ZQV26 (Oct '26)",95.775,0.11500000000001,95.775,95.775,95.775,95.66,N/A,N/A,2022-09-27
"ZQX26 (Nov '26)",95.755,0.11499999999999,95.755,95.755,95.755,95.64,N/A,N/A,2022-09-27
"ZQZ26 (Dec '26)",95.735,0.11499999999999,95.735,95.735,95.735,95.62,N/A,N/A,2022-09-27
"ZQF27 (Jan '27)",95.72,0.11499999999999,95.72,95.72,95.72,95.605,N/A,N/A,2022-09-27
"ZQG27 (Feb '27)",95.705,0.11499999999999,95.705,95.705,95.705,95.59,N/A,N/A,2022-09-27
"ZQH27 (Mar '27)",95.69,0.11499999999999,95.69,95.69,95.69,95.575,N/A,N/A,2022-09-27
"ZQJ27 (Apr '27)",95.65,0.11500000000001,95.65,95.65,95.65,95.535,N/A,N/A,2022-09-27
"ZQK27 (May '27)",95.625,0.11499999999999,95.625,95.625,95.625,95.51,N/A,N/A,2022-09-27
"ZQM27 (Jun '27)",95.605,0.11500000000001,95.605,95.605,95.605,95.49,N/A,N/A,2022-09-27
"ZQN27 (Jul '27)",95.585,0.11499999999999,95.585,95.585,95.585,95.47,N/A,N/A,2022-09-27
"ZQQ27 (Aug '27)",95.505,0.11499999999999,95.505,95.505,95.505,95.39,N/A,N/A,2022-09-27
"Downloaded from Barchart.com as of 09-27-2022 08:45pm CDT"
