pct,date
0.027828328,2018-01-01
0.028466565,2018-04-01
0.027258797,2018-07-01
0.02497749,2018-10-01
0.021528342,2019-01-01
0.020506242,2019-04-01
0.019464355,2019-07-01
0.01825186,2019-10-01
0.020020678,2020-01-01
-0.042966418,2020-04-01
0.080961202,2020-07-01
0.036570976,2020-10-01
0.046776743,2021-01-01
0.05840623,2021-04-01
0.049216511,2021-07-01
0.040403541,2021-10-01
0.030283215,2022-01-01
0.024176537,2022-04-01
0.01348376,2022-07-01
0.006357846,2022-10-01
