year,Category,Before_Tax_Income,Net_Worth,Assets,Financial_Assets,Transaction_Accounts,Certificates_of_Deposit,Savings_Bonds,Directly_Held_Bonds,Directly_Held_Stocks,Pooled_Investment_Funds,Cash_Value_Life_Insurance,Other_Managed_Assets,Retirement_Accounts,Other_Financial_Assets,Stock_Holdings,Nonfinancial_Assets,Primary_Residence,Owned_Vehicles,Other_Residential_Real_Estate,Net_Equity_in_Nonres_Real_Estate,Business_Equity,Other_Non_Financial_Assets,Unrealized_Capital_Gains,Debt,Home_Secured_Debt,Other_Res_Real_Estate_Debt,Installment_Loans,Other_Lines_of_Credit,Credit_Card_Balances,Other_Debt,Mortgages_Home_Equity_Loans,Home_Equity_Lines_of_Credit,Vehicle_Installment_Loans,Education_Installment_Loans,Other_Installment_Loans
1989,Managerial or professional,100,100,99.610535,99.410782,98.818947,22.745768,37.884254,10.330668,30.12394,13.073012,46.465988,5.1870036,63.949368,20.758648,53.514153,97.622765,73.588387,95.085548,20.463264,17.264057,22.240091,18.498783,79.654694,90.666931,61.008801,10.868021,60.721676,4.6942668,53.416203,10.762959,59.934422,6.291965,46.454048,14.014812,22.946486
1989,"Technical, sales, or services",100,100,95.739311,92.120857,87.335838,13.877417,22.951237,3.4162445,13.867934,4.6012082,32.396996,3.5797586,39.125175,14.640848,31.40225,87.452377,53.634727,84.58197,10.102363,8.6184998,13.609494,10.31854,61.331532,82.243477,43.174721,4.6161509,58.843208,6.2403045,50.117588,4.9306502,42.354824,3.6895022,42.107681,13.091485,22.940826
1989,Other occupation,100,100,97.356026,89.834145,85.025414,13.747005,26.219009,1.5740285,11.491286,4.6319566,37.793873,2.4932981,37.691372,14.408373,27.699175,94.508324,64.642014,92.058266,9.8738804,11.158436,17.707146,11.086703,70.568481,83.408073,45.878006,3.5703523,61.533298,2.8086035,45.059288,8.4389725,45.057987,2.6734221,46.482239,7.166316,28.980398
1989,Retired or other not working,100,100,88.536011,78.739532,75.715332,26.817225,13.374832,7.3012385,14.070277,7.25002,28.527077,3.6637404,17.194918,10.297057,20.624336,80.965202,63.943748,69.353951,12.938931,8.7146845,3.7954104,8.9877081,64.374344,44.347656,17.362514,2.8651354,25.901072,0.21032268,18.853165,3.7757392,16.525547,0.95095885,12.524188,3.8504181,15.457226
1992,Managerial or professional,100,100,99.807678,99.357788,98.270988,17.370338,33.398258,8.3663521,30.027803,18.603476,44.037663,6.3218265,64.2826,13.976101,61.27037,97.806549,71.350533,94.768013,19.759405,13.853457,28.278791,13.268733,79.440071,88.687378,59.858921,11.513334,55.244675,4.7323661,51.315468,12.358551,58.731121,9.4585085,37.59938,17.743113,20.682615
1992,"Technical, sales, or services",100,100,97.314987,93.483917,89.438194,12.287076,27.121103,2.3527238,16.06859,8.2086029,34.938286,3.1206036,45.487797,12.149277,38.578499,91.675301,59.919189,89.180519,9.8328218,8.5885611,16.24667,7.0946689,65.163254,85.75811,45.369537,5.2850127,54.963436,2.682687,54.064571,7.6874785,44.6553,3.5799208,36.16917,11.977124,23.115538
1992,Other occupation,100,100,97.068481,88.901428,84.359055,8.6079445,19.564142,0.86656594,12.0752,6.1017966,33.133278,1.533498,40.601501,10.037238,32.984711,93.945923,60.438461,91.950424,9.8608818,8.6840181,14.685632,8.4993868,67.408073,81.748047,45.788555,5.0219636,59.515354,2.0999446,52.952778,9.8342552,45.53606,2.868319,42.231602,10.512666,23.098974
1992,Retired or other not working,100,100,91.542526,82.973129,79.325768,24.084448,13.40323,4.9048882,12.121877,9.2150955,29.983662,4.5646534,20.495907,9.0885563,22.516447,83.864845,63.988377,75.001587,11.805411,7.7794437,3.9367852,5.1471324,66.146454,49.682407,17.615051,2.5785584,25.894049,0.77551323,26.235062,5.4971437,17.127338,2.2552555,13.124308,5.2786016,12.85852
1995,Managerial or professional,100,100,99.851807,98.79425,97.216087,18.598083,34.035992,5.8044868,25.952229,22.547279,41.216507,5.9450102,70.316277,13.822089,65.144508,96.931808,72.448875,90.041695,19.009493,15.003886,24.95425,13.920437,80.666191,87.722176,61.023544,9.3833904,54.014065,4.0571527,51.759773,10.286217,60.526466,5.9127626,37.513889,17.908953,17.408194
1995,"Technical, sales, or services",100,100,97.406151,92.886269,88.331619,9.2138233,22.340622,2.4554336,13.428809,10.801224,30.011709,3.3976407,49.267197,13.829426,41.921803,90.797783,59.042145,85.223099,8.6033354,7.1933689,11.539664,9.3113966,64.968323,85.334732,45.696926,3.7127161,54.511986,2.1456146,56.665588,10.444342,45.365395,2.5795829,36.686893,16.867567,19.581543
