observation_date,PCEPI,Nintendo_Nominal,Nintendo_Real,Microsoft_Nominal,Microsoft_Real,Sony_Nominal,Sony_Real
11/1/2009,95.135,$49.99 ,$59.94 ,$59.99 ,$71.93 ,$59.99 ,$71.93 
12/1/2009,95.175,$49.99 ,$59.92 ,$59.99 ,$71.90 ,$59.99 ,$71.90 
1/1/2010,95.366,$49.99 ,$59.80 ,$59.99 ,$71.76 ,$59.99 ,$71.76 
2/1/2010,95.351,$49.99 ,$59.81 ,$59.99 ,$71.77 ,$59.99 ,$71.77 
3/1/2010,95.468,$49.99 ,$59.73 ,$59.99 ,$71.68 ,$59.99 ,$71.68 
4/1/2010,95.507,$49.99 ,$59.71 ,$59.99 ,$71.65 ,$59.99 ,$71.65 
5/1/2010,95.527,$49.99 ,$59.70 ,$59.99 ,$71.64 ,$59.99 ,$71.64 
6/1/2010,95.474,$49.99 ,$59.73 ,$59.99 ,$71.68 ,$59.99 ,$71.68 
7/1/2010,95.556,$49.99 ,$59.68 ,$59.99 ,$71.62 ,$59.99 ,$71.62 
8/1/2010,95.684,$49.99 ,$59.60 ,$59.99 ,$71.52 ,$59.99 ,$71.52 
9/1/2010,95.773,$49.99 ,$59.54 ,$59.99 ,$71.45 ,$59.99 ,$71.45 
10/1/2010,96.057,$49.99 ,$59.37 ,$59.99 ,$71.24 ,$59.99 ,$71.24 
11/1/2010,96.238,$49.99 ,$59.26 ,$59.99 ,$71.11 ,$59.99 ,$71.11 
12/1/2010,96.456,$49.99 ,$59.12 ,$59.99 ,$70.95 ,$59.99 ,$70.95 
1/1/2011,96.774,$49.99 ,$58.93 ,$59.99 ,$70.71 ,$59.99 ,$70.71 
2/1/2011,97.054,$49.99 ,$58.76 ,$59.99 ,$70.51 ,$59.99 ,$70.51 
3/1/2011,97.446,$49.99 ,$58.52 ,$59.99 ,$70.23 ,$59.99 ,$70.23 
4/1/2011,97.854,$49.99 ,$58.28 ,$59.99 ,$69.93 ,$59.99 ,$69.93 
5/1/2011,98.153,$49.99 ,$58.10 ,$59.99 ,$69.72 ,$59.99 ,$69.72 
6/1/2011,98.136,$49.99 ,$58.11 ,$59.99 ,$69.73 ,$59.99 ,$69.73 
7/1/2011,98.316,$49.99 ,$58.00 ,$59.99 ,$69.61 ,$59.99 ,$69.61 
8/1/2011,98.555,$49.99 ,$57.86 ,$59.99 ,$69.44 ,$59.99 ,$69.44 
9/1/2011,98.699,$49.99 ,$57.78 ,$59.99 ,$69.34 ,$59.99 ,$69.34 
10/1/2011,98.705,$49.99 ,$57.77 ,$59.99 ,$69.33 ,$59.99 ,$69.33 
11/1/2011,98.908,$49.99 ,$57.66 ,$59.99 ,$69.19 ,$59.99 ,$69.19 
12/1/2011,98.965,$49.99 ,$57.62 ,$59.99 ,$69.15 ,$59.99 ,$69.15 
1/1/2012,99.32,$59.99 ,$68.90 ,$59.99 ,$68.90 ,$59.99 ,$68.90 
2/1/2012,99.556,$59.99 ,$68.74 ,$59.99 ,$68.74 ,$59.99 ,$68.74 
3/1/2012,99.737,$59.99 ,$68.61 ,$59.99 ,$68.61 ,$59.99 ,$68.61 
4/1/2012,99.873,$59.99 ,$68.52 ,$59.99 ,$68.52 ,$59.99 ,$68.52 
5/1/2012,99.755,$59.99 ,$68.60 ,$59.99 ,$68.60 ,$59.99 ,$68.60 
6/1/2012,99.701,$59.99 ,$68.64 ,$59.99 ,$68.64 ,$59.99 ,$68.64 
7/1/2012,99.738,$59.99 ,$68.61 ,$59.99 ,$68.61 ,$59.99 ,$68.61 
8/1/2012,100.07,$59.99 ,$68.39 ,$59.99 ,$68.39 ,$59.99 ,$68.39 
9/1/2012,100.378,$59.99 ,$68.18 ,$59.99 ,$68.18 ,$59.99 ,$68.18 
10/1/2012,100.672,$59.99 ,$67.98 ,$59.99 ,$67.98 ,$59.99 ,$67.98 
11/1/2012,100.605,$59.99 ,$68.02 ,$59.99 ,$68.02 ,$59.99 ,$68.02 
12/1/2012,100.595,$59.99 ,$68.03 ,$59.99 ,$68.03 ,$59.99 ,$68.03 
1/1/2013,100.782,$59.99 ,$67.90 ,$59.99 ,$67.90 ,$59.99 ,$67.90 
2/1/2013,101.149,$59.99 ,$67.66 ,$59.99 ,$67.66 ,$59.99 ,$67.66 
3/1/2013,101.015,$59.99 ,$67.75 ,$59.99 ,$67.75 ,$59.99 ,$67.75 
4/1/2013,100.94,$59.99 ,$67.80 ,$59.99 ,$67.80 ,$59.99 ,$67.80 
5/1/2013,101.006,$59.99 ,$67.75 ,$59.99 ,$67.75 ,$59.99 ,$67.75 
6/1/2013,101.226,$59.99 ,$67.60 ,$59.99 ,$67.60 ,$59.99 ,$67.60 
7/1/2013,101.351,$59.99 ,$67.52 ,$59.99 ,$67.52 ,$59.99 ,$67.52 
8/1/2013,101.503,$59.99 ,$67.42 ,$59.99 ,$67.42 ,$59.99 ,$67.42 
9/1/2013,101.545,$59.99 ,$67.39 ,$59.99 ,$67.39 ,$59.99 ,$67.39 
10/1/2013,101.711,$59.99 ,$67.28 ,$59.99 ,$67.28 ,$59.99 ,$67.28 
11/1/2013,101.865,$59.99 ,$67.18 ,$59.99 ,$67.18 ,$59.99 ,$67.18 
12/1/2013,102.065,$59.99 ,$67.05 ,$59.99 ,$67.05 ,$59.99 ,$67.05 
1/1/2014,102.254,$59.99 ,$66.93 ,$59.99 ,$66.93 ,$59.99 ,$66.93 
2/1/2014,102.308,$59.99 ,$66.89 ,$59.99 ,$66.89 ,$59.99 ,$66.89 
3/1/2014,102.509,$59.99 ,$66.76 ,$59.99 ,$66.76 ,$59.99 ,$66.76 
4/1/2014,102.698,$59.99 ,$66.64 ,$59.99 ,$66.64 ,$59.99 ,$66.64 
5/1/2014,102.866,$59.99 ,$66.53 ,$59.99 ,$66.53 ,$59.99 ,$66.53 
6/1/2014,102.976,$59.99 ,$66.46 ,$59.99 ,$66.46 ,$59.99 ,$66.46 
7/1/2014,103.128,$59.99 ,$66.36 ,$59.99 ,$66.36 ,$59.99 ,$66.36 
8/1/2014,103.11,$59.99 ,$66.37 ,$59.99 ,$66.37 ,$59.99 ,$66.37 
9/1/2014,103.132,$59.99 ,$66.36 ,$59.99 ,$66.36 ,$59.99 ,$66.36 
10/1/2014,103.103,$59.99 ,$66.37 ,$59.99 ,$66.37 ,$59.99 ,$66.37 
11/1/2014,103.021,$59.99 ,$66.43 ,$59.99 ,$66.43 ,$59.99 ,$66.43 
12/1/2014,102.852,$59.99 ,$66.54 ,$59.99 ,$66.54 ,$59.99 ,$66.54 
1/1/2015,102.374,$59.99 ,$66.85 ,$59.99 ,$66.85 ,$59.99 ,$66.85 
2/1/2015,102.542,$59.99 ,$66.74 ,$59.99 ,$66.74 ,$59.99 ,$66.74 
3/1/2015,102.739,$59.99 ,$66.61 ,$59.99 ,$66.61 ,$59.99 ,$66.61 
4/1/2015,102.822,$59.99 ,$66.56 ,$59.99 ,$66.56 ,$59.99 ,$66.56 
5/1/2015,103.072,$59.99 ,$66.39 ,$59.99 ,$66.39 ,$59.99 ,$66.39 
6/1/2015,103.276,$59.99 ,$66.26 ,$59.99 ,$66.26 ,$59.99 ,$66.26 
7/1/2015,103.366,$59.99 ,$66.21 ,$59.99 ,$66.21 ,$59.99 ,$66.21 
8/1/2015,103.373,$59.99 ,$66.20 ,$59.99 ,$66.20 ,$59.99 ,$66.20 
9/1/2015,103.229,$59.99 ,$66.29 ,$59.99 ,$66.29 ,$59.99 ,$66.29 
10/1/2015,103.221,$59.99 ,$66.30 ,$59.99 ,$66.30 ,$59.99 ,$66.30 
11/1/2015,103.292,$59.99 ,$66.25 ,$59.99 ,$66.25 ,$59.99 ,$66.25 
12/1/2015,103.216,$59.99 ,$66.30 ,$59.99 ,$66.30 ,$59.99 ,$66.30 
1/1/2016,103.313,$59.99 ,$66.24 ,$59.99 ,$66.24 ,$59.99 ,$66.24 
2/1/2016,103.247,$59.99 ,$66.28 ,$59.99 ,$66.28 ,$59.99 ,$66.28 
3/1/2016,103.415,$59.99 ,$66.17 ,$59.99 ,$66.17 ,$59.99 ,$66.17 
4/1/2016,103.763,$59.99 ,$65.95 ,$59.99 ,$65.95 ,$59.99 ,$65.95 
5/1/2016,103.93,$59.99 ,$65.85 ,$59.99 ,$65.85 ,$59.99 ,$65.85 
6/1/2016,104.139,$59.99 ,$65.71 ,$59.99 ,$65.71 ,$59.99 ,$65.71 
7/1/2016,104.202,$59.99 ,$65.67 ,$59.99 ,$65.67 ,$59.99 ,$65.67 
8/1/2016,104.38,$59.99 ,$65.56 ,$59.99 ,$65.56 ,$59.99 ,$65.56 
9/1/2016,104.516,$59.99 ,$65.48 ,$59.99 ,$65.48 ,$59.99 ,$65.48 
10/1/2016,104.744,$59.99 ,$65.33 ,$59.99 ,$65.33 ,$59.99 ,$65.33 
11/1/2016,104.792,$59.99 ,$65.30 ,$59.99 ,$65.30 ,$59.99 ,$65.30 
12/1/2016,105.005,$59.99 ,$65.17 ,$59.99 ,$65.17 ,$59.99 ,$65.17 
1/1/2017,105.392,$59.99 ,$64.93 ,$59.99 ,$64.93 ,$59.99 ,$64.93 
2/1/2017,105.499,$59.99 ,$64.87 ,$59.99 ,$64.87 ,$59.99 ,$64.87 
3/1/2017,105.373,$59.99 ,$64.94 ,$59.99 ,$64.94 ,$59.99 ,$64.94 
4/1/2017,105.617,$59.99 ,$64.79 ,$59.99 ,$64.79 ,$59.99 ,$64.79 
5/1/2017,105.607,$59.99 ,$64.80 ,$59.99 ,$64.80 ,$59.99 ,$64.80 
6/1/2017,105.739,$59.99 ,$64.72 ,$59.99 ,$64.72 ,$59.99 ,$64.72 
7/1/2017,105.784,$59.99 ,$64.69 ,$59.99 ,$64.69 ,$59.99 ,$64.69 
8/1/2017,106.04,$59.99 ,$64.54 ,$59.99 ,$64.54 ,$59.99 ,$64.54 
9/1/2017,106.429,$59.99 ,$64.30 ,$59.99 ,$64.30 ,$59.99 ,$64.30 
10/1/2017,106.596,$59.99 ,$64.20 ,$59.99 ,$64.20 ,$59.99 ,$64.20 
11/1/2017,106.788,$59.99 ,$64.08 ,$59.99 ,$64.08 ,$59.99 ,$64.08 
12/1/2017,106.943,$59.99 ,$63.99 ,$59.99 ,$63.99 ,$59.99 ,$63.99 
1/1/2018,107.29,$59.99 ,$63.78 ,$59.99 ,$63.78 ,$59.99 ,$63.78 
2/1/2018,107.528,$59.99 ,$63.64 ,$59.99 ,$63.64 ,$59.99 ,$63.64 
3/1/2018,107.637,$59.99 ,$63.58 ,$59.99 ,$63.58 ,$59.99 ,$63.58 
4/1/2018,107.865,$59.99 ,$63.44 ,$59.99 ,$63.44 ,$59.99 ,$63.44 
5/1/2018,108.104,$59.99 ,$63.30 ,$59.99 ,$63.30 ,$59.99 ,$63.30 
6/1/2018,108.273,$59.99 ,$63.20 ,$59.99 ,$63.20 ,$59.99 ,$63.20 
7/1/2018,108.379,$59.99 ,$63.14 ,$59.99 ,$63.14 ,$59.99 ,$63.14 
8/1/2018,108.464,$59.99 ,$63.09 ,$59.99 ,$63.09 ,$59.99 ,$63.09 
9/1/2018,108.661,$59.99 ,$62.98 ,$59.99 ,$62.98 ,$59.99 ,$62.98 
10/1/2018,108.816,$59.99 ,$62.89 ,$59.99 ,$62.89 ,$59.99 ,$62.89 
11/1/2018,108.893,$59.99 ,$62.84 ,$59.99 ,$62.84 ,$59.99 ,$62.84 
12/1/2018,108.958,$59.99 ,$62.81 ,$59.99 ,$62.81 ,$59.99 ,$62.81 
1/1/2019,108.872,$59.99 ,$62.86 ,$59.99 ,$62.86 ,$59.99 ,$62.86 
2/1/2019,109.003,$59.99 ,$62.78 ,$59.99 ,$62.78 ,$59.99 ,$62.78 
3/1/2019,109.252,$59.99 ,$62.64 ,$59.99 ,$62.64 ,$59.99 ,$62.64 
4/1/2019,109.609,$59.99 ,$62.43 ,$59.99 ,$62.43 ,$59.99 ,$62.43 
5/1/2019,109.72,$59.99 ,$62.37 ,$59.99 ,$62.37 ,$59.99 ,$62.37 
6/1/2019,109.849,$59.99 ,$62.30 ,$59.99 ,$62.30 ,$59.99 ,$62.30 
7/1/2019,110.042,$59.99 ,$62.19 ,$59.99 ,$62.19 ,$59.99 ,$62.19 
8/1/2019,110.115,$59.99 ,$62.15 ,$59.99 ,$62.15 ,$59.99 ,$62.15 
9/1/2019,110.167,$59.99 ,$62.12 ,$59.99 ,$62.12 ,$59.99 ,$62.12 
10/1/2019,110.377,$59.99 ,$62.00 ,$59.99 ,$62.00 ,$59.99 ,$62.00 
11/1/2019,110.461,$59.99 ,$61.95 ,$59.99 ,$61.95 ,$59.99 ,$61.95 
12/1/2019,110.75,$59.99 ,$61.79 ,$59.99 ,$61.79 ,$59.99 ,$61.79 
1/1/2020,110.917,$59.99 ,$61.70 ,$59.99 ,$61.70 ,$59.99 ,$61.70 
2/1/2020,111.014,$59.99 ,$61.64 ,$59.99 ,$61.64 ,$59.99 ,$61.64 
3/1/2020,110.717,$59.99 ,$61.81 ,$59.99 ,$61.81 ,$59.99 ,$61.81 
4/1/2020,110.131,$59.99 ,$62.14 ,$59.99 ,$62.14 ,$59.99 ,$62.14 
5/1/2020,110.314,$59.99 ,$62.04 ,$59.99 ,$62.04 ,$59.99 ,$62.04 
6/1/2020,110.859,$59.99 ,$61.73 ,$59.99 ,$61.73 ,$59.99 ,$61.73 
7/1/2020,111.152,$59.99 ,$61.57 ,$59.99 ,$61.57 ,$59.99 ,$61.57 
8/1/2020,111.482,$59.99 ,$61.39 ,$59.99 ,$61.39 ,$59.99 ,$61.39 
9/1/2020,111.658,$59.99 ,$61.29 ,$59.99 ,$61.29 ,$59.99 ,$61.29 
10/1/2020,111.697,$59.99 ,$61.27 ,$59.99 ,$61.27 ,$59.99 ,$61.27 
11/1/2020,111.7,$59.99 ,$61.27 ,$59.99 ,$61.27 ,$59.99 ,$61.27 
12/1/2020,112.109,$59.99 ,$61.04 ,$59.99 ,$61.04 ,$59.99 ,$61.04 
1/1/2021,112.448,$59.99 ,$60.86 ,$59.99 ,$60.86 ,$69.99 ,$71.00 
2/1/2021,112.757,$59.99 ,$60.69 ,$59.99 ,$60.69 ,$69.99 ,$70.81 
3/1/2021,113.387,$59.99 ,$60.35 ,$59.99 ,$60.35 ,$69.99 ,$70.41 
4/1/2021,114.075,$59.99 ,$59.99 ,$59.99 ,$59.99 ,$69.99 ,$69.99 
