"","date","Category","Index_NSA","Relative_Importance","Index_SA","Monthly_Contribution_NSA","Monthly_Contribution_SA","Yearly_Contribution"
"1",2019-01-01,"All",251.712,100,252.718,0.190659666524695,-0.0193854419287334,1.55123513819913
"2",2019-02-01,"All",252.776,100,253.322,0.422705314009676,0.239001574877932,1.52013526593331
"3",2019-03-01,"All",254.202,100,254.202,0.564135835680602,0.34738396191409,1.86252274056918
"4",2019-04-01,"All",255.548,100,255.211,0.52950016128905,0.396928426999011,1.99643977553026
"5",2019-05-01,"All",256.092,100,255.29,0.212875858938432,0.0309547785949604,1.7902284687664
"6",2019-06-01,"All",256.143,100,255.159,0.0199147181481578,-0.051314191703554,1.64848465607625
"7",2019-07-01,"All",256.571,100,255.685,0.167094162245334,0.206145971727437,1.81146480639352
"8",2019-08-01,"All",256.558,100,256.059,-0.00506682360828847,0.146273735260195,1.74977988942915
"9",2019-09-01,"All",256.759,100,256.511,0.078344857692997,0.176521817237443,1.71130451316952
"10",2019-10-01,"All",257.346,100,257.244,0.228619055222978,0.285757725789537,1.76404294442139
"11",2019-11-01,"All",257.208,100,257.803,-0.0536243034669184,0.21730341621182,2.05127798189162
"12",2019-12-01,"All",256.974,100,258.616,-0.0909769525053861,0.31535707497585,2.28512974012172
"13",2020-01-01,"All",257.971,100,259.037,0.387976993781479,0.162789618585094,2.48657195525045
"14",2020-02-01,"All",258.678,100,259.248,0.27406181314953,0.0814555449607752,2.33487356394595
"15",2020-03-01,"All",258.115,100,258.124,-0.217645103178469,-0.433561686107495,1.53932699191981
"16",2020-04-01,"All",256.389,100,256.092,-0.668694186699724,-0.787218546125132,0.329096686336825
"17",2020-05-01,"All",256.394,100,255.868,0.00195016166838968,-0.0874685659840964,0.117926370210711
"18",2020-06-01,"All",257.797,100,256.986,0.547204692777541,0.436944049275411,0.645733047555481
"19",2020-07-01,"All",259.101,100,258.278,0.505824350166975,0.502751122629249,0.986081825303714
"20",2020-08-01,"All",259.918,100,259.411,0.315321052408152,0.438674606431832,1.30964538233071
"21",2020-09-01,"All",260.28,100,260.029,0.139274694326659,0.23823199478818,1.37132486105646
"22",2020-10-01,"All",260.388,100,260.286,0.0414937759336169,0.0988351299278065,1.1820661677275
"23",2020-11-01,"All",260.229,100,260.813,-0.0610627217844097,0.202469591142048,1.17453578426796
"24",2020-12-01,"All",260.474,100,262.035,0.0941478467042458,0.468534927323418,1.36200549471933
"25",2021-01-01,"All",261.582,100,262.65,0.42537834870275,0.234701471177502,1.39976974156009
"26",2021-02-01,"All",263.014,100,263.638,0.547438279392324,0.376166000380735,1.67621521737451
"27",2021-03-01,"All",264.877,100,264.914,0.708327313374951,0.483996995880716,2.61976250895918
"28",2021-04-01,"All",267.054,100,266.67,0.821890915406016,0.662856625168942,4.15969483870211
"29",2021-05-01,"All",269.195,100,268.444,0.801710515476287,0.665241684478943,4.99270653759447
"30",2021-06-01,"All",271.696,100,270.559,0.929066290235724,0.787873820983151,5.39145141332133
"31",2021-07-01,"All",273.003,100,271.764,0.481052352629391,0.44537420673494,5.3654752393854
"32",2021-08-01,"All",273.567,100,272.87,0.206591136361141,0.406970754036593,5.25127155487499
"33",2021-09-01,"All",274.31,100,274.028,0.271597085905825,0.424377908894357,5.39034885507917
"34",2021-10-01,"All",276.589,100,276.522,0.830811855200309,0.910125972528348,6.2218689033289
"35",2021-11-01,"All",277.948,100,278.711,0.491342750434768,0.791618750045203,6.80900283980648
"36",2021-12-01,"All",278.802,100,280.887,0.307251716148357,0.78073703585433,7.03640286554514
"37",2022-01-01,"All",281.148,100,282.599,0.841457378354534,0.609497769565692,7.47987246828912
"38",2022-02-01,"All",283.716,100,284.61,0.913397925647686,0.711609029048233,7.87106389773928
"39",2022-03-01,"All",287.504,100,287.472,1.33513795485626,1.00558659217876,8.54245555484243
"40",2022-04-01,"All",289.109,100,288.611,0.558253102565516,0.396212500695725,8.25862934088238
"41",2022-05-01,"All",292.296,100,291.268,1.10235239995988,0.920616331324851,8.58151154367653
"42",2022-06-01,"All",296.311,100,294.728,1.37360757588199,1.18790941675708,9.05975796478415
"43",2022-07-01,"All",296.276,100,294.628,-0.0118119138337676,-0.0339295893162586,8.52481474562552
"44",2022-08-01,"All",296.171,100,295.32,-0.0354399276350534,0.234872449325934,8.26269250311624
"45",2022-09-01,"All",296.808,100,296.539,0.215078451300087,0.412772585669785,8.20166964383363
"46",2022-10-01,"All",298.012,100,297.987,0.405649443411235,0.488300021245109,7.74542733080492
"47",2022-11-01,"All",297.711,100,298.598,-0.101002644188824,0.205042501854109,7.11032279419173
"48",2022-12-01,"All",296.797,100,298.99,-0.307009146454106,0.131280182720573,6.45440133141082
"49",2023-01-01,"All",299.17,100,300.536,0.799536383453997,0.517074149637111,6.41014696885627
"50",2023-02-01,"All",300.84,100,301.648,0.558211050573235,0.370005590012525,6.0356130778666
"51",2023-03-01,"All",301.836,100,301.808,0.331072995612303,0.053041956187343,4.98497412209917
"52",2023-04-01,"All",303.363,100,302.918,0.505903868325845,0.367783491491295,4.93032039818893
"53",2023-05-01,"All",304.127,100,303.294,0.251843501020232,0.124126001095988,4.04760927279197
"54",2023-06-01,"All",305.109,100,303.841,0.322891423648656,0.180353056770002,2.96917765455889
"55",2023-07-01,"All",305.691,100,304.348,0.190751501922264,0.166863589838101,3.17778017794217
"56",2023-08-01,"All",307.026,100,306.269,0.436715506835355,0.631185353608373,3.66511238439955
"57",2023-09-01,"All",307.789,100,307.481,0.24851315523766,0.395730550594408,3.69969812134443
"58",2019-01-01,"Food",256.417,13.3783545279509,256.516,0.0630943385831451,0.0333158131235045,0.215110512321633
"59",2019-02-01,"Food",257.222,13.3638649998736,257.288,0.0420002394342038,0.0402629453740815,0.261401126322237
"60",2019-03-01,"Food",257.724,13.3148324654866,257.717,0.026081207011595,0.0222828040365091,0.281756301407416
"61",2019-04-01,"Food",257.708,13.2438794918909,257.367,-0.000826610325182386,-0.0180825920017682,0.235824176117687
"62",2019-05-01,"Food",258.11,13.2363616672545,257.833,0.0206591939549412,0.0239799502003812,0.261626026824366
"63",2019-06-01,"Food",258.064,13.231367711968,257.918,-0.00235896569948402,0.00436364135590317,0.251880773507489
"64",2019-07-01,"Food",258.274,13.2200448358108,258.044,0.0107670470097059,0.00646388515616358,0.235969212640745
"65",2019-08-01,"Food",258.41,13.2276763716229,258.241,0.0069613127828223,0.0100926540925386,0.225681735191323
"66",2019-09-01,"Food",258.943,13.2445835077068,258.832,0.0272835861850336,0.0302723298609795,0.23670898968793
"67",2019-10-01,"Food",259.632,13.2495339645423,259.423,0.035241416206695,0.0302418126547508,0.273890432615673
"68",2019-11-01,"Food",259.467,13.2482179531194,260.023,-0.00842027602202222,0.0306438533928226,0.265119019063118
"69",2019-12-01,"Food",259.823,13.2784754361874,260.546,0.0181771307769782,0.0266469427299914,0.2411385119172
"70",2020-01-01,"Food",261.057,13.771,261.277,0.0630646197151741,0.0372547095094653,0.24208833661455
"71",2020-02-01,"Food",261.876,13.7883809662288,262.032,0.0432030131350611,0.0397934184792383,0.241796688111483
"72",2020-03-01,"Food",262.708,13.8623584472125,262.739,0.043806736638345,0.0372030337635252,0.257489116294893
"73",2020-04-01,"Food",266.757,14.1707718577383,266.402,0.213654282902549,0.193263348768701,0.465037428105143
"74",2020-05-01,"Food",268.439,14.2598456432394,268.106,0.0893518755448426,0.0906411935555518,0.529690363260126
"75",2020-06-01,"Food",269.77,14.2525595033502,269.506,0.0707045345540376,0.0744622794735488,0.600185963312576
"76",2020-07-01,"Food",268.863,14.1331517182619,268.497,-0.0479188622513202,-0.0533599717218909,0.542009860715366
"77",2020-08-01,"Food",269.079,14.1000456416985,268.838,0.0113543357440218,0.0179495664231908,0.546132422154113
"78",2020-09-01,"Food",269.163,14.0848307322885,268.997,0.00440169553886527,0.00833924987178136,0.522739148958513
"79",2020-10-01,"Food",269.828,14.1137726862101,269.58,0.034798291135747,0.0305262003551086,0.520322026185035
"80",2020-11-01,"Food",269.069,14.0826712745726,269.685,-0.0397006740176433,0.00549724064119061,0.490271937417294
"81",2020-12-01,"Food",270.023,14.1193091901196,270.852,0.0499309411189781,0.0609395308505345,0.521279676738056
"82",2021-01-01,"Food",270.938,14.1071451434334,271.271,0.0478446943740316,0.0218421519895013,0.521231957005556
"83",2021-02-01,"Food",271.363,14.0523460363671,271.616,0.0221288142894647,0.0179413393782752,0.499512632798016
"84",2021-03-01,"Food",271.812,13.9765971370872,271.898,0.0232511557225159,0.014589573450225,0.480392341700378
"85",2021-04-01,"Food",273.09,13.9278403557899,272.732,0.0657148732991821,0.0428707898268144,0.336424154474132
"86",2021-05-01,"Food",274.212,13.8738353871867,273.842,0.0572230285956881,0.0566853277023807,0.306669630338439
"87",2021-06-01,"Food",276.206,13.8460831028257,275.881,0.10088700626541,0.103303183421364,0.340028442612457
"88",2021-07-01,"Food",278.127,13.8756329140813,277.659,0.096298869830953,0.0892353433430504,0.486974844132432
"89",2021-08-01,"Food",279.135,13.8972111813771,278.821,0.0502886737979189,0.0580693780722488,0.526945837367165
"90",2021-09-01,"Food",281.506,13.9772935309081,281.273,0.11804427144946,0.122214473862215,0.645887680433924
"91",2021-10-01,"Food",284.205,13.9950314917973,283.909,0.134010341662064,0.130990694974184,0.752011317986428
"92",2021-11-01,"Food",285.507,13.9904046935086,286.169,0.064114040929331,0.111404609122859,0.860340471817356
"93",2021-12-01,"Food",286.966,14.0188254820016,287.939,0.0714938703703538,0.0865328400613308,0.88593732981337
"94",2022-01-01,"Food",289.772,13.37,290.316,0.137078344830035,0.115728498642829,0.98064491371245
"95",2022-02-01,"Food",292.794,13.4052584816043,293.19,0.139434244854575,0.132357086760635,1.10978957302721
"96",2022-03-01,"Food",295.728,13.3611980900805,295.891,0.134330035400408,0.123495355089918,1.22976284023729
"97",2022-04-01,"Food",298.711,13.4210486978363,298.275,0.134774028508327,0.107651453564831,1.3066944881017
"98",2022-05-01,"Food",302.038,13.4225664179024,301.548,0.149481703110036,0.147270446359967,1.40786451170575
"99",2022-06-01,"Food",305.041,13.3723362906531,304.571,0.133453297111492,0.134560395961239,1.44548563850886
"100",2022-07-01,"Food",308.532,13.5269719584918,307.871,0.153037873566731,0.144888087700911,1.51689199089855
"101",2022-08-01,"Food",310.875,13.6345282008657,310.411,0.102724175446133,0.111600341618955,1.58022993496662
"102",2022-09-01,"Food",313.142,13.7044801607442,312.82,0.0994273435669069,0.105813191014125,1.57078590915934
"103",2022-10-01,"Food",315.323,13.7441771974574,314.95,0.0954502150161378,0.0933141830521862,1.53233542675796
"104",2022-11-01,"Food",315.857,13.7813725339781,316.694,0.0232757858559101,0.0761068265831604,1.48720970921198
"105",2022-12-01,"Food",316.839,13.8667911639912,318.109,0.0428463128199343,0.0615756602132596,1.45935188706618
"106",2023-01-01,"Food",319.136,13.8565337494769,319.716,0.100530614298393,0.0700512509879765,1.35484684510581
"107",2023-02-01,"Food",320.569,13.8414883144011,320.954,0.062219282258976,0.0536550838301864,1.27164851167223
"108",2023-03-01,"Food",320.863,13.8084665060364,321,0.0126942953449447,0.00198379974221474,1.13561689794058
"109",2023-04-01,"Food",321.566,13.7690621717894,321.078,0.0302538839122697,0.00335532830987795,1.02687235484816
"110",2023-05-01,"Food",322.249,13.7636445507464,321.729,0.0292452232615794,0.0279173891510318,0.898176685954169
"111",2023-06-01,"Food",322.556,13.7324160982226,322.071,0.0131123413170506,0.0146308428408854,0.767819637788978
"112",2023-07-01,"Food",323.523,13.7473616085143,322.837,0.0411688090346551,0.0326605957420494,0.657250582207849
"113",2023-08-01,"Food",324.1,13.7119974697236,323.62,0.0245182804564514,0.0333424735686023,0.580029386269239
"114",2023-09-01,"Food",324.704,13.7034964630792,324.374,0.0255539847939303,0.0319474880791422,0.50600430353809
"115",2019-01-01,"Energy",200.563,7.14320935004139,206.808,-0.190622289337973,-0.234631417669444,-0.360202313647865
"116",2019-02-01,"Energy",202.74,7.19035092572484,209.143,0.0775355711424357,0.0806515890697979,-0.388097910199865
"117",2019-03-01,"Energy",211.724,7.46685312710021,214.305,0.318625395662976,0.177469920000152,-0.0298167317857958
"118",2019-04-01,"Energy",222.499,7.80552391600982,222.3,0.380001050634339,0.278563219482355,0.131282464186707
"119",2019-05-01,"Energy",225.773,7.90355488669965,219.682,0.114855731041561,-0.0919247036082496,-0.0369517758972506
"120",2019-06-01,"Energy",221.373,7.74798266709532,213.339,-0.154029230694008,-0.228203715581321,-0.276217013523007
"121",2019-07-01,"Energy",222.492,7.77415713872313,215.128,0.0391646343704046,0.0649723725686977,-0.164175106258201
"122",2019-08-01,"Energy",216.978,7.581875034719,213.335,-0.192666264238351,-0.0647942794509797,-0.354158230272046
"123",2019-09-01,"Energy",215.418,7.52147117693986,213.647,-0.0545111718891391,0.0110884056101073,-0.381660556715796
"124",2019-10-01,"Energy",216.351,7.53681692934222,216.546,0.0325763520601106,0.102059682288769,-0.333448206913355
"125",2019-11-01,"Energy",214.636,7.48108476197678,217.228,-0.0597438469608269,0.0237368002448051,-0.0453158243756331
"126",2019-12-01,"Energy",212.982,7.43019476530005,221.757,-0.0576497614394116,0.15597359864747,0.252533497125578
"127",2020-01-01,"Energy",213.043,6.706,219.917,0.00212807599084996,-0.0616510791909715,0.444485038060444
"128",2020-02-01,"Energy",208.354,6.51706692484941,214.991,-0.147596654196571,-0.150210106540195,0.199105406417182
"129",2020-03-01,"Energy",199.573,6.2560235495596,201.747,-0.274659304199116,-0.4014681282133,-0.428528330975205
"130",2020-04-01,"Energy",183.081,5.77768313634766,183.034,-0.51697544447063,-0.580276131406707,-1.38282932382292
"131",2020-05-01,"Energy",183.076,5.77741267710686,179.281,-0.000157790353350507,-0.118467851933044,-1.49467865066866
"132",2020-06-01,"Energy",193.379,6.06933743924592,187.134,0.325136461427123,0.253066536628644,-0.979780853051936
"133",2020-07-01,"Energy",197.665,6.17263391192305,191.45,0.134519158050296,0.139981298896968,-0.867487367110185
"134",2020-08-01,"Energy",197.362,6.14379921025986,194.238,-0.00946200933555641,0.0898892836063805,-0.685443043447022
"135",2020-09-01,"Energy",198.858,6.18175945841072,197.134,0.0465698747405723,0.0916012444161929,-0.578204062288779
"136",2020-10-01,"Energy",196.458,6.10461930119925,196.479,-0.0746071201570251,-0.0205395946171585,-0.692993788683227
"137",2020-11-01,"Energy",194.388,6.04398797323104,196.489,-0.0643219515289903,0.00031070085358742,-0.705739038467478
