Year,AREA,AREA_TITLE,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-2199,"Engineers, All Other",detailed,"152,340",1.5,,,,49.26,"102,460",0.9,25.83,34.70,47.62,61.92,76.36,"53,730","72,180","99,040","128,780","158,830",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,"679,310",0.6,,,,29.00,"60,320",0.3,16.78,21.25,27.73,35.28,43.76,"34,890","44,190","57,690","73,380","91,020",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3010,Drafters,broad,"192,760",1.1,,,,28.60,"59,480",0.4,17.27,21.60,27.32,34.17,42.17,"35,920","44,930","56,830","71,080","87,720",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3011,Architectural and Civil Drafters,detailed,"98,800",1.7,,,,27.92,"58,080",0.4,17.26,21.59,27.09,33.20,39.54,"35,890","44,920","56,340","69,050","82,230",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3012,Electrical and Electronics Drafters,detailed,"24,140",3.6,,,,31.60,"65,720",1.2,18.16,23.02,29.58,38.03,48.39,"37,770","47,880","61,530","79,100","100,650",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3013,Mechanical Drafters,detailed,"55,210",1.5,,,,29.09,"60,500",0.8,17.48,21.66,27.43,34.84,44.24,"36,350","45,050","57,060","72,460","92,010",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3019,"Drafters, All Other",detailed,"14,600",3.5,,,,26.37,"54,840",0.8,16.08,19.49,25.40,31.05,38.67,"33,450","40,530","52,830","64,590","80,430",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3020,"Engineering Technologists and Technicians, Except Drafters",broad,"433,520",0.8,,,,29.87,"62,130",0.3,17.19,21.89,28.66,36.31,44.99,"35,760","45,540","59,620","75,520","93,580",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,"11,540",6.4,,,,32.86,"68,340",1.6,20.04,25.06,31.74,38.71,48.06,"41,680","52,130","66,020","80,520","99,970",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3022,Civil Engineering Technologists and Technicians,detailed,"68,870",1.5,,,,26.67,"55,480",0.5,16.29,19.51,25.68,32.25,38.77,"33,880","40,590","53,410","67,070","80,650",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,"122,550",1.4,,,,31.84,"66,240",0.4,18.84,24.42,31.38,37.94,46.49,"39,190","50,790","65,260","78,910","96,690",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,"14,290",3.9,,,,29.53,"61,420",1.1,17.56,21.82,28.05,35.87,44.93,"36,520","45,390","58,350","74,600","93,450",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3025,Environmental Engineering Technologists and Technicians,detailed,"18,010",4.5,,,,26.32,"54,740",1.1,15.68,18.64,24.34,31.20,39.87,"32,610","38,780","50,620","64,890","82,930",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3026,Industrial Engineering Technologists and Technicians,detailed,"67,110",2.8,,,,28.56,"59,400",0.9,17.23,21.37,27.19,34.24,42.21,"35,850","44,440","56,550","71,220","87,790",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3027,Mechanical Engineering Technologists and Technicians,detailed,"42,820",2.1,,,,28.44,"59,160",0.7,16.90,21.24,27.40,34.68,42.62,"35,140","44,170","56,980","72,140","88,640",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3030,Surveying and Mapping Technicians,broad,"53,030",1.8,,,,23.32,"48,500",0.5,13.66,16.81,21.64,28.40,36.15,"28,410","34,960","45,010","59,070","75,190",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3031,Surveying and Mapping Technicians,detailed,"53,030",1.8,,,,23.32,"48,500",0.5,13.66,16.81,21.64,28.40,36.15,"28,410","34,960","45,010","59,070","75,190",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,"88,330",1.7,,,,31.70,"65,940",0.8,17.29,22.77,30.28,38.78,47.97,"35,960","47,370","62,990","80,660","99,790",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,"1,288,920",0.7,,,,37.28,"77,540",0.4,17.62,23.73,32.77,46.24,61.59,"36,640","49,360","68,160","96,180","128,100",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1000,Life Scientists,minor,"311,910",1.6,,,,42.68,"88,770",1.0,21.50,27.62,37.54,52.19,69.88,"44,720","57,450","78,080","108,550","145,360",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1010,Agricultural and Food Scientists,broad,"30,300",3.2,,,,34.88,"72,550",1.0,18.89,24.33,31.33,42.24,57.13,"39,280","50,610","65,160","87,870","118,830",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1011,Animal Scientists,detailed,"2,690",6.1,,,,32.96,"68,570",2.0,18.40,22.66,28.99,38.86,53.72,"38,260","47,130","60,300","80,830","111,740",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1012,Food Scientists and Technologists,detailed,"13,460",4.4,,,,36.63,"76,190",1.4,19.40,25.38,33.16,45.58,59.93,"40,360","52,790","68,970","94,800","124,660",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1013,Soil and Plant Scientists,detailed,"14,150",4.8,,,,33.58,"69,860",1.3,18.47,23.86,30.39,39.63,53.60,"38,410","49,630","63,200","82,420","111,480",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1020,Biological Scientists,broad,"108,980",2.4,,,,42.84,"89,100",1.8,21.80,28.38,38.26,51.09,69.89,"45,350","59,030","79,580","106,260","145,370",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1021,Biochemists and Biophysicists,detailed,"31,360",5.7,,,,52.01,"108,180",5.1,24.34,31.99,45.43,63.56,87.92,"50,620","66,550","94,490","132,200","182,870",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1022,Microbiologists,detailed,"18,270",6.2,,,,39.79,"82,760",2.4,20.91,26.33,36.37,52.11,64.08,"43,500","54,760","75,650","108,390","133,280",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1023,Zoologists and Wildlife Biologists,detailed,"19,250",2.2,,,,32.31,"67,200",0.6,18.69,23.97,30.42,37.98,48.93,"38,880","49,860","63,270","79,000","101,780",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1029,"Biological Scientists, All Other",detailed,"40,100",2.9,,,,42.11,"87,590",0.8,23.40,30.46,39.53,48.56,63.98,"48,670","63,360","82,220","101,000","133,080",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1030,Conservation Scientists and Foresters,broad,"31,580",1.7,,,,31.68,"65,900",0.5,18.88,23.76,30.01,37.78,46.03,"39,270","49,430","62,410","78,580","95,750",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1031,Conservation Scientists,detailed,"22,070",1.5,,,,32.23,"67,040",0.6,18.88,23.79,30.12,38.28,47.14,"39,270","49,480","62,660","79,630","98,060",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1032,Foresters,detailed,"9,510",4.3,,,,30.42,"63,270",1.0,18.70,23.70,29.71,35.77,43.31,"38,890","49,300","61,790","74,400","90,080",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1040,Medical Scientists,broad,"134,600",3.0,,,,46.95,"97,650",1.1,23.43,29.55,41.97,57.96,76.08,"48,730","61,460","87,290","120,570","158,240",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1041,Epidemiologists,detailed,"7,410",2.0,,,,37.64,"78,290",1.1,21.15,27.03,34.13,44.52,57.35,"44,000","56,220","70,990","92,600","119,290",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1042,"Medical Scientists, Except Epidemiologists",detailed,"127,180",3.2,,,,47.49,"98,770",1.2,23.57,29.77,42.69,58.58,76.77,"49,020","61,920","88,790","121,850","159,680",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1090,Miscellaneous Life Scientists,broad,"6,450",5.2,,,,41.29,"85,890",3.5,18.93,25.86,36.49,50.16,69.96,"39,380","53,780","75,910","104,340","145,510",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-1099,"Life Scientists, All Other",detailed,"6,450",5.2,,,,41.29,"85,890",3.5,18.93,25.86,36.49,50.16,69.96,"39,380","53,780","75,910","104,340","145,510",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2000,Physical Scientists,minor,"255,790",1.2,,,,43.80,"91,110",0.7,21.89,28.40,39.07,54.54,71.98,"45,540","59,070","81,270","113,440","149,720",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2010,Astronomers and Physicists,broad,"18,800",5.0,,,,62.56,"130,110",2.0,29.82,42.18,58.76,78.94,96.60,"62,030","87,730","122,220","164,200","200,930",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2011,Astronomers,detailed,"2,070",11.1,,,,58.79,"122,270",3.4,28.57,37.99,55.09,77.23,89.32,"59,420","79,010","114,590","160,650","185,780",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2012,Physicists,detailed,"16,730",5.4,,,,63.02,"131,080",2.1,30.03,42.63,59.06,78.95,97.11,"62,470","88,670","122,850","164,210","201,990",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2020,Atmospheric and Space Scientists,broad,"9,290",3.8,,,,46.71,"97,160",1.4,23.89,33.68,45.86,57.26,70.75,"49,700","70,050","95,380","119,110","147,160",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2021,Atmospheric and Space Scientists,detailed,"9,290",3.8,,,,46.71,"97,160",1.4,23.89,33.68,45.86,57.26,70.75,"49,700","70,050","95,380","119,110","147,160",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2030,Chemists and Materials Scientists,broad,"90,240",2.2,,,,41.04,"85,360",0.9,21.52,27.74,37.88,51.23,65.33,"44,770","57,700","78,790","106,570","135,890",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2031,Chemists,detailed,"83,530",2.3,,,,40.46,"84,150",1.0,21.37,27.45,37.32,50.32,64.27,"44,460","57,090","77,630","104,670","133,690",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2032,Materials Scientists,detailed,"6,710",6.0,,,,48.28,"100,430",1.8,24.98,33.20,46.54,60.73,75.86,"51,950","69,060","96,810","126,310","157,780",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2040,Environmental Scientists and Geoscientists,broad,"119,920",1.6,,,,41.25,"85,790",0.8,21.30,27.23,36.46,49.36,66.44,"44,310","56,640","75,830","102,680","138,200",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,"84,290",1.8,,,,37.47,"77,940",0.8,20.58,26.01,34.31,45.74,59.98,"42,810","54,100","71,360","95,140","124,760",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,"29,200",3.2,,,,52.09,"108,350",1.8,24.52,31.34,44.25,62.92,90.34,"51,000","65,180","92,040","130,870","187,910",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2043,Hydrologists,detailed,"6,440",3.6,,,,41.50,"86,330",1.0,24.62,30.60,39.07,50.14,61.25,"51,220","63,650","81,270","104,280","127,400",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2090,Miscellaneous Physical Scientists,broad,"17,550",2.8,,,,53.88,"112,070",1.4,24.85,37.24,52.84,66.97,79.46,"51,680","77,460","109,910","139,300","165,270",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-2099,"Physical Scientists, All Other",detailed,"17,550",2.8,,,,53.88,"112,070",1.4,24.85,37.24,52.84,66.97,79.46,"51,680","77,460","109,910","139,300","165,270",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3000,Social Scientists and Related Workers,minor,"249,120",1.1,,,,42.32,"88,030",0.6,22.00,29.08,38.57,50.68,64.43,"45,770","60,490","80,220","105,410","134,010",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3010,Economists,broad,"19,000",4.3,,,,56.07,"116,630",1.4,28.58,37.89,50.49,69.05,88.95,"59,450","78,800","105,020","143,620","185,020",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3011,Economists,detailed,"19,000",4.3,,,,56.07,"116,630",1.4,28.58,37.89,50.49,69.05,88.95,"59,450","78,800","105,020","143,620","185,020",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3020,Survey Researchers,broad,"9,930",5.4,,,,31.61,"65,760",2.3,15.46,20.69,28.45,38.42,52.33,"32,150","43,030","59,170","79,920","108,860",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3022,Survey Researchers,detailed,"9,930",5.4,,,,31.61,"65,760",2.3,15.46,20.69,28.45,38.42,52.33,"32,150","43,030","59,170","79,920","108,860",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3030,Psychologists,broad,"128,130",1.5,,,,42.68,"88,770",0.9,21.82,28.97,38.64,50.72,63.50,"45,380","60,250","80,370","105,490","132,070",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3031,"Clinical, Counseling, and School Psychologists",detailed,"113,270",1.4,,,,42.04,"87,450",1.0,21.75,28.65,37.59,49.26,63.78,"45,240","59,590","78,200","102,470","132,670",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3032,Industrial-Organizational Psychologists,detailed,630,12.3,,,,53.44,"111,150",6.2,24.56,29.51,44.66,71.24,95.05,"51,080","61,380","92,880","148,170","197,700",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3039,"Psychologists, All Other",detailed,"14,220",7.8,,,,47.23,"98,230",1.7,22.16,36.41,48.94,55.22,62.27,"46,100","75,740","101,790","114,870","129,530",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3040,Sociologists,broad,"2,630",7.6,,,,43.55,"90,590",2.6,22.56,30.03,40.10,52.16,68.16,"46,920","62,460","83,420","108,500","141,770",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3041,Sociologists,detailed,"2,630",7.6,,,,43.55,"90,590",2.6,22.56,30.03,40.10,52.16,68.16,"46,920","62,460","83,420","108,500","141,770",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3050,Urban and Regional Planners,broad,"38,560",1.7,,,,37.38,"77,750",0.6,22.04,27.87,35.75,45.19,55.90,"45,850","57,960","74,350","94,000","116,280",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3051,Urban and Regional Planners,detailed,"38,560",1.7,,,,37.38,"77,750",0.6,22.04,27.87,35.75,45.19,55.90,"45,850","57,960","74,350","94,000","116,280",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3090,Miscellaneous Social Scientists and Related Workers,broad,"50,870",1.9,,,,42.06,"87,480",1.7,23.28,30.24,39.37,51.28,64.28,"48,430","62,900","81,880","106,670","133,690",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3091,Anthropologists and Archeologists,detailed,"6,720",6.1,,,,32.12,"66,810",1.3,18.97,23.92,30.61,39.17,47.09,"39,460","49,760","63,670","81,480","97,950",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3092,Geographers,detailed,"1,400",3.5,,,,39.41,"81,970",1.2,25.14,30.44,39.20,46.93,54.40,"52,280","63,300","81,540","97,620","113,140",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3093,Historians,detailed,"3,040",5.2,,,,33.02,"68,690",2.6,14.31,20.14,30.62,43.06,55.20,"29,760","41,880","63,680","89,550","114,810",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3094,Political Scientists,detailed,"6,010",7.6,,,,57.82,"120,260",2.9,29.31,42.31,58.76,71.62,78.95,"60,960","87,990","122,220","148,960","164,210",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-3099,"Social Scientists and Related Workers, All Other",detailed,"33,690",2.2,,,,42.16,"87,690",0.9,25.39,31.96,40.06,50.64,60.61,"52,820","66,480","83,330","105,320","126,070",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4000,"Life, Physical, and Social Science Technicians",minor,"358,740",1.2,,,,25.17,"52,340",0.4,14.35,17.76,23.19,30.02,38.66,"29,850","36,940","48,230","62,440","80,420",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4010,Agricultural and Food Science Technicians,detailed,"21,870",2.9,,,,21.37,"44,440",1.2,13.48,16.26,19.82,24.69,30.86,"28,030","33,820","41,230","51,360","64,180",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4010,Agricultural and Food Science Technicians,broad,"21,870",2.9,,,,21.37,"44,440",1.2,13.48,16.26,19.82,24.69,30.86,"28,030","33,820","41,230","51,360","64,180",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4020,Biological Technicians,broad,"79,530",2.6,,,,23.61,"49,110",0.7,14.20,17.25,22.05,28.47,35.26,"29,540","35,870","45,860","59,210","73,350",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4021,Biological Technicians,detailed,"79,530",2.6,,,,23.61,"49,110",0.7,14.20,17.25,22.05,28.47,35.26,"29,540","35,870","45,860","59,210","73,350",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4030,Chemical Technicians,broad,"65,760",1.8,,,,25.44,"52,910",0.7,14.96,18.13,23.68,30.87,38.63,"31,110","37,700","49,260","64,200","80,350",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4031,Chemical Technicians,detailed,"65,760",1.8,,,,25.44,"52,910",0.7,14.96,18.13,23.68,30.87,38.63,"31,110","37,700","49,260","64,200","80,350",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4040,Environmental Science and Geoscience Technicians,broad,"49,730",2.6,,,,26.07,"54,220",1.2,13.88,17.34,22.96,30.94,42.62,"28,870","36,070","47,760","64,350","88,640",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,"32,620",3.1,,,,24.41,"50,760",1.0,13.96,17.26,22.38,29.34,38.80,"29,040","35,910","46,540","61,030","80,710",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4045,Geological and Hydrologic Technicians,detailed,"17,110",4.7,,,,29.23,"60,800",2.5,13.71,17.53,24.58,35.73,50.32,"28,530","36,470","51,130","74,320","104,660",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4050,Nuclear Technicians,broad,"6,420",6.9,,,,39.77,"82,710",1.8,25.41,30.83,39.46,47.32,56.48,"52,860","64,140","82,080","98,430","117,480",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4051,Nuclear Technicians,detailed,"6,420",6.9,,,,39.77,"82,710",1.8,25.41,30.83,39.46,47.32,56.48,"52,860","64,140","82,080","98,430","117,480",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4060,Social Science Research Assistants,broad,"35,580",5.8,,,,24.68,"51,340",1.5,13.55,17.71,22.84,29.35,37.88,"28,190","36,840","47,510","61,050","78,800",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4061,Social Science Research Assistants,detailed,"35,580",5.8,,,,24.68,"51,340",1.5,13.55,17.71,22.84,29.35,37.88,"28,190","36,840","47,510","61,050","78,800",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4070,Forest and Conservation Technicians,broad,"19,060",1.6,,,,22.05,"45,860",0.4,14.34,17.38,21.87,25.86,29.51,"29,830","36,160","45,500","53,790","61,370",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4071,Forest and Conservation Technicians,detailed,"19,060",1.6,,,,22.05,"45,860",0.4,14.34,17.38,21.87,25.86,29.51,"29,830","36,160","45,500","53,790","61,370",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,"80,780",2.3,,,,26.74,"55,610",0.7,15.00,18.89,25.04,32.04,41.27,"31,210","39,280","52,090","66,630","85,840",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4092,Forensic Science Technicians,detailed,"16,520",1.3,,,,30.37,"63,170",0.9,17.13,21.72,28.44,37.12,46.80,"35,620","45,180","59,150","77,200","97,350",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,"64,260",2.9,,,,25.80,"53,670",0.8,14.45,18.28,24.30,30.74,39.28,"30,050","38,010","50,550","63,940","81,710",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-5000,Occupational Health and Safety Specialists and Technicians,minor,"113,360",0.9,,,,34.95,"72,690",0.3,19.14,25.42,33.88,42.99,51.50,"39,800","52,870","70,480","89,420","107,120",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-5010,Occupational Health and Safety Specialists and Technicians,broad,"113,360",0.9,,,,34.95,"72,690",0.3,19.14,25.42,33.88,42.99,51.50,"39,800","52,870","70,480","89,420","107,120",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-5011,Occupational Health and Safety Specialists,detailed,"92,780",1.0,,,,36.68,"76,290",0.3,20.97,27.60,35.63,44.46,53.43,"43,630","57,400","74,100","92,470","111,130",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,19-5012,Occupational Health and Safety Technicians,detailed,"20,580",1.9,,,,27.15,"56,470",1.1,15.78,19.28,24.79,33.15,43.14,"32,830","40,090","51,550","68,940","89,720",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,"2,244,310",0.4,,,,24.27,"50,480",0.4,13.25,16.78,22.16,29.51,38.39,"27,550","34,890","46,090","61,380","79,850",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,"2,159,870",0.5,,,,24.23,"50,410",0.5,13.31,16.80,22.15,29.48,38.30,"27,690","34,950","46,060","61,310","79,670",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1010,Counselors,broad,"773,500",0.7,,,,25.54,"53,120",0.4,13.92,17.63,23.45,30.76,39.96,"28,950","36,660","48,780","63,970","83,110",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,"296,460",0.8,,,,29.33,"61,000",0.6,16.53,21.16,27.42,35.79,46.20,"34,380","44,010","57,040","74,430","96,090",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1013,Marriage and Family Therapists,detailed,"59,050",4.0,,,,26.25,"54,590",1.5,15.42,18.14,23.85,31.07,42.16,"32,070","37,740","49,610","64,630","87,700",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1015,Rehabilitation Counselors,detailed,"109,040",1.9,,,,19.31,"40,160",0.7,11.45,13.53,17.28,23.13,30.67,"23,820","28,140","35,950","48,110","63,790",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,"283,540",1.1,,,,24.01,"49,950",0.5,14.19,17.29,22.23,28.68,36.58,"29,520","35,960","46,240","59,650","76,080",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1019,"Counselors, All Other",detailed,"25,420",3.7,,,,23.46,"48,800",1.4,13.00,16.20,20.64,28.45,37.30,"27,030","33,690","42,930","59,170","77,590",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1020,Social Workers,broad,"678,780",0.7,,,,26.05,"54,190",0.6,15.28,18.59,24.26,31.30,39.68,"31,790","38,670","50,470","65,110","82,540",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1021,"Child, Family, and School Social Workers",detailed,"327,710",0.9,,,,24.53,"51,030",1.0,14.84,17.94,22.78,29.13,37.61,"30,870","37,320","47,390","60,600","78,230",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1022,Healthcare Social Workers,detailed,"174,890",1.5,,,,28.51,"59,300",0.7,16.83,21.25,27.29,34.14,41.41,"35,000","44,200","56,750","71,000","86,130",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1023,Mental Health and Substance Abuse Social Workers,detailed,"117,770",1.6,,,,24.84,"51,670",0.9,14.20,17.21,22.43,29.78,38.89,"29,540","35,790","46,650","61,930","80,900",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1029,"Social Workers, All Other",detailed,"58,410",1.5,,,,29.69,"61,750",0.8,16.45,20.95,29.44,37.84,43.65,"34,210","43,570","61,230","78,720","90,800",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1090,Miscellaneous Community and Social Service Specialists,broad,"707,590",0.9,,,,21.06,"43,810",0.6,12.09,14.86,18.80,24.87,33.23,"25,150","30,920","39,100","51,730","69,120",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,"58,590",1.7,,,,29.09,"60,500",1.5,15.81,19.70,26.55,36.08,47.44,"32,890","40,970","55,220","75,050","98,680",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"88,120",0.6,,,,28.80,"59,910",0.9,17.49,20.69,26.10,34.83,45.61,"36,370","43,040","54,290","72,450","94,860",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1093,Social and Human Service Assistants,detailed,"404,450",1.4,,,,17.81,"37,050",0.4,11.42,13.55,16.85,21.06,26.07,"23,750","28,190","35,060","43,800","54,230",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1094,Community Health Workers,detailed,"58,950",2.2,,,,21.34,"44,390",0.7,12.82,15.79,19.41,25.41,32.86,"26,660","32,850","40,360","52,850","68,350",,
2019,99,U.S.,1,000000,Cross-industry,cross-industry,1235,21-1099,"Community and Social Service Specialists, All Other",detailed,"97,480",1.5,,,,22.55,"46,900",1.0,12.52,16.19,21.05,27.56,35.20,"26,030","33,680","43,790","57,320","73,220",,
