"","date","CA","CA_yoy_raw","US","US_yoy_raw","CA_Share","US_X_CA_yoy_raw","CA_yoy_pct","US_yoy_pct","US_X_CA_yoy_pct"
"27",1992-03-01,157.1,9.90000000000001,957.2,39.4,0.164124529878813,29.5,0.0634208840486868,0.252402306213965,0.0382818582922397
"28",1992-04-01,156.1,7.59999999999999,956.2,36.4000000000001,0.163250366032211,28.8000000000001,0.0483768300445576,0.231699554423934,0.0373395565927656
"29",1992-05-01,155.7,8.39999999999998,954.1,34,0.163190441253537,25.6,0.053811659192825,0.217809096732864,0.0331262939958594
"30",1992-06-01,155.4,8.40000000000001,960.1,32.8,0.161858139777107,24.3999999999999,0.0539499036608864,0.210661528580603,0.0312700243496091
"31",1992-07-01,155.6,5.90000000000001,964.7,32.5,0.161293666424795,26.6,0.037966537966538,0.209137709137709,0.0339936102236422
"32",1992-08-01,155.6,6,966.9,32.6999999999999,0.160926672872065,26.6999999999999,0.038560411311054,0.210154241645244,0.0340300790211572
"33",1992-09-01,154.9,5.30000000000001,971,38.7,0.159526261585994,33.4,0.0340616966580978,0.248714652956298,0.042672799284528
"34",1992-10-01,156.4,5.30000000000001,979.2,43.3,0.159722222222222,37.9999999999999,0.0342156229825695,0.27953518398967,0.0484199796126402
"35",1992-11-01,157.1,4.79999999999998,987.5,46.5999999999999,0.159088607594937,41.7999999999999,0.0306905370843989,0.297953964194373,0.0530053258939891
"36",1992-12-01,157.6,4.39999999999998,992.5,45.7,0.158790931989924,41.3000000000001,0.028007638446849,0.290897517504774,0.0520413306451614
"37",1993-01-01,154.4,-1.09999999999999,998.9,50.6,0.154570027029733,51.7,-0.00697969543147205,0.321065989847716,0.0652119071644804
"38",1993-02-01,156,-0.0999999999999943,1005,52.1,0.155223880597015,52.2,-0.000647668393782347,0.337435233160622,0.0655120481927711
"39",1993-03-01,156.2,-0.899999999999977,1007,49.8,0.155114200595829,50.6999999999999,-0.00576923076923062,0.319230769230769,0.0633670791151105
"40",1993-04-01,155.5,-0.599999999999994,1010.4,54.1999999999999,0.153899445764054,54.7999999999999,-0.00384122919334183,0.346991037131882,0.0684914385701787
"41",1993-05-01,154.9,-0.799999999999983,1012.6,58.5,0.15297254592139,59.3,-0.00514469453376195,0.37620578778135,0.0742735470941883
"42",1993-06-01,155.9,0.5,1019,58.9000000000001,0.152993130520118,58.4000000000001,0.00322788896061975,0.380245319561008,0.0725736299241955
"43",1993-07-01,155.6,0,1026.2,61.5,0.151627363087117,61.5,0,0.394483643361129,0.0760103819058213
"44",1993-08-01,156.1,0.5,1029.3,62.4,0.151656465559118,61.9,0.0032133676092545,0.401028277634961,0.0762973006286207
"45",1993-09-01,157.3,2.40000000000001,1029.6,58.5999999999999,0.152777777777778,56.1999999999999,0.0153747597693786,0.375400384368994,0.0688641097904668
"46",1993-10-01,157.4,1,1035,55.8000000000001,0.15207729468599,54.8000000000001,0.00635727908455181,0.354736172917992,0.0666018473505105
"47",1993-11-01,158.1,1,1043.9,56.4000000000001,0.15145128843759,55.4000000000001,0.00635324015247776,0.358322744599746,0.0667148362235069
"48",1993-12-01,159.6,2,1049.4,56.9000000000001,0.152086906803888,54.9000000000001,0.0126502213788741,0.35989879822897,0.0657563780093425
"49",1994-01-01,159.2,4.79999999999998,1050.9,52.0000000000001,0.151489199733562,47.2000000000001,0.0300751879699247,0.325814536340853,0.0558910597986975
"50",1994-02-01,161.2,5.19999999999999,1054.8,49.8,0.152825180128934,44.6,0.0326633165829145,0.312814070351759,0.052532391048292
"51",1994-03-01,163.1,6.89999999999998,1060.8,53.8,0.153751885369532,46.9,0.0428039702233249,0.333746898263027,0.0551245886224729
"52",1994-04-01,163.2,7.70000000000002,1067.4,57.0000000000001,0.152894884766723,49.3000000000001,0.0472103004291847,0.349478847332925,0.0576675634577144
"53",1994-05-01,163.6,8.69999999999999,1071.8,59.1999999999999,0.152640417988431,50.4999999999999,0.0533088235294117,0.362745098039215,0.0588783957094554
"54",1994-06-01,164.6,8.69999999999999,1083.6,64.5999999999999,0.151901070505722,55.8999999999999,0.0531784841075794,0.394865525672371,0.0647665392190938
"55",1994-07-01,164.7,9.10000000000002,1092.8,66.5999999999999,0.150713762811127,57.4999999999999,0.0552855407047389,0.404617253948967,0.0660464047783137
"56",1994-08-01,165.3,9.20000000000002,1102.8,73.5,0.149891186071817,64.3,0.055859137826351,0.446265938069217,0.0736371965185525
"57",1994-09-01,166.1,8.79999999999998,1111.3,81.7,0.149464591019527,72.9000000000001,0.0532365396249243,0.494252873563219,0.0835721655393786
"58",1994-10-01,166.5,9.09999999999999,1121.9,86.9000000000001,0.148408949104198,77.8000000000001,0.0547862733293197,0.52317880794702,0.0886508659981769
"59",1994-11-01,168,9.90000000000001,1137.5,93.5999999999999,0.147692307692308,83.6999999999999,0.0594594594594595,0.562162162162162,0.0944908557236396
"60",1994-12-01,170.5,10.9,1148.9,99.5,0.148402820088781,88.6,0.0648809523809524,0.592261904761905,0.0995729377388177
"61",1995-01-01,170.7,11.5,1154.3,103.4,0.147881833145629,91.8999999999999,0.0674486803519062,0.606451612903225,0.103061567791858
"62",1995-02-01,174.5,13.3,1169.8,115,0.149170798427082,101.7,0.0779144698301114,0.67369654364382,0.113809310653536
"63",1995-03-01,176.6,13.5,1183.9,123.1,0.149168004054397,109.6,0.0773638968481375,0.705444126074498,0.122089785006127
"64",1995-04-01,175.9,12.7,1192.3,124.9,0.147529984064413,112.2,0.0719139297848244,0.707248018120045,0.124087591240876
"65",1995-05-01,178,14.4,1205.1,133.3,0.147705584598788,118.9,0.0818646958499148,0.757816941444002,0.130918299933935
"66",1995-06-01,179.8,15.2,1217.5,133.9,0.147679671457906,118.7,0.0853932584269664,0.752247191011236,0.129162132752993
"67",1995-07-01,179.7,15,1228,135.2,0.146335504885993,120.2,0.0834260289210232,0.751946607341491,0.129511906044607
"68",1995-08-01,181.8,16.5,1242.5,139.7,0.146317907444668,123.2,0.0918196994991653,0.777406789092933,0.131413333333333
"69",1995-09-01,183.1,17,1250.2,138.9,0.146456566949288,121.9,0.0935093509350935,0.764026402640264,0.128967414303851
"70",1995-10-01,183.5,17,1261.9,140,0.145415643077898,123,0.0928454396504642,0.764609503003823,0.12874188821436
"71",1995-11-01,187,19,1276.4,138.9,0.146505797555625,119.9,0.103542234332425,0.756948228882834,0.123671995874162
"72",1995-12-01,189.8,19.3,1292.2,143.3,0.146881287726358,124,0.103208556149733,0.766310160427807,0.126737530662306
"73",1996-01-01,188.6,17.9,1292.8,138.5,0.145884900990099,120.6,0.0943097997892519,0.729715489989463,0.12261081740545
"74",1996-02-01,192.6,18.1,1305.4,135.6,0.147540983606557,117.5,0.0959703075291622,0.718981972428421,0.11805485783181
"75",1996-03-01,195.8,19.2,1315.8,131.9,0.148806809545524,112.7,0.0996884735202493,0.684839044652129,0.111883252258513
"76",1996-04-01,196.3,20.4,1322.8,130.5,0.148397338977926,110.1,0.104187946884576,0.666496424923391,0.108323494687131
"77",1996-05-01,196.7,18.7,1329.6,124.5,0.147939229843562,105.8,0.0952623535404992,0.634233316352522,0.103008470450784
"78",1996-06-01,198.4,18.6,1340.1,122.6,0.148048653085591,104,0.0945602440264362,0.623284189120488,0.10022164402043
"79",1996-07-01,202.7,23,1353.6,125.6,0.149748817966903,102.6,0.115927419354839,0.633064516129032,0.0978727463512352
"80",1996-08-01,205.8,24,1371.8,129.3,0.150021869077125,105.3,0.118401578687716,0.637888505180069,0.0992740642971622
