naics4,year,sd,d7525,d9010,d9990,d1001,sd*,d7525*,d9010*,d9990*,d1001*
3111,1987,0.9123,1.323,2.608,0.383,0.7186,0.775,1.013,2.035,0.7452,0.6612
3111,1988,0.9004,1.502,2.517,0.4322,0.434,0.7959,1.153,2.12,0.7347,0.4609
3111,1989,0.8246,1.147,2.187,0.6017,0.7972,0.7384,0.9881,2.014,0.7776,0.6505
3111,1990,0.8256,1.138,2.161,0.6377,0.9278,0.7531,0.9943,1.963,0.6935,0.8617
3111,1991,0.8811,1.36,2.269,0.7603,1.227,0.7991,1.111,1.959,0.9338,1.244
3111,1992,0.9154,1.314,2.384,0.9424,0.7963,0.8186,1.024,2.136,0.9599,0.7536
3111,1993,0.8211,1.115,2.142,0.7963,0.8051,0.7641,0.9946,1.992,0.8009,0.8426
3111,1994,0.8225,0.9582,2.06,0.9936,0.7524,0.7653,0.9163,1.881,0.9269,0.8195
3111,1995,0.8118,0.9871,2.11,0.8757,0.7914,0.7565,0.9949,1.929,0.8217,0.8117
3111,1996,0.9753,1.123,2.581,0.9886,1.287,0.9322,1.071,2.443,0.9415,1.276
3111,1997,0.9458,1.221,2.495,0.8678,0.7934,0.8801,1.122,2.16,1.011,0.8695
3111,1998,0.967,1.487,2.507,0.7961,0.9239,0.8902,1.172,2.28,0.9418,0.9564
3111,1999,0.9314,1.289,2.474,0.6729,1.201,0.8394,1.068,2.078,0.9201,0.9373
3111,2000,0.9065,1.264,2.509,0.6292,0.6538,0.8434,1.028,2.211,0.8979,1.102
3111,2001,0.9585,1.176,2.187,0.7503,1.542,0.8011,1.005,1.89,0.8595,1.48
3111,2002,0.8016,1.229,2.017,0.7562,0.8153,0.7613,1.084,1.843,0.9486,0.9194
3111,2003,0.7798,0.924,1.9,0.8556,1.05,0.7532,1.026,1.979,0.9048,0.8222
3111,2004,0.9148,1.438,2.234,0.5428,1.201,0.8297,1.15,1.987,0.8384,1.157
3111,2005,0.8539,1.21,2.355,0.4253,0.5577,0.7763,1.133,1.95,0.8668,0.5537
3111,2006,0.8276,1.175,2.272,0.6107,0.6041,0.7671,1.184,1.903,0.7815,0.74
3111,2007,0.8767,1.364,2.281,0.6773,0.6276,0.8499,1.393,2.245,0.9081,0.381
3111,2008,0.898,1.239,2.435,0.5735,0.899,0.8754,1.383,2.338,0.777,0.4841
3111,2009,0.9407,1.299,2.454,0.6006,1.102,0.9206,1.251,2.391,0.821,0.7233
3111,2010,0.908,1.349,2.543,0.3712,0.8035,0.856,1.216,2.31,0.8346,0.6092
3111,2011,1.056,1.39,2.946,0.4288,0.8286,0.9134,1.17,2.458,0.8208,0.8937
3111,2012,0.9641,1.354,2.63,0.6735,0.9034,0.8489,1.11,2.215,0.87,0.7792
3111,2013,1.016,1.417,2.753,0.6097,1.087,0.8681,1.124,2.247,0.8096,1.14
3111,2014,0.971,1.33,2.534,0.5939,0.9906,0.8348,1.058,2.095,0.8216,0.9247
3111,2015,0.9391,1.289,2.451,0.4876,1.06,0.8831,1.122,2.378,0.7809,0.6205
3111,2016,0.8985,1.239,2.531,0.4351,0.6569,0.8873,1.23,2.325,0.9557,0.4758
3111,2017,0.9947,1.195,2.797,0.763,0.7459,0.8672,1.209,2.182,1.088,0.8118
3111,2018,1.074,1.497,2.927,0.8015,1.019,0.8336,1.078,2.037,1.102,0.7982
3111,2019,1.009,1.216,2.806,0.7008,1.064,0.818,1.065,2.072,1.232,0.8872
3111,2020,0.9795,1.269,2.537,0.8355,0.7764,0.7797,0.9622,1.975,1.048,0.7177
3112,1987,0.9515,1.12,2.524,0.8543,0.8512,0.7211,0.7554,1.677,1.037,1.065
3112,1988,0.8363,1.093,2.011,1.115,0.6684,0.7049,0.8507,1.606,1.062,0.8941
3112,1989,0.832,0.8923,2.132,0.5081,1.399,0.6361,0.7256,1.521,1.001,0.6786
3112,1990,0.8417,1.201,2.308,0.722,0.6761,0.6525,0.7139,1.512,1.027,0.6458
3112,1991,0.8376,1.044,2.391,0.5926,0.5109,0.6549,0.6601,1.652,0.995,0.6506
3112,1992,0.8393,0.8949,2.437,0.7453,0.4694,0.6459,0.6574,1.571,1.031,0.5624
3112,1993,0.7585,0.9609,1.891,0.9403,0.7148,0.6438,0.6445,1.608,0.9542,0.5936
3112,1994,0.8477,1.104,2.196,0.9533,0.7021,0.7242,0.8359,1.766,0.9708,1.06
3112,1995,0.8298,1.183,2.108,0.955,0.5786,0.7374,0.9481,1.741,0.972,0.8711
3112,1996,1.057,1.487,2.692,1.17,0.559,0.8102,1.008,1.937,1.038,1.319
3112,1997,0.9018,1.157,2.64,0.5809,0.5803,0.747,0.9025,1.944,0.8626,0.9151
3112,1998,0.9505,1.346,2.572,1.045,0.4149,0.7468,0.9186,1.812,1.009,1.046
3112,1999,0.8473,1.022,2.08,1.074,0.9006,0.7415,0.9961,1.884,0.876,0.9505
3112,2000,0.7999,0.9026,2.154,0.612,1.4,0.7319,0.957,1.774,0.6203,1.23
3112,2001,0.8963,0.9846,2.556,0.7692,0.7556,0.7766,0.9657,1.905,0.7479,0.9359
3112,2002,0.869,1.054,2.221,0.7261,1.266,0.8077,1.082,2.125,0.7507,0.9442
3112,2003,0.9887,1.147,2.941,0.8276,0.4269,0.7891,0.899,2.028,0.8919,1.147
3112,2004,0.7638,0.96,2.019,0.8287,0.6986,0.7773,0.8872,1.996,0.8799,0.738
3112,2005,0.7957,0.9176,2.077,0.8286,0.727,0.7873,1.044,2.201,0.8177,0.5744
3112,2006,0.8139,0.9072,2.126,0.9575,0.5671,0.797,0.979,2.152,0.9095,0.4764
3112,2007,0.9245,1.171,2.549,0.9632,0.4459,0.8438,1.093,2.274,1.17,0.4062
3112,2008,0.9444,1.267,2.692,0.6082,0.5596,0.8767,1.151,2.345,0.7964,0.5088
3112,2009,0.8871,1.038,2.548,0.6353,0.6664,0.8166,1.004,2.261,0.62,0.8275
3112,2010,0.8749,1.076,2.326,0.7674,0.8043,0.8389,1.006,2.287,0.7308,0.8214
3112,2011,0.9603,1.382,2.621,0.7373,0.5144,0.8514,1.032,2.409,0.7451,0.5955
3112,2012,0.9894,1.344,2.741,0.7517,0.4957,0.8531,1.102,2.271,0.8557,0.7401
3112,2013,0.9637,1.205,2.554,0.8066,0.8392,0.8389,1.038,2.179,0.773,0.9303
3112,2014,0.9251,1.179,2.395,0.8468,0.9163,0.8445,1.098,2.307,0.7976,0.7981
3112,2015,0.9747,1.081,2.556,0.9664,1.151,0.9153,1.08,2.556,0.8878,0.9065
3112,2016,0.9134,0.9727,2.38,1.034,1.042,0.8769,0.9411,2.298,1.033,0.8493
3112,2017,0.9832,1.215,2.754,0.7722,0.5445,0.8873,1.079,2.272,1.096,0.6175
3112,2018,1.074,1.358,2.981,0.8457,0.8174,0.9138,1.218,2.424,0.9406,0.8153
3112,2019,0.8716,1.119,2.417,0.4987,0.7763,0.8983,1.143,2.54,0.7067,0.5039
3112,2020,0.9066,1.228,2.342,0.7628,0.8613,0.8851,1.128,2.376,0.7556,0.7412
3113,1987,0.6752,0.9092,1.721,0.6935,0.6672,0.6283,0.8297,1.655,0.4809,0.6785
3113,1988,0.6117,0.8501,1.652,0.6949,0.2996,0.6197,0.9353,1.587,0.5025,0.5563
3113,1989,0.7265,0.9572,1.961,0.3935,0.4859,0.5752,0.7864,1.486,0.5891,0.6564
3113,1990,0.7089,0.9983,1.826,0.5149,0.6811,0.6118,0.8942,1.522,0.6019,0.5275
3113,1991,0.6419,0.8945,1.599,0.7729,0.6646,0.5983,0.8429,1.55,0.5137,0.6559
3113,1992,0.7165,1.18,1.704,1.025,0.4282,0.6568,1.061,1.652,0.609,0.4561
3113,1993,0.6316,0.915,1.403,0.91,0.6538,0.6486,0.9395,1.599,0.4703,0.5114
3113,1994,0.64,0.8355,1.838,0.568,0.4093,0.6824,0.9923,1.829,0.3204,0.6435
3113,1995,0.7048,0.8356,1.972,0.5368,0.453,0.722,1.107,1.846,0.4178,0.6258
3113,1996,0.8324,0.9156,1.967,0.9446,1.06,0.7725,1.129,2.078,0.4081,0.5418
3113,1997,0.771,1.173,1.889,1.002,0.8428,0.7808,1.176,2.087,0.3892,0.7239
3113,1998,0.7677,1.31,1.982,0.8608,0.1902,0.8336,1.307,2.225,0.5813,0.5755
3113,1999,0.969,1.459,2.34,0.8141,0.8665,0.8967,1.102,2.055,0.5107,2.11
3113,2000,0.8659,1.088,2.221,0.767,1.257,0.8015,1.015,2.118,0.3326,0.8316
3113,2001,0.8114,1.161,1.948,0.8885,1.133,0.8531,1.355,2.286,0.3977,0.5425
3113,2002,0.9296,1.14,2.492,0.6478,0.6902,0.8923,1.241,2.223,0.4162,1.679
3113,2003,0.7368,0.9493,1.77,0.7739,1.11,0.8536,1.231,2.142,0.4433,1.287
3113,2004,0.8104,1.143,2.192,0.8252,0.2488,0.716,1.052,1.887,0.3886,0.6635
3113,2005,0.8015,1.166,2.085,0.4984,0.6683,0.7278,1.127,1.904,0.3773,0.6241
3113,2006,0.7934,1.173,2.107,0.54,0.4888,0.683,1.023,1.817,0.5053,0.6664
3113,2007,0.7918,1.041,2.069,0.9436,0.4775,0.7678,1.037,1.96,0.5084,1.165
3113,2008,1.061,1.706,2.753,0.8288,0.7503,0.8074,1.168,2.114,0.5422,1.228
3113,2009,0.8362,1.406,2.078,1.179,0.1858,0.7464,0.9365,1.924,0.6296,0.8867
3113,2010,1.022,1.221,2.652,1.051,0.6761,0.7919,1.129,1.889,0.6566,1.239
3113,2011,1.088,1.233,2.97,1.181,0.7057,0.8311,1.212,2.071,0.6672,1.274
3113,2012,1.084,1.606,2.763,0.8787,0.8977,0.8147,1.173,1.967,0.7255,0.9848
3113,2013,1.051,1.601,2.616,1.022,0.803,0.822,1.09,2.133,0.6099,0.7528
3113,2014,1.029,1.554,3.023,0.6767,0.4509,0.7815,0.9951,2.05,0.8356,0.4733
3113,2015,0.9617,1.249,2.408,1.048,0.6543,0.7767,1.057,2.038,0.8511,0.6978
3113,2016,1.03,1.376,2.821,0.8409,0.4837,0.8111,1.019,2.236,0.7129,0.5188
3113,2017,0.961,1.498,2.328,1.171,0.8042,0.8399,1.176,2.399,0.5154,0.5702
3113,2018,0.8938,1.232,2.449,0.9586,0.4798,0.8357,1.166,2.177,0.8196,0.97
3113,2019,0.9678,1.063,2.997,0.6189,0.5634,0.8246,0.9426,1.992,0.7496,0.9713
3113,2020,0.8657,1.227,2.012,1.331,0.7153,0.8246,0.9401,1.965,0.7744,1.398
3114,1987,0.624,0.7843,1.719,0.5573,0.4932,0.5941,0.7825,1.624,0.4418,0.5685
3114,1988,0.675,0.9206,1.854,0.5814,0.2421,0.6187,0.8248,1.619,0.5111,0.7664
3114,1989,0.5739,0.6563,1.668,0.5598,0.3029,0.5807,0.7706,1.516,0.4375,0.6706
3114,1990,0.5811,0.6962,1.592,0.613,0.5411,0.596,0.7893,1.618,0.4523,0.6581
3114,1991,0.5937,0.8522,1.556,0.53,0.6954,0.5966,0.83,1.56,0.5488,0.6302
3114,1992,0.6329,0.8641,1.72,0.4384,0.4453,0.6181,0.8408,1.662,0.5547,0.566
3114,1993,0.6279,0.8095,1.663,0.5066,0.4288,0.6297,0.8665,1.719,0.6397,0.5114
3114,1994,0.6244,0.7391,1.638,0.8301,0.5507,0.6201,0.9029,1.617,0.5271,0.6532
3114,1995,0.7189,0.7896,1.908,0.7615,0.6267,0.6925,0.9483,1.805,0.708,0.772
3114,1996,0.7453,0.9847,1.743,0.7659,1.394,0.7384,1.023,1.733,0.611,1.318
3114,1997,0.6955,0.9541,1.882,0.5573,0.5129,0.6941,0.9957,1.826,0.4929,0.6443
3114,1998,0.6897,0.9843,1.755,0.7302,0.5488,0.6748,0.9805,1.799,0.5242,0.6827
3114,1999,0.7102,0.9369,1.917,0.8535,0.4809,0.6977,0.8924,1.781,0.7108,0.8218
3114,2000,0.7581,1.024,1.917,0.8343,0.7977,0.705,0.8858,1.769,0.6057,0.8791
3114,2001,0.6749,0.9153,1.703,1.007,0.6525,0.6787,0.843,1.738,0.6309,0.689
3114,2002,0.6754,0.9302,1.739,0.6746,0.7142,0.6483,0.8705,1.621,0.6171,0.6766
3114,2003,0.6568,0.759,1.784,0.739,0.3826,0.6397,0.7708,1.69,0.5304,0.6858
3114,2004,0.5291,0.6125,1.396,0.4796,0.4776,0.5955,0.8358,1.601,0.4449,0.4623
3114,2005,0.5303,0.6311,1.303,0.6286,0.938,0.5709,0.7427,1.467,0.7103,0.6006
3114,2006,0.6039,0.6173,1.447,0.7598,0.7585,0.5978,0.6768,1.542,0.6094,0.6228
3114,2007,0.7414,0.8138,2.073,0.5068,0.7395,0.5892,0.6634,1.522,0.4908,0.8472
3114,2008,0.7202,0.7804,1.956,0.5857,0.6332,0.5639,0.611,1.52,0.4784,0.6711
3114,2009,0.5472,0.6092,1.374,0.6248,0.9069,0.5229,0.6073,1.283,0.6686,0.7121
3114,2010,0.6247,0.6241,1.581,0.6525,0.8217,0.5695,0.5791,1.386,0.7264,0.937
3114,2011,0.7586,1.083,2.184,0.5323,0.4002,0.6158,0.6946,1.523,0.6027,0.7995
3114,2012,0.6429,0.7895,1.69,0.5302,0.8342,0.6107,0.676,1.557,0.6438,0.9027
3114,2013,0.6987,0.7652,1.844,0.4999,0.7442,0.5552,0.6307,1.427,0.7179,0.6545
3114,2014,0.6303,0.8007,1.571,0.709,0.8276,0.5726,0.6199,1.387,0.8843,0.7928
3114,2015,0.636,0.8815,1.599,0.6886,0.5977,0.5667,0.6009,1.444,0.7606,0.601
3114,2016,0.5901,0.8567,1.542,0.5277,0.7137,0.5728,0.6693,1.389,0.8087,0.6013
3114,2017,0.5865,0.7714,1.52,0.6464,0.6696,0.5891,0.7064,1.523,0.6331,0.651
3114,2018,0.6969,0.9439,1.93,0.4741,0.778,0.616,0.7503,1.517,0.6151,0.751
3114,2019,0.6376,0.7327,1.662,0.6079,0.6904,0.5874,0.6763,1.525,0.7063,0.5884
3114,2020,0.6431,0.8997,1.598,0.7171,0.7672,0.5791,0.6444,1.437,0.8372,0.5724
3115,1987,0.6969,0.9864,1.928,0.4479,0.5284,0.6337,0.9385,1.673,0.5964,0.5944
3115,1988,0.7333,1.099,1.999,0.4869,0.701,0.6318,0.9348,1.63,0.5996,0.6748
3115,1989,0.7375,1.063,1.94,0.5612,0.6291,0.6524,0.9412,1.698,0.6336,0.6486
3115,1990,0.7125,1.034,1.862,0.5676,0.6737,0.6445,0.8842,1.661,0.5718,0.7063
3115,1991,0.7457,1.098,1.974,0.5682,0.4887,0.6513,0.9081,1.692,0.5112,0.6931
3115,1992,0.6837,0.913,1.902,0.5088,0.4349,0.6267,0.9033,1.621,0.4636,0.7344
3115,1993,0.7175,1.09,1.981,0.3449,0.4339,0.6523,0.9198,1.792,0.4024,0.6512
3115,1994,0.6548,0.9446,1.835,0.5622,0.287,0.6177,0.9442,1.564,0.5516,0.661
3115,1995,0.6966,0.9821,1.747,0.5471,1.006,0.6295,0.971,1.621,0.4311,0.7702
3115,1996,0.9218,1.223,2.553,0.4662,0.5082,0.6707,0.9362,1.71,0.4669,1.068
3115,1997,0.6997,0.9467,1.86,0.5402,0.7563,0.635,0.8961,1.686,0.3983,0.6487
3115,1998,0.7187,0.8977,2.005,0.5126,0.7643,0.6426,0.8557,1.69,0.5294,0.7787
3115,1999,0.8246,1.205,2.229,0.6032,0.5538,0.638,0.9648,1.605,0.5866,0.6825
3115,2000,0.7366,1.145,1.937,0.581,0.7243,0.6211,0.8784,1.643,0.5754,0.4427
3115,2001,0.7875,1.01,2.108,0.598,0.576,0.6556,0.9581,1.749,0.5759,0.5476
3115,2002,0.6944,0.9846,1.976,0.4748,0.3749,0.6068,0.8542,1.599,0.5081,0.549
3115,2003,0.7597,0.9219,1.851,0.5664,1.162,0.5946,0.7996,1.548,0.6304,0.6541
3115,2004,0.6227,0.8733,1.637,0.5632,0.4425,0.5835,0.7912,1.481,0.6862,0.4897
3115,2005,0.6663,1.022,1.659,0.6166,0.5315,0.6,0.8336,1.545,0.7688,0.444
3115,2006,0.6001,0.8545,1.606,0.3269,0.6475,0.5812,0.8597,1.55,0.4818,0.4374
3115,2007,0.7285,0.9844,2.016,0.4617,0.3949,0.6143,0.815,1.635,0.5435,0.4788
3115,2008,0.7126,0.9928,1.972,0.3065,0.5743,0.6245,0.8912,1.672,0.4795,0.4754
3115,2009,0.6856,0.9358,1.806,0.536,0.7113,0.627,0.959,1.715,0.4807,0.2373
3115,2010,0.6982,1.04,1.945,0.3849,0.4758,0.638,0.97,1.766,0.4215,0.3834
3115,2011,0.7736,0.9888,2.264,0.4997,0.6172,0.6777,1.055,1.876,0.5122,0.5983
3115,2012,0.7951,1.023,2.147,0.5282,1.158,0.6839,1.011,1.849,0.4977,0.674
3115,2013,0.7721,0.9119,2.157,0.6257,0.6465,0.7068,0.9501,1.931,0.4271,0.7579
3115,2014,0.7192,0.9763,2.033,0.4588,0.4622,0.6546,0.8956,1.721,0.5025,0.6838
3115,2015,0.7885,1.016,2.17,0.4243,0.5817,0.6799,1.025,1.738,0.4282,0.7247
3115,2016,0.7739,1.114,2.068,0.3714,0.674,0.6916,1.033,1.841,0.3838,0.8108
3115,2017,0.7772,1.206,2.074,0.5008,0.6218,0.7249,1.084,1.908,0.5047,0.7433
3115,2018,0.7689,1.186,1.968,0.5255,0.7519,0.7347,1.109,1.977,0.4669,0.7415
3115,2019,0.7415,1.303,1.941,0.6377,0.3314,0.7282,1.136,1.94,0.5295,0.6335
3115,2020,0.7383,1.167,1.929,0.5651,0.6176,0.764,1.157,1.947,0.6038,0.6491
3116,1987,0.7985,1.04,2.01,0.7653,0.951,0.7017,0.9926,1.809,0.7212,1.042
3116,1988,0.7804,0.9893,1.91,1.141,0.8495,0.713,1.044,1.78,0.898,0.9203
3116,1989,0.6876,1.004,1.769,0.8625,0.6865,0.6636,0.942,1.722,0.8145,0.68
3116,1990,0.7064,0.9556,1.665,1.104,0.778,0.6675,0.9822,1.669,0.8816,0.7256
3116,1991,0.6911,1.012,1.642,0.9472,0.7178,0.6437,0.9494,1.611,0.653,0.8024
3116,1992,0.6966,0.9406,1.787,0.9068,0.567,0.6256,0.8929,1.606,0.5564,0.5537
3116,1993,0.6735,0.9859,1.689,0.7261,0.6214,0.6451,0.943,1.598,0.6977,0.7358
3116,1994,0.704,1.016,1.875,0.6865,0.4783,0.6446,0.9906,1.619,0.572,0.8564
3116,1995,0.7397,0.9517,2.019,0.6804,0.5461,0.6208,0.8978,1.611,0.5654,0.8429
3116,1996,0.7643,1.009,1.957,0.7366,1.038,0.6237,0.9281,1.485,0.6558,0.9067
3116,1997,0.7129,0.8523,1.893,0.6353,0.6156,0.6306,0.893,1.497,0.7169,0.9841
3116,1998,0.7121,0.8801,1.911,0.8203,0.7478,0.6174,0.896,1.53,0.5495,0.9275
3116,1999,0.7477,1.018,1.858,0.7861,0.4626,0.6054,0.8912,1.47,0.4947,0.9756
3116,2000,0.7497,1.076,1.975,0.6092,0.6389,0.6027,0.8955,1.433,0.686,0.8198
3116,2001,0.663,0.9923,1.618,0.8915,0.6827,0.5715,0.8915,1.414,0.6273,0.5646
3116,2002,0.7461,0.9724,1.82,1.018,0.7657,0.576,0.8326,1.447,0.6697,0.5969
3116,2003,0.6191,0.7356,1.499,0.878,0.705,0.5718,0.7836,1.395,0.6797,0.656
3116,2004,0.5372,0.6122,1.368,0.9323,0.395,0.5321,0.7763,1.39,0.5939,0.4056
3116,2005,0.6136,0.6914,1.378,1.129,0.8675,0.555,0.8105,1.345,0.5745,0.5752
3116,2006,0.6707,0.674,1.69,0.864,1.017,0.587,0.7746,1.363,0.5854,1.073
3116,2007,0.6769,0.7877,1.796,0.7361,0.6937,0.5771,0.7197,1.331,0.6902,1.023
3116,2008,0.6579,0.731,1.458,0.9814,1.034,0.5537,0.6245,1.329,0.6597,1.069
3116,2009,0.702,0.8137,1.555,0.9722,1.052,0.5607,0.7626,1.318,0.6048,1.047
3116,2010,0.6828,0.83,1.758,0.7704,0.7719,0.4993,0.7574,1.204,0.5039,0.6019
3116,2011,0.7004,0.8276,1.926,0.6553,0.7008,0.5062,0.7079,1.187,0.5682,0.921
3116,2012,0.7273,0.8597,1.826,0.7547,0.6667,0.5271,0.6563,1.207,0.5096,1.113
3116,2013,0.7421,0.8612,1.923,0.6338,0.7398,0.5452,0.6372,1.313,0.6476,0.9532
3116,2014,0.7061,0.912,1.923,0.7268,0.4904,0.5212,0.6072,1.282,0.4863,0.7358
3116,2015,0.8383,0.9084,2.229,1.105,0.5072,0.5672,0.7038,1.427,0.4786,0.8605
3116,2016,0.7973,0.7874,2.026,1.113,0.736,0.5595,0.7195,1.403,0.5039,0.9489
3116,2017,0.7236,0.9088,2.005,0.8283,0.5117,0.5211,0.6954,1.316,0.4903,0.9009
3116,2018,0.8511,1.12,2.304,0.9514,0.506,0.5798,0.6822,1.4,0.6364,1.058
3116,2019,0.6625,0.8216,1.606,0.9017,0.6448,0.5243,0.6805,1.334,0.5016,0.5132
3116,2020,0.6873,0.7178,1.781,0.8067,0.532,0.4908,0.6977,1.262,0.545,0.4159
3117,1987,0.7363,1.081,1.761,0.6579,0.8765,0.6509,0.8474,1.616,0.6108,1.117
3117,1988,0.8204,1.008,2.174,0.8059,0.491,0.6603,0.8656,1.573,0.8059,1.048
3117,1989,0.6592,0.7787,1.741,0.5991,0.5464,0.6209,0.7836,1.576,0.6906,0.6768
3117,1990,0.6816,0.8967,1.931,0.4648,0.4103,0.68,1.031,1.783,0.6896,0.3166
3117,1991,0.8051,1.186,2.257,0.2723,0.4259,0.6072,0.6751,1.609,0.5866,0.8137
3117,1992,0.7895,1.183,2.162,0.9136,0.2589,0.6362,0.7279,1.648,0.9276,0.7349
3117,1993,0.7369,0.9554,1.821,0.8111,1.2,0.665,0.7792,1.683,0.6431,1.273
3117,1994,0.492,0.6256,1.203,0.425,0.7152,0.5619,0.6749,1.297,0.5467,0.6716
3117,1995,0.5616,0.6656,1.437,0.4787,0.6481,0.5627,0.6651,1.402,0.5041,0.6371
3117,1996,0.7917,1.171,1.925,0.9024,0.805,0.6768,0.877,1.801,0.5859,0.6497
3117,1997,0.6758,0.9073,1.848,0.655,0.4728,0.7082,0.9525,1.852,0.6081,0.7256
3117,1998,0.6443,0.889,1.613,0.7958,0.7299,0.6402,0.8841,1.76,0.7299,0.546
3117,1999,0.6135,0.8849,1.583,0.6272,0.5971,0.5952,0.8671,1.522,0.5439,0.6103
3117,2000,1.056,1.058,2.592,0.5726,1.44,0.903,0.9026,2.172,0.3853,1.437
3117,2001,0.6819,1.046,1.688,0.587,0.8371,0.6517,0.8095,1.638,0.5276,0.983
3117,2002,0.7002,1.02,1.784,1.017,0.4287,0.5959,0.797,1.468,1.01,0.6084
3117,2003,0.6336,0.8964,1.525,0.644,0.6724,0.5768,0.6377,1.355,0.798,1.39
3117,2004,0.4997,0.4565,1.191,0.8951,0.5316,0.545,0.7337,1.29,0.8632,0.5041
3117,2005,0.5776,0.5945,1.616,0.2725,0.532,0.5375,0.695,1.391,0.7241,0.3105
3117,2006,0.5561,0.6612,1.309,0.7227,0.4414,0.5296,0.7103,1.32,0.9664,0.3036
3117,2007,0.7025,1.125,1.82,0.6048,0.3409,0.5937,0.9977,1.508,0.5931,0.3612
3117,2008,0.6615,0.7954,1.769,0.676,0.6506,0.5253,0.6231,1.344,0.3985,0.6776
3117,2009,0.6062,0.6208,1.671,0.8622,0.5312,0.5666,0.7084,1.618,0.4531,0.5168
3117,2010,0.7877,0.9592,2.52,S,0.3622,0.5692,0.7079,1.472,0.778,0.5185
3117,2011,0.6531,0.706,1.632,0.9254,0.4581,0.5964,0.7451,1.511,0.6639,0.4667
3117,2012,0.7646,1.018,1.798,0.9438,1.157,0.6434,0.918,1.533,0.766,1.423
3117,2013,0.7586,0.9558,1.745,1.181,1.487,0.67,0.772,1.684,0.648,1.429
3117,2014,0.7286,0.7743,1.784,1.072,1.223,0.6221,0.7337,1.617,0.8875,0.7397
3117,2015,0.6126,0.8077,1.375,0.859,0.9309,0.5523,0.765,1.396,0.4365,0.4759
3117,2016,0.7446,1.119,2.003,0.5762,0.9307,0.6295,0.8109,1.593,0.5529,0.661
3117,2017,0.7404,0.9875,1.972,0.9992,0.3961,0.6065,0.8552,1.538,0.3695,0.5789
3117,2018,0.7206,0.9512,1.821,0.8431,0.8206,0.7861,1.021,2.086,0.5013,0.5499
3117,2019,0.5398,0.5541,1.172,0.8511,0.5109,0.5437,0.6133,1.398,0.7188,0.4088
3117,2020,0.6515,0.8277,1.798,0.3798,0.5258,0.612,0.834,1.694,0.4844,0.4199
3118,1987,0.721,1.032,1.81,0.693,0.4233,0.5435,0.7042,1.435,0.4231,0.6483
3118,1988,0.61,0.9025,1.674,0.5499,0.3502,0.5207,0.6795,1.365,0.5155,0.5234
3118,1989,0.5623,0.8206,1.456,0.592,0.3388,0.5148,0.6502,1.366,0.5452,0.4227
3118,1990,0.558,0.8169,1.486,0.5477,0.3698,0.5357,0.6845,1.449,0.5981,0.3679
3118,1991,0.5954,0.8599,1.568,0.6191,0.324,0.5626,0.7592,1.417,0.7027,0.4268
3118,1992,0.6288,0.9651,1.607,0.6838,0.4241,0.5853,0.7709,1.511,0.676,0.4312
3118,1993,0.5944,0.8084,1.435,0.711,0.5429,0.5801,0.7111,1.428,0.7332,0.5898
3118,1994,0.5885,0.854,1.54,0.6632,0.4631,0.553,0.6861,1.429,0.7273,0.5508
3118,1995,0.6128,0.8281,1.628,0.5909,0.4462,0.5939,0.7276,1.478,0.8627,0.5523
3118,1996,0.757,1.077,2.074,0.4684,0.4428,0.6471,0.754,1.671,0.7736,0.8993
3118,1997,0.6581,0.9666,1.742,0.7263,0.4335,0.6162,0.7795,1.604,0.7911,0.4919
3118,1998,0.7631,1.035,2.043,0.7724,0.3956,0.7255,0.9007,1.937,0.8039,0.7026
3118,1999,0.6965,0.925,1.712,1.084,0.4618,0.7174,0.8353,1.966,0.6874,0.7459
3118,2000,0.7515,0.9856,1.961,1.16,0.3721,0.7437,0.9634,1.955,0.7334,0.7766
3118,2001,0.6888,0.9427,1.652,1.151,0.39,0.7475,0.9252,1.964,0.8314,0.693
3118,2002,0.7173,0.9357,1.694,1.267,0.4783,0.747,0.8622,2.034,0.7322,0.5562
3118,2003,0.6613,0.8977,1.773,0.7308,0.3739,0.7282,0.8228,1.923,0.9395,0.5202
3118,2004,0.6511,0.8136,1.57,0.9827,0.5493,0.8237,1.182,2.134,0.8333,0.5952
3118,2005,0.6652,0.7597,1.679,1.096,0.5178,0.8554,1.147,2.274,0.9197,0.5588
3118,2006,0.7028,0.8657,1.821,1.011,0.4422,0.7873,1.087,2.085,0.8431,0.5678
3118,2007,0.7556,0.9938,1.771,1.299,0.4618,0.819,1.117,2.204,0.6847,0.7293
3118,2008,0.7145,0.977,1.661,1.163,0.4564,0.8357,1.055,2.254,0.8342,0.604
3118,2009,0.7072,0.9751,1.681,1.286,0.2702,0.8592,1.206,2.421,0.696,0.4379
3118,2010,0.745,0.9761,1.81,1.369,0.2682,0.8707,1.23,2.4,0.8053,0.39
3118,2011,0.7336,0.9966,1.819,1.165,0.2699,0.8271,1.128,2.246,0.7959,0.4797
3118,2012,0.7447,1.084,1.817,1.279,0.185,0.851,1.15,2.338,0.7633,0.4257
3118,2013,0.7795,1.075,1.99,1.114,0.3592,0.8304,1.047,2.241,0.8455,0.5593
3118,2014,0.7124,0.9788,1.782,1.167,0.4248,0.8286,1.105,2.284,0.7397,0.3983
3118,2015,0.7555,0.9957,1.892,1.304,0.3809,0.8556,1.15,2.337,0.8745,0.5629
3118,2016,0.8148,1.223,1.927,1.121,0.3452,0.852,1.197,2.313,0.9153,0.4167
