naics4,year,sd,d7525,d9010,d9990,d1001,sd*,d7525*,d9010*,d9990*,d1001*
3273,2008,0.7704,0.8323,1.918,1.199,0.7006,0.6122,0.7249,1.475,0.9838,0.7105
3273,2009,0.8046,0.9238,2.01,1.174,0.8948,0.6377,0.7633,1.587,0.9191,0.7497
3273,2010,0.7706,0.8942,1.887,1.269,0.6945,0.5867,0.721,1.422,0.9543,0.6171
3273,2011,0.7421,0.7608,1.823,1.123,0.8132,0.5772,0.6649,1.425,0.8437,0.6466
3273,2012,0.752,0.8277,1.783,1.273,0.7802,0.5998,0.703,1.455,0.9941,0.6171
3273,2013,0.724,0.8455,1.828,1.037,0.7021,0.6073,0.7452,1.475,0.9647,0.6295
3273,2014,0.8063,0.8119,2.141,0.9074,0.7234,0.6009,0.6679,1.411,1.251,0.6054
3273,2015,0.8451,0.8841,2.248,1.017,0.7349,0.6144,0.7321,1.491,1.16,0.5428
3273,2016,0.891,0.9361,2.422,0.9689,0.6039,0.6141,0.7161,1.443,1.189,0.596
3273,2017,0.7763,0.8578,2.05,0.9429,0.6209,0.5988,0.7446,1.452,0.984,0.5954
3273,2018,0.7837,0.9029,1.989,1.079,0.6695,0.605,0.7509,1.522,0.8604,0.4893
3273,2019,0.7297,0.7662,1.794,1.151,0.6752,0.5874,0.6766,1.446,0.9236,0.6346
3273,2020,0.7721,0.8638,2.012,0.9033,0.7207,0.5974,0.6881,1.479,1.019,0.5607
3274,1987,0.5926,1.114,1.639,0.3669,0.1249,0.4737,0.6603,1.351,0.2241,0.3889
3274,1988,0.5684,0.8247,1.627,0.2206,S,0.3983,0.6308,1.099,0.1713,0.2507
3274,1989,0.3937,0.6685,1.013,0.189,0.2908,0.3858,0.5989,1.079,0.2039,0.2687
3274,1990,0.5655,0.7556,1.711,0.3101,0.1269,0.4496,0.6558,1.14,0.4119,0.3211
3274,1991,0.6257,0.9941,1.484,0.3745,0.4771,0.4911,0.7098,1.223,0.2751,0.7454
3274,1992,0.5711,0.688,1.477,0.3408,0.6313,0.4807,0.6561,1.145,0.2802,0.7917
3274,1993,0.4928,0.7142,1.298,0.3384,0.4728,0.4737,0.5392,1.244,0.3818,0.4936
3274,1994,0.5881,0.83,1.582,0.212,0.3783,0.4468,0.6326,1.16,0.258,0.5848
3274,1995,0.6614,0.8739,1.855,0.3357,0.3083,0.5374,0.7541,1.179,0.2841,0.9601
3274,1996,0.7332,1.08,2,0.4816,0.4162,0.6095,0.7937,1.469,0.3635,0.9353
3274,1997,0.7325,1.011,1.951,0.2432,0.4533,0.5038,0.641,1.165,0.2787,1.081
3274,1998,0.6692,0.8804,1.939,0.2652,0.14,0.4958,0.5817,1.292,0.3462,0.706
3274,1999,0.7025,1.318,1.878,0.2952,0.285,0.5718,0.8816,1.51,0.1924,0.658
3274,2000,0.7057,0.8047,2.106,0.3896,S,0.531,0.6781,1.135,0.3214,0.9543
3274,2001,0.4937,0.6361,1.172,0.215,0.9412,0.5241,0.6938,1.318,0.2133,0.9027
3274,2002,0.5418,0.6129,1.347,0.3961,0.8321,0.5102,0.7247,1.283,0.3831,0.7804
3274,2003,0.5968,0.5651,1.877,0.3527,0.314,0.5069,0.7177,1.248,0.3761,0.6966
3274,2004,0.4796,0.7678,1.238,0.4437,0.1745,0.4382,0.6108,1.262,0.2753,0.1408
3274,2005,0.5374,0.5938,1.239,0.3565,0.8566,0.4966,0.6435,1.33,0.2555,0.5176
3274,2006,0.6057,0.6275,1.459,0.5173,0.7145,0.5622,0.8599,1.465,0.4116,0.5803
3274,2007,0.5067,0.5307,1.504,0.3399,0.4151,0.5018,0.7218,1.194,0.325,0.7257
3274,2008,0.5438,0.5921,1.367,0.3637,0.8213,0.4597,0.6288,1.082,0.2929,0.5956
3274,2009,0.5401,0.745,1.479,0.3351,0.3334,0.4668,0.6618,1.167,0.2972,0.6945
3274,2010,0.653,0.8689,1.989,0.4488,0.1975,0.5225,0.7482,1.323,0.3004,0.5725
3274,2011,0.5178,0.7508,1.414,0.5578,0.3391,0.4973,0.6585,1.341,0.4294,0.4163
3274,2012,0.6938,1.086,1.903,0.1585,0.4972,0.5295,0.7941,1.309,0.2803,0.7501
3274,2013,0.6105,0.834,1.499,0.8045,0.6797,0.5199,0.6905,1.253,0.4538,0.8357
3274,2014,0.6703,0.8062,1.607,0.8792,0.5213,0.5393,0.7412,1.303,0.7688,0.8629
3274,2015,0.5695,0.7599,1.557,0.4739,0.5059,0.5436,0.7421,1.399,0.349,0.7418
3274,2016,0.5569,0.5771,1.319,0.7356,0.7846,0.531,0.7204,1.357,0.2692,0.6275
3274,2017,0.6676,0.86,1.679,0.9289,0.8281,0.5601,0.7433,1.399,0.7948,0.5193
3274,2018,0.5182,0.5678,1.344,0.7855,0.6339,0.4797,0.6459,1.251,0.3916,0.5894
3274,2019,0.7147,0.8953,1.934,1.015,0.451,0.5285,0.7257,1.406,0.2431,0.5777
3274,2020,0.7569,0.9172,2.033,0.8616,0.2725,0.496,0.6498,1.27,0.5007,0.4868
3279,1987,0.594,0.8523,1.547,0.5293,0.4646,0.5308,0.6812,1.389,0.64,0.5179
3279,1988,0.6145,0.7596,1.636,0.6419,0.5419,0.5371,0.6671,1.507,0.4375,0.6007
3279,1989,0.7006,1.031,1.769,0.6484,0.5123,0.5489,0.7213,1.345,0.5214,0.9284
3279,1990,0.6605,0.8967,1.744,0.6588,0.5255,0.5676,0.7051,1.47,0.5691,0.8657
3279,1991,0.7045,0.9496,1.827,0.637,0.6252,0.5934,0.9102,1.515,0.5373,0.7681
3279,1992,0.6679,0.9489,1.709,0.8222,0.6399,0.5984,0.7496,1.601,0.6567,0.6088
3279,1993,0.611,0.8661,1.646,0.6893,0.4207,0.5532,0.745,1.464,0.5749,0.6572
3279,1994,0.5475,0.7527,1.467,0.6298,0.3142,0.5238,0.7011,1.402,0.5087,0.5379
3279,1995,0.5838,0.8018,1.462,0.8295,0.5329,0.5648,0.7712,1.517,0.5041,0.5355
3279,1996,0.616,0.9198,1.592,0.6252,0.4236,0.5649,0.827,1.391,0.6639,0.7077
3279,1997,0.5956,0.8691,1.479,0.7434,0.3597,0.5566,0.7804,1.453,0.683,0.1921
3279,1998,0.6812,0.854,1.681,0.8217,0.6244,0.5854,0.701,1.458,0.7126,0.5581
3279,1999,0.6601,0.8808,1.745,0.6959,0.4668,0.6408,0.9175,1.637,0.653,0.515
3279,2000,0.6271,0.8675,1.61,0.8556,0.4076,0.6247,0.7738,1.611,0.7674,0.495
3279,2001,0.6336,0.8502,1.544,0.9211,0.5044,0.6166,0.8463,1.487,0.8571,0.6815
3279,2002,0.6658,0.9281,1.688,0.7664,0.6462,0.6431,0.9028,1.671,0.6425,0.6297
3279,2003,0.6705,0.8192,1.661,0.9469,0.847,0.6272,0.8773,1.608,0.8476,0.7559
3279,2004,0.6108,0.7786,1.636,0.7989,0.3898,0.6467,1.025,1.63,0.9298,0.4821
3279,2005,0.6903,0.9731,1.788,0.6406,0.3933,0.671,1.023,1.681,0.9205,0.4187
3279,2006,0.7065,0.9831,1.827,0.9156,0.3509,0.6586,1.008,1.693,0.8393,0.3792
3279,2007,0.7342,1.059,1.912,0.647,0.6973,0.6618,1.008,1.636,0.8055,0.6112
3279,2008,0.724,0.9995,1.85,0.9375,0.49,0.6911,0.9316,1.665,0.9677,0.6454
3279,2009,0.6206,0.6876,1.529,1.093,0.3247,0.6396,0.8254,1.618,0.989,0.385
3279,2010,0.6453,0.7183,1.544,1.236,0.4256,0.6866,0.9088,1.706,1.134,0.5347
3279,2011,0.66,0.7114,1.672,1.209,0.4865,0.6637,0.8267,1.645,1.054,0.6715
3279,2012,0.6124,0.6869,1.54,1.26,0.3547,0.6263,0.7762,1.538,1.124,0.4701
3279,2013,0.641,0.7192,1.602,0.9732,0.6149,0.6347,0.7818,1.554,1.04,0.5531
3279,2014,0.6475,0.7903,1.606,0.8851,0.4452,0.6269,0.8229,1.548,1.086,0.5032
3279,2015,0.6871,0.8168,1.698,0.8764,0.6466,0.602,0.8223,1.465,0.9319,0.6428
3279,2016,0.6488,0.7468,1.578,0.7334,0.7591,0.6142,0.7542,1.53,0.9181,0.6361
3279,2017,0.6449,0.8488,1.637,0.6939,0.606,0.6374,0.8982,1.55,0.6574,0.6894
3279,2018,0.6032,0.7652,1.512,0.8208,0.4264,0.6126,0.8311,1.516,0.8436,0.4593
3279,2019,0.5605,0.6226,1.401,0.8265,0.4604,0.5533,0.7706,1.4,0.5655,0.5195
3279,2020,0.631,0.8145,1.557,0.8256,0.7458,0.6004,0.8855,1.536,0.5715,0.6198
3311,1987,0.6334,0.9836,1.763,0.4814,S,0.3411,0.5066,0.7689,0.5355,0.5787
3311,1988,0.5097,0.8013,1.395,0.4706,0.2597,0.4206,0.568,1.218,0.5919,S
3311,1989,0.6115,0.9007,1.66,0.5735,0.227,0.3738,0.5045,0.7549,0.5947,0.5584
3311,1990,0.6432,0.7838,1.927,0.5678,0.02309,0.3945,0.5083,0.9208,0.5463,0.5038
3311,1991,0.8104,1.159,2.284,0.3886,0.2817,0.4176,0.5318,1.008,0.5709,0.5389
3311,1992,0.5937,0.8177,1.852,0.09376,0.231,0.3748,0.4122,0.8909,0.6654,0.2809
3311,1993,0.5558,0.8508,1.506,0.5438,0.2673,0.3592,0.4035,0.7992,0.572,0.4999
3311,1994,0.6255,0.6519,1.768,0.4914,0.5326,0.3715,0.4471,0.8927,0.5565,0.3557
3311,1995,0.6491,0.9849,1.663,0.5209,0.6119,0.3762,0.387,0.9031,0.5608,0.6124
3311,1996,0.8129,1.274,2.036,0.8081,0.3455,0.4056,0.3649,0.886,0.7021,0.9489
3311,1997,0.5244,0.6802,1.373,0.4747,0.5059,0.4018,0.371,1.093,0.509,0.4057
3311,1998,0.6292,0.5453,1.561,0.6198,0.8222,0.4032,0.2862,1.161,0.4734,0.3447
3311,1999,0.8182,1.405,2.122,0.39,0.4884,0.4497,0.3845,1.163,0.4314,0.8489
3311,2000,0.7943,1.229,2.087,0.6417,0.9246,0.4774,0.3887,1.104,0.5776,1.028
3311,2001,0.7751,1.263,1.996,0.4658,0.4715,0.5056,0.4885,1.329,0.4943,0.8487
3311,2002,0.7627,1.062,2.316,0.7429,0.02504,0.4805,0.3978,1.186,0.5881,0.7146
3311,2003,0.668,1.021,1.806,0.7752,0.2396,0.4568,0.4832,1.032,0.4546,1.129
3311,2004,0.5987,0.7805,1.365,0.6276,0.9313,0.5463,0.7176,1.192,0.6518,0.9647
3311,2005,0.6876,0.75,1.938,0.1713,0.8034,0.5502,0.5466,1.235,0.5491,1.132
3311,2006,0.6044,0.5374,1.77,0.2757,0.6799,0.5352,0.5608,1.39,0.2578,0.9336
3311,2007,0.6867,0.8232,1.928,0.4292,0.7647,0.5417,0.6861,1.416,0.3245,0.8637
3311,2008,0.8598,1.176,2.148,0.4931,1.067,0.6839,0.84,1.679,0.4745,0.9803
3311,2009,0.7479,1.027,2.062,0.7523,0.4779,0.5717,0.7309,1.507,0.4334,0.4747
3311,2010,0.8159,1.121,2.003,0.6818,1.329,0.5469,0.6298,1.363,0.4206,1.108
3311,2011,0.8654,1.114,2.449,0.5432,0.6399,0.5874,0.6855,1.367,0.4208,1.355
3311,2012,0.8515,1.358,2.293,0.53,0.648,0.5504,0.6607,1.291,0.5314,1.053
3311,2013,0.9485,1.697,2.509,0.4975,0.3577,0.6937,0.6917,1.465,0.4319,2.254
3311,2014,0.7798,0.8624,2.205,0.4783,0.8259,0.5471,0.7033,1.28,0.5366,1.008
3311,2015,0.7049,0.7863,1.884,0.6117,0.5547,0.5469,0.79,1.316,0.4238,0.7136
3311,2016,0.7139,0.9617,2.095,0.366,0.6631,0.5245,0.6528,1.38,0.4817,0.7593
3311,2017,0.7714,1.053,2.133,0.6263,0.4267,0.5939,0.7585,1.372,0.6137,1.593
3311,2018,0.7977,1.072,2.155,0.4617,0.8101,0.5551,0.6822,1.298,0.4451,0.9558
3311,2019,0.8888,1.594,2.182,0.8365,0.8798,0.58,0.6409,1.351,0.5858,1.58
3311,2020,1.035,1.863,3.012,0.7026,S,0.6485,0.7977,1.556,0.5588,1.287
3312,1987,0.6342,0.8938,1.596,0.6081,0.6505,0.6252,0.8669,1.663,0.601,0.543
3312,1988,0.6024,0.7256,1.643,0.4647,0.5685,0.6266,0.846,1.771,0.4081,0.4966
3312,1989,0.6091,0.8685,1.619,0.6244,0.3958,0.6402,0.8783,1.677,0.6481,0.6528
3312,1990,0.5901,0.6614,1.594,0.7988,0.4194,0.6177,0.8121,1.635,0.581,0.5964
3312,1991,0.5761,0.6179,1.69,0.6891,0.4675,0.5947,0.8208,1.557,0.5085,0.5418
3312,1992,0.6563,0.9612,1.818,0.5444,0.2884,0.6075,0.9215,1.488,0.5,0.7975
3312,1993,0.6331,1.015,1.535,0.6866,0.6361,0.6041,0.9428,1.527,0.5297,0.4355
3312,1994,0.6546,0.8569,1.893,0.3792,0.3504,0.6252,0.8961,1.736,0.3746,0.5685
3312,1995,0.6409,0.9496,1.696,0.3998,0.564,0.6374,0.8709,1.772,0.3745,0.4867
3312,1996,0.693,0.9414,1.967,0.2677,0.4272,0.6762,0.8957,1.778,0.3658,0.7055
3312,1997,0.6931,0.9209,1.89,0.5155,0.4848,0.6116,0.9843,1.562,0.5929,0.5746
3312,1998,0.6776,0.9745,1.961,0.3627,0.2483,0.6119,0.928,1.588,0.4581,0.456
3312,1999,0.7369,0.9381,1.743,0.4793,1.218,0.6376,0.8875,1.603,0.6544,0.8173
3312,2000,0.6792,1.027,1.908,0.1826,0.6988,0.6079,0.8767,1.549,0.6208,0.6571
3312,2001,0.6759,0.7637,1.89,0.4054,0.4294,0.5859,0.7495,1.587,0.4341,0.6663
3312,2002,0.6131,0.9,1.622,0.623,0.2758,0.6323,0.8552,1.676,0.5366,0.411
3312,2003,0.6227,0.8965,1.8,0.4913,0.1534,0.6074,0.8578,1.512,0.4702,0.6155
3312,2004,0.5892,0.8117,1.642,0.4471,0.364,0.599,0.791,1.578,0.3805,0.6482
3312,2005,0.7187,0.887,2.238,0.4577,0.126,0.6397,0.8553,1.712,0.3409,0.6813
3312,2006,0.6225,0.8025,1.514,0.5147,0.829,0.6775,0.8494,1.864,0.3779,0.6974
3312,2007,0.7504,0.9879,2.149,0.4601,0.3549,0.6646,0.8771,1.674,0.4509,0.8131
3312,2008,0.7204,1.019,1.886,0.492,0.6017,0.7572,1.039,1.992,0.4477,0.9153
3312,2009,0.6934,1,1.822,0.5881,0.5758,0.6603,0.8829,1.778,0.552,0.7823
3312,2010,0.6851,0.9696,1.794,0.418,0.8767,0.685,0.9281,1.788,0.4761,0.6927
3312,2011,0.7922,1.289,1.966,0.6014,0.831,0.7049,1.037,1.835,0.5701,0.9281
3312,2012,0.8087,1.17,2.129,0.4742,0.7685,0.667,0.8938,1.708,0.5099,0.8645
3312,2013,0.7929,1.115,2.187,0.6315,0.5723,0.731,1.021,1.887,0.4292,0.7006
3312,2014,0.6477,0.9274,1.711,0.4507,0.7243,0.6099,0.8468,1.493,0.7636,0.7055
3312,2015,0.8743,0.9002,1.908,0.6197,1.586,0.637,0.7531,1.594,0.5319,0.7685
3312,2016,0.8033,1.067,2.109,0.8361,0.6531,0.6525,0.7878,1.768,0.5813,0.6036
3312,2017,0.7786,1.18,2.23,0.6139,0.3101,0.6771,0.8078,1.899,0.6018,0.574
3312,2018,0.7962,1.107,2.162,0.5945,0.7053,0.6859,0.8662,1.822,0.5991,0.7008
3312,2019,0.7405,0.984,1.904,0.5228,0.7969,0.6477,0.7895,1.769,0.5217,0.6212
3312,2020,0.7552,0.9535,2.053,0.5418,0.5152,0.6901,0.8623,1.859,0.6785,0.5377
3313,1987,0.6881,0.8323,1.905,0.6184,0.3499,0.6379,0.8338,1.646,0.6715,0.7568
3313,1988,0.75,0.837,2.004,0.9447,0.4847,0.6626,1.009,1.731,0.5941,0.4742
3313,1989,0.6732,0.8126,1.802,0.7765,0.6166,0.6554,0.9207,1.667,0.7432,0.6182
3313,1990,0.6565,0.8379,1.772,0.782,0.3871,0.6581,0.8913,1.763,0.6886,0.4516
3313,1991,0.7044,1.008,1.927,0.6201,0.4261,0.6542,0.8771,1.614,0.9411,0.6897
3313,1992,0.6023,0.8451,1.404,0.7969,0.7924,0.6214,0.8593,1.581,0.8818,0.6632
3313,1993,0.6282,0.9096,1.548,0.6743,0.7874,0.5956,0.8004,1.42,0.8961,0.5574
3313,1994,0.6821,1.005,1.802,0.7468,0.4766,0.653,0.8703,1.728,0.7287,0.5731
3313,1995,0.7517,1.224,1.955,0.6425,0.3273,0.6641,0.9219,1.778,0.6629,0.6299
3313,1996,0.8108,1.138,2.302,0.3415,0.4799,0.6662,0.9064,1.653,0.6305,0.6583
3313,1997,0.7869,1.312,2.12,0.3924,0.4834,0.6746,0.9583,1.772,0.5319,0.6052
3313,1998,0.7318,1.083,1.897,0.6884,0.4368,0.6461,0.8967,1.601,0.5901,0.5713
3313,1999,0.716,1.053,1.934,0.4847,0.3486,0.6403,0.9659,1.686,0.5722,0.4414
3313,2000,0.7053,1.179,1.828,0.5811,0.4146,0.6426,0.9086,1.671,0.7229,0.4695
3313,2001,0.7437,1.104,2.061,0.5866,0.2859,0.6499,0.9342,1.779,0.4807,0.5006
3313,2002,0.7265,0.9281,1.925,0.7516,0.5698,0.6316,0.9216,1.608,0.6231,0.517
3313,2003,0.6487,0.8057,1.596,0.8456,0.5586,0.6848,1.08,1.678,0.6431,0.6874
3313,2004,0.7031,1.04,1.78,0.6141,0.4805,0.7447,1.151,1.846,0.5377,0.6382
3313,2005,0.7583,1.133,1.926,0.5872,0.6563,0.7572,1.146,1.944,0.6253,0.574
3313,2006,0.7504,0.92,2.16,0.6388,0.6764,0.7395,1.17,1.908,0.654,0.4597
3313,2007,0.8069,1.087,2.155,0.6867,0.7354,0.7869,1.139,1.942,0.5467,1.094
3313,2008,0.8576,1.201,2.325,0.864,0.3111,0.7008,1.043,1.693,0.7796,0.7944
3313,2009,0.773,1.108,1.95,0.9208,0.6539,0.7348,1.064,1.917,0.9123,0.6538
3313,2010,0.8364,1.33,2.157,0.7914,0.5907,0.7599,1.198,2.068,0.7128,0.6665
3313,2011,0.8315,1.198,2.146,0.712,0.5139,0.7596,1.113,2.01,0.834,0.4596
3313,2012,0.8438,1.067,2.301,0.6336,0.787,0.7392,1.028,1.845,0.9135,0.5093
3313,2013,0.8169,1.1,2.18,0.7677,0.5666,0.7354,1.07,1.79,0.7857,0.5846
3313,2014,0.8358,1.154,2.338,0.6248,0.1888,0.7557,1.111,2.089,0.6719,0.4252
3313,2015,0.7509,1.076,1.957,0.7145,0.4495,0.7023,1.004,1.893,0.8088,0.4028
3313,2016,0.8718,1.163,2.5,0.6049,0.1641,0.7366,0.946,1.978,0.7948,0.4274
3313,2017,0.7728,1.024,2.061,0.7767,0.5092,0.6975,0.9772,1.8,0.9284,0.4489
3313,2018,0.8086,1.178,2.116,1.063,0.3127,0.7244,1.036,1.872,1.001,0.3779
3313,2019,0.6898,0.8264,1.749,1.013,0.4933,0.6797,1.002,1.686,0.9207,0.4817
3313,2020,0.8337,1.101,2.269,0.548,0.5864,0.6936,0.9383,1.695,0.8789,0.4189
3314,1987,0.6589,0.862,1.884,0.7224,0.3894,0.6607,0.7252,1.746,0.8102,0.5435
3314,1988,0.7855,1.133,1.971,0.718,0.6973,0.6686,0.7427,1.643,0.9597,0.6125
3314,1989,0.756,0.9501,1.876,0.7656,0.671,0.6895,0.8527,1.799,0.7484,0.709
3314,1990,0.6905,0.9422,1.904,0.7879,0.424,0.6499,0.7916,1.696,0.8503,0.6044
3314,1991,0.7763,1.193,1.992,0.8639,0.6182,0.6733,0.7026,1.888,0.7453,0.3365
3314,1992,0.7065,0.917,1.773,0.9392,0.6191,0.6782,0.7723,1.753,0.9736,0.6486
3314,1993,0.721,1.005,1.882,0.9668,0.5166,0.6734,0.7774,1.772,1.014,0.3021
3314,1994,0.7131,0.918,1.914,0.7297,0.4544,0.7184,0.8013,1.854,1.157,0.2796
3314,1995,0.695,0.8941,1.94,0.6636,0.4507,0.656,0.7064,1.758,1.061,0.4314
3314,1996,0.8193,1.081,2.022,0.8773,0.8626,0.649,0.7353,1.571,1.091,0.6732
3314,1997,0.7007,0.9751,1.754,1.084,0.6589,0.6337,0.7321,1.529,1.266,0.4109
3314,1998,0.8405,1.215,2.025,0.9808,0.5474,0.666,0.8492,1.578,1.09,0.7404
3314,1999,0.7883,1.022,2.027,1.34,0.4139,0.659,0.6643,1.518,1.23,0.8625
3314,2000,0.7885,1.015,1.885,1.319,0.5268,0.6144,0.6417,1.379,1.184,0.7199
3314,2001,0.7632,0.8855,2.008,1.14,0.6573,0.6597,0.6958,1.453,1.239,0.7123
3314,2002,0.7529,1.068,1.866,1.267,0.3182,0.6156,0.6345,1.347,1.559,0.4596
3314,2003,0.6841,0.6121,1.79,1.228,0.3488,0.6456,0.6482,1.609,1.319,0.4393
3314,2004,0.8937,1.188,2.284,1.031,0.3949,0.7456,0.862,1.698,1.666,0.5221
3314,2005,0.8443,1.173,2.072,1.39,0.367,0.742,0.8276,1.812,1.542,0.4751
3314,2006,0.9402,1.195,2.409,1.178,0.2216,0.7881,0.9303,2.022,1.02,0.417
3314,2007,1.082,1.371,3.082,1.027,0.5882,0.8455,1.004,2.2,1.198,0.7599
3314,2008,0.9586,1.08,2.398,1.411,0.846,0.7797,0.7964,1.843,1.416,1.012
3314,2009,0.961,1.035,2.543,1.346,0.5783,0.7941,0.8963,1.735,1.673,0.7302
3314,2010,1.018,1.382,2.7,1.222,0.4283,0.8319,1.001,1.942,1.812,0.5995
3314,2011,1.106,1.387,3.229,1.118,0.4442,0.8328,0.9904,1.747,1.719,1.132
3314,2012,1.004,1.259,2.594,0.985,0.9654,0.7779,0.9403,1.759,1.497,0.8758
3314,2013,1.007,1.364,2.616,0.9912,0.8209,0.81,0.908,1.869,1.244,1.222
3314,2014,0.8791,1.358,2.321,0.6406,0.7168,0.7753,0.9615,1.908,1.071,0.9103
3314,2015,0.9605,1.252,2.697,0.4854,0.9752,0.7451,0.9121,1.923,1.213,0.7342
3314,2016,0.9086,1.33,2.443,0.6082,0.6869,0.7485,0.9133,1.808,1.304,0.5377
3314,2017,0.9581,1.257,2.682,0.4733,0.8149,0.7621,0.8825,1.817,1.143,0.8145
3314,2018,0.9478,1.326,2.639,0.622,0.7232,0.7626,0.9237,1.851,1.203,0.7396
3314,2019,0.9035,0.9068,2.581,0.5469,0.5786,0.7386,0.7817,1.902,1.224,0.5309
3314,2020,0.9501,1.283,2.503,1.201,0.4445,0.759,0.799,1.864,1.489,0.7355
3315,1987,0.4367,0.5781,1.104,0.5258,0.3471,0.3659,0.5051,0.8979,0.4309,0.3763
3315,1988,0.4462,0.6196,1.162,0.4744,0.2343,0.3822,0.5131,0.9253,0.4465,0.4898
3315,1989,0.4327,0.5996,1.088,0.6877,0.2911,0.3713,0.4915,0.9204,0.464,0.3772
3315,1990,0.4471,0.5524,1.117,0.631,0.4273,0.3715,0.4741,0.8654,0.5127,0.4421
3315,1991,0.4398,0.5483,1.194,0.6386,0.2525,0.367,0.4734,0.866,0.5152,0.4273
3315,1992,0.4029,0.4413,1.091,0.4692,0.3027,0.3702,0.4817,0.8906,0.4259,0.5405
3315,1993,0.4046,0.4957,1.077,0.5561,0.3711,0.3498,0.4471,0.8282,0.4836,0.5153
3315,1994,0.3899,0.4633,0.9634,0.6937,0.3505,0.3751,0.5192,0.9399,0.4761,0.4647
3315,1995,0.4593,0.5628,1.232,0.5804,0.3553,0.3905,0.5224,0.9705,0.5463,0.3854
3315,1996,0.4712,0.6057,1.19,0.5924,0.5062,0.4176,0.6267,0.9982,0.4735,0.4891
3315,1997,0.4622,0.6401,1.244,0.5681,0.2893,0.4069,0.6098,1.042,0.3815,0.4061
3315,1998,0.4864,0.5588,1.423,0.3795,0.2895,0.4296,0.6853,1.097,0.3472,0.5889
3315,1999,0.514,0.6555,1.358,0.5602,0.4281,0.4205,0.5779,1.075,0.4872,0.4896
3315,2000,0.4558,0.5905,1.133,0.6104,0.3194,0.4167,0.5836,1.089,0.3599,0.4705
3315,2001,0.4298,0.5606,1.114,0.5218,0.3122,0.4036,0.6032,1.056,0.3624,0.3587
3315,2002,0.5213,0.6855,1.356,0.5569,0.3965,0.4528,0.6494,1.179,0.4157,0.436
3315,2003,0.4744,0.6252,1.215,0.543,0.3678,0.4429,0.6403,1.144,0.3292,0.6123
3315,2004,0.5537,0.6069,1.369,0.6154,0.4615,0.4545,0.6528,1.117,0.5246,0.5778
3315,2005,0.5558,0.7193,1.523,0.4074,0.3278,0.4726,0.6852,1.217,0.4456,0.4089
3315,2006,0.5191,0.5752,1.43,0.5169,0.3416,0.4626,0.6668,1.214,0.6095,0.382
3315,2007,0.6007,0.782,1.517,0.724,0.4169,0.5027,0.6707,1.184,0.7909,0.5586
3315,2008,0.5525,0.6375,1.462,0.8145,0.3202,0.4788,0.5684,1.121,0.7758,0.5281
3315,2009,0.5227,0.5981,1.311,0.9288,0.3,0.4477,0.5682,1.095,0.692,0.3149
3315,2010,0.504,0.6032,1.289,0.5416,0.4296,0.4478,0.572,1.147,0.5319,0.3992
3315,2011,0.502,0.6295,1.243,0.697,0.3769,0.4585,0.5692,1.188,0.6166,0.457
3315,2012,0.4724,0.6938,1.267,0.4562,0.3006,0.4551,0.6385,1.186,0.6071,0.2982
3315,2013,0.5334,0.7716,1.46,0.5301,0.2249,0.5011,0.6528,1.245,0.5846,0.4738
3315,2014,0.5303,0.6714,1.408,0.4954,0.3589,0.4602,0.646,1.216,0.6005,0.2863
3315,2015,0.5602,0.7597,1.492,0.7391,0.3715,0.5025,0.7129,1.248,0.7593,0.3775
3315,2016,0.5231,0.7182,1.42,0.7408,0.2086,0.4745,0.6614,1.198,0.5363,0.4567
3315,2017,0.6489,0.8184,1.803,0.4602,0.2749,0.4954,0.6712,1.275,0.7484,0.3899
3315,2018,0.5934,0.8175,1.556,0.72,0.3308,0.5112,0.6962,1.328,0.5988,0.5155
3315,2019,0.5842,0.6199,1.6,0.4182,0.3257,0.4694,0.62,1.235,0.5635,0.239
3315,2020,0.5585,0.7299,1.398,0.8463,0.4281,0.4851,0.6815,1.158,0.7083,0.342
3321,1987,0.4955,0.67,1.261,0.5442,0.2909,0.4795,0.6178,1.261,0.4618,0.3551
3321,1988,0.5118,0.7275,1.328,0.725,0.3278,0.4783,0.6411,1.229,0.6798,0.3796
3321,1989,0.5492,0.7391,1.458,0.6881,0.3938,0.5168,0.6466,1.325,0.7067,0.4392
3321,1990,0.5377,0.6292,1.409,0.7776,0.4094,0.4951,0.6564,1.286,0.6781,0.2967
3321,1991,0.5239,0.7001,1.33,0.7443,0.5524,0.5139,0.7071,1.334,0.6163,0.4336
3321,1992,0.5319,0.7034,1.324,0.7561,0.562,0.5104,0.7073,1.28,0.629,0.5689
3321,1993,0.5489,0.669,1.372,0.9329,0.4705,0.4999,0.6289,1.258,0.6624,0.5245
3321,1994,0.4751,0.6465,1.306,0.4888,0.281,0.4651,0.6587,1.226,0.466,0.291
3321,1995,0.4721,0.6518,1.158,0.6344,0.3916,0.4705,0.6512,1.182,0.6099,0.4041
3321,1996,0.5701,0.7711,1.397,0.7359,0.549,0.4902,0.7019,1.272,0.5876,0.4778
3321,1997,0.5646,0.7062,1.434,0.6506,0.5313,0.5107,0.6573,1.325,0.5778,0.5767
3321,1998,0.5077,0.636,1.278,0.6034,0.5269,0.4833,0.6049,1.206,0.5539,0.588
3321,1999,0.5531,0.6914,1.392,0.7227,0.4896,0.504,0.6609,1.26,0.6605,0.4578
3321,2000,0.565,0.7323,1.432,0.6976,0.4388,0.4933,0.6111,1.281,0.7655,0.3608
