date,mean
2018-04-01,3.5
2018-07-01,2.9
2018-10-01,3.5
2019-01-01,3
2019-04-01,2.2
2019-07-01,2.4
2019-10-01,2
2020-01-01,2.1
2020-04-01,2
2020-07-01,2
2020-10-01,2.3
2021-01-01,2.9
2021-04-01,3.2
2021-07-01,4.7
2021-10-01,4.9
2022-01-01,5.6
2022-04-01,6.8
2022-07-01,6.9
