Date,Headline_(12m),Core_(12m),MCT,Contribution_GOOD,Common_Good,Sector-specific_Good,Contribution_SERV_EX_HOUSE,Common_SERVE_EX_HOUSE,Sector-specific_SERVE_EX_HOUSE,Contribution_HOUSE,Common_HOUSE,Sector-specific_HOUSE
2010-02-01,2.12,1.7,0.99,-0.05,-0.08,0.04,-0.25,-0.1,-0.13,-0.6,0,-0.61
2010-03-01,2.37,1.78,1,-0.05,-0.07,0.04,-0.24,-0.08,-0.14,-0.6,0,-0.61
2010-04-01,2.28,1.6,0.98,-0.08,-0.09,0.03,-0.29,-0.1,-0.16,-0.55,0,-0.55
2010-05-01,2.21,1.64,1,-0.09,-0.1,0.03,-0.31,-0.11,-0.17,-0.49,0,-0.49
2010-06-01,1.56,1.56,1.01,-0.08,-0.09,0.03,-0.33,-0.11,-0.2,-0.47,0,-0.47
2010-07-01,1.64,1.47,1.04,-0.05,-0.08,0.04,-0.32,-0.09,-0.21,-0.48,0,-0.48
2010-08-01,1.48,1.42,1.11,0,-0.05,0.06,-0.29,-0.05,-0.22,-0.49,0,-0.49
2010-09-01,1.42,1.3,1.22,0.03,-0.03,0.06,-0.28,-0.03,-0.23,-0.43,0,-0.43
2010-10-01,1.36,1.08,1.31,0.06,-0.01,0.08,-0.26,-0.01,-0.24,-0.39,0,-0.39
2010-11-01,1.31,1.12,1.48,0.12,0.03,0.09,-0.23,0.03,-0.26,-0.32,0,-0.31
2010-12-01,1.48,1.06,1.58,0.17,0.06,0.1,-0.19,0.07,-0.27,-0.3,0,-0.3
2011-01-01,1.56,1.12,1.78,0.26,0.12,0.11,-0.11,0.13,-0.26,-0.28,-0.01,-0.27
2011-02-01,1.85,1.21,1.88,0.3,0.15,0.12,-0.05,0.16,-0.25,-0.27,-0.01,-0.26
2011-03-01,2.11,1.21,1.91,0.32,0.17,0.12,-0.01,0.19,-0.24,-0.3,-0.01,-0.29
2011-04-01,2.49,1.4,1.95,0.34,0.18,0.13,0.01,0.21,-0.23,-0.3,-0.01,-0.28
2011-05-01,2.77,1.52,1.99,0.34,0.19,0.14,0.01,0.21,-0.23,-0.27,-0.01,-0.26
2011-06-01,2.79,1.59,1.94,0.3,0.15,0.14,-0.06,0.17,-0.25,-0.22,-0.01,-0.21
2011-07-01,2.88,1.73,1.95,0.28,0.14,0.13,-0.08,0.15,-0.26,-0.16,0,-0.15
2011-08-01,2.98,1.84,1.94,0.28,0.13,0.13,-0.08,0.15,-0.25,-0.15,0,-0.14
2011-09-01,3.02,1.85,1.84,0.26,0.1,0.14,-0.13,0.11,-0.26,-0.18,0,-0.17
2011-10-01,2.69,1.74,1.81,0.23,0.08,0.14,-0.15,0.09,-0.26,-0.17,0,-0.16
2011-11-01,2.7,1.83,1.86,0.25,0.09,0.15,-0.11,0.1,-0.22,-0.18,0,-0.17
2011-12-01,2.53,1.98,1.91,0.24,0.09,0.14,-0.07,0.1,-0.18,-0.16,0,-0.16
2012-01-01,2.57,2.06,1.96,0.25,0.1,0.13,-0.03,0.11,-0.16,-0.16,0,-0.16
2012-02-01,2.51,2.02,1.84,0.19,0.05,0.12,-0.08,0.06,-0.15,-0.16,0,-0.16
2012-03-01,2.3,2.04,1.84,0.16,0.04,0.11,-0.09,0.04,-0.15,-0.13,0,-0.13
2012-04-01,2,1.96,1.76,0.11,0.01,0.1,-0.12,0.01,-0.14,-0.12,0,-0.12
2012-05-01,1.58,1.83,1.62,0.07,-0.01,0.08,-0.15,-0.01,-0.14,-0.2,0,-0.2
2012-06-01,1.55,1.82,1.58,0.06,-0.01,0.07,-0.15,-0.02,-0.13,-0.22,0,-0.21
2012-07-01,1.41,1.77,1.58,0.03,-0.03,0.07,-0.17,-0.03,-0.13,-0.17,0,-0.17
2012-08-01,1.51,1.64,1.64,0.01,-0.03,0.05,-0.18,-0.04,-0.13,-0.09,0,-0.09
2012-09-01,1.68,1.69,1.68,0.03,-0.02,0.05,-0.14,-0.02,-0.11,-0.11,0,-0.11
2012-10-01,1.98,1.89,1.73,0.04,0,0.04,-0.08,0,-0.09,-0.13,0,-0.12
2012-11-01,1.7,1.78,1.67,0.02,-0.01,0.03,-0.09,-0.01,-0.08,-0.17,0,-0.16
2012-12-01,1.63,1.69,1.63,-0.01,-0.02,0.01,-0.07,-0.02,-0.05,-0.19,0,-0.18
2013-01-01,1.47,1.59,1.65,-0.02,-0.02,0.01,-0.06,-0.03,-0.03,-0.17,0,-0.17
2013-02-01,1.62,1.58,1.62,-0.06,-0.04,0,-0.08,-0.05,-0.02,-0.14,0,-0.14
2013-03-01,1.29,1.5,1.61,-0.07,-0.06,0,-0.09,-0.07,-0.01,-0.13,0,-0.13
2013-04-01,1.08,1.42,1.6,-0.08,-0.07,0,-0.09,-0.08,0,-0.12,0,-0.13
2013-05-01,1.26,1.43,1.58,-0.08,-0.07,0,-0.1,-0.08,-0.01,-0.13,0,-0.13
2013-06-01,1.53,1.49,1.62,-0.05,-0.05,0,-0.08,-0.06,-0.01,-0.14,0,-0.15
2013-07-01,1.62,1.51,1.57,-0.06,-0.05,0.01,-0.1,-0.06,-0.02,-0.17,0,-0.17
2013-08-01,1.43,1.57,1.59,-0.07,-0.07,0.01,-0.12,-0.08,-0.03,-0.12,0,-0.12
2013-09-01,1.17,1.56,1.59,-0.07,-0.06,0.01,-0.11,-0.07,-0.02,-0.14,0,-0.14
2013-10-01,1.04,1.53,1.64,-0.06,-0.06,0.01,-0.08,-0.07,-0.01,-0.11,0,-0.12
2013-11-01,1.26,1.59,1.65,-0.06,-0.06,0.01,-0.1,-0.07,-0.02,-0.09,0,-0.09
2013-12-01,1.48,1.66,1.67,-0.05,-0.05,0.01,-0.11,-0.06,-0.04,-0.06,0,-0.07
2014-01-01,1.48,1.54,1.67,-0.03,-0.03,0.01,-0.1,-0.04,-0.05,-0.1,0,-0.1
2014-02-01,1.17,1.48,1.7,0,-0.02,0.01,-0.1,-0.03,-0.07,-0.1,0,-0.1
2014-03-01,1.5,1.58,1.78,0.03,0,0.02,-0.07,0,-0.08,-0.06,0,-0.06
2014-04-01,1.78,1.7,1.77,0.03,-0.01,0.03,-0.08,-0.01,-0.08,-0.07,0,-0.07
2014-05-01,1.89,1.77,1.74,0.03,-0.01,0.02,-0.09,-0.01,-0.09,-0.1,0,-0.1
2014-06-01,1.79,1.72,1.64,-0.01,-0.03,0.03,-0.15,-0.04,-0.11,-0.1,0,-0.1
2014-07-01,1.81,1.77,1.65,-0.01,-0.03,0.02,-0.16,-0.04,-0.12,-0.07,0,-0.07
2014-08-01,1.64,1.69,1.55,-0.05,-0.06,0.01,-0.21,-0.07,-0.13,-0.08,0,-0.08
2014-09-01,1.63,1.71,1.54,-0.07,-0.07,0.01,-0.23,-0.08,-0.14,-0.06,0,-0.06
2014-10-01,1.43,1.58,1.53,-0.08,-0.08,0.01,-0.26,-0.1,-0.14,-0.02,0,-0.03
2014-11-01,1.19,1.51,1.51,-0.1,-0.1,0.01,-0.28,-0.11,-0.14,0,0,0
2014-12-01,0.84,1.47,1.49,-0.1,-0.09,0.01,-0.29,-0.11,-0.16,-0.02,0,-0.02
2015-01-01,0.18,1.36,1.5,-0.12,-0.11,0.01,-0.33,-0.13,-0.18,0.05,0,0.05
2015-02-01,0.29,1.4,1.5,-0.1,-0.1,0.02,-0.33,-0.12,-0.19,0.03,0,0.03
2015-03-01,0.28,1.36,1.49,-0.1,-0.11,0.02,-0.32,-0.12,-0.19,0.02,0,0.01
2015-04-01,0.16,1.34,1.52,-0.08,-0.09,0.03,-0.3,-0.1,-0.18,0,0,0
2015-05-01,0.23,1.28,1.54,-0.06,-0.08,0.03,-0.28,-0.09,-0.19,0,0,0
2015-06-01,0.31,1.29,1.6,-0.06,-0.07,0.02,-0.27,-0.08,-0.18,0.04,0,0.03
2015-07-01,0.24,1.19,1.55,-0.07,-0.08,0.02,-0.3,-0.09,-0.19,0.02,0,0.02
2015-08-01,0.26,1.23,1.52,-0.07,-0.08,0.02,-0.3,-0.1,-0.19,0,0,0
2015-09-01,0.08,1.23,1.55,-0.06,-0.07,0.02,-0.3,-0.08,-0.2,0.01,0,0
2015-10-01,0.09,1.16,1.47,-0.07,-0.08,0.03,-0.31,-0.09,-0.2,-0.05,0,-0.05
2015-11-01,0.23,1.16,1.41,-0.09,-0.1,0.03,-0.31,-0.12,-0.17,-0.08,0,-0.08
2015-12-01,0.3,1.13,1.47,-0.09,-0.1,0.02,-0.27,-0.12,-0.14,-0.06,0,-0.06
2016-01-01,0.82,1.34,1.68,-0.03,-0.05,0.03,-0.18,-0.06,-0.11,0,0,-0.01
2016-02-01,0.59,1.39,1.75,-0.01,-0.04,0.03,-0.14,-0.05,-0.09,0,0,0
2016-03-01,0.63,1.38,1.76,-0.03,-0.04,0.03,-0.12,-0.05,-0.06,0.02,0,0.01
2016-04-01,0.89,1.47,1.87,-0.01,-0.03,0.03,-0.07,-0.04,-0.03,0.05,0,0.05
2016-05-01,0.8,1.5,1.83,-0.05,-0.06,0.02,-0.1,-0.07,-0.02,0.08,0,0.08
2016-06-01,0.79,1.5,1.79,-0.06,-0.06,0.01,-0.09,-0.07,-0.01,0.05,0,0.05
2016-07-01,0.75,1.58,1.81,-0.04,-0.05,0.01,-0.06,-0.06,0,0.03,0,0.03
2016-08-01,0.9,1.7,1.86,-0.03,-0.04,0.02,-0.06,-0.05,-0.01,0.05,0,0.05
2016-09-01,1.23,1.68,1.89,-0.03,-0.04,0.02,-0.08,-0.05,-0.02,0.1,0,0.1
2016-10-01,1.46,1.82,1.86,-0.04,-0.04,0.01,-0.08,-0.06,-0.03,0.1,0,0.09
2016-11-01,1.44,1.76,1.82,-0.06,-0.05,0,-0.1,-0.07,-0.04,0.09,0,0.08
2016-12-01,1.71,1.83,1.86,-0.01,-0.02,0,-0.06,-0.02,-0.05,0.04,0,0.04
2017-01-01,2.03,1.9,1.96,0.05,0.03,0.01,0,0.03,-0.04,0,0,0
2017-02-01,2.25,1.94,1.91,0.05,0.02,0.01,-0.01,0.03,-0.05,-0.03,0,-0.03
2017-03-01,1.96,1.75,1.77,-0.01,-0.01,0,-0.05,-0.01,-0.03,-0.07,0,-0.07
2017-04-01,1.85,1.73,1.76,-0.02,-0.02,0,-0.04,-0.02,-0.02,-0.08,0,-0.08
2017-05-01,1.67,1.67,1.71,-0.06,-0.05,0,-0.09,-0.05,-0.02,-0.04,0,-0.05
2017-06-01,1.57,1.7,1.69,-0.08,-0.06,0,-0.12,-0.08,-0.02,-0.01,0,-0.01
2017-07-01,1.56,1.58,1.75,-0.06,-0.05,0,-0.1,-0.06,-0.03,0.02,0,0.01
2017-08-01,1.65,1.52,1.87,-0.05,-0.04,0,-0.06,-0.04,-0.01,0.08,0,0.07
2017-09-01,1.85,1.54,1.89,-0.04,-0.03,-0.01,-0.03,-0.03,0.01,0.06,0,0.06
2017-10-01,1.78,1.65,1.98,-0.01,-0.01,0,0.02,-0.01,0.03,0.06,0,0.06
2017-11-01,1.91,1.68,1.96,-0.02,-0.02,-0.01,0.02,-0.02,0.03,0.05,0,0.05
2017-12-01,1.87,1.7,2.06,0.03,0.02,0,0.08,0.02,0.06,0.06,0,0.05
2018-01-01,1.85,1.75,2.14,0.09,0.06,0.01,0.15,0.07,0.06,0,0,0
2018-02-01,1.95,1.77,2.09,0.09,0.06,0.01,0.15,0.07,0.07,-0.06,0,-0.05
2018-03-01,2.15,2.05,2.13,0.08,0.05,0.01,0.15,0.06,0.07,-0.01,0,-0.01
2018-04-01,2.12,1.98,2.08,0.06,0.04,0.01,0.12,0.04,0.06,0.01,0,0.01
2018-05-01,2.35,2.08,1.97,0.02,0.01,0,0.06,0.01,0.04,-0.01,0,-0.01
2018-06-01,2.36,2.04,1.88,-0.01,-0.01,0,0.03,-0.01,0.03,-0.03,0,-0.03
2018-07-01,2.43,2.11,1.87,-0.02,-0.01,-0.01,0,-0.01,0.02,-0.01,0,-0.01
2018-08-01,2.27,2.01,1.86,-0.02,-0.01,-0.01,-0.01,-0.01,0.01,0,0,0
2018-09-01,2.11,2.09,1.88,0,0,-0.01,0.02,0,0.01,-0.03,0,-0.03
2018-10-01,2.13,1.96,1.94,0.01,0.01,-0.01,0.03,0.01,0,0.01,0,0
2018-11-01,2.01,2.07,2.06,0.05,0.04,-0.01,0.07,0.05,0,0.05,0,0.05
2018-12-01,1.88,2.08,2.04,0.07,0.05,0,0.08,0.07,0.01,-0.01,0,-0.01
2019-01-01,1.5,1.88,1.99,0.08,0.06,0,0.06,0.07,-0.03,-0.04,0,-0.03
2019-02-01,1.41,1.73,1.98,0.04,0.03,0,0.02,0.04,-0.02,0.02,0,0.02
2019-03-01,1.55,1.63,1.99,0.02,0.02,0,0,0.02,-0.02,0.07,0,0.07
2019-04-01,1.66,1.73,1.96,0,0,0.01,-0.01,0,-0.01,0.08,0,0.08
2019-05-01,1.54,1.65,1.91,0.01,0.01,0,-0.01,0.01,-0.02,0.02,0,0.02
2019-06-01,1.49,1.75,1.89,0,0,0,-0.04,0,-0.03,0.03,0,0.03
2019-07-01,1.55,1.76,1.78,-0.03,-0.02,0,-0.07,-0.03,-0.02,-0.01,0,-0.01
2019-08-01,1.5,1.84,1.71,-0.05,-0.04,0,-0.11,-0.05,-0.03,-0.03,0,-0.03
2019-09-01,1.35,1.69,1.72,-0.06,-0.04,0,-0.1,-0.05,-0.03,-0.01,0,-0.02
2019-10-01,1.38,1.69,1.69,-0.05,-0.04,0,-0.09,-0.05,-0.03,-0.06,0,-0.06
2019-11-01,1.38,1.53,1.72,-0.05,-0.04,0,-0.09,-0.05,-0.02,-0.04,0,-0.04
2019-12-01,1.6,1.59,1.81,-0.02,-0.02,0,-0.04,-0.02,-0.01,-0.02,0,-0.02
2020-01-01,1.8,1.69,1.96,0.03,0.02,0,0.03,0.03,0,0.02,0,0.02
2020-02-01,1.76,1.8,1.94,0.01,0.01,0,0.01,0.01,0.01,0.03,0,0.03
2020-03-01,1.26,1.61,1.92,-0.03,-0.03,0.02,-0.07,-0.04,-0.01,0.14,0,0.13
2020-04-01,0.42,0.91,1.94,-0.03,-0.04,0.03,-0.1,-0.05,-0.04,0.19,0,0.18
2020-05-01,0.45,0.94,1.93,0.02,0.02,0.01,-0.02,0.02,-0.04,0.04,0,0.04
2020-06-01,0.74,0.94,1.9,0.07,0.07,0,0.04,0.06,-0.02,-0.11,0,-0.11
2020-07-01,0.89,1.13,1.94,0.13,0.11,0,0.09,0.1,-0.02,-0.17,0,-0.17
2020-08-01,1.16,1.35,1.97,0.19,0.17,0.01,0.14,0.15,-0.02,-0.25,0,-0.25
2020-09-01,1.28,1.46,1.93,0.2,0.19,0,0.13,0.16,-0.03,-0.3,0,-0.3
2020-10-01,1.11,1.35,1.96,0.22,0.2,0,0.12,0.17,-0.05,-0.29,0,-0.29
2020-11-01,1.08,1.35,2.01,0.29,0.26,0.01,0.16,0.22,-0.05,-0.35,0,-0.35
2020-12-01,1.28,1.46,2.29,0.41,0.37,0.01,0.28,0.31,-0.03,-0.31,0,-0.3
2021-01-01,1.48,1.57,2.59,0.56,0.51,0.02,0.38,0.41,-0.03,-0.27,0,-0.27
2021-02-01,1.7,1.56,2.9,0.67,0.62,0.02,0.5,0.5,-0.01,-0.18,0,-0.18
2021-03-01,2.53,2.05,3.27,0.89,0.85,0.02,0.62,0.65,-0.03,-0.15,0,-0.15
2021-04-01,3.63,3.12,3.58,1.04,0.99,0.02,0.77,0.79,-0.01,-0.14,0,-0.13
2021-05-01,4.05,3.52,3.76,1.07,1.02,0.02,0.84,0.84,0,-0.05,0,-0.06
2021-06-01,4.25,3.8,3.94,1.11,1.07,0.02,0.91,0.9,0.01,0,0,-0.01
2021-07-01,4.42,3.87,4.03,1.12,1.07,0.03,0.98,0.95,0.03,0.02,0,0.01
2021-08-01,4.52,3.88,4.17,1.16,1.1,0.03,1.02,0.98,0.03,0.08,0.01,0.06
2021-09-01,4.65,3.92,4.49,1.25,1.19,0.04,1.1,1.06,0.04,0.22,0.01,0.19
2021-10-01,5.22,4.31,4.67,1.34,1.28,0.04,1.14,1.12,0.03,0.26,0.02,0.23
2021-11-01,5.85,4.82,4.78,1.37,1.3,0.05,1.2,1.15,0.05,0.28,0.02,0.25
2021-12-01,5.97,5.04,4.85,1.38,1.31,0.06,1.24,1.2,0.05,0.3,0.02,0.27
2022-01-01,6.12,5.21,4.99,1.49,1.41,0.05,1.2,1.2,0.01,0.37,0.03,0.34
2022-02-01,6.39,5.42,5.1,1.48,1.41,0.05,1.24,1.25,0.01,0.46,0.04,0.42
2022-03-01,6.77,5.36,5.08,1.42,1.35,0.04,1.24,1.23,0.02,0.5,0.04,0.46
2022-04-01,6.41,5.03,5.02,1.34,1.28,0.03,1.19,1.17,0.03,0.58,0.04,0.53
2022-05-01,6.52,4.88,5.12,1.29,1.24,0.03,1.19,1.15,0.05,0.71,0.05,0.66
2022-06-01,6.98,5.04,5.17,1.24,1.18,0.03,1.17,1.1,0.06,0.84,0.05,0.79
2022-07-01,6.39,4.7,4.98,1.13,1.08,0.01,1.08,1,0.06,0.9,0.05,0.84
2022-08-01,6.26,4.93,4.96,1.05,1.01,0.01,1.06,0.94,0.1,0.98,0.05,0.92
2022-09-01,6.29,5.2,4.83,0.94,0.9,0,1,0.86,0.12,1.01,0.04,0.95
2022-10-01,6.13,5.1,4.56,0.83,0.81,-0.02,0.93,0.78,0.13,0.91,0.03,0.87
2022-11-01,5.66,4.8,4.5,0.77,0.75,-0.01,0.89,0.72,0.15,0.95,0.03,0.9
2022-12-01,5.3,4.62,4.6,0.78,0.74,-0.01,0.91,0.72,0.17,1.04,0.03,0.98
2023-01-01,5.38,4.71,4.56,0.8,0.76,-0.01,0.93,0.73,0.16,0.97,0.03,0.92
2023-02-01,5.07,4.69,4.37,0.71,0.67,-0.01,0.85,0.64,0.16,0.95,0.02,0.9
2023-03-01,4.16,4.6,4.2,0.64,0.6,0,0.78,0.58,0.17,0.91,0.02,0.86
