Date,Headline_(12m),Core_(12m),MCT,Contribution_GOOD,Common_Good,Sector-specific_Good,Contribution_SERV_EX_HOUSE,Common_SERVE_EX_HOUSE,Sector-specific_SERVE_EX_HOUSE,Contribution_HOUSE,Common_HOUSE,Sector-specific_HOUSE
1960-01-01,1.7,2.07,1.94,0.49,0.01,0.47,-0.15,0,-0.15,-0.31,0,-0.31
1960-02-01,1.71,2.18,2,0.52,0.03,0.47,-0.13,0.02,-0.16,-0.3,0,-0.31
1960-03-01,1.69,2.08,2.04,0.56,0.06,0.47,-0.11,0.04,-0.15,-0.31,0,-0.32
1960-04-01,1.86,2,2.04,0.53,0.05,0.48,-0.08,0.02,-0.12,-0.31,0,-0.32
1960-05-01,1.91,2.04,1.81,0.39,-0.05,0.46,-0.17,-0.04,-0.12,-0.3,0,-0.3
1960-06-01,1.67,1.81,1.72,0.34,-0.09,0.44,-0.21,-0.07,-0.13,-0.31,0,-0.3
1960-07-01,1.63,1.75,1.8,0.42,-0.04,0.46,-0.22,-0.04,-0.18,-0.3,0,-0.3
1960-08-01,1.66,1.73,1.87,0.47,-0.01,0.48,-0.19,-0.01,-0.18,-0.3,0,-0.3
1960-09-01,1.45,1.54,1.82,0.48,-0.01,0.48,-0.25,-0.02,-0.24,-0.3,0,-0.3
1960-10-01,1.33,1.43,1.49,0.33,-0.13,0.47,-0.41,-0.1,-0.3,-0.32,0,-0.3
1960-11-01,1.6,1.51,1.35,0.29,-0.17,0.47,-0.53,-0.13,-0.38,-0.31,-0.01,-0.3
1960-12-01,1.51,1.33,1.27,0.32,-0.14,0.46,-0.62,-0.1,-0.49,-0.32,-0.01,-0.31
1961-01-01,1.58,1.33,0.88,0.18,-0.26,0.45,-0.85,-0.2,-0.62,-0.34,-0.01,-0.31
1961-02-01,1.57,1.24,1.05,0.25,-0.19,0.45,-0.76,-0.15,-0.6,-0.33,-0.01,-0.31
1961-03-01,1.46,1.26,0.95,0.21,-0.23,0.45,-0.82,-0.17,-0.62,-0.34,-0.01,-0.31
1961-04-01,1.02,1.22,1.05,0.23,-0.2,0.45,-0.76,-0.16,-0.58,-0.32,-0.01,-0.3
1961-05-01,0.97,1.19,1.34,0.35,-0.1,0.46,-0.59,-0.08,-0.49,-0.32,0,-0.31
1961-06-01,0.98,1.27,1.37,0.28,-0.16,0.46,-0.48,-0.13,-0.33,-0.33,-0.01,-0.31
1961-07-01,1.02,1.25,1.37,0.26,-0.2,0.46,-0.43,-0.15,-0.26,-0.35,-0.01,-0.33
1961-08-01,0.93,1.21,1.37,0.24,-0.21,0.47,-0.39,-0.16,-0.22,-0.37,-0.01,-0.34
1961-09-01,0.99,1.34,1.39,0.25,-0.22,0.47,-0.37,-0.16,-0.19,-0.38,-0.01,-0.35
1961-10-01,0.86,1.31,1.29,0.22,-0.25,0.48,-0.45,-0.19,-0.24,-0.39,-0.01,-0.36
1961-11-01,0.53,1.06,1.34,0.24,-0.24,0.5,-0.42,-0.18,-0.21,-0.38,-0.01,-0.36
1961-12-01,0.54,1.18,1.44,0.29,-0.22,0.52,-0.37,-0.16,-0.19,-0.37,-0.01,-0.35
1962-01-01,0.71,1.27,1.77,0.45,-0.08,0.54,-0.24,-0.06,-0.17,-0.34,0,-0.33
1962-02-01,0.89,1.34,1.73,0.47,-0.08,0.54,-0.3,-0.06,-0.23,-0.34,0,-0.33
1962-03-01,1.07,1.54,1.72,0.49,-0.06,0.54,-0.32,-0.05,-0.27,-0.34,0,-0.34
1962-04-01,1.25,1.42,1.43,0.3,-0.2,0.5,-0.4,-0.15,-0.24,-0.37,-0.01,-0.35
1962-05-01,1.26,1.43,1.14,0.15,-0.31,0.48,-0.55,-0.23,-0.29,-0.36,-0.02,-0.33
1962-06-01,1.27,1.46,1.22,0.22,-0.25,0.48,-0.54,-0.19,-0.33,-0.36,-0.01,-0.34
1962-07-01,1,1.39,1.02,0.17,-0.3,0.49,-0.68,-0.23,-0.43,-0.37,-0.02,-0.33
1962-08-01,1.06,1.3,0.86,0.12,-0.36,0.5,-0.78,-0.27,-0.48,-0.37,-0.02,-0.33
1962-09-01,1.44,1.3,1.09,0.24,-0.28,0.52,-0.67,-0.2,-0.44,-0.38,-0.01,-0.35
1962-10-01,1.35,1.26,1.12,0.25,-0.28,0.53,-0.64,-0.2,-0.42,-0.38,-0.01,-0.35
1962-11-01,1.42,1.31,1.32,0.34,-0.22,0.56,-0.53,-0.16,-0.35,-0.37,-0.01,-0.35
1962-12-01,1.34,1.25,1.23,0.31,-0.27,0.59,-0.59,-0.19,-0.38,-0.37,-0.01,-0.35
1963-01-01,1.4,1.33,1.49,0.46,-0.17,0.63,-0.51,-0.12,-0.38,-0.35,-0.01,-0.34
1963-02-01,1.24,1.28,1.31,0.42,-0.22,0.65,-0.64,-0.16,-0.47,-0.37,-0.01,-0.35
1963-03-01,1.03,1.11,1.2,0.43,-0.25,0.7,-0.75,-0.18,-0.53,-0.38,-0.01,-0.35
1963-04-01,0.91,1.21,1.47,0.61,-0.15,0.76,-0.67,-0.11,-0.54,-0.37,-0.01,-0.35
1963-05-01,1,1.25,1.7,0.73,-0.06,0.78,-0.56,-0.05,-0.51,-0.36,0,-0.35
1963-06-01,1.16,1.24,1.75,0.74,-0.06,0.78,-0.5,-0.04,-0.46,-0.37,0,-0.37
1963-07-01,1.42,1.24,1.67,0.65,-0.07,0.72,-0.49,-0.05,-0.43,-0.39,0,-0.38
1963-08-01,1.41,1.32,1.67,0.63,-0.06,0.7,-0.46,-0.05,-0.41,-0.39,0,-0.38
1963-09-01,0.89,1.3,1.79,0.71,0.03,0.67,-0.44,0.01,-0.46,-0.38,0,-0.38
1963-10-01,1.2,1.53,1.93,0.76,0.08,0.67,-0.36,0.04,-0.43,-0.37,0,-0.38
1963-11-01,1.26,1.56,2.02,0.75,0.09,0.64,-0.26,0.06,-0.33,-0.38,0,-0.39
1963-12-01,1.45,1.67,1.85,0.64,-0.01,0.63,-0.28,-0.01,-0.27,-0.4,0,-0.4
1964-01-01,1.42,1.61,1.65,0.49,-0.09,0.59,-0.33,-0.07,-0.25,-0.41,0,-0.4
1964-02-01,1.46,1.69,1.56,0.42,-0.12,0.55,-0.35,-0.09,-0.25,-0.4,0,-0.39
1964-03-01,1.59,1.72,1.45,0.33,-0.17,0.51,-0.35,-0.12,-0.21,-0.42,-0.01,-0.4
1964-04-01,1.68,1.7,1.35,0.27,-0.19,0.48,-0.4,-0.14,-0.24,-0.42,-0.01,-0.4
1964-05-01,1.53,1.6,1.23,0.19,-0.25,0.46,-0.43,-0.18,-0.23,-0.42,-0.01,-0.4
1964-06-01,1.45,1.5,1.27,0.19,-0.24,0.44,-0.39,-0.17,-0.2,-0.43,-0.01,-0.41
1964-07-01,1.37,1.51,1.25,0.18,-0.26,0.46,-0.41,-0.18,-0.21,-0.43,-0.01,-0.4
1964-08-01,1.32,1.55,1.27,0.19,-0.26,0.46,-0.4,-0.18,-0.19,-0.41,-0.01,-0.39
1964-09-01,1.5,1.41,1.27,0.19,-0.27,0.48,-0.4,-0.2,-0.18,-0.43,-0.01,-0.4
1964-10-01,1.36,1.22,1.33,0.25,-0.24,0.51,-0.38,-0.18,-0.18,-0.43,-0.01,-0.41
1964-11-01,1.36,1.28,1.43,0.34,-0.2,0.55,-0.38,-0.15,-0.22,-0.42,-0.01,-0.41
1964-12-01,1.35,1.27,1.4,0.35,-0.2,0.56,-0.43,-0.15,-0.27,-0.42,-0.01,-0.4
1965-01-01,1.25,1.27,1.55,0.49,-0.13,0.62,-0.43,-0.1,-0.33,-0.41,0,-0.4
1965-02-01,1.15,1.2,1.55,0.51,-0.13,0.65,-0.46,-0.1,-0.35,-0.4,0,-0.39
1965-03-01,1.22,1.16,1.5,0.49,-0.15,0.65,-0.49,-0.11,-0.37,-0.4,-0.01,-0.39
1965-04-01,1.3,1.19,1.75,0.6,-0.07,0.66,-0.35,-0.05,-0.3,-0.39,0,-0.38
1965-05-01,1.52,1.29,1.87,0.64,-0.03,0.66,-0.3,-0.03,-0.27,-0.37,0,-0.37
1965-06-01,1.67,1.19,1.79,0.55,-0.08,0.63,-0.29,-0.06,-0.21,-0.37,0,-0.37
1965-07-01,1.62,1.19,1.48,0.34,-0.24,0.6,-0.37,-0.18,-0.17,-0.38,-0.01,-0.36
1965-08-01,1.56,1.25,1.45,0.31,-0.27,0.6,-0.37,-0.2,-0.14,-0.38,-0.01,-0.36
1965-09-01,1.45,1.33,1.57,0.35,-0.23,0.6,-0.29,-0.16,-0.11,-0.38,-0.01,-0.35
1965-10-01,1.42,1.26,1.71,0.4,-0.18,0.6,-0.23,-0.13,-0.08,-0.35,-0.01,-0.34
1965-11-01,1.45,1.29,1.96,0.52,-0.09,0.62,-0.12,-0.07,-0.03,-0.33,0,-0.32
1965-12-01,1.67,1.46,2.34,0.69,0.02,0.66,0.08,0.01,0.06,-0.32,0,-0.32
1966-01-01,1.68,1.36,2.52,0.79,0.09,0.7,0.16,0.05,0.1,-0.31,0,-0.32
1966-02-01,2.06,1.48,2.78,0.93,0.2,0.71,0.28,0.13,0.13,-0.31,0,-0.33
1966-03-01,2.17,1.56,2.86,1,0.25,0.72,0.28,0.17,0.1,-0.32,0.01,-0.33
1966-04-01,2.37,1.79,3.23,1.19,0.44,0.72,0.44,0.3,0.11,-0.3,0.02,-0.33
1966-05-01,2.27,1.87,3.24,1.17,0.45,0.69,0.48,0.32,0.13,-0.3,0.02,-0.33
1966-06-01,2.23,2.23,3.45,1.28,0.57,0.68,0.57,0.41,0.13,-0.29,0.03,-0.33
1966-07-01,2.34,2.43,3.52,1.33,0.62,0.67,0.6,0.44,0.11,-0.28,0.03,-0.32
1966-08-01,2.71,2.42,3.5,1.31,0.63,0.65,0.58,0.44,0.11,-0.26,0.03,-0.31
1966-09-01,2.99,2.62,3.59,1.37,0.68,0.66,0.57,0.48,0.05,-0.24,0.03,-0.28
1966-10-01,3.23,2.99,3.58,1.39,0.69,0.67,0.54,0.49,0.01,-0.22,0.03,-0.27
1966-11-01,3.21,3.06,3.46,1.36,0.65,0.69,0.43,0.47,-0.07,-0.23,0.03,-0.27
1966-12-01,3.05,3.06,3.12,1.24,0.53,0.69,0.23,0.39,-0.18,-0.24,0.02,-0.27
1967-01-01,2.93,3.12,2.72,1.04,0.34,0.68,0.03,0.24,-0.22,-0.25,0.01,-0.27
1967-02-01,2.63,3.06,2.52,0.93,0.25,0.66,-0.06,0.18,-0.25,-0.25,0.01,-0.27
1967-03-01,2.44,3.08,2.5,0.91,0.24,0.66,-0.05,0.17,-0.23,-0.27,0.01,-0.28
1967-04-01,2.25,2.99,2.89,1.11,0.42,0.67,0.14,0.3,-0.17,-0.26,0.01,-0.28
1967-05-01,2.32,2.95,3,1.15,0.47,0.66,0.22,0.33,-0.14,-0.25,0.02,-0.28
1967-06-01,2.39,2.88,3.25,1.27,0.56,0.69,0.33,0.41,-0.11,-0.23,0.02,-0.27
1967-07-01,2.54,2.92,3.59,1.48,0.7,0.75,0.45,0.52,-0.1,-0.23,0.03,-0.26
1967-08-01,2.47,3.06,3.83,1.6,0.8,0.77,0.56,0.59,-0.07,-0.21,0.04,-0.25
1967-09-01,2.46,3.1,3.91,1.61,0.81,0.77,0.6,0.59,-0.02,-0.19,0.04,-0.24
1967-10-01,2.47,3.15,4.02,1.61,0.82,0.75,0.71,0.62,0.06,-0.17,0.04,-0.22
1967-11-01,2.66,3.21,4.28,1.73,0.96,0.74,0.84,0.72,0.08,-0.16,0.05,-0.22
1967-12-01,2.61,3.16,4.62,1.91,1.14,0.74,0.98,0.85,0.09,-0.14,0.06,-0.21
1968-01-01,3.08,3.52,5.04,2.13,1.35,0.75,1.13,1.01,0.1,-0.11,0.08,-0.19
1968-02-01,3.38,3.78,5.08,2.09,1.32,0.74,1.19,0.99,0.16,-0.1,0.07,-0.18
1968-03-01,3.66,4.03,5.04,2.06,1.28,0.75,1.2,0.94,0.21,-0.1,0.07,-0.18
1968-04-01,3.81,4.13,4.78,1.91,1.11,0.77,1.07,0.83,0.2,-0.1,0.06,-0.16
1968-05-01,3.99,4.3,4.68,1.83,1.03,0.77,1.07,0.76,0.26,-0.1,0.05,-0.16
1968-06-01,3.99,4.43,4.78,1.86,1.08,0.74,1.16,0.8,0.31,-0.09,0.05,-0.16
1968-07-01,3.96,4.43,4.64,1.77,1.03,0.72,1.08,0.75,0.3,-0.09,0.05,-0.15
1968-08-01,4.06,4.51,4.82,1.87,1.14,0.69,1.15,0.84,0.28,-0.07,0.06,-0.14
1968-09-01,4.1,4.57,4.74,1.79,1.1,0.67,1.11,0.81,0.27,-0.05,0.06,-0.11
1968-10-01,4.28,4.6,4.88,1.84,1.15,0.65,1.19,0.86,0.29,-0.03,0.06,-0.1
1968-11-01,4.28,4.66,4.79,1.77,1.13,0.62,1.17,0.84,0.3,-0.02,0.06,-0.09
1968-12-01,4.34,4.72,4.8,1.71,1.1,0.58,1.2,0.83,0.33,0,0.06,-0.07
1969-01-01,4.26,4.66,4.94,1.77,1.21,0.53,1.3,0.9,0.35,0.01,0.06,-0.07
1969-02-01,4.1,4.56,4.89,1.74,1.21,0.51,1.26,0.9,0.32,0.01,0.06,-0.06
1969-03-01,4.24,4.63,5.44,2,1.49,0.49,1.51,1.12,0.35,0.05,0.08,-0.04
1969-04-01,4.38,4.66,5.47,2.01,1.49,0.49,1.5,1.12,0.34,0.07,0.08,-0.02
1969-05-01,4.41,4.67,5.21,1.84,1.35,0.47,1.39,1.02,0.33,0.1,0.07,0.01
1969-06-01,4.59,4.62,5.01,1.74,1.25,0.47,1.29,0.95,0.3,0.11,0.07,0.03
1969-07-01,4.72,4.76,5.16,1.81,1.31,0.48,1.34,1,0.3,0.14,0.07,0.05
1969-08-01,4.59,4.65,4.86,1.63,1.16,0.45,1.23,0.88,0.32,0.13,0.06,0.05
1969-09-01,4.65,4.65,5.08,1.71,1.26,0.43,1.34,0.96,0.34,0.15,0.07,0.07
1969-10-01,4.55,4.67,4.95,1.61,1.18,0.39,1.33,0.92,0.37,0.16,0.06,0.08
1969-11-01,4.64,4.68,4.92,1.57,1.16,0.38,1.31,0.91,0.37,0.17,0.06,0.1
1969-12-01,4.91,4.75,4.83,1.5,1.12,0.35,1.29,0.87,0.37,0.19,0.06,0.11
1970-01-01,4.88,4.7,4.63,1.4,1.03,0.34,1.18,0.81,0.32,0.19,0.05,0.12
1970-02-01,5.03,4.74,4.83,1.5,1.14,0.34,1.27,0.91,0.33,0.2,0.06,0.12
1970-03-01,4.8,4.65,4.62,1.37,1.01,0.32,1.19,0.81,0.34,0.21,0.05,0.14
1970-04-01,4.86,4.65,4.84,1.47,1.12,0.31,1.28,0.91,0.33,0.22,0.06,0.14
1970-05-01,4.77,4.6,4.52,1.32,0.98,0.31,1.12,0.79,0.3,0.22,0.05,0.16
1970-06-01,4.54,4.62,4.66,1.43,1.05,0.35,1.14,0.84,0.26,0.24,0.06,0.16
1970-07-01,4.47,4.54,4.76,1.49,1.11,0.35,1.14,0.89,0.21,0.26,0.06,0.18
1970-08-01,4.45,4.6,4.66,1.45,1.09,0.34,1.08,0.87,0.17,0.27,0.06,0.19
1970-09-01,4.49,4.62,5.22,1.71,1.36,0.33,1.36,1.11,0.22,0.29,0.08,0.2
1970-10-01,4.64,4.68,5.56,1.88,1.53,0.32,1.5,1.26,0.2,0.32,0.09,0.21
1970-11-01,4.61,4.82,5.7,1.92,1.59,0.31,1.56,1.34,0.18,0.35,0.09,0.24
1970-12-01,4.59,4.96,5.46,1.83,1.49,0.32,1.42,1.24,0.14,0.35,0.09,0.24
1971-01-01,4.43,5.03,5.18,1.77,1.39,0.36,1.23,1.09,0.1,0.3,0.08,0.21
1971-02-01,4.33,5.02,4.98,1.67,1.29,0.35,1.16,1.02,0.1,0.29,0.07,0.21
1971-03-01,4.42,4.97,4.91,1.63,1.26,0.35,1.13,1,0.1,0.28,0.06,0.2
1971-04-01,4.29,4.95,5.28,1.83,1.44,0.37,1.3,1.13,0.13,0.28,0.07,0.19
1971-05-01,4.4,5.04,5.18,1.75,1.38,0.34,1.3,1.1,0.16,0.27,0.07,0.18
1971-06-01,4.59,5.06,5.17,1.75,1.41,0.32,1.31,1.12,0.16,0.24,0.07,0.16
1971-07-01,4.52,5.07,4.91,1.61,1.29,0.29,1.24,1.03,0.16,0.21,0.06,0.14
1971-08-01,4.55,4.86,4.63,1.47,1.17,0.28,1.12,0.93,0.15,0.18,0.05,0.11
1971-09-01,4.24,4.59,3.81,1.09,0.8,0.28,0.73,0.61,0.08,0.13,0.03,0.08
1971-10-01,3.89,4.25,3.14,0.75,0.47,0.26,0.45,0.36,0.06,0.08,0.01,0.06
1971-11-01,3.69,3.94,3.31,0.85,0.58,0.26,0.52,0.44,0.06,0.08,0.02,0.05
1971-12-01,3.64,3.75,3.85,1.15,0.86,0.27,0.76,0.67,0.05,0.09,0.03,0.05
1972-01-01,3.85,3.78,4.16,1.34,1.03,0.29,0.86,0.8,0.03,0.09,0.03,0.04
1972-02-01,3.95,3.67,3.61,1.06,0.77,0.27,0.61,0.6,-0.01,0.08,0.02,0.04
1972-03-01,3.76,3.54,3.12,0.82,0.54,0.26,0.37,0.41,-0.07,0.06,0.01,0.03
1972-04-01,3.51,3.39,3.18,0.88,0.6,0.26,0.39,0.45,-0.09,0.06,0.01,0.03
1972-05-01,3.3,3.18,3.18,0.88,0.61,0.25,0.37,0.46,-0.11,0.07,0.01,0.04
1972-06-01,3.01,2.98,3.34,0.95,0.7,0.23,0.44,0.53,-0.11,0.08,0.01,0.05
1972-07-01,3.06,2.89,3.79,1.19,0.95,0.23,0.64,0.71,-0.11,0.1,0.02,0.06
1972-08-01,3.07,2.95,3.73,1.16,0.93,0.21,0.6,0.7,-0.14,0.11,0.02,0.08
1972-09-01,3.37,3.13,4,1.32,1.09,0.21,0.69,0.82,-0.17,0.13,0.03,0.09
1972-10-01,3.33,3.03,3.77,1.19,0.97,0.2,0.58,0.72,-0.18,0.13,0.02,0.1
1972-11-01,3.42,3.06,3.85,1.22,1.02,0.19,0.63,0.75,-0.16,0.16,0.02,0.12
1972-12-01,3.35,3.05,4.01,1.27,1.07,0.19,0.69,0.79,-0.14,0.18,0.02,0.14
1973-01-01,3.23,2.68,3.98,1.23,1.05,0.18,0.7,0.76,-0.1,0.19,0.02,0.14
1973-02-01,3.37,2.73,4.94,1.74,1.57,0.18,1.17,1.13,-0.01,0.18,0.04,0.14
1973-03-01,3.96,2.94,5.77,2.17,1.99,0.18,1.54,1.44,0.07,0.19,0.05,0.13
1973-04-01,4.57,3.29,6.32,2.42,2.27,0.14,1.85,1.67,0.14,0.2,0.05,0.14
1973-05-01,4.85,3.45,5.81,2.08,1.98,0.09,1.69,1.46,0.19,0.19,0.05,0.13
1973-06-01,5.29,3.69,5.95,2.1,2.04,0.05,1.82,1.54,0.24,0.17,0.04,0.12
1973-07-01,5.3,3.84,5.47,1.82,1.8,0.02,1.64,1.33,0.26,0.17,0.04,0.13
1973-08-01,6.2,4.11,5.66,1.84,1.85,-0.02,1.79,1.39,0.34,0.18,0.04,0.14
1973-09-01,6.15,4.28,5.85,1.97,1.99,-0.01,1.86,1.47,0.33,0.16,0.04,0.12
1973-10-01,6.63,4.62,6.15,2.11,2.12,-0.01,2.01,1.6,0.36,0.17,0.04,0.12
1973-11-01,7.19,4.85,7.12,2.68,2.66,0.02,2.41,2,0.36,0.17,0.05,0.12
1973-12-01,7.72,5.11,7.61,2.96,2.92,0.04,2.63,2.22,0.38,0.17,0.05,0.12
1974-01-01,8.43,5.57,9.11,3.83,3.74,0.09,3.21,2.82,0.38,0.15,0.06,0.09
1974-02-01,9.11,5.91,10.26,4.47,4.35,0.14,3.67,3.3,0.37,0.15,0.07,0.1
1974-03-01,9.61,6.3,11.79,5.4,5.2,0.21,4.25,3.92,0.34,0.16,0.07,0.1
1974-04-01,9.57,6.48,12.9,6.05,5.83,0.26,4.64,4.35,0.31,0.19,0.08,0.12
1974-05-01,10.11,7.09,14.28,6.87,6.61,0.3,5.18,4.89,0.31,0.23,0.1,0.14
1974-06-01,10.4,7.73,14.69,7.04,6.77,0.3,5.34,5.05,0.3,0.3,0.13,0.18
1974-07-01,10.82,8.22,14.75,7.08,6.84,0.27,5.31,5.06,0.28,0.35,0.15,0.21
1974-08-01,10.7,8.75,14.79,7.09,6.92,0.24,5.24,5.01,0.26,0.4,0.17,0.24
1974-09-01,11.4,9.18,14.28,6.68,6.55,0.19,5.11,4.89,0.25,0.48,0.19,0.3
1974-10-01,11.58,9.61,13.52,6.16,6.05,0.15,4.84,4.62,0.25,0.54,0.2,0.34
1974-11-01,11.5,9.88,12.66,5.56,5.49,0.1,4.56,4.32,0.27,0.58,0.19,0.38
1974-12-01,11.46,10.05,11.89,5.01,4.98,0.06,4.32,4.05,0.29,0.6,0.19,0.41
1975-01-01,11.09,10.15,10.34,4.17,4.19,0.02,3.62,3.35,0.27,0.59,0.16,0.42
1975-02-01,10.41,10.22,9.75,3.86,3.88,0.01,3.37,3.09,0.28,0.58,0.16,0.43
1975-03-01,9.51,9.94,7.93,2.83,2.9,-0.06,2.64,2.33,0.29,0.57,0.12,0.44
1975-04-01,9.11,9.65,7.47,2.53,2.61,-0.08,2.49,2.14,0.33,0.58,0.11,0.45
1975-05-01,8.47,9.07,6.6,2.08,2.21,-0.13,2.13,1.77,0.33,0.55,0.09,0.45
1975-06-01,8.24,8.49,6.82,2.17,2.31,-0.12,2.25,1.87,0.36,0.57,0.09,0.46
1975-07-01,8.37,8.2,6.88,2.21,2.33,-0.1,2.24,1.87,0.35,0.58,0.09,0.47
1975-08-01,7.71,7.54,6.82,2.17,2.26,-0.09,2.2,1.82,0.36,0.58,0.09,0.48
1975-09-01,7.13,7.16,7.66,2.61,2.67,-0.05,2.53,2.14,0.37,0.62,0.12,0.5
1975-10-01,6.99,6.85,7.71,2.59,2.6,-0.01,2.56,2.15,0.39,0.66,0.12,0.52
1975-11-01,6.87,6.78,8.23,2.94,2.89,0.04,2.75,2.36,0.39,0.66,0.13,0.52
1975-12-01,6.62,6.68,7.98,2.87,2.75,0.14,2.59,2.23,0.33,0.65,0.12,0.52
1976-01-01,6.37,6.6,7.59,2.71,2.52,0.19,2.35,2.03,0.29,0.64,0.11,0.52
1976-02-01,5.93,6.28,7.13,2.52,2.28,0.24,2.11,1.83,0.25,0.64,0.1,0.52
1976-03-01,5.73,6.07,6.75,2.32,2.06,0.25,1.94,1.67,0.23,0.63,0.09,0.53
1976-04-01,5.61,5.97,6.59,2.26,1.99,0.27,1.85,1.59,0.22,0.63,0.08,0.53
1976-05-01,5.69,6.03,6.74,2.27,1.99,0.27,1.94,1.64,0.26,0.68,0.09,0.57
1976-06-01,5.49,5.93,6.71,2.25,1.98,0.26,1.91,1.6,0.28,0.7,0.09,0.59
1976-07-01,5.12,5.87,6.96,2.35,2.05,0.27,2.02,1.67,0.31,0.73,0.1,0.62
1976-08-01,5.25,6.11,7.04,2.34,2.06,0.27,2.06,1.69,0.33,0.78,0.1,0.66
1976-09-01,5.32,6.16,7.24,2.45,2.16,0.29,2.14,1.77,0.33,0.81,0.11,0.68
1976-10-01,5.26,6.15,7.17,2.39,2.1,0.29,2.08,1.73,0.32,0.85,0.11,0.72
1976-11-01,5.06,5.93,7.39,2.47,2.17,0.29,2.17,1.8,0.35,0.88,0.11,0.74
1976-12-01,5.07,5.86,7.45,2.49,2.21,0.28,2.19,1.81,0.37,0.9,0.11,0.76
1977-01-01,5.28,5.96,7.78,2.59,2.3,0.28,2.39,1.94,0.42,0.94,0.12,0.79
1977-02-01,5.97,6.19,7.62,2.5,2.23,0.27,2.32,1.85,0.44,0.93,0.12,0.79
1977-03-01,6.34,6.29,7.48,2.42,2.15,0.25,2.29,1.78,0.47,0.9,0.11,0.77
1977-04-01,6.72,6.4,7.21,2.26,2.01,0.23,2.21,1.67,0.5,0.89,0.1,0.76
1977-05-01,6.75,6.44,7.18,2.23,1.98,0.23,2.24,1.68,0.52,0.86,0.1,0.74
1977-06-01,6.88,6.65,7.45,2.36,2.12,0.25,2.33,1.79,0.51,0.86,0.11,0.73
1977-07-01,6.89,6.72,7.19,2.24,2.01,0.22,2.24,1.7,0.51,0.82,0.1,0.71
1977-08-01,6.8,6.62,6.94,2.13,1.91,0.21,2.14,1.61,0.48,0.81,0.09,0.7
1977-09-01,6.6,6.45,6.65,2,1.78,0.21,2,1.49,0.46,0.79,0.08,0.69
1977-10-01,6.54,6.45,6.65,2.01,1.82,0.18,2.04,1.53,0.46,0.75,0.08,0.65
1977-11-01,6.67,6.51,6.79,2.08,1.93,0.14,2.14,1.61,0.47,0.73,0.08,0.62
1977-12-01,6.59,6.48,6.98,2.15,2.03,0.11,2.23,1.7,0.49,0.71,0.09,0.6
1978-01-01,6.6,6.47,7,2.05,2.01,0.05,2.38,1.77,0.57,0.71,0.09,0.6
1978-02-01,6.26,6.23,7.26,2.2,2.19,0,2.54,1.91,0.58,0.69,0.09,0.58
1978-03-01,6.42,6.35,7.57,2.33,2.35,-0.02,2.7,2.05,0.61,0.67,0.1,0.55
1978-04-01,6.6,6.51,7.89,2.49,2.54,-0.05,2.86,2.2,0.63,0.66,0.11,0.54
1978-05-01,6.82,6.6,7.96,2.49,2.59,-0.08,2.89,2.21,0.63,0.67,0.11,0.55
1978-06-01,6.92,6.56,7.86,2.42,2.54,-0.12,2.88,2.19,0.65,0.67,0.1,0.55
1978-07-01,6.95,6.52,7.83,2.35,2.51,-0.15,2.92,2.19,0.69,0.68,0.1,0.56
1978-08-01,7,6.58,7.95,2.41,2.57,-0.15,2.96,2.24,0.68,0.7,0.11,0.57
1978-09-01,7.2,6.73,8.04,2.43,2.6,-0.18,3.02,2.3,0.68,0.74,0.12,0.6
1978-10-01,7.55,7,8.36,2.58,2.75,-0.17,3.14,2.43,0.68,0.75,0.13,0.61
1978-11-01,7.55,7.02,8.17,2.49,2.64,-0.17,3.02,2.32,0.67,0.76,0.13,0.61
1978-12-01,7.53,6.89,8.06,2.46,2.63,-0.18,2.96,2.29,0.64,0.76,0.12,0.61
1979-01-01,7.7,6.8,8.57,2.68,2.82,-0.15,3.21,2.52,0.66,0.78,0.13,0.63
1979-02-01,7.78,6.73,8.61,2.69,2.84,-0.16,3.23,2.54,0.66,0.79,0.13,0.64
1979-03-01,7.92,6.77,8.44,2.58,2.74,-0.18,3.18,2.47,0.68,0.8,0.13,0.65
1979-04-01,8.22,7.06,8.32,2.46,2.64,-0.2,3.15,2.42,0.69,0.84,0.14,0.69
1979-05-01,8.57,7.36,8.27,2.39,2.6,-0.22,3.12,2.37,0.7,0.89,0.14,0.73
1979-06-01,8.76,7.36,8.15,2.29,2.52,-0.25,3.1,2.34,0.72,0.93,0.14,0.77
1979-07-01,8.99,7.27,8.5,2.46,2.68,-0.23,3.22,2.46,0.71,0.96,0.16,0.78
1979-08-01,9.27,7.41,8.88,2.66,2.86,-0.22,3.35,2.6,0.7,1,0.17,0.8
1979-09-01,9.61,7.52,9.19,2.82,3.02,-0.2,3.48,2.75,0.69,1.02,0.18,0.82
1979-10-01,9.63,7.52,9.83,3.09,3.27,-0.19,3.82,3.05,0.73,1.05,0.2,0.84
1979-11-01,9.77,7.63,10.53,3.44,3.61,-0.16,4.12,3.36,0.72,1.04,0.22,0.81
1979-12-01,10.18,7.98,10.9,3.6,3.75,-0.13,4.29,3.52,0.75,1.05,0.22,0.82
1980-01-01,10.5,8.24,11.32,3.87,3.98,-0.1,4.44,3.68,0.74,1.05,0.23,0.81
1980-02-01,11.1,8.97,11.52,3.95,4.04,-0.08,4.52,3.76,0.75,1.09,0.24,0.84
1980-03-01,11.59,9.35,11.15,3.68,3.78,-0.09,4.41,3.62,0.77,1.11,0.24,0.88
