state,year,quarter,pi_nt,pi_t,pi
Minnesota,1995,3,2.9792895,-1.1157382,1.7037003
Minnesota,1995,4,3.2274518,-1.380425,1.8113782
Minnesota,1996,1,2.8506436,0.60914856,2.2468612
Minnesota,1996,2,2.5047529,0.32293868,1.9343785
Minnesota,1996,3,2.6281374,1.619225,2.3932245
Minnesota,1996,4,3.0995054,2.8272753,3.0925117
Minnesota,1997,1,3.3611019,1.4141377,2.7490401
Minnesota,1997,2,3.2113152,2.0128906,2.8285742
Minnesota,1997,3,3.8584788,1.273428,3.1815603
Minnesota,1997,4,3.5884221,0.49843585,2.7663927
Minnesota,1998,1,3.1933188,0.024711443,2.2385397
Minnesota,1998,2,2.6993549,-0.31809011,1.7698095
Minnesota,1998,3,1.7605714,0.26992607,1.2782133
Minnesota,1998,4,2.1690586,-0.61404008,1.2255455
Minnesota,1999,1,2.2953937,-0.23732008,1.6797634
Minnesota,1999,2,3.5339148,0.932854,2.9856188
Minnesota,1999,3,3.892544,1.4483144,3.2507479
Minnesota,1999,4,3.6749265,2.8414927,3.4825659
Minnesota,2000,1,3.3923402,4.6909499,3.7633822
Minnesota,2000,2,3.3127384,3.1868408,3.2234535
Minnesota,2000,3,2.539253,2.0884876,2.4280717
Minnesota,2000,4,3.9608767,1.7757794,3.3643689
Minnesota,2001,1,6.337997,0.15398903,4.5780954
Minnesota,2001,2,5.9414577,-0.51088625,4.0767102
Minnesota,2001,3,6.8970175,-0.59659141,4.5848937
Minnesota,2001,4,4.3300719,-1.9805859,2.2476039
Minnesota,2002,1,2.624455,-2.0773897,1.0928993
Minnesota,2002,2,2.9977787,-1.3233628,1.6689172
Minnesota,2002,3,1.8894612,-1.5845487,0.91744381
Minnesota,2002,4,2.7323782,-0.2540296,2.0489626
Minnesota,2003,1,3.1288452,0.70328331,2.6512671
Minnesota,2003,2,2.8434029,-0.52686131,2.0975878
Minnesota,2003,3,2.5340209,-0.33180633,2.0194209
Minnesota,2003,4,3.4036024,-0.29016194,2.7004948
Minnesota,2004,1,2.909796,-0.91655535,2.0890839
Minnesota,2004,2,3.6091583,0.94576472,2.7813914
Minnesota,2004,3,4.3794785,0.99696994,3.2040641
Minnesota,2004,4,4.3853889,1.6458801,3.2522421
Minnesota,2005,1,4.0264082,2.0581045,3.0469286
Minnesota,2005,2,3.188354,2.0706408,2.7621527
Minnesota,2005,3,4.7584457,3.3530715,4.2771754
Minnesota,2005,4,4.61619,3.1145258,3.9997861
Minnesota,2006,1,5.5106616,2.8957567,4.6739779
Minnesota,2006,2,4.6664157,3.157084,3.9901574
Minnesota,2006,3,4.0849476,2.8333654,3.6232522
Minnesota,2006,4,2.8429694,1.7329806,2.5278816
Minnesota,2007,1,3.3386068,2.4112663,3.1648962
Minnesota,2007,2,3.8945227,1.9469752,3.5411947
Minnesota,2007,3,2.5340331,1.8845679,2.4127598
Minnesota,2007,4,3.7157257,2.9071922,3.5665143
Minnesota,2008,1,3.403883,2.8271105,3.1983492
Minnesota,2008,2,5.0880599,3.5146673,4.7141733
Minnesota,2008,3,6.1290684,4.8051548,5.9224844
Minnesota,2008,4,4.3010325,2.1944389,3.751137
Minnesota,2009,1,2.8429697,1.3895402,2.5588365
Minnesota,2009,2,0.14760168,0.81191546,0.11131006
Minnesota,2009,3,0.40113664,-1.1680759,-0.50636864
Minnesota,2009,4,1.9612908,1.0045162,1.3508826
Minnesota,2010,1,2.1780562,0.90291595,1.2779113
Minnesota,2010,2,3.0829875,0.74577236,2.0370255
Minnesota,2010,3,2.7117836,1.1506255,2.1206129
Minnesota,2010,4,1.5737053,1.8217469,1.4109433
Minnesota,2011,1,2.2159848,3.6788287,2.5149503
Minnesota,2011,2,2.4982331,4.5131707,2.9339821
Minnesota,2011,3,2.0537715,5.6311817,2.8095183
Minnesota,2011,4,2.2487328,4.6109557,2.6910629
Minnesota,2012,1,2.2682111,2.9978957,2.2863276
Minnesota,2012,2,1.9833257,1.8648629,1.7227705
Minnesota,2012,3,2.1606135,0.50835288,1.5696887
Minnesota,2012,4,2.7282925,-0.10307235,1.8556584
Minnesota,2013,1,2.6992714,0.089328066,1.8989258
Minnesota,2013,2,2.9588983,0.11337686,2.2656717
Minnesota,2013,3,1.0025136,0.76292318,0.88865131
Minnesota,2013,4,1.6342958,0.65737504,1.3955086
Minnesota,2014,1,1.7662518,0.4272446,1.5464048
Minnesota,2014,2,1.6689153,0.78039944,1.517011
Minnesota,2014,3,1.9162501,-0.4230831,1.3696148
Minnesota,2014,4,1.1733361,-1.7243409,0.38765359
Minnesota,2015,1,-1.2834821,-4.2928367,-2.513329
Minnesota,2015,2,-1.9372053,-4.2637262,-3.1222105
Minnesota,2015,3,-1.2640188,-3.8248639,-2.4396312
Minnesota,2015,4,0.62978959,-1.8177609,-0.35711506
Minnesota,2016,1,3.0668595,-0.26677966,2.0611103
Minnesota,2016,2,3.2129595,-0.20100899,2.2393136
Minnesota,2016,3,3.1796505,-0.50678378,2.1500411
Minnesota,2016,4,2.7994633,-0.30592859,1.9308194
Minnesota,2017,1,2.0571063,1.1968915,1.7941322
Minnesota,2017,2,1.788641,0.033722632,1.3227799
Minnesota,2017,3,1.0827955,-0.13498919,0.70861691
Minnesota,2017,4,1.0325871,-0.060378641,0.65071005
Mississippi,1989,1,4.2414618,4.841949,4.4925842
Mississippi,1989,2,4.373826,5.3244543,4.7728667
Mississippi,1989,3,4.4496598,3.4882691,4.0147543
Mississippi,1989,4,4.9545398,2.6810529,3.9129107
Mississippi,1990,1,5.8348322,3.4891379,4.7421832
Mississippi,1990,2,5.6238155,2.1264296,4.0281734
Mississippi,1990,3,4.8433642,3.449157,4.1730413
Mississippi,1990,4,4.8033252,5.4213033,5.0423274
Mississippi,1991,1,3.8113105,4.6511312,4.1695275
Mississippi,1991,2,3.4207556,5.6205664,4.3655243
Mississippi,1991,3,3.5082078,4.746335,4.0666246
Mississippi,1991,4,1.4950083,2.8746221,2.1555114
Mississippi,1992,1,0.67677093,1.6602283,1.1657169
Mississippi,1992,2,1.993039,0.83026838,1.5402163
Mississippi,1992,3,3.0040638,0.41957495,1.9136595
Mississippi,1992,4,3.5393522,0.5442993,2.2588687
Mississippi,1993,1,3.3561673,0.84899962,2.2983608
Mississippi,1993,2,3.3095589,0.34100351,2.0631683
Mississippi,1993,3,2.9814043,-0.11751699,1.6935191
Mississippi,1993,4,2.9975641,-0.81753129,1.3508005
Mississippi,1994,1,4.2682991,-0.88662177,2.0194364
Mississippi,1994,2,4.8361626,0.27588135,2.8551733
Mississippi,1994,3,4.4265432,1.1496271,3.0029347
Mississippi,1994,4,4.7882438,1.6286992,3.4306629
Mississippi,1995,1,3.7954662,1.9885004,3.0417156
Mississippi,1995,2,2.3457236,1.549446,2.0281136
Mississippi,1995,3,1.4687816,1.1442887,1.3446714
Mississippi,1995,4,1.2366261,0.98581934,1.127277
Mississippi,1996,1,1.3224763,1.0093615,1.1751051
Mississippi,1996,2,1.1169152,0.7859652,0.96308088
Mississippi,1996,3,0.52752537,0.35734576,0.436827
Mississippi,1996,4,0.96206528,0.64980036,0.82060319
Mississippi,1997,1,1.4054258,0.055265494,0.8347069
Mississippi,1997,2,1.8184181,-0.074181668,1.0253986
Mississippi,1997,3,2.2167485,0.20605165,1.3752118
Mississippi,1997,4,0.87447125,-0.004181922,0.51498663
Mississippi,1998,1,1.0959188,0.51585591,0.75772101
Mississippi,1998,2,1.3210963,2.8185785,1.8458823
Mississippi,1998,3,0.065984845,4.5695148,1.8404547
Mississippi,1998,4,2.0320711,4.5658469,2.9806597
Mississippi,1999,1,1.2529024,3.8356721,2.32656
Mississippi,1999,2,0.8959738,2.2243505,1.4578152
Mississippi,1999,3,2.7980938,1.1944662,2.1220953
Mississippi,1999,4,2.4443684,3.2776487,2.8146083
Mississippi,2000,1,3.1142242,5.2525744,4.0295382
Mississippi,2000,2,2.1728337,5.2149158,3.4694586
Mississippi,2000,3,2.672765,3.896524,3.2016547
Mississippi,2000,4,2.9295681,0.71333677,1.9775691
Mississippi,2001,1,5.1769981,0.26974779,3.0708008
Mississippi,2001,2,6.7904434,-0.34691906,3.708147
Mississippi,2001,3,5.9960046,-0.12534253,3.3587029
Mississippi,2001,4,5.9322166,0.89078462,3.7753069
Mississippi,2002,1,2.2716513,-1.4947704,0.67644399
Mississippi,2002,2,0.67435235,0.63192612,0.64047015
Mississippi,2002,3,2.6360979,2.69203,2.6710031
Mississippi,2002,4,1.4858648,3.9329042,2.5540197
Mississippi,2003,1,3.5827141,6.9520779,5.0316544
Mississippi,2003,2,4.9207973,4.0626373,4.6266184
Mississippi,2003,3,3.629107,2.5174291,3.2135172
Mississippi,2003,4,3.529835,2.2308342,2.991786
Mississippi,2004,1,2.5661178,0.6050027,1.7571534
Mississippi,2004,2,2.7388718,2.8002644,2.7542171
Mississippi,2004,3,2.3440919,4.0973849,3.0321522
Mississippi,2004,4,3.6608336,3.6328068,3.6187029
Mississippi,2005,1,3.478096,3.786001,3.5736606
Mississippi,2005,2,4.1640463,3.0339875,3.6962113
Mississippi,2005,3,5.1846719,2.0012374,3.8767343
Mississippi,2005,4,5.7780466,1.4191595,3.9916198
Mississippi,2006,1,5.7091036,1.5543482,4.0068116
Mississippi,2006,2,5.5972567,1.4476637,3.900527
Mississippi,2006,3,6.7279925,1.3792173,4.6006055
Mississippi,2006,4,4.5382667,1.6851463,3.3840172
Mississippi,2007,1,3.2338326,2.493134,2.9459243
Mississippi,2007,2,3.2787766,3.5878923,3.4397922
Mississippi,2007,3,3.2159581,3.2772808,3.2667801
Mississippi,2007,4,3.8019574,3.6259441,3.7799795
Mississippi,2008,1,6.3058524,4.2238102,5.5680947
Mississippi,2008,2,6.9992499,3.8493094,5.8015161
Mississippi,2008,3,7.6063075,4.4782171,6.4057665
Mississippi,2008,4,7.057498,1.5120356,4.8736229
Mississippi,2009,1,4.9985633,-0.35684198,2.8523166
Mississippi,2009,2,5.2173228,0.66962081,3.4785283
Mississippi,2009,3,4.4578428,0.76075017,2.9780226
Mississippi,2009,4,4.2241845,4.6146374,4.2452955
Mississippi,2010,1,3.9680359,4.9879904,4.1668925
Mississippi,2010,2,2.9905915,1.9269652,2.2661517
Mississippi,2010,3,1.4533432,-0.50632113,0.36561751
Mississippi,2010,4,0.001032253,-0.54312974,-0.28984398
Mississippi,2011,1,-0.051169101,0.87271082,0.36527529
Mississippi,2011,2,0.81215495,3.6569321,2.0183809
Mississippi,2011,3,0.76790637,6.4716458,3.1590931
Mississippi,2011,4,1.4083445,5.4144812,3.1253314
Mississippi,2012,1,2.9459891,5.1119871,3.8973649
Mississippi,2012,2,3.4936974,1.8323634,2.7691669
Mississippi,2012,3,2.8722684,0.10565084,1.6199687
Mississippi,2012,4,2.0603034,-0.071870148,1.0357237
Mississippi,2013,1,2.135886,-0.76266062,0.75405025
Mississippi,2013,2,3.4505167,-0.37563497,1.7481459
Mississippi,2013,3,4.3739157,-0.024737254,2.4590158
Mississippi,2013,4,6.6373935,0.0633545,3.7198048
Mississippi,2014,1,5.59233,0.24757464,3.2978122
Mississippi,2014,2,2.8895164,1.3847075,2.358561
Mississippi,2014,3,3.3928237,1.427002,2.7488818
Mississippi,2014,4,3.9736784,1.5598779,3.1833816
Mississippi,2015,1,3.8152106,0.20285676,2.4676466
Mississippi,2015,2,4.5986428,-0.83380216,2.5493507
Mississippi,2015,3,1.401425,-0.80804336,0.50984859
Mississippi,2015,4,0.5041362,-1.3655757,-0.29285431
Mississippi,2016,1,0.6142416,-1.6218432,-0.39585134
Mississippi,2016,2,0.5621112,-1.2776561,-0.31975341
Mississippi,2016,3,1.784358,-0.87642813,0.55642176
Mississippi,2016,4,1.5074171,-0.49217346,0.42954597
Mississippi,2017,1,3.2626121,0.49486905,2.0727911
Mississippi,2017,2,1.2596047,1.6412886,1.0825995
Mississippi,2017,3,-1.4752562,1.0352091,-1.1358197
Mississippi,2017,4,-0.50549442,-0.003365648,-0.67216069
Missouri,1978,1,14.190699,0.40232247,7.6459379
Missouri,1978,2,11.609985,2.5996809,7.3607764
Missouri,1978,3,10.317644,3.4276929,7.0727334
Missouri,1978,4,10.217343,5.3524961,7.9501519
Missouri,1979,1,12.219837,7.0911393,9.7634687
Missouri,1979,2,13.664193,6.6131663,10.319549
Missouri,1979,3,15.161099,7.0137563,11.267623
Missouri,1979,4,14.957464,6.8257146,11.058505
Missouri,1980,1,13.647146,6.8932819,10.454112
Missouri,1980,2,13.685493,7.7306838,10.904098
Missouri,1980,3,14.04444,8.6559277,11.59683
Missouri,1980,4,13.162396,9.3263292,11.409594
Missouri,1981,1,12.983385,8.4451094,10.910689
Missouri,1981,2,12.126409,5.9445791,9.3213663
Missouri,1981,3,11.364885,4.7703972,8.4421425
Missouri,1981,4,11.156228,3.10934,7.622396
Missouri,1982,1,12.145398,1.400463,7.5768275
Missouri,1982,2,12.175805,1.9300416,7.8767347
Missouri,1982,3,11.312002,2.4577537,7.6022987
Missouri,1982,4,11.099512,2.222791,7.409225
Missouri,1983,1,8.9572639,3.0115695,6.4750876
Missouri,1983,2,7.312242,3.1418781,5.5544949
Missouri,1983,3,6.4258623,1.8188318,4.5150237
Missouri,1983,4,5.7466607,2.4118023,4.3362427
Missouri,1984,1,5.271266,1.9041386,3.879992
Missouri,1984,2,4.9809842,-0.057172835,2.8928835
Missouri,1984,3,4.780838,0.16206804,2.9264419
Missouri,1984,4,4.2155643,-0.16695552,2.4909158
Missouri,1985,1,3.8162894,-0.039172735,2.3042312
Missouri,1985,2,4.7487254,1.7168766,3.562942
Missouri,1985,3,4.1745667,0.42741677,2.6741633
Missouri,1985,4,4.8679914,-0.218558,2.8234618
Missouri,1986,1,4.3498883,-1.9619046,1.837101
Missouri,1986,2,3.4087481,-3.2241836,0.85344386
Missouri,1986,3,5.0005655,-2.4433367,2.1863778
Missouri,1986,4,2.8812854,-1.9270054,1.0971831
Missouri,1989,1,4.6288466,3.4462645,4.280436
Missouri,1989,2,4.4538236,4.507791,4.5163174
Missouri,1989,3,3.9839578,3.1948786,3.7519345
Missouri,1989,4,3.6313176,2.7387006,3.3945098
Missouri,1990,1,4.46457,3.6537309,4.3090162
Missouri,1990,2,4.5551491,2.3266189,3.9153373
Missouri,1990,3,4.7911053,3.5889893,4.533123
Missouri,1990,4,4.8873191,4.8449984,5.0634928
Missouri,1991,1,3.5829604,2.8313472,3.4693933
Missouri,1991,2,3.0180423,2.9255762,3.0986869
Missouri,1991,3,3.3548052,1.3641074,2.76215
Missouri,1991,4,3.4002519,0.19273266,2.3551593
Missouri,1992,1,3.5890207,0.5228377,2.6415839
Missouri,1992,2,3.303077,0.54780048,2.4278011
Missouri,1992,3,2.9058366,1.0876814,2.3067579
Missouri,1992,4,2.5745385,1.0674554,2.0739894
Missouri,1993,1,2.7037921,1.084619,2.195354
Missouri,1993,2,2.6982384,1.1248391,2.2155154
Missouri,1993,3,3.7337861,0.67385924,2.8539877
Missouri,1993,4,4.3765001,0.8151474,3.356781
Missouri,1994,1,4.5469742,0.99680811,3.4920735
Missouri,1994,2,4.7455955,0.78581977,3.5696678
Missouri,1994,3,3.9680476,1.483404,3.2787385
Missouri,1994,4,2.5573952,0.99420393,2.1026413
Missouri,1995,1,2.1090407,0.75754273,1.7084223
Missouri,1995,2,2.7678268,1.2193325,2.3320513
Missouri,1995,3,2.1956098,0.51080865,1.7445441
Missouri,1995,4,2.2993097,0.25664559,1.690715
Missouri,1996,1,2.5554299,1.2449571,2.2184045
Missouri,1996,2,1.8313986,1.308246,1.7431509
Missouri,1996,3,2.1891658,1.6135347,2.0512588
Missouri,1996,4,2.6673694,2.499711,2.7151008
Missouri,1997,1,3.0020583,1.0740209,2.4947968
Missouri,1997,2,2.3665638,0.61608142,1.8982749
Missouri,1997,3,1.815683,0.73412901,1.638356
Missouri,1997,4,2.1346643,-0.069861285,1.5600073
Missouri,1998,1,1.4401975,0.27631983,1.1491919
Missouri,1998,2,2.2137082,0.1892629,1.733027
Missouri,1998,3,1.6752537,-0.31370997,1.2775388
Missouri,1998,4,0.83510339,0.15377919,0.72752804
Missouri,1999,1,0.66413128,0.59072298,0.82734442
Missouri,1999,2,0.64132363,1.093685,0.99857134
Missouri,1999,3,2.0874076,2.6522393,2.3796301
Missouri,1999,4,2.4512422,2.6216035,2.5894747
Missouri,2000,1,3.0687251,2.8408766,3.0361958
Missouri,2000,2,3.8112345,2.9228685,3.5497289
Missouri,2000,3,3.8246932,1.878442,3.2816114
Missouri,2000,4,4.000309,1.9752641,3.4230163
Missouri,2001,1,3.9994144,2.1534016,3.4058063
Missouri,2001,2,3.1070728,2.4272668,2.8163929
Missouri,2001,3,3.4193833,1.4689094,2.5828087
Missouri,2001,4,2.3650041,0.91696852,1.6397786
Missouri,2002,1,1.8083012,0.84551936,1.1906483
Missouri,2002,2,2.9743769,1.3421669,2.099705
Missouri,2002,3,2.814564,1.8941721,2.3191144
Missouri,2002,4,2.5060656,2.2564435,2.299751
Missouri,2003,1,3.1507478,2.6687269,2.9990764
Missouri,2003,2,3.4409146,0.45256799,2.674439
Missouri,2003,3,2.9497206,0.72013974,2.4803607
Missouri,2003,4,2.3160162,0.75474107,1.9908681
Missouri,2004,1,1.9126818,1.1000522,1.8002369
Missouri,2004,2,1.936551,2.3970957,2.2504396
Missouri,2004,3,2.0868604,2.2610765,2.241281
Missouri,2004,4,3.3166819,2.6509194,3.2402236
Missouri,2005,1,2.434257,1.9688988,2.3156018
Missouri,2005,2,2.2560098,1.7109619,2.0540378
Missouri,2005,3,2.0111675,2.5902491,2.095506
Missouri,2005,4,2.1868229,2.4049346,2.1998127
Missouri,2006,1,2.8657026,1.7843065,2.54056
Missouri,2006,2,2.6576128,1.1909852,2.2144837
Missouri,2006,3,2.7918689,1.2992595,2.386632
Missouri,2006,4,2.4309764,0.49381876,1.7976843
Missouri,2007,1,2.557879,0.80077922,2.0298257
Missouri,2007,2,2.3374155,2.2703989,2.3144195
Missouri,2007,3,2.4630346,0.67482442,1.9265722
Missouri,2007,4,2.7321057,1.0162649,2.2201426
Missouri,2008,1,2.6850708,0.68277419,2.0542917
Missouri,2008,2,2.9629376,1.3922272,2.5246577
Missouri,2008,3,3.7183077,3.1992605,3.6709354
Missouri,2008,4,3.2856474,0.47652835,2.4592445
Missouri,2009,1,2.7103546,1.342797,2.2956767
Missouri,2009,2,2.2207935,0.70305926,1.7373376
Missouri,2009,3,1.0864499,-0.74094701,0.38351917
Missouri,2009,4,0.78215134,2.2838843,1.061444
Missouri,2010,1,1.0823288,1.7350172,0.99407166
Missouri,2010,2,1.9993231,0.39774433,1.1419104
Missouri,2010,3,2.9140439,0.13585405,1.7073969
Missouri,2010,4,3.8127902,0.10564473,2.4265821
Missouri,2011,1,4.0177727,0.55226481,2.8361201
Missouri,2011,2,3.7133741,2.2621615,3.1554236
Missouri,2011,3,3.3973744,3.6099703,3.3284369
Missouri,2011,4,3.7029595,3.8069761,3.656661
Missouri,2012,1,3.2679379,4.0922813,3.3974741
Missouri,2012,2,3.1734371,2.4100769,2.8525288
Missouri,2012,3,2.6304748,1.7988724,2.3642185
Missouri,2012,4,1.9279968,0.85759592,1.515834
Missouri,2013,1,3.0346763,0.13958789,2.1822617
Missouri,2013,2,3.1140671,0.38747787,2.3817842
Missouri,2013,3,2.8414481,0.26795489,2.1595402
Missouri,2013,4,2.425648,0.04327127,1.7533438
Missouri,2014,1,2.857619,0.23051007,2.1343753
Missouri,2014,2,2.6056964,0.37014049,1.9213322
Missouri,2014,3,1.2911849,0.30535197,0.79500192
Missouri,2014,4,1.6099894,-0.090169728,0.88885975
Missouri,2015,1,0.56487346,-1.898278,-0.50750524
Missouri,2015,2,1.2783847,-1.5872599,0.15787351
Missouri,2015,3,2.2743547,-1.4204926,1.0552564
Missouri,2015,4,2.8984697,-1.2249565,1.6635922
Missouri,2016,1,3.8282189,-1.2541658,2.490447
Missouri,2016,2,3.3448343,-1.5984455,2.0760984
Missouri,2016,3,2.4750705,-1.9437411,1.3338851
Missouri,2016,4,1.4461871,-1.1528972,0.70315701
Missouri,2017,1,1.3824739,0.75647742,1.154971
Missouri,2017,2,3.3559146,0.61570734,2.5414796
Missouri,2017,3,3.4077375,0.95800406,2.6134589
Missouri,2017,4,3.7162597,0.89075375,2.8035367
New Jersey,1978,1,4.8796859,1.4404351,3.3407288
New Jersey,1978,2,5.7335768,2.6705012,4.3372002
New Jersey,1978,3,6.7490349,2.7227149,4.929172
New Jersey,1978,4,5.340579,3.5729172,4.4859338
New Jersey,1979,1,3.2988136,4.0405979,3.5212224
New Jersey,1979,2,3.9467299,3.6864278,3.715724
New Jersey,1979,3,5.9889107,5.0592561,5.4344711
New Jersey,1979,4,7.6290894,6.3164353,6.9433084
New Jersey,1980,1,8.6735363,7.7028284,8.1738358
New Jersey,1980,2,9.54877,8.3209305,8.9486818
New Jersey,1980,3,9.919508,9.665679,9.8354702
New Jersey,1980,4,10.560246,8.8078775,9.7815094
New Jersey,1981,1,11.208321,6.7399669,9.1932096
New Jersey,1981,2,10.592978,5.6241684,8.3872585
New Jersey,1981,3,9.5224895,4.1344576,7.0893736
New Jersey,1981,4,9.1443062,2.1413236,5.9838929
New Jersey,1982,1,7.3438134,2.0602331,5.0005469
New Jersey,1982,2,6.3989239,0.98095471,4.0025535
New Jersey,1982,3,5.6564679,0.58416969,3.4296947
New Jersey,1982,4,4.6584439,0.14094633,2.6856024
New Jersey,1983,1,3.6800508,0.065636225,2.0842118
New Jersey,1983,2,3.4191301,0.52493441,2.1162908
New Jersey,1983,3,3.2821302,-0.16079791,1.7446613
New Jersey,1983,4,2.592145,0.65411556,1.7308706
New Jersey,1984,1,3.4806695,0.53921574,2.1829081
New Jersey,1984,2,4.4415002,-1.0304937,2.0706613
New Jersey,1984,3,4.4540157,-0.78194118,2.1791341
New Jersey,1984,4,3.3374994,-0.04307846,1.8487303
New Jersey,1985,1,3.5766177,0.056007329,2.0419219
New Jersey,1985,2,2.4179254,0.81753004,1.7085322
New Jersey,1985,3,1.2764949,0.33063796,0.87087381
New Jersey,1985,4,1.0079268,0.91663563,0.97230661
New Jersey,1986,1,1.3551633,0.84277314,1.1479942
New Jersey,1986,2,0.77128232,0.62791866,0.71936536
New Jersey,1986,3,1.2622163,0.66791701,0.98652762
New Jersey,1986,4,4.9754453,0.26670769,2.9527657
New Jersey,1989,1,4.1136117,3.1682811,3.824929
New Jersey,1989,2,3.9108834,3.8818228,4.0018563
New Jersey,1989,3,3.2231958,1.9289268,2.8157475
New Jersey,1989,4,3.7963543,1.3001295,2.9162271
New Jersey,1990,1,3.5489633,-0.61927176,2.0138886
New Jersey,1990,2,2.4107926,-0.8247813,1.2639353
New Jersey,1990,3,3.0198774,2.586163,2.9835308
New Jersey,1990,4,3.9314241,5.1220798,4.5186253
New Jersey,1991,1,10.867697,6.0296845,9.3517122
New Jersey,1991,2,5.2588987,5.5299039,5.4789801
New Jersey,1991,3,4.163012,2.6340671,3.661864
New Jersey,1991,4,3.555186,-0.21401061,2.1456547
New Jersey,1992,1,-1.3959312,-0.24566734,-1.0330343
New Jersey,1992,2,3.6532438,-0.3057448,2.2198746
New Jersey,1992,3,3.2449729,0.033485074,2.1021223
New Jersey,1992,4,3.8645937,1.1986158,2.9382751
New Jersey,1993,1,3.8001542,1.1379826,2.8769169
New Jersey,1993,2,4.1368203,0.42198369,2.8267546
New Jersey,1993,3,4.6665187,0.3312144,3.1425481
New Jersey,1993,4,5.3759856,-0.61131328,3.2257419
New Jersey,1994,1,4.4023266,-1.2825584,2.3713164
New Jersey,1994,2,3.2905409,-0.56366879,1.9157193
New Jersey,1994,3,3.5604267,0.31196183,2.4325659
New Jersey,1994,4,2.5265574,0.28552818,1.7512599
New Jersey,1995,1,2.6660078,0.75038534,1.9700645
New Jersey,1995,2,3.6295676,1.1253444,2.7572198
New Jersey,1995,3,2.8961875,0.97801596,2.24193
New Jersey,1995,4,1.7044901,1.0343434,1.4853009
New Jersey,1996,1,1.7939312,1.2655276,1.6427542
New Jersey,1996,2,1.6536875,0.91367286,1.4234385
New Jersey,1996,3,2.507822,0.31144887,1.7765383
New Jersey,1996,4,3.5816157,1.202821,2.8169487
New Jersey,1997,1,3.2435346,0.95306581,2.5282035
New Jersey,1997,2,2.9761429,-0.045770925,2.0074174
New Jersey,1997,3,2.4759507,0.32416323,1.868614
New Jersey,1997,4,1.6612591,-0.47467929,1.0058399
New Jersey,1998,1,1.4452387,0.28805602,1.1418045
New Jersey,1998,2,1.7843028,0.64964056,1.4600916
New Jersey,1998,3,2.569102,0.006590188,1.6888149
New Jersey,1998,4,3.7131643,0.022044921,2.3456051
New Jersey,1999,1,3.1425869,-0.33850101,1.80437
New Jersey,1999,2,2.4900308,0.68642926,1.7458283
New Jersey,1999,3,1.6756208,2.1599648,1.7107331
New Jersey,1999,4,0.7076087,2.8510964,1.4289312
New Jersey,2000,1,0.72007084,3.1240661,1.562939
New Jersey,2000,2,1.3107315,2.6754937,1.8669432
New Jersey,2000,3,1.5089988,1.5464767,1.6339597
New Jersey,2000,4,1.484393,1.7142252,1.5726353
New Jersey,2001,1,2.3054483,1.6062384,2.0834286
New Jersey,2001,2,2.2130127,2.6764228,2.3299391
New Jersey,2001,3,2.2469156,3.257762,2.4339099
New Jersey,2001,4,1.2626768,1.3413931,1.1445539
New Jersey,2002,1,2.6772823,0.36627182,1.8295535
New Jersey,2002,2,3.2770784,-0.12122925,2.1405561
New Jersey,2002,3,2.2960558,0.037912324,1.5936217
New Jersey,2002,4,2.3442452,0.77249908,1.8781482
New Jersey,2003,1,1.3576612,2.4529221,1.7467638
New Jersey,2003,2,1.4949667,1.2350817,1.4010997
New Jersey,2003,3,2.2146597,1.2865955,2.0324123
New Jersey,2003,4,2.1844728,2.2156124,2.3664145
New Jersey,2004,1,2.281055,0.72887021,1.8653562
New Jersey,2004,2,3.4352167,2.2337694,3.0359261
New Jersey,2004,3,4.6536117,2.1994276,3.7252448
New Jersey,2004,4,5.8518357,2.5806952,4.6600852
New Jersey,2005,1,6.7840152,2.969692,5.4922371
New Jersey,2005,2,5.8580513,3.293673,5.1566982
New Jersey,2005,3,6.4186382,3.6651495,5.7719707
New Jersey,2005,4,5.9803305,2.6825869,5.0974612
New Jersey,2006,1,4.8607173,2.9802895,4.4038367
New Jersey,2006,2,5.3160229,2.6293275,4.5732155
New Jersey,2006,3,3.9840431,2.1594298,3.4525712
New Jersey,2006,4,2.4715559,0.78840971,1.8646444
New Jersey,2007,1,1.7619801,1.2532724,1.5829982
New Jersey,2007,2,1.2773312,1.5336665,1.3744215
New Jersey,2007,3,2.3091314,0.23414549,1.7049035
New Jersey,2007,4,3.8385806,2.1582055,3.4423218
New Jersey,2008,1,4.0672545,2.1133437,3.5346813
New Jersey,2008,2,4.338336,3.4283812,4.1712966
New Jersey,2008,3,4.5291572,5.7290502,5.1354189
New Jersey,2008,4,5.6650109,2.8871748,5.1052303
New Jersey,2009,1,5.0429702,0.79525447,4.0490012
New Jersey,2009,2,2.6989098,-0.7831502,1.7645056
New Jersey,2009,3,1.4007019,-1.9354932,0.38753602
New Jersey,2009,4,0.19572124,0.43686402,0.21908249
New Jersey,2010,1,0.72465849,2.0839865,1.0188413
New Jersey,2010,2,2.8907449,1.5224159,2.459764
New Jersey,2010,3,2.8490446,1.4768648,2.3967538
New Jersey,2010,4,3.1637037,2.0109994,2.803221
New Jersey,2011,1,3.2035766,3.3177454,3.2871802
New Jersey,2011,2,2.8871753,4.795609,3.435967
New Jersey,2011,3,3.2374079,5.4842196,3.8924968
New Jersey,2011,4,4.1690197,4.5926499,4.3352218
New Jersey,2012,1,3.6548738,3.2324605,3.5062225
New Jersey,2012,2,2.7786851,1.6839583,2.3315685
