state,year,quarter,pi_nt,pi_t,pi
Florida,1992,3,2.6847155,-0.4857651,1.3736407
Florida,1992,4,3.0936301,-0.5761779,1.5861266
Florida,1993,1,3.4788132,-0.60780007,1.8270109
Florida,1993,2,3.9763398,-0.035907637,2.3592894
Florida,1993,3,3.6706214,-0.19724846,2.0966823
Florida,1993,4,2.9212618,0.53098065,1.9649031
Florida,1994,1,3.1285956,0.8568632,2.2220404
Florida,1994,2,2.3333225,0.69303185,1.6699923
Florida,1994,3,2.5453126,1.1120248,1.9892164
Florida,1994,4,2.9046345,0.88760078,2.1026287
Florida,1995,1,3.3361876,1.1580837,2.4669461
Florida,1995,2,3.7480388,1.5433902,2.871788
Florida,1995,3,3.5625632,1.234013,2.6587629
Florida,1995,4,3.4202371,1.1875266,2.56338
Florida,1996,1,3.1365073,0.92959929,2.3280857
Florida,1996,2,3.0714853,1.0314978,2.356565
Florida,1996,3,3.1946769,1.348933,2.5740013
Florida,1996,4,3.253001,1.7666464,2.7677066
Florida,1997,1,3.2502871,1.4497203,2.665437
Florida,1997,2,2.3912845,0.56911999,1.7593496
Florida,1997,3,2.1268692,0.33216724,1.5044668
Florida,1997,4,1.722386,0.20022649,1.2168136
Florida,1998,1,1.6953573,-0.18954742,0.84490341
Florida,1998,2,2.0919166,-0.21905088,1.0667276
Florida,1998,3,1.5765758,-0.53123164,0.57992941
Florida,1998,4,1.6568879,-0.37799445,0.68063027
Florida,1999,1,1.3424268,0.21392857,0.95774698
Florida,1999,2,1.3535545,1.2733903,1.3599968
Florida,1999,3,2.0583613,1.9915845,2.0722325
Florida,1999,4,2.5661929,2.386337,2.5549505
Florida,2000,1,2.6951065,2.761869,2.7393513
Florida,2000,2,3.0989408,2.4624419,2.9014175
Florida,2000,3,3.2082498,1.5092056,2.6327493
Florida,2000,4,3.1786914,0.76777327,2.3257766
Florida,2001,1,4.2926207,0.6988439,3.0270562
Florida,2001,2,4.786737,0.75531971,3.3992188
Florida,2001,3,4.6750097,0.72306323,3.2311723
Florida,2001,4,3.8964398,-0.099324964,2.3860328
Florida,2002,1,3.5549407,-0.32595363,1.9554493
Florida,2002,2,3.1728747,0.087249637,1.8293482
Florida,2002,3,3.801882,0.46432662,2.4402864
Florida,2002,4,4.534596,1.3314552,3.2781501
Florida,2003,1,3.9600925,1.8083371,3.2125807
Florida,2003,2,4.7026954,0.8293575,3.4104486
Florida,2003,3,3.8775644,1.0261952,3.0160868
Florida,2003,4,3.4613681,0.52088976,2.624836
Florida,2004,1,3.0677903,0.20334025,2.2432933
Florida,2004,2,1.8787229,1.1654217,1.716729
Florida,2004,3,1.7652293,0.87877506,1.4804289
Florida,2004,4,1.8251116,1.8211355,1.7938828
Florida,2005,1,2.5907958,1.5105717,2.2098067
Florida,2005,2,3.353189,1.0209298,2.5608149
Florida,2005,3,4.2149873,1.6918852,3.380214
Florida,2005,4,5.033843,1.4692556,3.8887453
Florida,2006,1,5.2441621,1.5222926,4.1064467
Florida,2006,2,4.7578917,1.4608401,3.7535276
Florida,2006,3,4.1755509,1.1603303,3.2635257
Florida,2006,4,3.1371419,-0.10250277,2.0964811
Florida,2007,1,2.2508061,0.28441244,1.6026617
Florida,2007,2,2.0837274,1.2031521,1.7712078
Florida,2007,3,1.9700905,0.73451185,1.4963477
Florida,2007,4,2.4400764,2.3854198,2.3836875
Florida,2008,1,2.7516825,3.2765853,2.8941336
Florida,2008,2,3.6414242,3.5409186,3.652173
Florida,2008,3,4.8319626,4.6720114,4.9351287
Florida,2008,4,3.9468412,1.4787793,3.2141118
Florida,2009,1,2.4763498,-0.91727942,1.4078525
Florida,2009,2,1.6364257,-2.0230761,0.41173476
Florida,2009,3,1.0622306,-2.2065933,-0.10841748
Florida,2009,4,2.5320904,0.43796119,1.8540282
Florida,2010,1,2.9825301,1.9764391,2.5651665
Florida,2010,2,3.2427049,1.3893718,2.558646
Florida,2010,3,2.5971813,0.45128721,1.7898486
Florida,2010,4,1.9396657,0.88972765,1.472653
Florida,2011,1,2.8030229,2.0823812,2.5389507
Florida,2011,2,3.5083525,3.850034,3.5472085
Florida,2011,3,4.023468,4.9175878,4.2411337
Florida,2011,4,3.8874369,4.0931001,3.8710294
Florida,2012,1,3.5604227,2.9837811,3.3262813
Florida,2012,2,2.9927161,1.5713174,2.4712725
Florida,2012,3,2.5259407,0.23188192,1.7533524
Florida,2012,4,2.5547299,0.272993,1.8033805
Florida,2013,1,2.8535657,-0.028729612,1.9292703
Florida,2013,2,1.9869905,-0.49498633,1.192598
Florida,2013,3,1.6294143,0.2516731,1.1960843
Florida,2013,4,1.6597377,0.17391123,1.2221797
Florida,2014,1,2.031203,0.37200293,1.6126807
Florida,2014,2,2.8976259,1.1466932,2.5022676
Florida,2014,3,2.993207,0.89850563,2.4265876
Florida,2014,4,2.3477826,0.24704647,1.6827166
Florida,2015,1,2.0761893,-1.286149,0.90075344
Florida,2015,2,1.5260314,-1.6696584,0.28879532
Florida,2015,3,1.3048962,-1.8334352,0.086953148
Florida,2015,4,2.3085816,-1.8892339,0.8359859
Florida,2016,1,1.8287101,-1.4168085,0.67605579
Florida,2016,2,1.9010332,-1.076833,0.90931529
Florida,2016,3,1.9724745,-1.0235366,1.0263554
Florida,2016,4,1.8094594,-0.13885601,1.2148749
Florida,2017,1,2.8643706,0.70530194,2.3010235
Florida,2017,2,2.7243516,0.46168426,2.112354
Florida,2017,3,2.9189544,0.86696821,2.3883991
Florida,2017,4,2.5758498,1.2405357,2.2251978
Georgia,1978,1,3.6649568,4.4529271,4.0450363
Georgia,1978,2,3.0391324,6.2009354,4.4698262
Georgia,1978,3,4.6600952,6.3968935,5.4264064
Georgia,1978,4,3.5933385,7.1425729,5.1656303
Georgia,1979,1,5.6922688,7.6564169,6.5647554
Georgia,1979,2,7.1134815,6.1608782,6.6707716
Georgia,1979,3,8.3363199,7.1295857,7.7812471
Georgia,1979,4,8.878871,8.5813942,8.7504082
Georgia,1980,1,8.32164,9.7669487,9.0005627
Georgia,1980,2,8.6223001,9.2342796,8.9046679
Georgia,1980,3,9.2017879,9.8513136,9.4982204
Georgia,1980,4,10.806738,9.3489513,10.123846
Georgia,1981,1,11.418762,7.0284915,9.3516922
Georgia,1981,2,9.8834229,6.0169163,8.0754957
Georgia,1981,3,8.105238,3.8252864,6.0924306
Georgia,1981,4,6.7269678,2.5336354,4.7581072
Georgia,1982,1,5.2619257,1.8746995,3.6686845
Georgia,1982,2,5.1332693,2.1695161,3.7326031
Georgia,1982,3,4.6984267,2.2095871,3.5194445
Georgia,1982,4,4.2401605,2.0966501,3.2183151
Georgia,1983,1,4.7091079,0.40043387,2.6973102
Georgia,1983,2,4.5149837,-0.7072475,2.0919666
Georgia,1983,3,4.498117,-0.73890674,2.0730703
Georgia,1983,4,5.2629867,-0.28392893,2.7113698
Georgia,1984,1,4.1366062,2.1658466,3.2408299
Georgia,1984,2,3.8911972,2.7172737,3.3697486
Georgia,1984,3,3.9321983,2.2543886,3.1842351
Georgia,1984,4,3.3637073,1.652756,2.6041508
Georgia,1985,1,3.4635453,1.4069654,2.5428996
Georgia,1985,2,3.7411447,2.6317356,3.2371578
Georgia,1985,3,3.5298002,1.9200813,2.7986648
Georgia,1985,4,3.5560157,2.0224354,2.8555324
Georgia,1986,1,1.8385978,0.85919923,1.3755192
Georgia,1986,2,1.5072132,-1.5414199,0.099936336
Georgia,1986,3,3.1603746,-2.2821736,0.66271925
Georgia,1986,4,2.817827,-1.4628371,0.85774416
Georgia,1989,1,5.1508188,2.4755187,4.0423574
Georgia,1989,2,5.7270498,4.5600958,5.2495675
Georgia,1989,3,5.7808433,4.7271867,5.3574939
Georgia,1989,4,5.5349436,4.9313283,5.3046827
Georgia,1990,1,5.9083619,6.0886831,6.0275545
Georgia,1990,2,6.4641356,3.42869,5.2702026
Georgia,1990,3,5.2866731,3.392745,4.5574341
Georgia,1990,4,4.5956984,4.5106745,4.6367874
Georgia,1991,1,4.1431856,2.4742177,3.5195327
Georgia,1991,2,2.6803391,2.7737241,2.7689126
Georgia,1991,3,2.1158314,1.173838,1.7850033
Georgia,1991,4,2.933814,-0.49912363,1.5337811
Georgia,1992,1,2.8323154,-0.55275261,1.4824878
Georgia,1992,2,3.1928866,-0.68473852,1.6605675
Georgia,1992,3,3.8810937,0.27378601,2.4962769
Georgia,1992,4,2.1930029,0.95061117,1.7748309
Georgia,1993,1,3.1326423,1.0584862,2.3910034
Georgia,1993,2,3.2277777,1.282352,2.5328586
Georgia,1993,3,3.6611538,-0.12646081,2.2275851
Georgia,1993,4,3.2429996,-0.13542421,1.974432
Georgia,1994,1,2.6451209,-0.28226334,1.5328456
Georgia,1994,2,2.8840609,-0.14844978,1.74612
Georgia,1994,3,2.4191422,1.8005188,2.2373016
Georgia,1994,4,1.9630964,1.8826318,1.9827365
Georgia,1995,1,2.3753405,2.113404,2.3479595
Georgia,1995,2,3.1539087,2.6455727,3.0471702
Georgia,1995,3,2.8160107,1.667505,2.4636271
Georgia,1995,4,4.8516321,1.1935581,3.4775834
Georgia,1996,1,5.0249963,1.5025407,3.7164133
Georgia,1996,2,4.5412135,0.90910763,3.1809828
Georgia,1996,3,5.300601,1.9813546,4.0399127
Georgia,1996,4,4.3020496,2.6094856,3.6620338
Georgia,1997,1,3.6523097,2.2035851,3.1343184
Georgia,1997,2,2.8597779,0.76682937,2.1096745
Georgia,1997,3,2.1781466,-0.035727486,1.4294497
Georgia,1997,4,2.1133347,-0.90217918,1.0808207
Georgia,1998,1,1.9156148,-1.721465,0.53726768
Georgia,1998,2,1.7842064,-1.1155682,0.73812628
Georgia,1998,3,2.7723482,-2.0270295,1.0581288
Georgia,1998,4,2.5926101,-1.5612646,0.99941629
Georgia,1999,1,2.2265713,-0.64678061,1.2129982
Georgia,1999,2,2.7920074,0.55870217,2.0238714
Georgia,1999,3,3.0847414,1.5356158,2.5055149
Georgia,1999,4,3.2555206,2.2055674,2.8730483
Georgia,2000,1,3.8009443,2.5130816,3.3382218
Georgia,2000,2,3.4569533,2.0314047,2.9275458
Georgia,2000,3,3.0722585,1.8428344,2.679239
Georgia,2000,4,3.4199054,1.6482047,2.8127546
Georgia,2001,1,4.3573179,2.023988,3.5646844
Georgia,2001,2,4.0618186,2.7167718,3.6077025
Georgia,2001,3,4.1140895,1.5497944,3.1118696
Georgia,2001,4,3.2636161,0.099629529,2.0280461
Georgia,2002,1,2.2045093,-1.2282716,0.72738075
Georgia,2002,2,3.3588591,-1.7917019,1.3092381
Georgia,2002,3,3.0458713,-0.65019679,1.6513758
Georgia,2002,4,3.0205958,0.34632504,2.0392714
Georgia,2003,1,2.9208074,1.4078666,2.4846461
Georgia,2003,2,2.1569457,0.62464827,1.6989479
Georgia,2003,3,1.6671149,0.90098268,1.4949412
Georgia,2003,4,1.7472986,0.54848886,1.4195805
Georgia,2004,1,0.98772633,0.47815424,0.86908418
Georgia,2004,2,1.5988292,1.4885857,1.6416482
Georgia,2004,3,2.2998681,0.33862108,1.6579186
Georgia,2004,4,2.780184,0.99227327,2.1710014
Georgia,2005,1,3.3657222,0.48172703,2.3898485
Georgia,2005,2,3.864397,0.55329829,2.7703931
Georgia,2005,3,3.9704585,1.6498834,3.2525282
Georgia,2005,4,4.5323873,1.4541169,3.5571764
Georgia,2006,1,3.8061101,1.8613406,3.1935387
Georgia,2006,2,3.4562361,1.3097401,2.7630973
Georgia,2006,3,2.7623193,0.9991852,2.1928797
Georgia,2006,4,1.6042643,-0.10702632,0.99863905
Georgia,2007,1,2.2220824,-0.55504501,1.2952158
Georgia,2007,2,1.8778992,1.0786443,1.6367605
Georgia,2007,3,1.8181753,0.72130245,1.449308
Georgia,2007,4,2.0259092,1.3366528,1.7749246
Georgia,2008,1,2.7029359,2.0547717,2.49752
Georgia,2008,2,3.6539631,1.2030339,2.9208186
Georgia,2008,3,4.3758469,3.2145393,4.1527586
Georgia,2008,4,3.8274188,1.9180164,3.2366719
Georgia,2009,1,3.0164845,-0.28969142,1.9899107
Georgia,2009,2,0.99447948,-1.0833895,0.25900373
Georgia,2009,3,0.73639476,-3.2339206,-0.67639005
Georgia,2009,4,1.7460575,-1.5101651,0.6803683
Georgia,2010,1,1.8892592,1.1288896,1.5425375
Georgia,2010,2,3.0329981,1.1250859,2.3700607
Georgia,2010,3,3.1892316,1.00617,2.4606435
Georgia,2010,4,3.0348239,1.0036844,2.3679512
Georgia,2011,1,4.4127684,1.1024003,3.4540789
Georgia,2011,2,4.4398308,2.3967462,3.8659141
Georgia,2011,3,4.0254793,3.7940919,3.9696469
Georgia,2011,4,3.2940171,4.2255664,3.5040193
Georgia,2012,1,1.6884352,3.9802434,2.2051501
Georgia,2012,2,1.4960469,2.4892344,1.5319337
Georgia,2012,3,1.1623843,1.2247032,0.95635289
Georgia,2012,4,1.3945966,0.3144542,0.89227128
Georgia,2013,1,1.5988412,-0.65168881,0.76793933
Georgia,2013,2,1.4860338,-1.09463,0.63765323
Georgia,2013,3,0.99791664,-0.61469156,0.4529579
Georgia,2013,4,1.1556712,-0.40827551,0.61865079
Georgia,2014,1,1.9334108,-0.095552698,1.3028765
Georgia,2014,2,2.0100803,0.85488045,1.662896
Georgia,2014,3,2.6792278,1.2762831,2.2627649
Georgia,2014,4,1.9993101,0.6947816,1.5206329
Georgia,2015,1,1.7819459,-1.1169878,0.70356667
Georgia,2015,2,2.5466235,-1.3776307,1.1589495
Georgia,2015,3,2.3074257,-2.2752643,0.73351717
Georgia,2015,4,2.5312145,-2.5417583,0.82669586
Georgia,2016,1,2.2428999,-1.8964769,0.90316325
Georgia,2016,2,2.4436965,-2.0106549,1.1127222
Georgia,2016,3,2.3745909,-2.0153446,1.097982
Georgia,2016,4,2.5843108,-1.1902227,1.4910187
Georgia,2017,1,2.852587,-0.70977974,1.8736867
Georgia,2017,2,1.9765531,-0.68654019,1.1812578
Georgia,2017,3,3.0462222,0.11379398,2.2397699
Georgia,2017,4,3.9070215,-0.019834952,2.8530869
Hawaii,1978,1,7.5605626,4.987781,6.5317369
Hawaii,1978,2,7.2182479,6.2706137,6.8534884
Hawaii,1978,3,6.9177947,5.7633896,6.4132504
Hawaii,1978,4,7.3596549,6.7601895,7.0846319
Hawaii,1979,1,7.2957067,8.0904655,7.6457515
Hawaii,1979,2,6.4792089,7.0460939,6.7644148
Hawaii,1979,3,6.2464924,7.3142781,6.7590017
Hawaii,1979,4,6.6909618,8.0051098,7.3363752
Hawaii,1980,1,7.6413465,7.8635349,7.7867742
Hawaii,1980,2,7.5317392,7.2187667,7.4239202
Hawaii,1980,3,6.8359909,7.5125523,7.1704497
Hawaii,1980,4,7.2262917,6.1645951,6.7727981
Hawaii,1981,1,8.1325035,4.6568184,6.5998635
Hawaii,1981,2,9.6731596,4.8257952,7.5000849
Hawaii,1981,3,9.441781,4.0551071,7.0164165
Hawaii,1981,4,7.8298001,5.2777863,6.6904278
Hawaii,1982,1,4.9909244,5.6138568,5.2529836
Hawaii,1982,2,4.2637844,5.9572344,4.9938793
Hawaii,1982,3,3.7029667,5.7632728,4.582612
Hawaii,1982,4,3.9601772,4.5603805,4.2035823
Hawaii,1983,1,3.3346357,3.9694593,3.6141284
Hawaii,1983,2,2.7883654,2.6935077,2.7494082
Hawaii,1983,3,1.7055495,1.979345,1.8300213
Hawaii,1983,4,2.5830309,0.56598961,1.6734893
Hawaii,1984,1,2.9335752,0.97894388,2.0491109
Hawaii,1984,2,3.2886543,1.2278482,2.3605251
Hawaii,1984,3,4.5874972,1.6374129,3.2728131
Hawaii,1984,4,3.4273436,2.5029318,3.037931
Hawaii,1985,1,3.3519557,1.7020229,2.6389565
Hawaii,1985,2,2.9928885,1.5295191,2.3563235
Hawaii,1985,3,3.3513982,0.28590032,1.9513056
Hawaii,1985,4,5.1262441,0.79113466,3.0907152
Hawaii,1986,1,6.1657948,0.75126803,3.6491754
Hawaii,1986,2,5.1047482,0.31088376,2.8759854
Hawaii,1986,3,3.5422704,0.61978185,2.1801877
Hawaii,1986,4,1.384818,-0.24714351,0.65058833
Hawaii,1989,1,3.9414401,2.5281169,3.3230777
Hawaii,1989,2,5.0666547,3.4843447,4.3812199
Hawaii,1989,3,5.7258635,5.1636863,5.463151
Hawaii,1989,4,5.3424807,5.4062338,5.3678837
Hawaii,1990,1,5.6463709,6.4075966,5.9393802
Hawaii,1990,2,5.166172,5.8496218,5.4238601
Hawaii,1990,3,4.2414904,4.1745434,4.1845589
Hawaii,1990,4,8.3048477,4.3973322,6.5822377
Hawaii,1991,1,8.0051689,3.3183043,5.9811277
Hawaii,1991,2,4.8742719,3.4209926,4.1388812
Hawaii,1991,3,6.0600386,2.3210893,4.3917155
Hawaii,1991,4,2.0850282,2.5155604,2.2414112
Hawaii,1992,1,2.460968,1.2445419,1.973224
Hawaii,1992,2,4.959456,0.1883682,3.046622
Hawaii,1992,3,4.5947022,0.55593467,2.9795718
Hawaii,1992,4,5.7713256,1.7646961,4.1671619
Hawaii,1993,1,4.2845597,3.5754156,3.9954941
Hawaii,1993,2,4.6863337,3.8843522,4.3478818
Hawaii,1993,3,4.8266087,3.4743693,4.2971063
Hawaii,1993,4,3.7768207,1.4144337,2.8154249
Hawaii,1994,1,3.4912958,-0.86677283,1.7150807
Hawaii,1994,2,3.7402983,-1.1548429,1.7776669
Hawaii,1994,3,3.4437323,-0.22960614,1.9819107
Hawaii,1994,4,2.6288514,0.32232895,1.7220489
Hawaii,1995,1,3.2080681,0.88654733,2.3005228
Hawaii,1995,2,3.4029171,0.64146489,2.3171897
Hawaii,1995,3,2.7645051,0.75541693,1.98567
Hawaii,1995,4,2.4753108,0.61560392,1.7688169
Hawaii,1996,1,2.1353378,-0.69075519,1.0569944
Hawaii,1996,2,2.3914402,-0.30458575,1.4095267
Hawaii,1996,3,2.7352507,-0.75463176,1.4699734
Hawaii,1996,4,2.5804789,-1.0232009,1.2657534
Hawaii,1997,1,2.3325336,-0.016300393,1.5115951
Hawaii,1997,2,1.7533914,-0.20470747,1.0841329
Hawaii,1997,3,0.72422332,-0.24512263,0.42711785
Hawaii,1997,4,0.36657342,-0.96418613,-0.10930812
Hawaii,1998,1,0.87245071,-0.87133038,0.19152313
Hawaii,1998,2,-0.042101026,-1.2853619,-0.55910188
Hawaii,1998,3,0.043779723,-1.9084975,-0.72997326
Hawaii,1998,4,0.49455407,-1.3299239,-0.19639483
Hawaii,1999,1,0.65055245,-1.0379853,0.1220669
Hawaii,1999,2,2.1449056,-0.31854272,1.3633162
Hawaii,1999,3,2.961597,0.031405389,1.9654205
Hawaii,1999,4,3.554436,0.24837519,2.39727
Hawaii,2000,1,3.9785161,-0.31169039,2.45769
Hawaii,2000,2,3.7353578,-0.96059972,2.0579658
Hawaii,2000,3,2.1929288,0.081453495,1.4565326
Hawaii,2000,4,1.528298,0.22210847,1.0733593
Hawaii,2001,1,0.4376075,1.7688187,0.84791046
Hawaii,2001,2,-0.88287866,2.6829901,0.29386017
Hawaii,2001,3,0.74640405,1.6174259,0.91554338
Hawaii,2001,4,1.1137068,0.6632877,0.77722526
Hawaii,2002,1,0.75892663,-0.30093986,0.23483685
Hawaii,2002,2,1.927361,-0.84826213,0.89229941
Hawaii,2002,3,1.0683281,0.11464138,0.78659022
Hawaii,2002,4,0.22043848,0.64260834,0.47082993
Hawaii,2003,1,1.7170815,1.1112901,1.6433179
Hawaii,2003,2,1.7848243,2.3323321,2.0702693
Hawaii,2003,3,1.4208339,2.2866521,1.8617897
Hawaii,2003,4,2.518878,3.2110119,2.9353106
Hawaii,2004,1,3.0313077,3.1309285,3.1683841
Hawaii,2004,2,3.209204,2.6685474,3.0415246
Hawaii,2004,3,4.1243186,2.3173163,3.4514594
Hawaii,2004,4,4.5177855,1.91017,3.5552487
Hawaii,2005,1,2.8420091,1.672098,2.4198906
Hawaii,2005,2,2.853287,1.4890163,2.436476
Hawaii,2005,3,3.1314616,1.8111581,2.7248104
Hawaii,2005,4,4.0105267,1.7406344,3.2879303
Hawaii,2006,1,4.9708362,1.9567543,4.037724
Hawaii,2006,2,5.5211358,3.0392234,4.7924366
Hawaii,2006,3,5.4933329,2.7438753,4.6139879
Hawaii,2006,4,3.0147257,3.078208,3.0387719
Hawaii,2007,1,2.7529781,3.3605444,2.9170213
Hawaii,2007,2,2.4465008,2.3578887,2.3511305
Hawaii,2007,3,3.6064599,2.3187461,3.1952374
Hawaii,2007,4,5.6571302,2.2955198,4.549808
Hawaii,2008,1,5.6180673,2.9965968,4.8098125
Hawaii,2008,2,5.9280019,4.4479413,5.5682764
Hawaii,2008,3,6.7646208,6.2775683,6.8744278
Hawaii,2008,4,3.8604558,4.4124832,4.1882706
Hawaii,2009,1,0.024415692,1.8262898,0.59215021
Hawaii,2009,2,-2.103606,0.29205522,-1.4263082
Hawaii,2009,3,-1.5110679,-1.0861672,-1.5332458
Hawaii,2009,4,1.175251,-0.42833591,0.63033396
Hawaii,2010,1,5.1523156,-0.13329683,3.4546978
Hawaii,2010,2,7.6250105,-0.13747998,5.1781583
Hawaii,2010,3,5.6043854,-0.76887321,3.5853698
Hawaii,2010,4,4.8371153,-0.23058023,3.264467
Hawaii,2011,1,6.5082068,0.91594285,4.9326868
Hawaii,2011,2,6.28722,2.0821836,5.0994682
Hawaii,2011,3,6.2072253,2.1100411,5.0097508
Hawaii,2011,4,6.5762048,2.9385617,5.5485549
Hawaii,2012,1,2.6261287,3.2729998,2.7432134
Hawaii,2012,2,2.7621503,1.9462519,2.3380733
Hawaii,2012,3,1.3428137,1.1758537,1.1054153
Hawaii,2012,4,-0.32634071,0.93668908,-0.20748357
Hawaii,2013,1,0.85338187,0.45734254,0.51210248
Hawaii,2013,2,0.2012018,-0.52860254,-0.18006369
Hawaii,2013,3,0.52750796,-0.011378449,0.2472517
Hawaii,2013,4,0.93427718,-0.45504165,0.42439684
Hawaii,2014,1,0.90686214,-0.37403193,0.46979603
Hawaii,2014,2,1.9229038,1.131436,1.7540587
Hawaii,2014,3,3.9301989,1.6924735,3.3811781
Hawaii,2014,4,4.7316775,1.1746073,3.7369626
Hawaii,2015,1,2.335366,-0.91164231,1.1395205
Hawaii,2015,2,2.4271157,-2.0590653,0.66688466
Hawaii,2015,3,1.1083008,-2.8034742,-0.55803013
Hawaii,2015,4,-0.093965173,-2.4539952,-1.2660791
Hawaii,2016,1,0.57847923,-1.5323927,-0.38931072
Hawaii,2016,2,-0.022153903,-0.9993968,-0.48434192
Hawaii,2016,3,-0.61030215,-0.47779718,-0.62759352
Hawaii,2016,4,1.4889607,-0.011007413,1.1374682
Hawaii,2017,1,3.939141,0.84049141,3.2218139
Hawaii,2017,2,2.3136542,1.1851373,2.0311975
Hawaii,2017,3,1.2560104,1.6216466,1.2811807
Hawaii,2017,4,-0.4926258,1.05127,-0.35118106
Illinois,1978,1,5.6949201,0.045387011,3.2193799
Illinois,1978,2,6.0880666,2.7148538,4.5911798
Illinois,1978,3,7.4801626,3.3695374,5.630856
Illinois,1978,4,8.4248438,3.9631348,6.4204388
Illinois,1979,1,8.2701759,4.9742403,6.7768245
Illinois,1979,2,8.8118505,4.7997031,6.9539089
Illinois,1979,3,10.223839,5.2577028,7.95017
Illinois,1979,4,10.059685,5.8888078,8.1634989
Illinois,1980,1,10.436357,6.0268159,8.4918613
Illinois,1980,2,10.078506,5.535471,8.1508617
Illinois,1980,3,9.3958111,5.7363129,7.9000411
Illinois,1980,4,9.6119576,5.6985922,7.9498315
Illinois,1981,1,9.015049,4.6579132,7.1500292
Illinois,1981,2,8.4422264,4.4899287,6.7720971
Illinois,1981,3,9.1871243,4.4628797,7.1944995
Illinois,1981,4,8.1172724,3.2409492,6.068954
Illinois,1982,1,6.3885617,2.4968472,4.7508025
Illinois,1982,2,6.2079873,1.7160003,4.2859664
Illinois,1982,3,4.5019169,-0.68171245,2.3187065
Illinois,1982,4,4.1621003,-1.3338801,1.8541272
Illinois,1983,1,4.9806919,-2.1397073,2.0029852
Illinois,1983,2,4.3715782,-2.046803,1.7454436
Illinois,1983,3,4.7158909,-0.77388132,2.5100989
Illinois,1983,4,4.3531632,0.09401229,2.6242006
Illinois,1984,1,4.4160709,1.0006343,3.051949
Illinois,1984,2,3.7803264,-0.24990539,2.1278117
Illinois,1984,3,3.478452,-0.12088996,2.0091314
Illinois,1984,4,3.9080558,-1.4007765,1.8173956
Illinois,1985,1,3.4962499,-1.4415562,1.5395555
Illinois,1985,2,4.0678649,-0.011934496,2.4951651
Illinois,1985,3,4.7281895,-0.30889454,2.8269367
Illinois,1985,4,2.9941633,1.5278164,2.3845279
Illinois,1986,1,2.8919346,1.7667063,2.4088912
Illinois,1986,2,2.1492414,0.31104881,1.3752426
Illinois,1986,3,0.5093829,1.2372965,0.65813923
Illinois,1986,4,1.3999933,0.84510541,1.1309564
Illinois,1989,1,5.7646861,4.5485325,5.4065595
Illinois,1989,2,4.7744493,5.5636187,5.1375132
Illinois,1989,3,4.3206472,3.675189,4.1832848
Illinois,1989,4,2.7920759,3.9298148,3.3331468
Illinois,1990,1,3.1147101,4.7208085,3.8216934
Illinois,1990,2,3.4539862,2.9222894,3.3626153
Illinois,1990,3,2.8899605,3.5988827,3.234602
Illinois,1990,4,1.9971644,4.2855759,2.9433553
Illinois,1991,1,3.9878614,3.2939625,3.9221292
Illinois,1991,2,3.7218583,3.623018,3.8962901
Illinois,1991,3,3.2295706,2.5095849,3.1456749
Illinois,1991,4,5.6894617,0.49897063,3.8544199
Illinois,1992,1,3.1453185,-0.29908183,1.9297476
Illinois,1992,2,3.029176,-0.34785575,1.8190306
Illinois,1992,3,2.5476081,0.22716223,1.7283959
Illinois,1992,4,2.634057,0.95836717,2.0595696
Illinois,1993,1,2.7976799,1.2831471,2.2888534
Illinois,1993,2,3.207531,1.2645761,2.5547462
Illinois,1993,3,3.8627274,1.3792856,3.0433524
Illinois,1993,4,1.9560382,1.2355458,1.7536325
Illinois,1994,1,0.13284341,1.3459049,0.58790356
Illinois,1994,2,-0.60410827,1.0588976,-0.000300469
Illinois,1994,3,-0.32589397,1.7128371,0.41713732
Illinois,1994,4,2.3016729,1.459401,2.0194197
Illinois,1995,1,5.3253298,1.6113431,4.0025125
Illinois,1995,2,5.7948551,1.3605138,4.1964622
Illinois,1995,3,5.1034942,0.28516728,3.3763626
Illinois,1995,4,3.9724224,0.71845263,2.8093672
Illinois,1996,1,2.0470397,0.81339777,1.6121356
Illinois,1996,2,2.1830404,1.379694,1.9633554
Illinois,1996,3,1.9544947,1.9093122,2.0155797
Illinois,1996,4,2.3315704,2.7765419,2.5893488
Illinois,1997,1,2.9050443,2.1198835,2.7732892
Illinois,1997,2,2.0876038,1.4200137,1.9654639
Illinois,1997,3,1.6402092,1.0579255,1.5526534
Illinois,1997,4,1.9712385,0.056630407,1.3778957
Illinois,1998,1,1.3122177,-0.077198729,0.81960696
Illinois,1998,2,2.1847208,0.079760611,1.5202241
Illinois,1998,3,1.6150664,0.20935425,1.1800427
Illinois,1998,4,1.0925131,0.092669874,0.74742162
Illinois,1999,1,1.4348317,1.0224509,1.3869746
Illinois,1999,2,0.75561756,1.5205927,1.0514687
Illinois,1999,3,2.7511697,1.8041447,2.4286644
Illinois,1999,4,3.0773702,2.1676557,2.7744145
Illinois,2000,1,3.4290111,1.8248577,2.8612432
Illinois,2000,2,4.2581034,2.4478953,3.6594136
Illinois,2000,3,3.7630267,1.3227878,2.9856434
Illinois,2000,4,3.3419957,1.5356952,2.7645714
Illinois,2001,1,3.3051569,2.5612214,3.0720592
Illinois,2001,2,2.3314221,2.0351589,2.1954393
Illinois,2001,3,1.6387366,1.9675354,1.5946211
Illinois,2001,4,0.95036763,0.64726931,0.65812385
Illinois,2002,1,1.4096963,-0.19160597,0.49762177
Illinois,2002,2,2.6232069,0.69013262,1.6686752
