Series ID,Year,Period,Label,Value
Kansas,1980,M11,1980 Nov,4.6
Kansas,1980,M12,1980 Dec,4.6
Kansas,1981,M01,1981 Jan,4.5
Kansas,1981,M02,1981 Feb,4.4
Kansas,1981,M03,1981 Mar,4.4
Kansas,1981,M04,1981 Apr,4.3
Kansas,1981,M05,1981 May,4.1
Kansas,1981,M06,1981 Jun,4.1
Kansas,1981,M07,1981 Jul,4
Kansas,1981,M08,1981 Aug,4.1
Kansas,1981,M09,1981 Sep,4.2
Kansas,1981,M10,1981 Oct,4.4
Kansas,1981,M11,1981 Nov,4.6
Kansas,1981,M12,1981 Dec,4.8
Kansas,1982,M01,1982 Jan,5
Kansas,1982,M02,1982 Feb,5.2
Kansas,1982,M03,1982 Mar,5.5
Kansas,1982,M04,1982 Apr,5.8
Kansas,1982,M05,1982 May,6.1
Kansas,1982,M06,1982 Jun,6.4
Kansas,1982,M07,1982 Jul,6.6
Kansas,1982,M08,1982 Aug,6.8
Kansas,1982,M09,1982 Sep,7
Kansas,1982,M10,1982 Oct,7.1
Kansas,1982,M11,1982 Nov,7.1
Kansas,1982,M12,1982 Dec,7
Kansas,1983,M01,1983 Jan,6.9
Kansas,1983,M02,1983 Feb,6.7
Kansas,1983,M03,1983 Mar,6.5
Kansas,1983,M04,1983 Apr,6.3
Kansas,1983,M05,1983 May,6
Kansas,1983,M06,1983 Jun,5.8
Kansas,1983,M07,1983 Jul,5.7
Kansas,1983,M08,1983 Aug,5.5
Kansas,1983,M09,1983 Sep,5.4
Kansas,1983,M10,1983 Oct,5.4
Kansas,1983,M11,1983 Nov,5.3
Kansas,1983,M12,1983 Dec,5.2
Kansas,1984,M01,1984 Jan,5.2
Kansas,1984,M02,1984 Feb,5.1
Kansas,1984,M03,1984 Mar,5
Kansas,1984,M04,1984 Apr,5
Kansas,1984,M05,1984 May,5
Kansas,1984,M06,1984 Jun,5
Kansas,1984,M07,1984 Jul,4.9
Kansas,1984,M08,1984 Aug,4.9
Kansas,1984,M09,1984 Sep,4.9
Kansas,1984,M10,1984 Oct,4.9
Kansas,1984,M11,1984 Nov,4.9
Kansas,1984,M12,1984 Dec,5
Kansas,1985,M01,1985 Jan,5
Kansas,1985,M02,1985 Feb,5.1
Kansas,1985,M03,1985 Mar,5.1
Kansas,1985,M04,1985 Apr,5.1
Kansas,1985,M05,1985 May,5.1
Kansas,1985,M06,1985 Jun,5.1
Kansas,1985,M07,1985 Jul,5.1
Kansas,1985,M08,1985 Aug,5.1
Kansas,1985,M09,1985 Sep,5.2
Kansas,1985,M10,1985 Oct,5.2
Kansas,1985,M11,1985 Nov,5.2
Kansas,1985,M12,1985 Dec,5.3
Kansas,1986,M01,1986 Jan,5.3
Kansas,1986,M02,1986 Feb,5.4
Kansas,1986,M03,1986 Mar,5.4
Kansas,1986,M04,1986 Apr,5.5
Kansas,1986,M05,1986 May,5.5
Kansas,1986,M06,1986 Jun,5.5
Kansas,1986,M07,1986 Jul,5.4
Kansas,1986,M08,1986 Aug,5.4
Kansas,1986,M09,1986 Sep,5.3
Kansas,1986,M10,1986 Oct,5.2
Kansas,1986,M11,1986 Nov,5.2
Kansas,1986,M12,1986 Dec,5.2
Kansas,1987,M01,1987 Jan,5.1
Kansas,1987,M02,1987 Feb,5.1
Kansas,1987,M03,1987 Mar,5
Kansas,1987,M04,1987 Apr,5
Kansas,1987,M05,1987 May,4.9
Kansas,1987,M06,1987 Jun,4.8
Kansas,1987,M07,1987 Jul,4.8
Kansas,1987,M08,1987 Aug,4.7
Kansas,1987,M09,1987 Sep,4.7
Kansas,1987,M10,1987 Oct,4.6
Kansas,1987,M11,1987 Nov,4.6
Kansas,1987,M12,1987 Dec,4.5
Kansas,1988,M01,1988 Jan,4.5
Kansas,1988,M02,1988 Feb,4.5
Kansas,1988,M03,1988 Mar,4.5
Kansas,1988,M04,1988 Apr,4.5
Kansas,1988,M05,1988 May,4.5
Kansas,1988,M06,1988 Jun,4.5
Kansas,1988,M07,1988 Jul,4.5
Kansas,1988,M08,1988 Aug,4.5
Kansas,1988,M09,1988 Sep,4.5
Kansas,1988,M10,1988 Oct,4.5
Kansas,1988,M11,1988 Nov,4.5
Kansas,1988,M12,1988 Dec,4.4
Kansas,1989,M01,1989 Jan,4.3
Kansas,1989,M02,1989 Feb,4.2
Kansas,1989,M03,1989 Mar,4.2
Kansas,1989,M04,1989 Apr,4.1
Kansas,1989,M05,1989 May,4.1
Kansas,1989,M06,1989 Jun,4.1
Kansas,1989,M07,1989 Jul,4.1
Kansas,1989,M08,1989 Aug,4.2
Kansas,1989,M09,1989 Sep,4.2
Kansas,1989,M10,1989 Oct,4.1
Kansas,1989,M11,1989 Nov,4.1
Kansas,1989,M12,1989 Dec,4.1
Kansas,1990,M01,1990 Jan,4.1
Kansas,1990,M02,1990 Feb,4
Kansas,1990,M03,1990 Mar,4
Kansas,1990,M04,1990 Apr,4
Kansas,1990,M05,1990 May,4.1
Kansas,1990,M06,1990 Jun,4.1
Kansas,1990,M07,1990 Jul,4.2
Kansas,1990,M08,1990 Aug,4.3
Kansas,1990,M09,1990 Sep,4.4
Kansas,1990,M10,1990 Oct,4.5
Kansas,1990,M11,1990 Nov,4.6
Kansas,1990,M12,1990 Dec,4.7
Kansas,1991,M01,1991 Jan,4.7
Kansas,1991,M02,1991 Feb,4.7
Kansas,1991,M03,1991 Mar,4.7
Kansas,1991,M04,1991 Apr,4.7
Kansas,1991,M05,1991 May,4.6
Kansas,1991,M06,1991 Jun,4.5
Kansas,1991,M07,1991 Jul,4.4
Kansas,1991,M08,1991 Aug,4.3
Kansas,1991,M09,1991 Sep,4.2
Kansas,1991,M10,1991 Oct,4.2
Kansas,1991,M11,1991 Nov,4.2
Kansas,1991,M12,1991 Dec,4.2
Kansas,1992,M01,1992 Jan,4.2
Kansas,1992,M02,1992 Feb,4.3
Kansas,1992,M03,1992 Mar,4.4
Kansas,1992,M04,1992 Apr,4.5
Kansas,1992,M05,1992 May,4.5
Kansas,1992,M06,1992 Jun,4.6
Kansas,1992,M07,1992 Jul,4.7
Kansas,1992,M08,1992 Aug,4.7
Kansas,1992,M09,1992 Sep,4.7
Kansas,1992,M10,1992 Oct,4.7
Kansas,1992,M11,1992 Nov,4.7
Kansas,1992,M12,1992 Dec,4.8
Kansas,1993,M01,1993 Jan,4.8
Kansas,1993,M02,1993 Feb,4.9
Kansas,1993,M03,1993 Mar,4.9
Kansas,1993,M04,1993 Apr,5
Kansas,1993,M05,1993 May,5
Kansas,1993,M06,1993 Jun,5
Kansas,1993,M07,1993 Jul,5
Kansas,1993,M08,1993 Aug,5
Kansas,1993,M09,1993 Sep,4.9
Kansas,1993,M10,1993 Oct,4.9
Kansas,1993,M11,1993 Nov,4.9
Kansas,1993,M12,1993 Dec,5
Kansas,1994,M01,1994 Jan,5
Kansas,1994,M02,1994 Feb,4.9
Kansas,1994,M03,1994 Mar,4.9
Kansas,1994,M04,1994 Apr,4.8
Kansas,1994,M05,1994 May,4.7
Kansas,1994,M06,1994 Jun,4.7
Kansas,1994,M07,1994 Jul,4.7
Kansas,1994,M08,1994 Aug,4.7
Kansas,1994,M09,1994 Sep,4.8
Kansas,1994,M10,1994 Oct,4.8
Kansas,1994,M11,1994 Nov,4.7
Kansas,1994,M12,1994 Dec,4.7
Kansas,1995,M01,1995 Jan,4.6
Kansas,1995,M02,1995 Feb,4.6
Kansas,1995,M03,1995 Mar,4.5
Kansas,1995,M04,1995 Apr,4.5
Kansas,1995,M05,1995 May,4.5
Kansas,1995,M06,1995 Jun,4.4
Kansas,1995,M07,1995 Jul,4.4
Kansas,1995,M08,1995 Aug,4.3
Kansas,1995,M09,1995 Sep,4.2
Kansas,1995,M10,1995 Oct,4.1
Kansas,1995,M11,1995 Nov,4.1
Kansas,1995,M12,1995 Dec,4.1
Kansas,1996,M01,1996 Jan,4.1
Kansas,1996,M02,1996 Feb,4.1
Kansas,1996,M03,1996 Mar,4.2
Kansas,1996,M04,1996 Apr,4.3
Kansas,1996,M05,1996 May,4.3
Kansas,1996,M06,1996 Jun,4.3
Kansas,1996,M07,1996 Jul,4.3
Kansas,1996,M08,1996 Aug,4.3
Kansas,1996,M09,1996 Sep,4.3
Kansas,1996,M10,1996 Oct,4.3
Kansas,1996,M11,1996 Nov,4.3
Kansas,1996,M12,1996 Dec,4.2
Kansas,1997,M01,1997 Jan,4.2
Kansas,1997,M02,1997 Feb,4.1
Kansas,1997,M03,1997 Mar,4
Kansas,1997,M04,1997 Apr,3.9
Kansas,1997,M05,1997 May,3.8
Kansas,1997,M06,1997 Jun,3.7
Kansas,1997,M07,1997 Jul,3.7
Kansas,1997,M08,1997 Aug,3.7
Kansas,1997,M09,1997 Sep,3.6
Kansas,1997,M10,1997 Oct,3.6
Kansas,1997,M11,1997 Nov,3.6
Kansas,1997,M12,1997 Dec,3.6
Kansas,1998,M01,1998 Jan,3.6
Kansas,1998,M02,1998 Feb,3.6
Kansas,1998,M03,1998 Mar,3.6
Kansas,1998,M04,1998 Apr,3.7
Kansas,1998,M05,1998 May,3.7
Kansas,1998,M06,1998 Jun,3.7
Kansas,1998,M07,1998 Jul,3.8
Kansas,1998,M08,1998 Aug,3.8
Kansas,1998,M09,1998 Sep,3.8
Kansas,1998,M10,1998 Oct,3.7
Kansas,1998,M11,1998 Nov,3.6
Kansas,1998,M12,1998 Dec,3.5
Kansas,1999,M01,1999 Jan,3.5
Kansas,1999,M02,1999 Feb,3.4
Kansas,1999,M03,1999 Mar,3.4
Kansas,1999,M04,1999 Apr,3.4
Kansas,1999,M05,1999 May,3.5
Kansas,1999,M06,1999 Jun,3.5
Kansas,1999,M07,1999 Jul,3.5
Kansas,1999,M08,1999 Aug,3.5
Kansas,1999,M09,1999 Sep,3.5
Kansas,1999,M10,1999 Oct,3.5
Kansas,1999,M11,1999 Nov,3.5
Kansas,1999,M12,1999 Dec,3.6
Kansas,2000,M01,2000 Jan,3.6
Kansas,2000,M02,2000 Feb,3.6
Kansas,2000,M03,2000 Mar,3.7
Kansas,2000,M04,2000 Apr,3.7
Kansas,2000,M05,2000 May,3.7
Kansas,2000,M06,2000 Jun,3.8
Kansas,2000,M07,2000 Jul,3.8
Kansas,2000,M08,2000 Aug,3.8
Kansas,2000,M09,2000 Sep,3.8
Kansas,2000,M10,2000 Oct,3.9
Kansas,2000,M11,2000 Nov,3.9
Kansas,2000,M12,2000 Dec,4
Kansas,2001,M01,2001 Jan,4
Kansas,2001,M02,2001 Feb,4.1
Kansas,2001,M03,2001 Mar,4.1
Kansas,2001,M04,2001 Apr,4.1
Kansas,2001,M05,2001 May,4.1
Kansas,2001,M06,2001 Jun,4.1
Kansas,2001,M07,2001 Jul,4.1
Kansas,2001,M08,2001 Aug,4.2
Kansas,2001,M09,2001 Sep,4.4
Kansas,2001,M10,2001 Oct,4.5
Kansas,2001,M11,2001 Nov,4.7
Kansas,2001,M12,2001 Dec,4.8
Kansas,2002,M01,2002 Jan,5
Kansas,2002,M02,2002 Feb,5
Kansas,2002,M03,2002 Mar,5.1
Kansas,2002,M04,2002 Apr,5.1
Kansas,2002,M05,2002 May,5.1
Kansas,2002,M06,2002 Jun,5.1
Kansas,2002,M07,2002 Jul,5.1
Kansas,2002,M08,2002 Aug,5.1
Kansas,2002,M09,2002 Sep,5.1
Kansas,2002,M10,2002 Oct,5.1
Kansas,2002,M11,2002 Nov,5.1
Kansas,2002,M12,2002 Dec,5.1
Kansas,2003,M01,2003 Jan,5.1
Kansas,2003,M02,2003 Feb,5.2
Kansas,2003,M03,2003 Mar,5.3
Kansas,2003,M04,2003 Apr,5.4
Kansas,2003,M05,2003 May,5.6
Kansas,2003,M06,2003 Jun,5.7
Kansas,2003,M07,2003 Jul,5.8
Kansas,2003,M08,2003 Aug,5.8
Kansas,2003,M09,2003 Sep,5.7
Kansas,2003,M10,2003 Oct,5.7
Kansas,2003,M11,2003 Nov,5.7
Kansas,2003,M12,2003 Dec,5.6
Kansas,2004,M01,2004 Jan,5.6
Kansas,2004,M02,2004 Feb,5.6
Kansas,2004,M03,2004 Mar,5.6
Kansas,2004,M04,2004 Apr,5.6
Kansas,2004,M05,2004 May,5.6
Kansas,2004,M06,2004 Jun,5.5
Kansas,2004,M07,2004 Jul,5.5
Kansas,2004,M08,2004 Aug,5.5
Kansas,2004,M09,2004 Sep,5.4
Kansas,2004,M10,2004 Oct,5.4
Kansas,2004,M11,2004 Nov,5.4
Kansas,2004,M12,2004 Dec,5.4
Kansas,2005,M01,2005 Jan,5.4
Kansas,2005,M02,2005 Feb,5.3
Kansas,2005,M03,2005 Mar,5.3
Kansas,2005,M04,2005 Apr,5.2
Kansas,2005,M05,2005 May,5.1
Kansas,2005,M06,2005 Jun,5
Kansas,2005,M07,2005 Jul,5
Kansas,2005,M08,2005 Aug,5
Kansas,2005,M09,2005 Sep,4.9
Kansas,2005,M10,2005 Oct,4.9
Kansas,2005,M11,2005 Nov,4.9
Kansas,2005,M12,2005 Dec,4.8
Kansas,2006,M01,2006 Jan,4.7
Kansas,2006,M02,2006 Feb,4.6
Kansas,2006,M03,2006 Mar,4.5
Kansas,2006,M04,2006 Apr,4.5
Kansas,2006,M05,2006 May,4.4
Kansas,2006,M06,2006 Jun,4.4
Kansas,2006,M07,2006 Jul,4.4
Kansas,2006,M08,2006 Aug,4.4
Kansas,2006,M09,2006 Sep,4.3
Kansas,2006,M10,2006 Oct,4.3
Kansas,2006,M11,2006 Nov,4.3
Kansas,2006,M12,2006 Dec,4.3
Kansas,2007,M01,2007 Jan,4.2
Kansas,2007,M02,2007 Feb,4.2
Kansas,2007,M03,2007 Mar,4.2
Kansas,2007,M04,2007 Apr,4.2
Kansas,2007,M05,2007 May,4.2
Kansas,2007,M06,2007 Jun,4.2
Kansas,2007,M07,2007 Jul,4.2
Kansas,2007,M08,2007 Aug,4.2
Kansas,2007,M09,2007 Sep,4.3
Kansas,2007,M10,2007 Oct,4.3
Kansas,2007,M11,2007 Nov,4.3
Kansas,2007,M12,2007 Dec,4.3
Kansas,2008,M01,2008 Jan,4.3
Kansas,2008,M02,2008 Feb,4.2
Kansas,2008,M03,2008 Mar,4.2
Kansas,2008,M04,2008 Apr,4.2
Kansas,2008,M05,2008 May,4.3
Kansas,2008,M06,2008 Jun,4.4
Kansas,2008,M07,2008 Jul,4.5
Kansas,2008,M08,2008 Aug,4.7
Kansas,2008,M09,2008 Sep,4.8
Kansas,2008,M10,2008 Oct,5
Kansas,2008,M11,2008 Nov,5.2
Kansas,2008,M12,2008 Dec,5.5
Kansas,2009,M01,2009 Jan,5.8
Kansas,2009,M02,2009 Feb,6.1
Kansas,2009,M03,2009 Mar,6.5
Kansas,2009,M04,2009 Apr,6.8
Kansas,2009,M05,2009 May,7
Kansas,2009,M06,2009 Jun,7.2
Kansas,2009,M07,2009 Jul,7.2
Kansas,2009,M08,2009 Aug,7.3
Kansas,2009,M09,2009 Sep,7.2
Kansas,2009,M10,2009 Oct,7.2
Kansas,2009,M11,2009 Nov,7.2
Kansas,2009,M12,2009 Dec,7.2
Kansas,2010,M01,2010 Jan,7.2
Kansas,2010,M02,2010 Feb,7.2
Kansas,2010,M03,2010 Mar,7.1
Kansas,2010,M04,2010 Apr,7
Kansas,2010,M05,2010 May,6.9
Kansas,2010,M06,2010 Jun,6.8
Kansas,2010,M07,2010 Jul,6.8
Kansas,2010,M08,2010 Aug,6.8
Kansas,2010,M09,2010 Sep,6.8
Kansas,2010,M10,2010 Oct,6.9
Kansas,2010,M11,2010 Nov,6.9
Kansas,2010,M12,2010 Dec,6.8
Kansas,2011,M01,2011 Jan,6.8
Kansas,2011,M02,2011 Feb,6.7
Kansas,2011,M03,2011 Mar,6.6
Kansas,2011,M04,2011 Apr,6.5
Kansas,2011,M05,2011 May,6.4
Kansas,2011,M06,2011 Jun,6.4
Kansas,2011,M07,2011 Jul,6.3
Kansas,2011,M08,2011 Aug,6.3
Kansas,2011,M09,2011 Sep,6.3
Kansas,2011,M10,2011 Oct,6.2
Kansas,2011,M11,2011 Nov,6.1
Kansas,2011,M12,2011 Dec,6
Kansas,2012,M01,2012 Jan,5.9
Kansas,2012,M02,2012 Feb,5.9
Kansas,2012,M03,2012 Mar,5.8
Kansas,2012,M04,2012 Apr,5.8
Kansas,2012,M05,2012 May,5.8
Kansas,2012,M06,2012 Jun,5.7
Kansas,2012,M07,2012 Jul,5.7
Kansas,2012,M08,2012 Aug,5.6
Kansas,2012,M09,2012 Sep,5.6
Kansas,2012,M10,2012 Oct,5.6
Kansas,2012,M11,2012 Nov,5.6
Kansas,2012,M12,2012 Dec,5.6
Kansas,2013,M01,2013 Jan,5.6
Kansas,2013,M02,2013 Feb,5.5
Kansas,2013,M03,2013 Mar,5.5
Kansas,2013,M04,2013 Apr,5.4
Kansas,2013,M05,2013 May,5.4
Kansas,2013,M06,2013 Jun,5.4
Kansas,2013,M07,2013 Jul,5.3
Kansas,2013,M08,2013 Aug,5.3
Kansas,2013,M09,2013 Sep,5.2
Kansas,2013,M10,2013 Oct,5.1
Kansas,2013,M11,2013 Nov,5
Kansas,2013,M12,2013 Dec,4.9
Kansas,2014,M01,2014 Jan,4.8
Kansas,2014,M02,2014 Feb,4.7
Kansas,2014,M03,2014 Mar,4.7
Kansas,2014,M04,2014 Apr,4.6
Kansas,2014,M05,2014 May,4.6
Kansas,2014,M06,2014 Jun,4.5
Kansas,2014,M07,2014 Jul,4.5
Kansas,2014,M08,2014 Aug,4.4
Kansas,2014,M09,2014 Sep,4.4
Kansas,2014,M10,2014 Oct,4.3
Kansas,2014,M11,2014 Nov,4.3
Kansas,2014,M12,2014 Dec,4.3
Kansas,2015,M01,2015 Jan,4.3
Kansas,2015,M02,2015 Feb,4.4
Kansas,2015,M03,2015 Mar,4.4
Kansas,2015,M04,2015 Apr,4.4
Kansas,2015,M05,2015 May,4.3
Kansas,2015,M06,2015 Jun,4.2
Kansas,2015,M07,2015 Jul,4.1
Kansas,2015,M08,2015 Aug,4
Kansas,2015,M09,2015 Sep,4
Kansas,2015,M10,2015 Oct,3.9
Kansas,2015,M11,2015 Nov,3.9
Kansas,2015,M12,2015 Dec,3.9
Kansas,2016,M01,2016 Jan,3.9
Kansas,2016,M02,2016 Feb,3.9
Kansas,2016,M03,2016 Mar,3.9
Kansas,2016,M04,2016 Apr,4
Kansas,2016,M05,2016 May,4
Kansas,2016,M06,2016 Jun,4
Kansas,2016,M07,2016 Jul,4.1
Kansas,2016,M08,2016 Aug,4.1
Kansas,2016,M09,2016 Sep,4.1
Kansas,2016,M10,2016 Oct,4.1
Kansas,2016,M11,2016 Nov,4.1
Kansas,2016,M12,2016 Dec,4
Kansas,2017,M01,2017 Jan,3.9
Kansas,2017,M02,2017 Feb,3.8
Kansas,2017,M03,2017 Mar,3.7
Kansas,2017,M04,2017 Apr,3.7
Kansas,2017,M05,2017 May,3.6
Kansas,2017,M06,2017 Jun,3.6
Kansas,2017,M07,2017 Jul,3.6
Kansas,2017,M08,2017 Aug,3.6
Kansas,2017,M09,2017 Sep,3.6
Kansas,2017,M10,2017 Oct,3.5
Kansas,2017,M11,2017 Nov,3.5
Kansas,2017,M12,2017 Dec,3.5
Kansas,2018,M01,2018 Jan,3.4
Kansas,2018,M02,2018 Feb,3.4
Kansas,2018,M03,2018 Mar,3.3
Kansas,2018,M04,2018 Apr,3.3
Kansas,2018,M05,2018 May,3.2
Kansas,2018,M06,2018 Jun,3.2
Kansas,2018,M07,2018 Jul,3.2
Kansas,2018,M08,2018 Aug,3.2
Kansas,2018,M09,2018 Sep,3.3
Kansas,2018,M10,2018 Oct,3.3
Kansas,2018,M11,2018 Nov,3.3
Kansas,2018,M12,2018 Dec,3.3
Kansas,2019,M01,2019 Jan,3.3
Kansas,2019,M02,2019 Feb,3.3
Kansas,2019,M03,2019 Mar,3.2
Kansas,2019,M04,2019 Apr,3.1
Kansas,2019,M05,2019 May,3.1
Kansas,2019,M06,2019 Jun,3.1
Kansas,2019,M07,2019 Jul,3.1
Kansas,2019,M08,2019 Aug,3.1
Kansas,2019,M09,2019 Sep,3.1
Kansas,2019,M10,2019 Oct,3.1
Kansas,2019,M11,2019 Nov,3.1
Kansas,2019,M12,2019 Dec,3.1
Kansas,2020,M01,2020 Jan,3.1
Kansas,2020,M02,2020 Feb,3.2
Kansas,2020,M03,2020 Mar,3.2
Kansas,2020,M04,2020 Apr,12.6
Kansas,2020,M05,2020 May,9
Kansas,2020,M06,2020 Jun,7
Kansas,2020,M07,2020 Jul,6.6
Kansas,2020,M08,2020 Aug,6.2
Kansas,2020,M09,2020 Sep,6.1
Kansas,2020,M10,2020 Oct,4.7
Kansas,2020,M11,2020 Nov,4.7
Kansas,2020,M12,2020 Dec,4.7
Kansas,2021,M01,2021 Jan,3.4
Kansas,2021,M02,2021 Feb,3.8
Kansas,2021,M03,2021 Mar,3.7
Kansas,2021,M04,2021 Apr,3.5
Kansas,2021,M05,2021 May,3.5
Kansas,2021,M06,2021 Jun,3.7
Kansas,2021,M07,2021 Jul,3.8
Kansas,2021,M08,2021 Aug,3.8
Kentucky,1976,M01,1976 Jan,5.6
Kentucky,1976,M02,1976 Feb,5.6
Kentucky,1976,M03,1976 Mar,5.6
Kentucky,1976,M04,1976 Apr,5.6
Kentucky,1976,M05,1976 May,5.5
Kentucky,1976,M06,1976 Jun,5.5
Kentucky,1976,M07,1976 Jul,5.4
Kentucky,1976,M08,1976 Aug,5.4
Kentucky,1976,M09,1976 Sep,5.3
Kentucky,1976,M10,1976 Oct,5.2
Kentucky,1976,M11,1976 Nov,5.2
Kentucky,1976,M12,1976 Dec,5.1
Kentucky,1977,M01,1977 Jan,5.1
Kentucky,1977,M02,1977 Feb,5
Kentucky,1977,M03,1977 Mar,5
Kentucky,1977,M04,1977 Apr,4.9
Kentucky,1977,M05,1977 May,4.8
Kentucky,1977,M06,1977 Jun,4.7
Kentucky,1977,M07,1977 Jul,4.7
Kentucky,1977,M08,1977 Aug,4.7
Kentucky,1977,M09,1977 Sep,4.7
Kentucky,1977,M10,1977 Oct,4.8
Kentucky,1977,M11,1977 Nov,4.9
Kentucky,1977,M12,1977 Dec,4.9
Kentucky,1978,M01,1978 Jan,5
Kentucky,1978,M02,1978 Feb,5
Kentucky,1978,M03,1978 Mar,5
Kentucky,1978,M04,1978 Apr,4.9
Kentucky,1978,M05,1978 May,4.9
Kentucky,1978,M06,1978 Jun,5
Kentucky,1978,M07,1978 Jul,5
Kentucky,1978,M08,1978 Aug,5.1
Kentucky,1978,M09,1978 Sep,5.1
Kentucky,1978,M10,1978 Oct,5.2
Kentucky,1978,M11,1978 Nov,5.2
Kentucky,1978,M12,1978 Dec,5.2
Kentucky,1979,M01,1979 Jan,5.3
Kentucky,1979,M02,1979 Feb,5.3
Kentucky,1979,M03,1979 Mar,5.4
Kentucky,1979,M04,1979 Apr,5.4
Kentucky,1979,M05,1979 May,5.4
Kentucky,1979,M06,1979 Jun,5.4
Kentucky,1979,M07,1979 Jul,5.5
Kentucky,1979,M08,1979 Aug,5.6
Kentucky,1979,M09,1979 Sep,5.6
Kentucky,1979,M10,1979 Oct,5.7
Kentucky,1979,M11,1979 Nov,5.8
Kentucky,1979,M12,1979 Dec,6
Kentucky,1980,M01,1980 Jan,6.2
Kentucky,1980,M02,1980 Feb,6.6
Kentucky,1980,M03,1980 Mar,7
Kentucky,1980,M04,1980 Apr,7.5
Kentucky,1980,M05,1980 May,8
Kentucky,1980,M06,1980 Jun,8.3
Kentucky,1980,M07,1980 Jul,8.6
Kentucky,1980,M08,1980 Aug,8.8
Kentucky,1980,M09,1980 Sep,8.9
Kentucky,1980,M10,1980 Oct,8.8
Kentucky,1980,M11,1980 Nov,8.7
Kentucky,1980,M12,1980 Dec,8.6
Kentucky,1981,M01,1981 Jan,8.5
Kentucky,1981,M02,1981 Feb,8.4
Kentucky,1981,M03,1981 Mar,8.3
Kentucky,1981,M04,1981 Apr,8.2
Kentucky,1981,M05,1981 May,8.2
Kentucky,1981,M06,1981 Jun,8.2
Kentucky,1981,M07,1981 Jul,8.3
Kentucky,1981,M08,1981 Aug,8.5
Kentucky,1981,M09,1981 Sep,8.7
Kentucky,1981,M10,1981 Oct,9
Kentucky,1981,M11,1981 Nov,9.3
Kentucky,1981,M12,1981 Dec,9.5
Kentucky,1982,M01,1982 Jan,9.8
Kentucky,1982,M02,1982 Feb,10
Kentucky,1982,M03,1982 Mar,10.2
Kentucky,1982,M04,1982 Apr,10.4
Kentucky,1982,M05,1982 May,10.5
Kentucky,1982,M06,1982 Jun,10.7
Kentucky,1982,M07,1982 Jul,10.8
Kentucky,1982,M08,1982 Aug,11
Kentucky,1982,M09,1982 Sep,11.2
Kentucky,1982,M10,1982 Oct,11.5
Kentucky,1982,M11,1982 Nov,11.8
Kentucky,1982,M12,1982 Dec,12
Kentucky,1983,M01,1983 Jan,12.2
Kentucky,1983,M02,1983 Feb,12.2
Kentucky,1983,M03,1983 Mar,12.1
Kentucky,1983,M04,1983 Apr,11.9
Kentucky,1983,M05,1983 May,11.7
Kentucky,1983,M06,1983 Jun,11.6
Kentucky,1983,M07,1983 Jul,11.3
Kentucky,1983,M08,1983 Aug,11.1
Kentucky,1983,M09,1983 Sep,10.8
Kentucky,1983,M10,1983 Oct,10.4
Kentucky,1983,M11,1983 Nov,10.1
Kentucky,1983,M12,1983 Dec,9.8
Kentucky,1984,M01,1984 Jan,9.6
Kentucky,1984,M02,1984 Feb,9.5
Kentucky,1984,M03,1984 Mar,9.4
Kentucky,1984,M04,1984 Apr,9.3
Kentucky,1984,M05,1984 May,9.2
Kentucky,1984,M06,1984 Jun,9.1
Kentucky,1984,M07,1984 Jul,9
Kentucky,1984,M08,1984 Aug,8.9
Kentucky,1984,M09,1984 Sep,8.8
Kentucky,1984,M10,1984 Oct,8.7
Kentucky,1984,M11,1984 Nov,8.7
Kentucky,1984,M12,1984 Dec,8.6
Kentucky,1985,M01,1985 Jan,8.6
Kentucky,1985,M02,1985 Feb,8.6
Kentucky,1985,M03,1985 Mar,8.7
Kentucky,1985,M04,1985 Apr,8.8
Kentucky,1985,M05,1985 May,8.9
Kentucky,1985,M06,1985 Jun,9
Kentucky,1985,M07,1985 Jul,9.1
Kentucky,1985,M08,1985 Aug,9.2
Kentucky,1985,M09,1985 Sep,9.2
Kentucky,1985,M10,1985 Oct,9.3
Kentucky,1985,M11,1985 Nov,9.3
Kentucky,1985,M12,1985 Dec,9.3
Kentucky,1986,M01,1986 Jan,9.4
Kentucky,1986,M02,1986 Feb,9.4
Kentucky,1986,M03,1986 Mar,9.3
Kentucky,1986,M04,1986 Apr,9.3
Kentucky,1986,M05,1986 May,9.3
Kentucky,1986,M06,1986 Jun,9.2
Kentucky,1986,M07,1986 Jul,9.2
Kentucky,1986,M08,1986 Aug,9.2
Kentucky,1986,M09,1986 Sep,9.2
Kentucky,1986,M10,1986 Oct,9.2
Kentucky,1986,M11,1986 Nov,9.2
Kentucky,1986,M12,1986 Dec,9.2
Kentucky,1987,M01,1987 Jan,9.1
Kentucky,1987,M02,1987 Feb,9
Kentucky,1987,M03,1987 Mar,8.8
Kentucky,1987,M04,1987 Apr,8.6
Kentucky,1987,M05,1987 May,8.4
Kentucky,1987,M06,1987 Jun,8.2
Kentucky,1987,M07,1987 Jul,8.1
Kentucky,1987,M08,1987 Aug,7.9
Kentucky,1987,M09,1987 Sep,7.9
Kentucky,1987,M10,1987 Oct,7.8
Kentucky,1987,M11,1987 Nov,7.8
Kentucky,1987,M12,1987 Dec,7.7
Kentucky,1988,M01,1988 Jan,7.7
Kentucky,1988,M02,1988 Feb,7.7
Kentucky,1988,M03,1988 Mar,7.6
Kentucky,1988,M04,1988 Apr,7.6
Kentucky,1988,M05,1988 May,7.6
