Year,Month,Trade Type,Origin,HKHS 4-digit,Statistics,Value,Unit
2022,Jun,Imports,NETHERLANDS,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"4,006!",HK$ '000
2022,Jun,Imports,SINGAPORE,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"60,651!",HK$ '000
2022,Jun,Imports,TAIWAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"87,307!",HK$ '000
2022,Jun,Imports,USA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"77,752!",HK$ '000
2022,Jul,Imports,JAPAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"66,234!",HK$ '000
2022,Jul,Imports,KOREA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"7,158!",HK$ '000
2022,Jul,Imports,NETHERLANDS,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"6,582!",HK$ '000
2022,Jul,Imports,SINGAPORE,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"80,467!",HK$ '000
2022,Jul,Imports,TAIWAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"30,484!",HK$ '000
2022,Jul,Imports,USA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"82,608!",HK$ '000
2022,Aug,Imports,JAPAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"76,771!",HK$ '000
2022,Aug,Imports,KOREA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"6,823!",HK$ '000
2022,Aug,Imports,NETHERLANDS,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"3,300!",HK$ '000
2022,Aug,Imports,SINGAPORE,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"41,372!",HK$ '000
2022,Aug,Imports,TAIWAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"31,993!",HK$ '000
2022,Aug,Imports,USA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"71,208!",HK$ '000
2022,Sep,Imports,JAPAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"38,651!",HK$ '000
2022,Sep,Imports,KOREA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"4,538!",HK$ '000
2022,Sep,Imports,NETHERLANDS,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"6,375!",HK$ '000
2022,Sep,Imports,SINGAPORE,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"50,950!",HK$ '000
2022,Sep,Imports,TAIWAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"31,958!",HK$ '000
2022,Sep,Imports,USA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"77,349!",HK$ '000
2022,Oct,Imports,JAPAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"62,284!",HK$ '000
2022,Oct,Imports,KOREA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"1,632!",HK$ '000
2022,Oct,Imports,NETHERLANDS,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"3,073!",HK$ '000
2022,Oct,Imports,SINGAPORE,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"159,433!",HK$ '000
2022,Oct,Imports,TAIWAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"57,824!",HK$ '000
2022,Oct,Imports,USA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"76,698!",HK$ '000
2022,Nov,Imports,JAPAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"39,400!",HK$ '000
2022,Nov,Imports,KOREA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"5,831!",HK$ '000
2022,Nov,Imports,NETHERLANDS,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"8,942!",HK$ '000
2022,Nov,Imports,SINGAPORE,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"139,073!",HK$ '000
2022,Nov,Imports,TAIWAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"37,279!",HK$ '000
2022,Nov,Imports,USA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"48,301!",HK$ '000
2022,Dec,Imports,JAPAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"45,846!",HK$ '000
2022,Dec,Imports,KOREA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"43,093!",HK$ '000
2022,Dec,Imports,NETHERLANDS,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"2,332!",HK$ '000
2022,Dec,Imports,SINGAPORE,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"92,837!",HK$ '000
2022,Dec,Imports,TAIWAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"47,053!",HK$ '000
2022,Dec,Imports,USA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"50,902!",HK$ '000
2023,Jan,Imports,JAPAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"43,866",HK$ '000
2023,Jan,Imports,KOREA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"7,815",HK$ '000
2023,Jan,Imports,NETHERLANDS,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"3,831",HK$ '000
2023,Jan,Imports,SINGAPORE,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"202,898",HK$ '000
2023,Jan,Imports,TAIWAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"9,578",HK$ '000
2023,Jan,Imports,USA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"42,865",HK$ '000
2023,Feb,Imports,JAPAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"51,517",HK$ '000
2023,Feb,Imports,KOREA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"5,250",HK$ '000
2023,Feb,Imports,NETHERLANDS,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"3,639",HK$ '000
2023,Feb,Imports,SINGAPORE,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"72,112",HK$ '000
2023,Feb,Imports,TAIWAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"24,271",HK$ '000
2023,Feb,Imports,USA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"97,445",HK$ '000
2023,Mar,Imports,JAPAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"30,747",HK$ '000
2023,Mar,Imports,KOREA,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"13,003",HK$ '000
2023,Mar,Imports,NETHERLANDS,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"3,543",HK$ '000
2023,Mar,Imports,SINGAPORE,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"136,192",HK$ '000
2023,Mar,Imports,TAIWAN,"8486 - MACHINES AND APPARATUS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, SEMICONDUCTOR DEVICES, ELECTRONIC INTEGRATED CIRCUITS OR FLAT PANEL DISPLAYS; MACHINES AND APPARATUS SPECIFIED IN NOTE 11(C) TO THIS CHAPTER; PARTS AND ACCESSORIES",Value (Monthly) (HK$ '000),"39,567",HK$ '000
