Year,Month,Trade Type,Origin,HKHS 4-digit,Statistics,Value,Unit
2016,Jan,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,323,654",HK$ '000
2016,Jan,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"9,294,146",HK$ '000
2016,Jan,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"5,873,231",HK$ '000
2016,Jan,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"20,406,299",HK$ '000
2016,Jan,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,018,812",HK$ '000
2016,Jan,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,308,979",HK$ '000
2016,Feb,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,156,972",HK$ '000
2016,Feb,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,896,835",HK$ '000
2016,Feb,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,752,052",HK$ '000
2016,Feb,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"15,985,163",HK$ '000
2016,Feb,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,454,901",HK$ '000
2016,Feb,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,494,475",HK$ '000
2016,Mar,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,751,168",HK$ '000
2016,Mar,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"9,812,631",HK$ '000
2016,Mar,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"6,718,458",HK$ '000
2016,Mar,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"21,722,842",HK$ '000
2016,Mar,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,553,969",HK$ '000
2016,Mar,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,140,014",HK$ '000
2016,Apr,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,875,238",HK$ '000
2016,Apr,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"11,605,777",HK$ '000
2016,Apr,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"6,305,377",HK$ '000
2016,Apr,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"21,475,171",HK$ '000
2016,Apr,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,805,755",HK$ '000
2016,Apr,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,846,141",HK$ '000
2016,May,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,794,586",HK$ '000
2016,May,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"12,972,409",HK$ '000
2016,May,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"6,505,119",HK$ '000
2016,May,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"22,726,253",HK$ '000
2016,May,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,725,205",HK$ '000
2016,May,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,091,357",HK$ '000
2016,Jun,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,597,150",HK$ '000
2016,Jun,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"13,643,155",HK$ '000
2016,Jun,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,132,206",HK$ '000
2016,Jun,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"24,228,505",HK$ '000
2016,Jun,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,280,639",HK$ '000
2016,Jun,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,199,910",HK$ '000
2016,Jul,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,568,443",HK$ '000
2016,Jul,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"13,050,843",HK$ '000
2016,Jul,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"6,953,558",HK$ '000
2016,Jul,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"26,547,771",HK$ '000
2016,Jul,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,619,294",HK$ '000
2016,Jul,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,263,906",HK$ '000
2016,Aug,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,345,357",HK$ '000
2016,Aug,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"13,189,166",HK$ '000
2016,Aug,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,449,534",HK$ '000
2016,Aug,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"26,504,815",HK$ '000
2016,Aug,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,352,952",HK$ '000
2016,Aug,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,294,853",HK$ '000
2016,Sep,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,775,093",HK$ '000
2016,Sep,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"14,893,203",HK$ '000
2016,Sep,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"8,598,062",HK$ '000
2016,Sep,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"26,132,326",HK$ '000
2016,Sep,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,197,684",HK$ '000
2016,Sep,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,170,781",HK$ '000
2016,Oct,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,547,133",HK$ '000
2016,Oct,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"15,240,686",HK$ '000
2016,Oct,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"6,961,546",HK$ '000
2016,Oct,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"26,589,229",HK$ '000
2016,Oct,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,174,144",HK$ '000
2016,Oct,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,349,602",HK$ '000
2016,Nov,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,693,710",HK$ '000
2016,Nov,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"15,618,515",HK$ '000
2016,Nov,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,696,942",HK$ '000
2016,Nov,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"27,404,803",HK$ '000
2016,Nov,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,424,319",HK$ '000
2016,Nov,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,401,267",HK$ '000
2016,Dec,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,781,585",HK$ '000
2016,Dec,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"16,426,106",HK$ '000
2016,Dec,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"8,487,266",HK$ '000
2016,Dec,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"26,773,735",HK$ '000
2016,Dec,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,615,365",HK$ '000
2016,Dec,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,504,457",HK$ '000
2017,Jan,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,134,820",HK$ '000
2017,Jan,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"13,799,543",HK$ '000
2017,Jan,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"6,057,865",HK$ '000
2017,Jan,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"22,834,639",HK$ '000
2017,Jan,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,245,741",HK$ '000
2017,Jan,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,013,423",HK$ '000
2017,Feb,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,290,386",HK$ '000
2017,Feb,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"14,321,474",HK$ '000
2017,Feb,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"6,763,905",HK$ '000
2017,Feb,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"21,943,082",HK$ '000
2017,Feb,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,063,977",HK$ '000
2017,Feb,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,133,030",HK$ '000
2017,Mar,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,706,680",HK$ '000
2017,Mar,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"16,434,620",HK$ '000
2017,Mar,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"8,817,419",HK$ '000
2017,Mar,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"27,555,921",HK$ '000
2017,Mar,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,979,339",HK$ '000
2017,Mar,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,997,823",HK$ '000
2017,Apr,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,542,302",HK$ '000
2017,Apr,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"15,614,950",HK$ '000
2017,Apr,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,217,974",HK$ '000
2017,Apr,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"22,327,531",HK$ '000
2017,Apr,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,630,291",HK$ '000
2017,Apr,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,856,709",HK$ '000
2017,May,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,449,382",HK$ '000
2017,May,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"13,879,590",HK$ '000
2017,May,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"6,837,726",HK$ '000
2017,May,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"22,797,833",HK$ '000
2017,May,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,756,723",HK$ '000
2017,May,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,807,781",HK$ '000
2017,Jun,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,836,597",HK$ '000
2017,Jun,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"16,155,788",HK$ '000
2017,Jun,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"8,076,403",HK$ '000
2017,Jun,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"29,192,904",HK$ '000
2017,Jun,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,892,905",HK$ '000
2017,Jun,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,122,702",HK$ '000
2017,Jul,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,367,165",HK$ '000
2017,Jul,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"14,942,400",HK$ '000
2017,Jul,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,571,695",HK$ '000
2017,Jul,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"27,428,118",HK$ '000
2017,Jul,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,419,371",HK$ '000
2017,Jul,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,327,304",HK$ '000
2017,Aug,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,846,263",HK$ '000
2017,Aug,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"15,819,894",HK$ '000
2017,Aug,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,856,283",HK$ '000
2017,Aug,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"29,307,875",HK$ '000
2017,Aug,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,755,161",HK$ '000
2017,Aug,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,618,806",HK$ '000
2017,Sep,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,136,923",HK$ '000
2017,Sep,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"19,546,734",HK$ '000
2017,Sep,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,597,346",HK$ '000
2017,Sep,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"29,596,746",HK$ '000
2017,Sep,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,747,736",HK$ '000
2017,Sep,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,900,207",HK$ '000
2017,Oct,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,571,190",HK$ '000
2017,Oct,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"17,388,934",HK$ '000
2017,Oct,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"6,913,734",HK$ '000
2017,Oct,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"31,461,482",HK$ '000
2017,Oct,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,686,029",HK$ '000
2017,Oct,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,711,825",HK$ '000
2017,Nov,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,691,683",HK$ '000
2017,Nov,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"17,859,363",HK$ '000
2017,Nov,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"8,424,193",HK$ '000
2017,Nov,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"28,659,638",HK$ '000
2017,Nov,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,820,086",HK$ '000
2017,Nov,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,061,071",HK$ '000
2017,Dec,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,928,237",HK$ '000
2017,Dec,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"17,482,015",HK$ '000
2017,Dec,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"9,733,593",HK$ '000
2017,Dec,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"34,694,878",HK$ '000
2017,Dec,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,325,816",HK$ '000
2017,Dec,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,391,155",HK$ '000
2018,Jan,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,073,665",HK$ '000
2018,Jan,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"16,022,274",HK$ '000
2018,Jan,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"10,255,798",HK$ '000
2018,Jan,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"26,762,821",HK$ '000
2018,Jan,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,689,702",HK$ '000
2018,Jan,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,434,226",HK$ '000
2018,Feb,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,579,789",HK$ '000
2018,Feb,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"12,588,964",HK$ '000
2018,Feb,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"8,081,204",HK$ '000
2018,Feb,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"21,259,572",HK$ '000
2018,Feb,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,094,100",HK$ '000
2018,Feb,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,709,938",HK$ '000
2018,Mar,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,606,390",HK$ '000
2018,Mar,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"18,151,825",HK$ '000
2018,Mar,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"12,851,636",HK$ '000
2018,Mar,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"40,113,033",HK$ '000
