Date,RIG_COUNT
2015-06-12,635
2015-06-19,631
2015-06-26,628
2015-07-02,640
2015-07-10,645
2015-07-17,638
2015-07-24,659
2015-07-31,664
2015-08-07,670
2015-08-14,672
2015-08-21,674
2015-08-28,675
2015-09-04,662
2015-09-11,652
2015-09-18,644
2015-09-25,641
2015-10-02,614
2015-10-09,605
2015-10-16,595
2015-10-23,594
2015-10-30,578
2015-11-06,572
2015-11-13,574
2015-11-20,564
2015-11-25,555
2015-12-04,545
2015-12-11,524
2015-12-18,541
2015-12-23,538
2015-12-31,536
2016-01-08,516
2016-01-15,515
2016-01-22,510
2016-01-29,498
2016-02-05,467
2016-02-12,439
2016-02-19,413
2016-02-26,400
2016-03-04,392
2016-03-11,386
2016-03-18,387
2016-03-24,372
2016-04-01,362
2016-04-08,354
2016-04-15,351
2016-04-22,343
2016-04-29,332
2016-05-06,328
2016-05-13,318
2016-05-20,318
2016-05-27,316
2016-06-03,325
2016-06-10,328
2016-06-17,337
2016-06-24,330
2016-07-01,341
2016-07-08,351
2016-07-15,357
2016-07-22,371
2016-07-29,374
2016-08-05,381
2016-08-12,396
2016-08-19,406
2016-08-26,406
2016-09-02,407
2016-09-09,414
2016-09-16,416
2016-09-23,418
2016-09-30,425
2016-10-07,428
2016-10-14,432
2016-10-21,443
2016-10-28,441
2016-11-04,450
2016-11-11,452
2016-11-18,471
2016-11-23,474
2016-12-02,477
2016-12-09,498
2016-12-16,510
2016-12-23,523
2016-12-30,525
2017-01-06,529
2017-01-13,522
2017-01-20,551
2017-01-27,566
2017-02-03,583
2017-02-10,591
2017-02-17,597
2017-02-24,602
2017-03-03,609
2017-03-10,617
2017-03-17,631
2017-03-24,652
2017-03-31,662
2017-04-07,672
2017-04-13,683
2017-04-21,688
2017-04-28,697
2017-05-05,703
2017-05-12,712
2017-05-19,720
2017-05-26,722
2017-06-02,733
2017-06-09,741
2017-06-16,747
2017-06-23,758
2017-06-30,756
2017-07-07,763
2017-07-14,765
2017-07-21,764
2017-07-28,766
2017-08-04,765
2017-08-11,768
2017-08-18,763
2017-08-25,759
2017-09-01,759
2017-09-08,756
2017-09-15,749
2017-09-22,744
2017-09-29,750
2017-10-06,748
2017-10-13,743
2017-10-20,736
2017-10-27,737
2017-11-03,729
2017-11-10,738
2017-11-17,738
2017-11-22,747
2017-12-01,749
2017-12-08,751
2017-12-15,747
2017-12-22,747
2017-12-29,747
2018-01-05,742
2018-01-12,752
2018-01-19,747
2018-01-26,759
2018-02-02,765
2018-02-09,791
2018-02-16,798
2018-02-23,799
2018-03-02,800
2018-03-09,796
2018-03-16,800
2018-03-23,804
2018-03-29,797
2018-04-06,808
2018-04-13,815
2018-04-20,820
2018-04-27,825
2018-05-04,834
2018-05-11,844
2018-05-18,844
2018-05-25,859
2018-06-01,861
2018-06-08,862
2018-06-15,863
2018-06-22,862
2018-06-29,858
2018-07-06,863
2018-07-13,863
2018-07-20,858
2018-07-27,861
2018-08-03,859
2018-08-10,869
2018-08-17,869
2018-08-24,860
2018-08-31,862
2018-09-07,860
2018-09-14,867
2018-09-21,866
2018-09-28,863
2018-10-05,861
2018-10-12,869
2018-10-19,873
2018-10-26,875
2018-11-02,874
2018-11-09,886
2018-11-16,888
2018-11-21,885
2018-11-30,887
2018-12-07,877
2018-12-14,873
2018-12-21,883
2018-12-28,885
2019-01-04,877
2019-01-11,873
2019-01-18,852
2019-01-25,862
2019-02-01,847
2019-02-08,854
2019-02-15,857
2019-02-22,853
2019-03-01,843
2019-03-08,834
2019-03-15,833
2019-03-22,824
2019-03-29,816
2019-04-05,831
2019-04-12,833
2019-04-18,825
2019-04-26,805
2019-05-03,807
2019-05-10,805
2019-05-17,802
2019-05-24,797
2019-05-31,800
2019-06-07,789
2019-06-14,788
2019-06-21,789
2019-06-28,793
2019-07-03,788
2019-07-12,784
2019-07-19,779
2019-07-26,776
2019-08-02,770
2019-08-09,764
2019-08-16,770
2019-08-23,754
2019-08-30,742
2019-09-06,738
2019-09-13,733
2019-09-20,719
2019-09-27,713
2019-10-04,710
2019-10-11,712
2019-10-18,713
2019-10-25,696
2019-11-01,691
2019-11-08,684
2019-11-15,674
2019-11-22,671
2019-11-27,668
2019-12-06,663
2019-12-13,667
2019-12-20,685
2019-12-27,677
2020-01-03,670
2020-01-10,659
2020-01-17,673
2020-01-24,676
2020-01-31,675
2020-02-07,676
2020-02-14,678
2020-02-21,679
2020-02-28,678
2020-03-06,682
2020-03-13,683
2020-03-20,664
2020-03-27,624
2020-04-03,562
2020-04-09,504
2020-04-17,438
2020-04-24,378
2020-05-01,325
2020-05-08,292
2020-05-15,258
2020-05-22,237
2020-05-29,222
2020-06-05,206
2020-06-12,199
2020-06-19,189
2020-06-26,188
2020-07-02,185
2020-07-10,181
2020-07-17,180
2020-07-24,181
2020-07-31,180
2020-08-07,176
2020-08-14,172
2020-08-21,183
2020-08-28,180
2020-09-04,181
2020-09-11,180
2020-09-18,179
2020-09-25,183
2020-10-02,189
2020-10-09,193
2020-10-16,205
2020-10-23,211
2020-10-30,221
2020-11-06,226
2020-11-13,236
2020-11-20,231
2020-11-25,241
2020-12-04,246
2020-12-11,258
2020-12-18,263
2020-12-23,264
2020-12-31,267
2021-01-08,275
2021-01-15,287
2021-01-22,289
2021-01-29,295
2021-02-05,299
2021-02-12,306
2021-02-19,305
2021-02-26,309
2021-03-05,310
2021-03-12,309
2021-03-19,318
2021-03-26,324
2021-04-01,337
2021-04-09,337
2021-04-16,344
2021-04-23,343
2021-04-30,342
2021-05-07,344
2021-05-14,352
2021-05-21,356
2021-05-28,359
2021-06-04,359
2021-06-11,365
2021-06-18,373
2021-06-25,372
2021-07-02,376
2021-07-09,378
2021-07-16,380
2021-07-23,387
2021-07-30,385
2021-08-06,387
2021-08-13,398
2021-08-20,405
2021-08-27,410
2021-09-03,394
2021-09-10,401
2021-09-17,411
2021-09-24,421
2021-10-01,428
2021-10-08,433
2021-10-15,445
2021-10-22,443
2021-10-29,444
2021-11-05,450
2021-11-12,454
2021-11-19,461
2021-11-24,467
2021-12-03,467
2021-12-10,471
2021-12-17,475
2021-12-23,480
2021-12-31,480
2022-01-07,481
2022-01-14,492
2022-01-21,491
2022-01-28,495
2022-02-04,497
2022-02-11,516
2022-02-18,520
2022-02-25,522
2022-03-04,519
2022-03-11,527
2022-03-18,524
2022-03-25,531
2022-04-01,533
2022-04-08,546
2022-04-14,548
